hunt_code,residency,points,canonical_rows,download_rows,hunt_names,source_files
DB1586,Resident,8,3,,"Wasatch Mtns, West",
DB1586,Resident,9,3,,"Wasatch Mtns, West",
DB1586,Resident,10,3,,"Wasatch Mtns, West",
DB1586,Resident,11,3,,"Wasatch Mtns, West",
DB1586,Resident,12,3,,"Wasatch Mtns, West",
DB1586,Resident,13,3,,"Wasatch Mtns, West",
DB1586,Resident,14,3,,"Wasatch Mtns, West",
DB1586,Resident,15,3,,"Wasatch Mtns, West",
DB1586,Resident,16,3,,"Wasatch Mtns, West",
DB1586,Resident,17,3,,"Wasatch Mtns, West",
DB1586,Resident,18,3,,"Wasatch Mtns, West",
DB1586,Resident,19,3,,"Wasatch Mtns, West",
DB1586,Resident,20,3,,"Wasatch Mtns, West",
DB1586,Nonresident,21,2,,"Wasatch Mtns, West",
DB1586,Resident,21,2,,"Wasatch Mtns, West",
DB1589,Nonresident,0,3,,Zion,
DB1589,Nonresident,1,3,,Zion,
DB1589,Nonresident,2,3,,Zion,
DB1589,Nonresident,3,3,,Zion,
DB1589,Nonresident,4,3,,Zion,
DB1589,Nonresident,5,3,,Zion,
DB1589,Nonresident,6,3,,Zion,
DB1589,Nonresident,7,3,,Zion,
DB1589,Nonresident,8,3,,Zion,
DB1589,Nonresident,9,3,,Zion,
DB1589,Nonresident,10,3,,Zion,
DB1589,Nonresident,11,3,,Zion,
DB1589,Nonresident,12,3,,Zion,
DB1589,Nonresident,13,3,,Zion,
DB1589,Nonresident,14,3,,Zion,
DB1589,Nonresident,15,3,,Zion,
DB1589,Nonresident,16,3,,Zion,
DB1589,Nonresident,17,3,,Zion,
DB1589,Nonresident,18,3,,Zion,
DB1589,Nonresident,19,3,,Zion,
DB1589,Nonresident,20,3,,Zion,
DB1589,Resident,0,3,,Zion,
DB1589,Resident,1,3,,Zion,
DB1589,Resident,2,3,,Zion,
DB1589,Resident,3,3,,Zion,
DB1589,Resident,4,3,,Zion,
DB1589,Resident,5,3,,Zion,
DB1589,Resident,6,3,,Zion,
DB1589,Resident,7,3,,Zion,
DB1589,Resident,8,3,,Zion,
DB1589,Resident,9,3,,Zion,
DB1589,Resident,10,3,,Zion,
DB1589,Resident,11,3,,Zion,
DB1589,Resident,12,3,,Zion,
DB1589,Resident,13,3,,Zion,
DB1589,Resident,14,3,,Zion,
DB1589,Resident,15,3,,Zion,
DB1589,Resident,16,3,,Zion,
DB1589,Resident,17,3,,Zion,
DB1589,Resident,18,3,,Zion,
DB1589,Resident,19,3,,Zion,
DB1589,Resident,20,3,,Zion,
DB1589,Nonresident,21,2,,Zion,
DB1589,Resident,21,2,,Zion,
DB1591,Nonresident,0,3,,Fillmore,
DB1591,Nonresident,1,3,,Fillmore,
DB1591,Nonresident,2,3,,Fillmore,
DB1591,Nonresident,3,3,,Fillmore,
DB1591,Nonresident,4,3,,Fillmore,
DB1591,Nonresident,5,3,,Fillmore,
DB1591,Nonresident,6,3,,Fillmore,
DB1591,Nonresident,7,3,,Fillmore,
DB1591,Nonresident,8,3,,Fillmore,
DB1591,Nonresident,9,3,,Fillmore,
DB1591,Nonresident,10,3,,Fillmore,
DB1591,Nonresident,11,3,,Fillmore,
DB1591,Nonresident,12,3,,Fillmore,
DB1591,Nonresident,13,3,,Fillmore,
DB1591,Nonresident,14,3,,Fillmore,
DB1591,Nonresident,15,3,,Fillmore,
DB1591,Nonresident,16,3,,Fillmore,
DB1591,Nonresident,17,3,,Fillmore,
DB1591,Nonresident,18,3,,Fillmore,
DB1591,Nonresident,19,3,,Fillmore,
DB1591,Nonresident,20,3,,Fillmore,
DB1591,Resident,0,3,,Fillmore,
DB1591,Resident,1,3,,Fillmore,
DB1591,Resident,2,3,,Fillmore,
DB1591,Resident,3,3,,Fillmore,
DB1591,Resident,4,3,,Fillmore,
DB1591,Resident,5,3,,Fillmore,
DB1591,Resident,6,3,,Fillmore,
DB1591,Resident,7,3,,Fillmore,
DB1591,Resident,8,3,,Fillmore,
DB1591,Resident,9,3,,Fillmore,
DB1591,Resident,10,3,,Fillmore,
DB1591,Resident,11,3,,Fillmore,
DB1591,Resident,12,3,,Fillmore,
DB1591,Resident,13,3,,Fillmore,
DB1591,Resident,14,3,,Fillmore,
DB1591,Resident,15,3,,Fillmore,
DB1591,Resident,16,3,,Fillmore,
DB1591,Resident,17,3,,Fillmore,
DB1591,Resident,18,3,,Fillmore,
DB1591,Resident,19,3,,Fillmore,
DB1591,Resident,20,3,,Fillmore,
DB1591,Nonresident,21,2,,Fillmore,
DB1591,Resident,21,2,,Fillmore,
DB1592,Nonresident,0,3,,Kamas,
DB1592,Nonresident,1,3,,Kamas,
DB1592,Nonresident,2,3,,Kamas,
DB1592,Nonresident,3,3,,Kamas,
DB1592,Nonresident,4,3,,Kamas,
DB1592,Nonresident,5,3,,Kamas,
DB1592,Nonresident,6,3,,Kamas,
DB1592,Nonresident,7,3,,Kamas,
DB1592,Nonresident,8,3,,Kamas,
DB1592,Nonresident,9,3,,Kamas,
DB1592,Nonresident,10,3,,Kamas,
DB1592,Nonresident,11,3,,Kamas,
DB1592,Nonresident,12,3,,Kamas,
DB1592,Nonresident,13,3,,Kamas,
DB1592,Nonresident,14,3,,Kamas,
DB1592,Nonresident,15,3,,Kamas,
DB1592,Nonresident,16,3,,Kamas,
DB1592,Nonresident,17,3,,Kamas,
DB1592,Nonresident,18,3,,Kamas,
DB1592,Nonresident,19,3,,Kamas,
DB1592,Nonresident,20,3,,Kamas,
DB1592,Resident,0,3,,Kamas,
DB1592,Resident,1,3,,Kamas,
DB1592,Resident,2,3,,Kamas,
DB1592,Resident,3,3,,Kamas,
DB1592,Resident,4,3,,Kamas,
DB1592,Resident,5,3,,Kamas,
DB1592,Resident,6,3,,Kamas,
DB1592,Resident,7,3,,Kamas,
DB1592,Resident,8,3,,Kamas,
DB1592,Resident,9,3,,Kamas,
DB1592,Resident,10,3,,Kamas,
DB1592,Resident,11,3,,Kamas,
DB1592,Resident,12,3,,Kamas,
DB1592,Resident,13,3,,Kamas,
DB1592,Resident,14,3,,Kamas,
DB1592,Resident,15,3,,Kamas,
DB1592,Resident,16,3,,Kamas,
DB1592,Resident,17,3,,Kamas,
DB1592,Resident,18,3,,Kamas,
DB1592,Resident,19,3,,Kamas,
DB1592,Resident,20,3,,Kamas,
DB1592,Nonresident,21,2,,Kamas,
DB1592,Resident,21,2,,Kamas,
DB1593,Nonresident,0,3,,Nine Mile,
DB1593,Nonresident,1,3,,Nine Mile,
DB1593,Nonresident,2,3,,Nine Mile,
DB1593,Nonresident,3,3,,Nine Mile,
DB1593,Nonresident,4,3,,Nine Mile,
DB1593,Nonresident,5,3,,Nine Mile,
DB1593,Nonresident,6,3,,Nine Mile,
DB1593,Nonresident,7,3,,Nine Mile,
DB1593,Nonresident,8,3,,Nine Mile,
DB1593,Nonresident,9,3,,Nine Mile,
DB1593,Nonresident,10,3,,Nine Mile,
DB1593,Nonresident,11,3,,Nine Mile,
DB1593,Nonresident,12,3,,Nine Mile,
DB1593,Nonresident,13,3,,Nine Mile,
DB1593,Nonresident,14,3,,Nine Mile,
DB1593,Nonresident,15,3,,Nine Mile,
DB1593,Nonresident,16,3,,Nine Mile,
DB1593,Nonresident,17,3,,Nine Mile,
DB1593,Nonresident,18,3,,Nine Mile,
DB1593,Nonresident,19,3,,Nine Mile,
DB1593,Nonresident,20,3,,Nine Mile,
DB1593,Resident,0,3,,Nine Mile,
DB1593,Resident,1,3,,Nine Mile,
DB1593,Resident,2,3,,Nine Mile,
DB1593,Resident,3,3,,Nine Mile,
DB1593,Resident,4,3,,Nine Mile,
DB1593,Resident,5,3,,Nine Mile,
DB1593,Resident,6,3,,Nine Mile,
DB1593,Resident,7,3,,Nine Mile,
DB1593,Resident,8,3,,Nine Mile,
DB1593,Resident,9,3,,Nine Mile,
DB1593,Resident,10,3,,Nine Mile,
DB1593,Resident,11,3,,Nine Mile,
DB1593,Resident,12,3,,Nine Mile,
DB1593,Resident,13,3,,Nine Mile,
DB1593,Resident,14,3,,Nine Mile,
DB1593,Resident,15,3,,Nine Mile,
DB1593,Resident,16,3,,Nine Mile,
DB1593,Resident,17,3,,Nine Mile,
DB1593,Resident,18,3,,Nine Mile,
DB1593,Resident,19,3,,Nine Mile,
DB1593,Resident,20,3,,Nine Mile,
DB1593,Nonresident,21,2,,Nine Mile,
DB1593,Resident,21,2,,Nine Mile,
DB1594,Nonresident,0,3,,Panguitch Lake,
DB1594,Nonresident,1,3,,Panguitch Lake,
DB1594,Nonresident,2,3,,Panguitch Lake,
DB1594,Nonresident,3,3,,Panguitch Lake,
DB1594,Nonresident,4,3,,Panguitch Lake,
DB1594,Nonresident,5,3,,Panguitch Lake,
DB1594,Nonresident,6,3,,Panguitch Lake,
DB1594,Nonresident,7,3,,Panguitch Lake,
DB1594,Nonresident,8,3,,Panguitch Lake,
DB1594,Nonresident,9,3,,Panguitch Lake,
DB1594,Nonresident,10,3,,Panguitch Lake,
DB1594,Nonresident,11,3,,Panguitch Lake,
DB1594,Nonresident,12,3,,Panguitch Lake,
DB1594,Nonresident,13,3,,Panguitch Lake,
DB1594,Nonresident,14,3,,Panguitch Lake,
DB1594,Nonresident,15,3,,Panguitch Lake,
DB1594,Nonresident,16,3,,Panguitch Lake,
DB1594,Nonresident,17,3,,Panguitch Lake,
DB1594,Nonresident,18,3,,Panguitch Lake,
DB1594,Nonresident,19,3,,Panguitch Lake,
DB1594,Nonresident,20,3,,Panguitch Lake,
DB1594,Resident,0,3,,Panguitch Lake,
DB1594,Resident,1,3,,Panguitch Lake,
DB1594,Resident,2,3,,Panguitch Lake,
DB1594,Resident,3,3,,Panguitch Lake,
DB1594,Resident,4,3,,Panguitch Lake,
DB1594,Resident,5,3,,Panguitch Lake,
DB1594,Resident,6,3,,Panguitch Lake,
DB1594,Resident,7,3,,Panguitch Lake,
DB1594,Resident,8,3,,Panguitch Lake,
DB1594,Resident,9,3,,Panguitch Lake,
DB1594,Resident,10,3,,Panguitch Lake,
DB1594,Resident,11,3,,Panguitch Lake,
DB1594,Resident,12,3,,Panguitch Lake,
DB1594,Resident,13,3,,Panguitch Lake,
DB1594,Resident,14,3,,Panguitch Lake,
DB1594,Resident,15,3,,Panguitch Lake,
DB1594,Resident,16,3,,Panguitch Lake,
DB1594,Resident,17,3,,Panguitch Lake,
DB1594,Resident,18,3,,Panguitch Lake,
DB1594,Resident,19,3,,Panguitch Lake,
DB1594,Resident,20,3,,Panguitch Lake,
DB1594,Nonresident,21,2,,Panguitch Lake,
DB1594,Resident,21,2,,Panguitch Lake,
DB1595,Nonresident,0,3,,Pine Valley,
DB1595,Nonresident,1,3,,Pine Valley,
DB1595,Nonresident,2,3,,Pine Valley,
DB1595,Nonresident,3,3,,Pine Valley,
DB1595,Nonresident,4,3,,Pine Valley,
DB1595,Nonresident,5,3,,Pine Valley,
DB1595,Nonresident,6,3,,Pine Valley,
DB1595,Nonresident,7,3,,Pine Valley,
DB1595,Nonresident,8,3,,Pine Valley,
DB1595,Nonresident,9,3,,Pine Valley,
DB1595,Nonresident,10,3,,Pine Valley,
DB1595,Nonresident,11,3,,Pine Valley,
DB1595,Nonresident,12,3,,Pine Valley,
DB1595,Nonresident,13,3,,Pine Valley,
DB1595,Nonresident,14,3,,Pine Valley,
DB1595,Nonresident,15,3,,Pine Valley,
DB1595,Nonresident,16,3,,Pine Valley,
DB1595,Nonresident,17,3,,Pine Valley,
DB1595,Nonresident,18,3,,Pine Valley,
DB1595,Nonresident,19,3,,Pine Valley,
DB1595,Nonresident,20,3,,Pine Valley,
DB1595,Resident,0,3,,Pine Valley,
DB1595,Resident,1,3,,Pine Valley,
DB1595,Resident,2,3,,Pine Valley,
DB1595,Resident,3,3,,Pine Valley,
DB1595,Resident,4,3,,Pine Valley,
DB1595,Resident,5,3,,Pine Valley,
DB1595,Resident,6,3,,Pine Valley,
DB1595,Resident,7,3,,Pine Valley,
DB1595,Resident,8,3,,Pine Valley,
DB1595,Resident,9,3,,Pine Valley,
DB1595,Resident,10,3,,Pine Valley,
DB1595,Resident,11,3,,Pine Valley,
DB1595,Resident,12,3,,Pine Valley,
DB1595,Resident,13,3,,Pine Valley,
DB1595,Resident,14,3,,Pine Valley,
DB1595,Resident,15,3,,Pine Valley,
DB1595,Resident,16,3,,Pine Valley,
DB1595,Resident,17,3,,Pine Valley,
DB1595,Resident,18,3,,Pine Valley,
DB1595,Resident,19,3,,Pine Valley,
DB1595,Resident,20,3,,Pine Valley,
DB1595,Nonresident,21,2,,Pine Valley,
DB1595,Resident,21,2,,Pine Valley,
DB1596,Nonresident,0,3,,Fishlake,
DB1596,Nonresident,1,3,,Fishlake,
DB1596,Nonresident,2,3,,Fishlake,
DB1596,Nonresident,3,3,,Fishlake,
DB1596,Nonresident,4,3,,Fishlake,
DB1596,Nonresident,5,3,,Fishlake,
DB1596,Nonresident,6,3,,Fishlake,
DB1596,Nonresident,7,3,,Fishlake,
DB1596,Nonresident,8,3,,Fishlake,
DB1596,Nonresident,9,3,,Fishlake,
DB1596,Nonresident,10,3,,Fishlake,
DB1596,Nonresident,11,3,,Fishlake,
DB1596,Nonresident,12,3,,Fishlake,
DB1596,Nonresident,13,3,,Fishlake,
DB1596,Nonresident,14,3,,Fishlake,
DB1596,Nonresident,15,3,,Fishlake,
DB1596,Nonresident,16,3,,Fishlake,
DB1596,Nonresident,17,3,,Fishlake,
DB1596,Nonresident,18,3,,Fishlake,
DB1596,Nonresident,19,3,,Fishlake,
DB1596,Nonresident,20,3,,Fishlake,
DB1596,Resident,0,3,,Fishlake,
DB1596,Resident,1,3,,Fishlake,
DB1596,Resident,2,3,,Fishlake,
DB1596,Resident,3,3,,Fishlake,
DB1596,Resident,4,3,,Fishlake,
DB1596,Resident,5,3,,Fishlake,
DB1596,Resident,6,3,,Fishlake,
DB1596,Resident,7,3,,Fishlake,
DB1596,Resident,8,3,,Fishlake,
DB1596,Resident,9,3,,Fishlake,
DB1596,Resident,10,3,,Fishlake,
DB1596,Resident,11,3,,Fishlake,
DB1596,Resident,12,3,,Fishlake,
DB1596,Resident,13,3,,Fishlake,
DB1596,Resident,14,3,,Fishlake,
DB1596,Resident,15,3,,Fishlake,
DB1596,Resident,16,3,,Fishlake,
DB1596,Resident,17,3,,Fishlake,
DB1596,Resident,18,3,,Fishlake,
DB1596,Resident,19,3,,Fishlake,
DB1596,Resident,20,3,,Fishlake,
DB1596,Nonresident,21,2,,Fishlake,
DB1596,Resident,21,2,,Fishlake,
DB1597,Nonresident,0,3,,Zion,
DB1597,Nonresident,1,3,,Zion,
DB1597,Nonresident,2,3,,Zion,
DB1597,Nonresident,3,3,,Zion,
DB1597,Nonresident,4,3,,Zion,
DB1597,Nonresident,5,3,,Zion,
DB1597,Nonresident,6,3,,Zion,
DB1597,Nonresident,7,3,,Zion,
DB1597,Nonresident,8,3,,Zion,
DB1597,Nonresident,9,3,,Zion,
DB1597,Nonresident,10,3,,Zion,
DB1597,Nonresident,11,3,,Zion,
DB1597,Nonresident,12,3,,Zion,
DB1597,Nonresident,13,3,,Zion,
DB1597,Nonresident,14,3,,Zion,
DB1597,Nonresident,15,3,,Zion,
DB1597,Nonresident,16,3,,Zion,
DB1597,Nonresident,17,3,,Zion,
DB1597,Nonresident,18,3,,Zion,
DB1597,Nonresident,19,3,,Zion,
DB1597,Nonresident,20,3,,Zion,
DB1597,Resident,0,3,,Zion,
DB1597,Resident,1,3,,Zion,
DB1597,Resident,2,3,,Zion,
DB1597,Resident,3,3,,Zion,
DB1597,Resident,4,3,,Zion,
DB1597,Resident,5,3,,Zion,
DB1597,Resident,6,3,,Zion,
DB1597,Resident,7,3,,Zion,
DB1597,Resident,8,3,,Zion,
DB1597,Resident,9,3,,Zion,
DB1597,Resident,10,3,,Zion,
DB1597,Resident,11,3,,Zion,
DB1597,Resident,12,3,,Zion,
DB1597,Resident,13,3,,Zion,
DB1597,Resident,14,3,,Zion,
DB1597,Resident,15,3,,Zion,
DB1597,Resident,16,3,,Zion,
DB1597,Resident,17,3,,Zion,
DB1597,Resident,18,3,,Zion,
DB1597,Resident,19,3,,Zion,
DB1597,Resident,20,3,,Zion,
DB1597,Nonresident,21,2,,Zion,
DB1597,Resident,21,2,,Zion,
DB1598,Nonresident,0,3,,North Slope,
DB1598,Nonresident,1,3,,North Slope,
DB1598,Nonresident,2,3,,North Slope,
DB1598,Nonresident,3,3,,North Slope,
DB1598,Nonresident,4,3,,North Slope,
DB1598,Nonresident,5,3,,North Slope,
DB1598,Nonresident,6,3,,North Slope,
DB1598,Nonresident,7,3,,North Slope,
DB1598,Nonresident,8,3,,North Slope,
DB1598,Nonresident,9,3,,North Slope,
DB1598,Nonresident,10,3,,North Slope,
DB1598,Nonresident,11,3,,North Slope,
DB1598,Nonresident,12,3,,North Slope,
DB1598,Nonresident,13,3,,North Slope,
DB1598,Nonresident,14,3,,North Slope,
DB1598,Nonresident,15,3,,North Slope,
DB1598,Nonresident,16,3,,North Slope,
DB1598,Nonresident,17,3,,North Slope,
DB1598,Nonresident,18,3,,North Slope,
DB1598,Nonresident,19,3,,North Slope,
DB1598,Nonresident,20,3,,North Slope,
DB1598,Resident,0,3,,North Slope,
DB1598,Resident,1,3,,North Slope,
DB1598,Resident,2,3,,North Slope,
DB1598,Resident,3,3,,North Slope,
DB1598,Resident,4,3,,North Slope,
DB1598,Resident,5,3,,North Slope,
DB1598,Resident,6,3,,North Slope,
DB1598,Resident,7,3,,North Slope,
DB1598,Resident,8,3,,North Slope,
DB1598,Resident,9,3,,North Slope,
DB1598,Resident,10,3,,North Slope,
DB1598,Resident,11,3,,North Slope,
DB1598,Resident,12,3,,North Slope,
DB1598,Resident,13,3,,North Slope,
DB1598,Resident,14,3,,North Slope,
DB1598,Resident,15,3,,North Slope,
DB1598,Resident,16,3,,North Slope,
DB1598,Resident,17,3,,North Slope,
DB1598,Resident,18,3,,North Slope,
DB1598,Resident,19,3,,North Slope,
DB1598,Resident,20,3,,North Slope,
DB1598,Nonresident,21,2,,North Slope,
DB1598,Resident,21,2,,North Slope,
DB1599,Nonresident,0,3,,Chalk Creek,
DB1599,Nonresident,1,3,,Chalk Creek,
DB1599,Nonresident,2,3,,Chalk Creek,
DB1599,Nonresident,3,3,,Chalk Creek,
DB1599,Nonresident,4,3,,Chalk Creek,
DB1599,Nonresident,5,3,,Chalk Creek,
DB1599,Nonresident,6,3,,Chalk Creek,
DB1599,Nonresident,7,3,,Chalk Creek,
DB1599,Nonresident,8,3,,Chalk Creek,
DB1599,Nonresident,9,3,,Chalk Creek,
DB1599,Nonresident,10,3,,Chalk Creek,
DB1599,Nonresident,11,3,,Chalk Creek,
DB1599,Nonresident,12,3,,Chalk Creek,
DB1599,Nonresident,13,3,,Chalk Creek,
DB1599,Nonresident,14,3,,Chalk Creek,
DB1599,Nonresident,15,3,,Chalk Creek,
DB1599,Nonresident,16,3,,Chalk Creek,
DB1599,Nonresident,17,3,,Chalk Creek,
DB1599,Nonresident,18,3,,Chalk Creek,
DB1599,Nonresident,19,3,,Chalk Creek,
DB1599,Nonresident,20,3,,Chalk Creek,
DB1599,Resident,0,3,,Chalk Creek,
DB1599,Resident,1,3,,Chalk Creek,
DB1599,Resident,2,3,,Chalk Creek,
DB1599,Resident,3,3,,Chalk Creek,
DB1599,Resident,4,3,,Chalk Creek,
DB1599,Resident,5,3,,Chalk Creek,
DB1599,Resident,6,3,,Chalk Creek,
DB1599,Resident,7,3,,Chalk Creek,
DB1599,Resident,8,3,,Chalk Creek,
DB1599,Resident,9,3,,Chalk Creek,
DB1599,Resident,10,3,,Chalk Creek,
DB1599,Resident,11,3,,Chalk Creek,
DB1599,Resident,12,3,,Chalk Creek,
DB1599,Resident,13,3,,Chalk Creek,
DB1599,Resident,14,3,,Chalk Creek,
DB1599,Resident,15,3,,Chalk Creek,
DB1599,Resident,16,3,,Chalk Creek,
DB1599,Resident,17,3,,Chalk Creek,
DB1599,Resident,18,3,,Chalk Creek,
DB1599,Resident,19,3,,Chalk Creek,
DB1599,Resident,20,3,,Chalk Creek,
DB1599,Nonresident,21,2,,Chalk Creek,
DB1599,Resident,21,2,,Chalk Creek,
DB1600,Nonresident,0,3,,Chalk Creek,
DB1600,Nonresident,1,3,,Chalk Creek,
DB1600,Nonresident,2,3,,Chalk Creek,
DB1600,Nonresident,3,3,,Chalk Creek,
DB1600,Nonresident,4,3,,Chalk Creek,
DB1600,Nonresident,5,3,,Chalk Creek,
DB1600,Nonresident,6,3,,Chalk Creek,
DB1600,Nonresident,7,3,,Chalk Creek,
DB1600,Nonresident,8,3,,Chalk Creek,
DB1600,Nonresident,9,3,,Chalk Creek,
DB1600,Nonresident,10,3,,Chalk Creek,
DB1600,Nonresident,11,3,,Chalk Creek,
DB1600,Nonresident,12,3,,Chalk Creek,
DB1600,Nonresident,13,3,,Chalk Creek,
DB1600,Nonresident,14,3,,Chalk Creek,
DB1600,Nonresident,15,3,,Chalk Creek,
DB1600,Nonresident,16,3,,Chalk Creek,
DB1600,Nonresident,17,3,,Chalk Creek,
DB1600,Nonresident,18,3,,Chalk Creek,
DB1600,Nonresident,19,3,,Chalk Creek,
DB1600,Nonresident,20,3,,Chalk Creek,
DB1600,Resident,0,3,,Chalk Creek,
DB1600,Resident,1,3,,Chalk Creek,
DB1600,Resident,2,3,,Chalk Creek,
DB1600,Resident,3,3,,Chalk Creek,
DB1600,Resident,4,3,,Chalk Creek,
DB1600,Resident,5,3,,Chalk Creek,
DB1600,Resident,6,3,,Chalk Creek,
DB1600,Resident,7,3,,Chalk Creek,
DB1600,Resident,8,3,,Chalk Creek,
DB1600,Resident,9,3,,Chalk Creek,
DB1600,Resident,10,3,,Chalk Creek,
DB1600,Resident,11,3,,Chalk Creek,
DB1600,Resident,12,3,,Chalk Creek,
DB1600,Resident,13,3,,Chalk Creek,
DB1600,Resident,14,3,,Chalk Creek,
DB1600,Resident,15,3,,Chalk Creek,
DB1600,Resident,16,3,,Chalk Creek,
DB1600,Resident,17,3,,Chalk Creek,
DB1600,Resident,18,3,,Chalk Creek,
DB1600,Resident,19,3,,Chalk Creek,
DB1600,Resident,20,3,,Chalk Creek,
DB1600,Nonresident,21,2,,Chalk Creek,
DB1600,Resident,21,2,,Chalk Creek,
DB1601,Nonresident,0,3,,Chalk Creek,
DB1601,Nonresident,1,3,,Chalk Creek,
DB1601,Nonresident,2,3,,Chalk Creek,
DB1601,Nonresident,3,3,,Chalk Creek,
DB1601,Nonresident,4,3,,Chalk Creek,
DB1601,Nonresident,5,3,,Chalk Creek,
DB1601,Nonresident,6,3,,Chalk Creek,
DB1601,Nonresident,7,3,,Chalk Creek,
DB1601,Nonresident,8,3,,Chalk Creek,
DB1601,Nonresident,9,3,,Chalk Creek,
DB1601,Nonresident,10,3,,Chalk Creek,
DB1601,Nonresident,11,3,,Chalk Creek,
DB1601,Nonresident,12,3,,Chalk Creek,
DB1601,Nonresident,13,3,,Chalk Creek,
DB1601,Nonresident,14,3,,Chalk Creek,
DB1601,Nonresident,15,3,,Chalk Creek,
DB1601,Nonresident,16,3,,Chalk Creek,
DB1601,Nonresident,17,3,,Chalk Creek,
DB1601,Nonresident,18,3,,Chalk Creek,
DB1601,Nonresident,19,3,,Chalk Creek,
DB1601,Nonresident,20,3,,Chalk Creek,
DB1601,Resident,0,3,,Chalk Creek,
DB1601,Resident,1,3,,Chalk Creek,
DB1601,Resident,2,3,,Chalk Creek,
DB1601,Resident,3,3,,Chalk Creek,
DB1601,Resident,4,3,,Chalk Creek,
DB1601,Resident,5,3,,Chalk Creek,
DB1601,Resident,6,3,,Chalk Creek,
DB1601,Resident,7,3,,Chalk Creek,
DB1601,Resident,8,3,,Chalk Creek,
DB1601,Resident,9,3,,Chalk Creek,
DB1601,Resident,10,3,,Chalk Creek,
DB1601,Resident,11,3,,Chalk Creek,
DB1601,Resident,12,3,,Chalk Creek,
DB1601,Resident,13,3,,Chalk Creek,
DB1601,Resident,14,3,,Chalk Creek,
DB1601,Resident,15,3,,Chalk Creek,
DB1601,Resident,16,3,,Chalk Creek,
DB1601,Resident,17,3,,Chalk Creek,
DB1601,Resident,18,3,,Chalk Creek,
DB1601,Resident,19,3,,Chalk Creek,
DB1601,Resident,20,3,,Chalk Creek,
DB1601,Nonresident,21,2,,Chalk Creek,
DB1601,Resident,21,2,,Chalk Creek,
DB1602,Nonresident,0,3,,Chalk Creek,
DB1602,Nonresident,1,3,,Chalk Creek,
DB1602,Nonresident,2,3,,Chalk Creek,
DB1602,Nonresident,3,3,,Chalk Creek,
DB1602,Nonresident,4,3,,Chalk Creek,
DB1602,Nonresident,5,3,,Chalk Creek,
DB1602,Nonresident,6,3,,Chalk Creek,
DB1602,Nonresident,7,3,,Chalk Creek,
DB1602,Nonresident,8,3,,Chalk Creek,
DB1602,Nonresident,9,3,,Chalk Creek,
DB1602,Nonresident,10,3,,Chalk Creek,
DB1602,Nonresident,11,3,,Chalk Creek,
DB1602,Nonresident,12,3,,Chalk Creek,
DB1602,Nonresident,13,3,,Chalk Creek,
DB1602,Nonresident,14,3,,Chalk Creek,
DB1602,Nonresident,15,3,,Chalk Creek,
DB1602,Nonresident,16,3,,Chalk Creek,
DB1602,Nonresident,17,3,,Chalk Creek,
DB1602,Nonresident,18,3,,Chalk Creek,
DB1602,Nonresident,19,3,,Chalk Creek,
DB1602,Nonresident,20,3,,Chalk Creek,
DB1602,Resident,0,3,,Chalk Creek,
DB1602,Resident,1,3,,Chalk Creek,
DB1602,Resident,2,3,,Chalk Creek,
DB1602,Resident,3,3,,Chalk Creek,
DB1602,Resident,4,3,,Chalk Creek,
DB1602,Resident,5,3,,Chalk Creek,
DB1602,Resident,6,3,,Chalk Creek,
DB1602,Resident,7,3,,Chalk Creek,
DB1602,Resident,8,3,,Chalk Creek,
DB1602,Resident,9,3,,Chalk Creek,
DB1602,Resident,10,3,,Chalk Creek,
DB1602,Resident,11,3,,Chalk Creek,
DB1602,Resident,12,3,,Chalk Creek,
DB1602,Resident,13,3,,Chalk Creek,
DB1602,Resident,14,3,,Chalk Creek,
DB1602,Resident,15,3,,Chalk Creek,
DB1602,Resident,16,3,,Chalk Creek,
DB1602,Resident,17,3,,Chalk Creek,
DB1602,Resident,18,3,,Chalk Creek,
DB1602,Resident,19,3,,Chalk Creek,
DB1602,Resident,20,3,,Chalk Creek,
DB1602,Nonresident,21,2,,Chalk Creek,
DB1602,Resident,21,2,,Chalk Creek,
DB1603,Nonresident,0,3,,East Canyon,
DB1603,Nonresident,1,3,,East Canyon,
DB1603,Nonresident,2,3,,East Canyon,
DB1603,Nonresident,3,3,,East Canyon,
DB1603,Nonresident,4,3,,East Canyon,
DB1603,Nonresident,5,3,,East Canyon,
DB1603,Nonresident,6,3,,East Canyon,
DB1603,Nonresident,7,3,,East Canyon,
DB1603,Nonresident,8,3,,East Canyon,
DB1603,Nonresident,9,3,,East Canyon,
DB1603,Nonresident,10,3,,East Canyon,
DB1603,Nonresident,11,3,,East Canyon,
DB1603,Nonresident,12,3,,East Canyon,
DB1603,Nonresident,13,3,,East Canyon,
DB1603,Nonresident,14,3,,East Canyon,
DB1603,Nonresident,15,3,,East Canyon,
DB1603,Nonresident,16,3,,East Canyon,
DB1603,Nonresident,17,3,,East Canyon,
DB1603,Nonresident,18,3,,East Canyon,
DB1603,Nonresident,19,3,,East Canyon,
DB1603,Nonresident,20,3,,East Canyon,
DB1603,Resident,0,3,,East Canyon,
DB1603,Resident,1,3,,East Canyon,
DB1603,Resident,2,3,,East Canyon,
DB1603,Resident,3,3,,East Canyon,
DB1603,Resident,4,3,,East Canyon,
DB1603,Resident,5,3,,East Canyon,
DB1603,Resident,6,3,,East Canyon,
DB1603,Resident,7,3,,East Canyon,
