target_workbook,worksheet,excel_row_number,data_row_no,source_no,selected_hunt_code,input_hunt_code_status,boundary_audit_status,before_boundary_id,after_boundary_id,boundary_candidate_codes,changed,map_geojson_before,map_geojson_after,resolution_source,match_notes,before_code,after_code,locked
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,12,11,11,EA1180,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5111,5111,EA1180,false,processed_data/boundaries/EA1180.geojson,processed_data/boundaries/EA1180.geojson,hunt_code,row resolved via hunt code / boundary matching,EA1180,EA1180,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,13,12,12,EA1180,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5111,5111,EA1180,false,processed_data/boundaries/EA1180.geojson,processed_data/boundaries/EA1180.geojson,hunt_code,row resolved via hunt code / boundary matching,EA1180,EA1180,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,14,13,13,EA1271,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5115,5115,EA1271,false,processed_data/boundaries/EA1271.geojson,processed_data/boundaries/EA1271.geojson,hunt_code,row resolved via hunt code / boundary matching,EA1271,EA1271,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,15,14,14,EA1271,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5115,5115,EA1271,false,processed_data/boundaries/EA1271.geojson,processed_data/boundaries/EA1271.geojson,hunt_code,row resolved via hunt code / boundary matching,EA1271,EA1271,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,16,15,15,EA1271,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5115,5115,EA1271,false,processed_data/boundaries/EA1271.geojson,processed_data/boundaries/EA1271.geojson,hunt_code,row resolved via hunt code / boundary matching,EA1271,EA1271,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,17,16,16,EA1271,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5115,5115,EA1271,false,processed_data/boundaries/EA1271.geojson,processed_data/boundaries/EA1271.geojson,hunt_code,row resolved via hunt code / boundary matching,EA1271,EA1271,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,18,17,17,EA2045,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5118,5118,EA2045,false,processed_data/boundaries/EA2045.geojson,processed_data/boundaries/EA2045.geojson,hunt_code,row resolved via hunt code / boundary matching,EA2045,EA2045,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,19,18,18,EA2045,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5118,5118,EA2045,false,processed_data/boundaries/EA2045.geojson,processed_data/boundaries/EA2045.geojson,hunt_code,row resolved via hunt code / boundary matching,EA2045,EA2045,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,20,19,19,EA2045,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5118,5118,EA2045,false,processed_data/boundaries/EA2045.geojson,processed_data/boundaries/EA2045.geojson,hunt_code,row resolved via hunt code / boundary matching,EA2045,EA2045,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,21,20,20,EA2045,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5118,5118,EA2045,false,processed_data/boundaries/EA2045.geojson,processed_data/boundaries/EA2045.geojson,hunt_code,row resolved via hunt code / boundary matching,EA2045,EA2045,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,22,21,21,BR7318,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,628,628,BR7318,false,processed_data/boundaries/BR7318.geojson,processed_data/boundaries/BR7318.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7318,BR7318,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,23,22,22,BR7300,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,449,449,BR7300,false,processed_data/boundaries/BR7300.geojson,processed_data/boundaries/BR7300.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7300,BR7300,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,24,23,23,BR7300,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,449,449,BR7300,false,processed_data/boundaries/BR7300.geojson,processed_data/boundaries/BR7300.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7300,BR7300,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,25,24,24,BR7300,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,449,449,BR7300,false,processed_data/boundaries/BR7300.geojson,processed_data/boundaries/BR7300.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7300,BR7300,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,26,25,25,BR7300,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,449,449,BR7300,false,processed_data/boundaries/BR7300.geojson,processed_data/boundaries/BR7300.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7300,BR7300,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,27,26,26,BR7301,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,12,12,BR7301,false,processed_data/boundaries/BR7301.geojson,processed_data/boundaries/BR7301.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7301,BR7301,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,28,27,27,BR7310,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,455,455,BR7310,false,processed_data/boundaries/BR7310.geojson,processed_data/boundaries/BR7310.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7310,BR7310,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,29,28,28,BR7310,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,455,455,BR7310,false,processed_data/boundaries/BR7310.geojson,processed_data/boundaries/BR7310.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7310,BR7310,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,30,29,29,BR7310,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,455,455,BR7310,false,processed_data/boundaries/BR7310.geojson,processed_data/boundaries/BR7310.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7310,BR7310,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,31,30,30,BR7310,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,455,455,BR7310,false,processed_data/boundaries/BR7310.geojson,processed_data/boundaries/BR7310.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7310,BR7310,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,32,31,31,BR7310,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,455,455,BR7310,false,processed_data/boundaries/BR7310.geojson,processed_data/boundaries/BR7310.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7310,BR7310,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,33,32,32,BR7313,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,444,444,BR7313,false,processed_data/boundaries/BR7313.geojson,processed_data/boundaries/BR7313.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7313,BR7313,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,34,33,33,BR7313,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,444,444,BR7313,false,processed_data/boundaries/BR7313.geojson,processed_data/boundaries/BR7313.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7313,BR7313,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,35,34,34,BR7311,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,175,175,BR7311,false,processed_data/boundaries/BR7311.geojson,processed_data/boundaries/BR7311.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7311,BR7311,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,36,35,35,BR7321,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5101,5101,BR7321,false,processed_data/boundaries/BR7321.geojson,processed_data/boundaries/BR7321.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7321,BR7321,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,37,36,36,BR7307,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,684,684,BR7307,false,processed_data/boundaries/BR7307.geojson,processed_data/boundaries/BR7307.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7307,BR7307,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,38,37,37,BR7307,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,684,684,BR7307,false,processed_data/boundaries/BR7307.geojson,processed_data/boundaries/BR7307.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7307,BR7307,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,39,38,38,BR7307,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,684,684,BR7307,false,processed_data/boundaries/BR7307.geojson,processed_data/boundaries/BR7307.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7307,BR7307,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,40,39,39,BR7307,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,684,684,BR7307,false,processed_data/boundaries/BR7307.geojson,processed_data/boundaries/BR7307.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7307,BR7307,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,41,40,40,BR7303,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,52,52,BR7303,false,processed_data/boundaries/BR7303.geojson,processed_data/boundaries/BR7303.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7303,BR7303,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,42,41,41,BR7303,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,52,52,BR7303,false,processed_data/boundaries/BR7303.geojson,processed_data/boundaries/BR7303.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7303,BR7303,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,43,42,42,BR7303,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,52,52,BR7303,false,processed_data/boundaries/BR7303.geojson,processed_data/boundaries/BR7303.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7303,BR7303,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,44,43,43,BR7304,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,744,744,BR7304,false,processed_data/boundaries/BR7304.geojson,processed_data/boundaries/BR7304.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7304,BR7304,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,45,44,44,BR7304,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,744,744,BR7304,false,processed_data/boundaries/BR7304.geojson,processed_data/boundaries/BR7304.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7304,BR7304,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,46,45,45,BR7304,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,744,744,BR7304,false,processed_data/boundaries/BR7304.geojson,processed_data/boundaries/BR7304.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7304,BR7304,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,47,46,46,BR7305,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,616,616,BR7305,false,processed_data/boundaries/BR7305.geojson,processed_data/boundaries/BR7305.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7305,BR7305,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,48,47,47,BR7317,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,615,615,BR7317,false,processed_data/boundaries/BR7317.geojson,processed_data/boundaries/BR7317.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7317,BR7317,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,49,48,48,BR7317,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,615,615,BR7317,false,processed_data/boundaries/BR7317.geojson,processed_data/boundaries/BR7317.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7317,BR7317,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,50,49,49,BR7317,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,615,615,BR7317,false,processed_data/boundaries/BR7317.geojson,processed_data/boundaries/BR7317.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7317,BR7317,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,51,50,50,BR7317,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,615,615,BR7317,false,processed_data/boundaries/BR7317.geojson,processed_data/boundaries/BR7317.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7317,BR7317,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,52,51,51,BR7309,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,462,462,BR7309,false,processed_data/boundaries/BR7309.geojson,processed_data/boundaries/BR7309.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7309,BR7309,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,53,52,52,BR7323,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,163,163,BR7323,false,processed_data/boundaries/BR7323.geojson,processed_data/boundaries/BR7323.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7323,BR7323,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,54,53,53,BR7312,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,710,710,BR7312,false,processed_data/boundaries/BR7312.geojson,processed_data/boundaries/BR7312.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7312,BR7312,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,55,54,54,BR7312,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,710,710,BR7312,false,processed_data/boundaries/BR7312.geojson,processed_data/boundaries/BR7312.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7312,BR7312,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,56,55,55,BR7312,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,710,710,BR7312,false,processed_data/boundaries/BR7312.geojson,processed_data/boundaries/BR7312.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7312,BR7312,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,57,56,56,BR7312,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,710,710,BR7312,false,processed_data/boundaries/BR7312.geojson,processed_data/boundaries/BR7312.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7312,BR7312,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,58,57,57,BR7315,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,463,463,BR7315,false,processed_data/boundaries/BR7315.geojson,processed_data/boundaries/BR7315.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7315,BR7315,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,59,58,58,BR7315,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,463,463,BR7315,false,processed_data/boundaries/BR7315.geojson,processed_data/boundaries/BR7315.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7315,BR7315,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,60,59,59,BR7316,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,448,448,BR7316,false,processed_data/boundaries/BR7316.geojson,processed_data/boundaries/BR7316.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7316,BR7316,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,61,60,60,BR7316,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,448,448,BR7316,false,processed_data/boundaries/BR7316.geojson,processed_data/boundaries/BR7316.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7316,BR7316,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,62,61,61,BR7316,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,448,448,BR7316,false,processed_data/boundaries/BR7316.geojson,processed_data/boundaries/BR7316.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7316,BR7316,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,63,62,62,BR7316,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,448,448,BR7316,false,processed_data/boundaries/BR7316.geojson,processed_data/boundaries/BR7316.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7316,BR7316,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,64,63,63,BR7314,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,613,613,BR7314,false,processed_data/boundaries/BR7314.geojson,processed_data/boundaries/BR7314.geojson,hunt_code,row resolved via hunt code / boundary matching,BR7314,BR7314,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,65,64,64,BR1000,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5001,5001,BR1000,false,processed_data/boundaries/BR1000.geojson,processed_data/boundaries/BR1000.geojson,hunt_code,row resolved via hunt code / boundary matching,BR1000,BR1000,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,66,65,65,BR1000,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5001,5001,BR1000,false,processed_data/boundaries/BR1000.geojson,processed_data/boundaries/BR1000.geojson,hunt_code,row resolved via hunt code / boundary matching,BR1000,BR1000,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,67,66,66,BR1000,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5001,5001,BR1000,false,processed_data/boundaries/BR1000.geojson,processed_data/boundaries/BR1000.geojson,hunt_code,row resolved via hunt code / boundary matching,BR1000,BR1000,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,68,67,67,BR1000,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5001,5001,BR1000,false,processed_data/boundaries/BR1000.geojson,processed_data/boundaries/BR1000.geojson,hunt_code,row resolved via hunt code / boundary matching,BR1000,BR1000,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,69,68,68,BR1000,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5001,5001,BR1000,false,processed_data/boundaries/BR1000.geojson,processed_data/boundaries/BR1000.geojson,hunt_code,row resolved via hunt code / boundary matching,BR1000,BR1000,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,70,69,69,BI1000,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5000,5000,BI1000,false,processed_data/boundaries/BI1000.geojson,processed_data/boundaries/BI1000.geojson,hunt_code,row resolved via hunt code / boundary matching,BI1000,BI1000,LOCKED
