xlsx_row,source_no,hunt_code_cell,hunt_code_count,mapped_code_count,geojson_code_count,row_mapping_status,boundary_ids,member_boundary_ids,geometry_statuses,boundary_geojson_paths,dwr_boundary_links,species,sex,hunt_name,weapon,organization,permits
43,42,BR7303,1,1,1,single_code_mapped,52,,mapped,processed_data/boundaries/BR7303.geojson,,Bear,Either Sex,Manti-North,Multiseason,SFW,1
44,43,BR7304,1,1,1,single_code_mapped,744,,mapped,processed_data/boundaries/BR7304.geojson,,Bear,Either Sex,"Manti-South/San Rafael, North",Multiseason,MDF,1
45,44,BR7304,1,1,1,single_code_mapped,744,,mapped,processed_data/boundaries/BR7304.geojson,,Bear,Either Sex,"Manti-South/San Rafael, North",Multiseason,MDF,1
46,45,BR7304,1,1,1,single_code_mapped,744,,mapped,processed_data/boundaries/BR7304.geojson,,Bear,Either Sex,"Manti-South/San Rafael, North",Multiseason,SFW,1
47,46,BR7305,1,1,1,single_code_mapped,616,,mapped,processed_data/boundaries/BR7305.geojson,,Bear,Either Sex,Nebo,Multiseason,UHA,1
48,47,BR7317,1,1,1,single_code_mapped,615,,mapped,processed_data/boundaries/BR7317.geojson,,Bear,Either Sex,Nine Mile,Multiseason,SFW,1
49,48,BR7317,1,1,1,single_code_mapped,615,,mapped,processed_data/boundaries/BR7317.geojson,,Bear,Either Sex,Nine Mile,Multiseason,SFW,1
50,49,BR7317,1,1,1,single_code_mapped,615,,mapped,processed_data/boundaries/BR7317.geojson,,Bear,Either Sex,Nine Mile,Multiseason,SFW,1
51,50,BR7317,1,1,1,single_code_mapped,615,,mapped,processed_data/boundaries/BR7317.geojson,,Bear,Either Sex,Nine Mile,Multiseason,SFW,1
52,51,BR7309,1,1,1,single_code_mapped,462,,mapped,processed_data/boundaries/BR7309.geojson,,Bear,Either Sex,Panguitch Lake/Zion,Multiseason,MDF,1
53,52,BR7323,1,1,1,single_code_mapped,163,,mapped,processed_data/boundaries/BR7323.geojson,,Bear,Either Sex,Paunsaugunt,Multiseason,SFW,1
54,53,BR7312,1,1,1,single_code_mapped,710,,mapped,processed_data/boundaries/BR7312.geojson,,Bear,Either Sex,San Juan,Multiseason,UHA,1
55,54,BR7312,1,1,1,single_code_mapped,710,,mapped,processed_data/boundaries/BR7312.geojson,,Bear,Either Sex,San Juan,Multiseason,SFW,1
56,55,BR7312,1,1,1,single_code_mapped,710,,mapped,processed_data/boundaries/BR7312.geojson,,Bear,Either Sex,San Juan,Multiseason,SFW,1
57,56,BR7312,1,1,1,single_code_mapped,710,,mapped,processed_data/boundaries/BR7312.geojson,,Bear,Either Sex,San Juan,Multiseason,MDF,1
58,57,BR7315,1,1,1,single_code_mapped,463,,mapped,processed_data/boundaries/BR7315.geojson,,Bear,Either Sex,"Wasatch Mtns, Avintaquin/Currant Creek",Multiseason,SFW,1
59,58,BR7315,1,1,1,single_code_mapped,463,,mapped,processed_data/boundaries/BR7315.geojson,,Bear,Either Sex,"Wasatch Mtns, Avintaquin/Currant Creek",Multiseason,SFW,1
60,59,BR7316,1,1,1,single_code_mapped,448,,mapped,processed_data/boundaries/BR7316.geojson,,Bear,Either Sex,"Wasatch Mtns, West-Central",Multiseason,UAA,1
61,60,BR7316,1,1,1,single_code_mapped,448,,mapped,processed_data/boundaries/BR7316.geojson,,Bear,Either Sex,"Wasatch Mtns, West-Central",Multiseason,SFW,1
62,61,BR7316,1,1,1,single_code_mapped,448,,mapped,processed_data/boundaries/BR7316.geojson,,Bear,Either Sex,"Wasatch Mtns, West-Central",Multiseason,MDF,1
63,62,BR7316,1,1,1,single_code_mapped,448,,mapped,processed_data/boundaries/BR7316.geojson,,Bear,Either Sex,"Wasatch Mtns, West-Central",Multiseason,SFW,1
64,63,BR7314,1,1,1,single_code_mapped,613,,mapped,processed_data/boundaries/BR7314.geojson,,Bear,Either Sex,Yellowstone,Multiseason,WCF,1
65,64,BR1000,1,1,1,single_code_mapped,5001,7;12;52;138;163;289;444;616;628;629;684;710;175;88;92;93;610;611;613;615;630;448;449;455;456;457;462;463;744;845,mapped,processed_data/boundaries/BR1000.geojson,,Bear,Either Sex,Statewide,Multiseason,MDF,1
66,65,BI6523|BI6532|BI6534|BI6535|BI6536,5,4,4,multi_candidate_partial_mapped,667,,mapped,processed_data/boundaries/BI6532.geojson|processed_data/boundaries/BI6534.geojson|processed_data/boundaries/BI6535.geojson|processed_data/boundaries/BI6536.geojson,,Bison,Either Sex,"Book Cliffs, Bitter Creek, Hunter's Choice",Any Legal Weapon,UWSF,1
67,66,BI6528|BI6529|BI6530|BI6531|BI6537,5,5,5,multi_candidate_all_mapped,889,,mapped,processed_data/boundaries/BI6528.geojson|processed_data/boundaries/BI6529.geojson|processed_data/boundaries/BI6530.geojson|processed_data/boundaries/BI6531.geojson|processed_data/boundaries/BI6537.geojson,,Bison,Either Sex,"Book Cliffs, Little Creek/South, Hunter's Choice",Any Legal Weapon,SFW,1
68,67,BI6503|BI6504|BI6505|BI6506|BI6509|BI6516|BI6539,7,7,7,multi_candidate_all_mapped,94,,mapped,processed_data/boundaries/BI6503.geojson|processed_data/boundaries/BI6504.geojson|processed_data/boundaries/BI6505.geojson|processed_data/boundaries/BI6506.geojson|processed_data/boundaries/BI6509.geojson|processed_data/boundaries/BI6516.geojson|processed_data/boundaries/BI6539.geojson,,Bison,Either Sex,"Henry Mtns, Hunter's Choice (early)",Any Legal Weapon,RMEF,1
69,68,BI6503|BI6504|BI6505|BI6506|BI6509|BI6516|BI6539,7,7,7,multi_candidate_all_mapped,94,,mapped,processed_data/boundaries/BI6503.geojson|processed_data/boundaries/BI6504.geojson|processed_data/boundaries/BI6505.geojson|processed_data/boundaries/BI6506.geojson|processed_data/boundaries/BI6509.geojson|processed_data/boundaries/BI6516.geojson|processed_data/boundaries/BI6539.geojson,,Bison,Cow Only,"Henry Mtns, Cow Only (late)",Any Legal Weapon,SFW,1
70,69,BI6503|BI6504|BI6505|BI6506|BI6509|BI6516|BI6539,7,7,7,multi_candidate_all_mapped,94,,mapped,processed_data/boundaries/BI6503.geojson|processed_data/boundaries/BI6504.geojson|processed_data/boundaries/BI6505.geojson|processed_data/boundaries/BI6506.geojson|processed_data/boundaries/BI6509.geojson|processed_data/boundaries/BI6516.geojson|processed_data/boundaries/BI6539.geojson,,Bison,Either Sex,"Henry Mtns, Hunter's Choice (late)",Any Legal Weapon,SCI,1
71,70,BI1000,1,1,1,single_code_mapped,5000,667;889;637,mapped,processed_data/boundaries/BI1000.geojson,,Bison,Either Sex,Statewide,Any Legal Weapon,SFW,1
72,79,DB1000|DB1003|DB1005|DB1007,4,4,4,multi_candidate_all_mapped,94,,mapped,processed_data/boundaries/DB1000.geojson|processed_data/boundaries/DB1003.geojson|processed_data/boundaries/DB1005.geojson|processed_data/boundaries/DB1007.geojson,,Deer,Buck,Henry Mtns,Hunter's Choice,SFW,1
73,80,DB1007,1,1,1,single_code_mapped,94,,mapped,processed_data/boundaries/DB1007.geojson,,Deer,Buck,Henry Mtns,Multiseason,MDF,1
74,81,DB1001|DB1073,2,2,2,multi_candidate_all_mapped,163,,mapped,processed_data/boundaries/DB1001.geojson|processed_data/boundaries/DB1073.geojson,,Deer,Buck,Paunsaugunt,Archery,NWTF,1
75,82,DB1001|DB1004|DB1006|DB1008|DB1010|DB1058|DB1073|DB1074,8,8,8,multi_candidate_all_mapped,163,,mapped,processed_data/boundaries/DB1001.geojson|processed_data/boundaries/DB1004.geojson|processed_data/boundaries/DB1006.geojson|processed_data/boundaries/DB1008.geojson|processed_data/boundaries/DB1010.geojson|processed_data/boundaries/DB1058.geojson|processed_data/boundaries/DB1073.geojson|processed_data/boundaries/DB1074.geojson,,Deer,Buck,Paunsaugunt,Hunter's Choice,MDF,1
76,83,DB1001|DB1004|DB1006|DB1008|DB1010|DB1058|DB1073|DB1074,8,8,8,multi_candidate_all_mapped,163,,mapped,processed_data/boundaries/DB1001.geojson|processed_data/boundaries/DB1004.geojson|processed_data/boundaries/DB1006.geojson|processed_data/boundaries/DB1008.geojson|processed_data/boundaries/DB1010.geojson|processed_data/boundaries/DB1058.geojson|processed_data/boundaries/DB1073.geojson|processed_data/boundaries/DB1074.geojson,,Deer,Buck,Paunsaugunt,Hunter's Choice,SFW,1
77,84,DB1008,1,1,1,single_code_mapped,163,,mapped,processed_data/boundaries/DB1008.geojson,,Deer,Buck,Paunsaugunt,Multiseason,SFW,1
78,85,DB1008,1,1,1,single_code_mapped,163,,mapped,processed_data/boundaries/DB1008.geojson,,Deer,Buck,Paunsaugunt,Multiseason,SFW,1
79,86,DB1006|DB1074,2,2,2,multi_candidate_all_mapped,163,,mapped,processed_data/boundaries/DB1006.geojson|processed_data/boundaries/DB1074.geojson,,Deer,Buck,Paunsaugunt,Muzzleloader,NWTF,1
80,87,DB1006|DB1074,2,2,2,multi_candidate_all_mapped,163,,mapped,processed_data/boundaries/DB1006.geojson|processed_data/boundaries/DB1074.geojson,,Deer,Buck,Paunsaugunt,Muzzleloader,MDF,1
81,88,DB1011,1,1,1,single_code_mapped,7,,mapped,processed_data/boundaries/DB1011.geojson,,Deer,Buck,Book Cliffs,Archery,WCF,1
82,89,DB1011,1,1,1,single_code_mapped,7,,mapped,processed_data/boundaries/DB1011.geojson,,Deer,Buck,Book Cliffs,Archery,UAA,1
83,90,DB1011|DB1025|DB1044,3,3,3,multi_candidate_all_mapped,7,,mapped,processed_data/boundaries/DB1011.geojson|processed_data/boundaries/DB1025.geojson|processed_data/boundaries/DB1044.geojson,,Deer,Buck,Book Cliffs,Hunter's Choice,SFW,1
84,91,DB1011|DB1025|DB1044,3,3,3,multi_candidate_all_mapped,7,,mapped,processed_data/boundaries/DB1011.geojson|processed_data/boundaries/DB1025.geojson|processed_data/boundaries/DB1044.geojson,,Deer,Buck,Book Cliffs,Hunter's Choice,MDF,1
85,92,DB1044,1,1,1,single_code_mapped,7,,mapped,processed_data/boundaries/DB1044.geojson,,Deer,Buck,Book Cliffs,Multiseason,SFW,1
86,93,DB1044,1,1,1,single_code_mapped,7,,mapped,processed_data/boundaries/DB1044.geojson,,Deer,Buck,Book Cliffs,Multiseason,MDF,1
87,94,DB1025,1,1,1,single_code_mapped,7,,mapped,processed_data/boundaries/DB1025.geojson,,Deer,Buck,Book Cliffs,Muzzleloader,UHA,1
88,95,DB1025,1,1,1,single_code_mapped,7,,mapped,processed_data/boundaries/DB1025.geojson,,Deer,Buck,Book Cliffs,Muzzleloader,WCF,1
89,96,DB1015,1,1,1,single_code_mapped,206,,mapped,processed_data/boundaries/DB1015.geojson,,Deer,Buck,Diamond Mtn,Archery,MDF,1
90,97,DB1015|DB1023|DB1038|DB1047,4,4,4,multi_candidate_all_mapped,206,,mapped,processed_data/boundaries/DB1015.geojson|processed_data/boundaries/DB1023.geojson|processed_data/boundaries/DB1038.geojson|processed_data/boundaries/DB1047.geojson,,Deer,Buck,Diamond Mtn,Hunter's Choice,RMEF,1
91,98,DB1015|DB1023|DB1038|DB1047,4,4,4,multi_candidate_all_mapped,206,,mapped,processed_data/boundaries/DB1015.geojson|processed_data/boundaries/DB1023.geojson|processed_data/boundaries/DB1038.geojson|processed_data/boundaries/DB1047.geojson,,Deer,Buck,Diamond Mtn,Hunter's Choice,MDF,1
92,99,DB1047,1,1,1,single_code_mapped,206,,mapped,processed_data/boundaries/DB1047.geojson,,Deer,Buck,Diamond Mtn,Multiseason,MDF,1
93,100,DB1047,1,1,1,single_code_mapped,206,,mapped,processed_data/boundaries/DB1047.geojson,,Deer,Buck,Diamond Mtn,Multiseason,MDF,1
94,101,DB1038,1,1,1,single_code_mapped,206,,mapped,processed_data/boundaries/DB1038.geojson,,Deer,Buck,Diamond Mtn,Muzzleloader,SFW,1
95,102,DB1012|DB1019|DB1029|DB1045,4,4,4,multi_candidate_all_mapped,85,,mapped,processed_data/boundaries/DB1012.geojson|processed_data/boundaries/DB1019.geojson|processed_data/boundaries/DB1029.geojson|processed_data/boundaries/DB1045.geojson,,Deer,Buck,"Fillmore, Oak Creek LE",Hunter's Choice,MDF,1
96,103,DB1045,1,1,1,single_code_mapped,85,,mapped,processed_data/boundaries/DB1045.geojson,,Deer,Buck,"Fillmore, Oak Creek LE",Multiseason,MDF,1
97,104,DB1013|DB1020|DB1031|DB1118,4,4,4,multi_candidate_all_mapped,108,,mapped,processed_data/boundaries/DB1013.geojson|processed_data/boundaries/DB1020.geojson|processed_data/boundaries/DB1031.geojson|processed_data/boundaries/DB1118.geojson,,Deer,Buck,"La Sal, Dolores Triangle",Multiseason,SCI,1
98,105,DB1014,1,1,1,single_code_mapped,185,,mapped,processed_data/boundaries/DB1014.geojson,,Deer,Buck,"San Juan, Elk Ridge",Archery,UAA,1
99,106,DB1014|DB1022|DB1037|DB1046,4,4,4,multi_candidate_all_mapped,185,,mapped,processed_data/boundaries/DB1014.geojson|processed_data/boundaries/DB1022.geojson|processed_data/boundaries/DB1037.geojson|processed_data/boundaries/DB1046.geojson,,Deer,Buck,"San Juan, Elk Ridge",Hunter's Choice,SFW,1
100,107,DB1046,1,1,1,single_code_mapped,185,,mapped,processed_data/boundaries/DB1046.geojson,,Deer,Buck,"San Juan, Elk Ridge",Multiseason,SFW,1
101,108,DB1037,1,1,1,single_code_mapped,185,,mapped,processed_data/boundaries/DB1037.geojson,,Deer,Buck,"San Juan, Elk Ridge",Muzzleloader,MDF,1
102,109,DB1016,1,1,1,single_code_mapped,248,,mapped,processed_data/boundaries/DB1016.geojson,,Deer,Buck,"West Desert, Vernon",Archery,MDF,1
103,110,DB1016,1,1,1,single_code_mapped,248,,mapped,processed_data/boundaries/DB1016.geojson,,Deer,Buck,"West Desert, Vernon",Archery,SFW,1
104,111,DB1016|DB1024|DB1042|DB1048,4,4,4,multi_candidate_all_mapped,248,,mapped,processed_data/boundaries/DB1016.geojson|processed_data/boundaries/DB1024.geojson|processed_data/boundaries/DB1042.geojson|processed_data/boundaries/DB1048.geojson,,Deer,Buck,"West Desert, Vernon",Hunter's Choice,SFW,1
105,112,DB1016|DB1024|DB1042|DB1048,4,4,4,multi_candidate_all_mapped,248,,mapped,processed_data/boundaries/DB1016.geojson|processed_data/boundaries/DB1024.geojson|processed_data/boundaries/DB1042.geojson|processed_data/boundaries/DB1048.geojson,,Deer,Buck,"West Desert, Vernon",Hunter's Choice,SFW,1
106,113,DB1048,1,1,1,single_code_mapped,248,,mapped,processed_data/boundaries/DB1048.geojson,,Deer,Buck,"West Desert, Vernon",Multiseason,SFW,1
107,114,DB1048,1,1,1,single_code_mapped,248,,mapped,processed_data/boundaries/DB1048.geojson,,Deer,Buck,"West Desert, Vernon",Multiseason,MDF,1
108,115,DB1042,1,1,1,single_code_mapped,248,,mapped,processed_data/boundaries/DB1042.geojson,,Deer,Buck,"West Desert, Vernon",Muzzleloader,MDF,1
109,116,DB1042,1,1,1,single_code_mapped,248,,mapped,processed_data/boundaries/DB1042.geojson,,Deer,Buck,"West Desert, Vernon",Muzzleloader,DSC,1
110,117,DB0007,1,1,1,single_code_mapped,5108,7;15;32;85;94;108;138;163;185;206;248;609;610;611;612;613;615;621;625;628;629;630;632;633;635;636;714;802,mapped,processed_data/boundaries/DB0007.geojson,,Deer,Buck,Statewide,,MDF,1
111,71,DS1002|DS6601,2,2,2,multi_candidate_all_mapped,98,,mapped,processed_data/boundaries/DS1002.geojson|processed_data/boundaries/DS6601.geojson,,Desert Bighorn Sheep,Ram,"Kaiparowits, East",Any Legal Weapon,UWSF,1
112,72,DS1003|DS6602,2,2,2,multi_candidate_all_mapped,5141|99,933;934,mapped,processed_data/boundaries/DS1003.geojson|processed_data/boundaries/DS6602.geojson,,Desert Bighorn Sheep,Ram,"Kaiparowits, Escalante",Any Legal Weapon,UWSF,1
113,73,DS1006|DS6603,2,2,2,multi_candidate_all_mapped,100,,mapped,processed_data/boundaries/DS1006.geojson|processed_data/boundaries/DS6603.geojson,,Desert Bighorn Sheep,Ram,"Kaiparowits, West",Any Legal Weapon,UWSF,1
114,74,DS6604,1,1,1,single_code_mapped,688,,mapped,processed_data/boundaries/DS6604.geojson,,Desert Bighorn Sheep,Ram,"La Sal, Potash/South Cisco",Any Legal Weapon,SFW,1
115,75,DS6605|DS6621,2,2,2,multi_candidate_all_mapped,305,,mapped,processed_data/boundaries/DS6605.geojson|processed_data/boundaries/DS6621.geojson,,Desert Bighorn Sheep,Ram,"Pine Valley, Beaver Dam",Any Legal Weapon,UWSF,1
116,76,DS1004|DS6608|DS6624,3,3,3,multi_candidate_all_mapped,193,,mapped,processed_data/boundaries/DS1004.geojson|processed_data/boundaries/DS6608.geojson|processed_data/boundaries/DS6624.geojson,,Desert Bighorn Sheep,Ram,"San Rafael, Dirty Devil",Any Legal Weapon,SCI,1
117,77,DS1007|DS6610,2,2,2,multi_candidate_all_mapped,195,,mapped,processed_data/boundaries/DS1007.geojson|processed_data/boundaries/DS6610.geojson,,Desert Bighorn Sheep,Ram,"San Rafael, South",Any Legal Weapon,UWSF,1
118,78,DS1000,1,1,1,single_code_mapped,5110,688;187;190;193;194;94;98;99;100;635;636;756,mapped,processed_data/boundaries/DS1000.geojson,,Desert Bighorn Sheep,Ram,Statewide,Any Legal Weapon,SFW,1
119,118,EB3025,1,1,1,single_code_mapped,685,,mapped,processed_data/boundaries/EB3025.geojson,,Elk,Bull,"Beaver, East","Any Legal Weapon, late",SFW,1
120,119,EB3000,1,1,1,single_code_mapped,685,,mapped,processed_data/boundaries/EB3000.geojson,,Elk,Bull,"Beaver, East",Archery,UAA,1
121,120,EB3000|EB3024|EB3025|EB3077|EB3102|EB3158|EB3159,7,7,7,multi_candidate_all_mapped,685,,mapped,processed_data/boundaries/EB3000.geojson|processed_data/boundaries/EB3024.geojson|processed_data/boundaries/EB3025.geojson|processed_data/boundaries/EB3077.geojson|processed_data/boundaries/EB3102.geojson|processed_data/boundaries/EB3158.geojson|processed_data/boundaries/EB3159.geojson,,Elk,Bull,"Beaver, East",Hunter's Choice,SFW,1
122,121,EB3102,1,1,1,single_code_mapped,685,,mapped,processed_data/boundaries/EB3102.geojson,,Elk,Bull,"Beaver, East",Multiseason,MDF,1
123,122,EB3163,1,1,1,single_code_mapped,899,,mapped,processed_data/boundaries/EB3163.geojson,,Elk,Bull,"Book Cliffs, Bitter Creek/East","Any Legal Weapon, late",RMEF,1
124,123,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,7,7,7,multi_candidate_all_mapped,899,,mapped,processed_data/boundaries/EB3160.geojson|processed_data/boundaries/EB3161.geojson|processed_data/boundaries/EB3162.geojson|processed_data/boundaries/EB3163.geojson|processed_data/boundaries/EB3164.geojson|processed_data/boundaries/EB3165.geojson|processed_data/boundaries/EB3166.geojson,,Elk,Bull,"Book Cliffs, Bitter Creek/East",Archery,SFW,1
125,124,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,7,7,7,multi_candidate_all_mapped,899,,mapped,processed_data/boundaries/EB3160.geojson|processed_data/boundaries/EB3161.geojson|processed_data/boundaries/EB3162.geojson|processed_data/boundaries/EB3163.geojson|processed_data/boundaries/EB3164.geojson|processed_data/boundaries/EB3165.geojson|processed_data/boundaries/EB3166.geojson,,Elk,Bull,"Book Cliffs, Bitter Creek/East",Hunter's Choice,DSC,1
126,125,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,7,7,7,multi_candidate_all_mapped,899,,mapped,processed_data/boundaries/EB3160.geojson|processed_data/boundaries/EB3161.geojson|processed_data/boundaries/EB3162.geojson|processed_data/boundaries/EB3163.geojson|processed_data/boundaries/EB3164.geojson|processed_data/boundaries/EB3165.geojson|processed_data/boundaries/EB3166.geojson,,Elk,Bull,"Book Cliffs, Bitter Creek/East",Multiseason,WCF,1
127,126,EB3151,1,1,1,single_code_mapped,172,,mapped,processed_data/boundaries/EB3151.geojson,,Elk,Bull,Boulder,"Any Legal Weapon, late",MDF,1
128,127,EB3191,1,1,1,single_code_mapped,172,,mapped,processed_data/boundaries/EB3191.geojson,,Elk,Bull,Boulder,"Any Legal Weapon, mid",SFW,1
129,128,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,7,7,7,multi_candidate_all_mapped,172,,mapped,processed_data/boundaries/EB3145.geojson|processed_data/boundaries/EB3148.geojson|processed_data/boundaries/EB3151.geojson|processed_data/boundaries/EB3154.geojson|processed_data/boundaries/EB3156.geojson|processed_data/boundaries/EB3190.geojson|processed_data/boundaries/EB3191.geojson,,Elk,Bull,Boulder,Archery,SFW,1
130,129,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,7,7,7,multi_candidate_all_mapped,172,,mapped,processed_data/boundaries/EB3145.geojson|processed_data/boundaries/EB3148.geojson|processed_data/boundaries/EB3151.geojson|processed_data/boundaries/EB3154.geojson|processed_data/boundaries/EB3156.geojson|processed_data/boundaries/EB3190.geojson|processed_data/boundaries/EB3191.geojson,,Elk,Bull,Boulder,Hunter's Choice,SCI,1
131,130,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,7,7,7,multi_candidate_all_mapped,172,,mapped,processed_data/boundaries/EB3145.geojson|processed_data/boundaries/EB3148.geojson|processed_data/boundaries/EB3151.geojson|processed_data/boundaries/EB3154.geojson|processed_data/boundaries/EB3156.geojson|processed_data/boundaries/EB3190.geojson|processed_data/boundaries/EB3191.geojson,,Elk,Bull,Boulder,Multiseason,MDF,1
132,131,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,7,7,7,multi_candidate_all_mapped,172,,mapped,processed_data/boundaries/EB3145.geojson|processed_data/boundaries/EB3148.geojson|processed_data/boundaries/EB3151.geojson|processed_data/boundaries/EB3154.geojson|processed_data/boundaries/EB3156.geojson|processed_data/boundaries/EB3190.geojson|processed_data/boundaries/EB3191.geojson,,Elk,Bull,Boulder,Muzzleloader,SFW,1
133,132,EB3128|EB3147|EB3150|EB3153,4,4,4,multi_candidate_all_mapped,867,867,mapped,processed_data/boundaries/EB3128.geojson|processed_data/boundaries/EB3147.geojson|processed_data/boundaries/EB3150.geojson|processed_data/boundaries/EB3153.geojson,,Elk,Bull,"Box Elder, Grouse Creek",Multiseason,SFW,1
134,133,EB3031|EB3130|EB3209,3,3,3,multi_candidate_all_mapped,5129|682,682;683,mapped,processed_data/boundaries/EB3031.geojson|processed_data/boundaries/EB3130.geojson|processed_data/boundaries/EB3209.geojson,,Elk,Bull,"Box Elder, Pilot Mtn",Multiseason,MDF,1
135,134,EB3033,1,1,1,single_code_mapped,33,,mapped,processed_data/boundaries/EB3033.geojson,,Elk,Bull,"Cache, Meadowville","Any Legal Weapon, late",RMEF,1
136,135,EB3003|EB3032|EB3033|EB3081|EB3105|EB3168|EB3169,7,7,7,multi_candidate_all_mapped,33,,mapped,processed_data/boundaries/EB3003.geojson|processed_data/boundaries/EB3032.geojson|processed_data/boundaries/EB3033.geojson|processed_data/boundaries/EB3081.geojson|processed_data/boundaries/EB3105.geojson|processed_data/boundaries/EB3168.geojson|processed_data/boundaries/EB3169.geojson,,Elk,Bull,"Cache, Meadowville",Hunter's Choice,SCI,1
137,136,EB3105,1,1,1,single_code_mapped,33,,mapped,processed_data/boundaries/EB3105.geojson,,Elk,Bull,"Cache, Meadowville",Multiseason,RMEF,1
138,137,EB3005|EB3036|EB3037|EB3083|EB3107|EB3170|EB3171,7,7,7,multi_candidate_all_mapped,41,,mapped,processed_data/boundaries/EB3005.geojson|processed_data/boundaries/EB3036.geojson|processed_data/boundaries/EB3037.geojson|processed_data/boundaries/EB3083.geojson|processed_data/boundaries/EB3107.geojson|processed_data/boundaries/EB3170.geojson|processed_data/boundaries/EB3171.geojson,,Elk,Bull,"Cache, South",Hunter's Choice,MDF,1
139,138,EB3107,1,1,1,single_code_mapped,41,,mapped,processed_data/boundaries/EB3107.geojson,,Elk,Bull,"Cache, South",Multiseason,SFW,1
140,139,EB3196,1,1,1,single_code_mapped,206,,mapped,processed_data/boundaries/EB3196.geojson,,Elk,Bull,Diamond Mtn,"Any Legal Weapon, late",MDF,1
141,140,EB3069,1,1,1,single_code_mapped,206,,mapped,processed_data/boundaries/EB3069.geojson,,Elk,Bull,Diamond Mtn,"Any Legal Weapon, mid",RMEF,1
142,141,EB3020,1,1,1,single_code_mapped,206,,mapped,processed_data/boundaries/EB3020.geojson,,Elk,Bull,Diamond Mtn,Archery,MDF,1
143,142,EB3020|EB3068|EB3069|EB3098|EB3122|EB3195|EB3196,7,7,7,multi_candidate_all_mapped,206,,mapped,processed_data/boundaries/EB3020.geojson|processed_data/boundaries/EB3068.geojson|processed_data/boundaries/EB3069.geojson|processed_data/boundaries/EB3098.geojson|processed_data/boundaries/EB3122.geojson|processed_data/boundaries/EB3195.geojson|processed_data/boundaries/EB3196.geojson,,Elk,Bull,Diamond Mtn,Hunter's Choice,MDF,1
144,143,EB3122,1,1,1,single_code_mapped,206,,mapped,processed_data/boundaries/EB3122.geojson,,Elk,Bull,Diamond Mtn,Multiseason,NWTF,1
145,144,EB3043,1,1,1,single_code_mapped,88,,mapped,processed_data/boundaries/EB3043.geojson,,Elk,Bull,"Fillmore, Pahvant","Any Legal Weapon, late",RMEF,1
146,145,EB3008,1,1,1,single_code_mapped,88,,mapped,processed_data/boundaries/EB3008.geojson,,Elk,Bull,"Fillmore, Pahvant",Archery,SFW,1
147,146,EB3008|EB3042|EB3043|EB3086|EB3110|EB3180|EB3181,7,7,7,multi_candidate_all_mapped,88,,mapped,processed_data/boundaries/EB3008.geojson|processed_data/boundaries/EB3042.geojson|processed_data/boundaries/EB3043.geojson|processed_data/boundaries/EB3086.geojson|processed_data/boundaries/EB3110.geojson|processed_data/boundaries/EB3180.geojson|processed_data/boundaries/EB3181.geojson,,Elk,Bull,"Fillmore, Pahvant",Hunter's Choice,SFW,1
148,147,EB3110,1,1,1,single_code_mapped,88,,mapped,processed_data/boundaries/EB3110.geojson,,Elk,Bull,"Fillmore, Pahvant",Multiseason,MDF,1
149,148,EB3065,1,1,1,single_code_mapped,175,,mapped,processed_data/boundaries/EB3065.geojson,,Elk,Bull,Fishlake/Thousand Lakes,"Any Legal Weapon, late",SFW,1
150,149,EB3064,1,1,1,single_code_mapped,175,,mapped,processed_data/boundaries/EB3064.geojson,,Elk,Bull,Fishlake/Thousand Lakes,"Any Legal Weapon, mid",SFW,1
151,150,EB3018,1,1,1,single_code_mapped,175,,mapped,processed_data/boundaries/EB3018.geojson,,Elk,Bull,Fishlake/Thousand Lakes,Archery,UAA,1
152,151,EB3018|EB3063|EB3064|EB3065|EB3096|EB3120|EB3192,7,7,7,multi_candidate_all_mapped,175,,mapped,processed_data/boundaries/EB3018.geojson|processed_data/boundaries/EB3063.geojson|processed_data/boundaries/EB3064.geojson|processed_data/boundaries/EB3065.geojson|processed_data/boundaries/EB3096.geojson|processed_data/boundaries/EB3120.geojson|processed_data/boundaries/EB3192.geojson,,Elk,Bull,Fishlake/Thousand Lakes,Hunter's Choice,SFW,1
153,152,EB3018|EB3063|EB3064|EB3065|EB3096|EB3120|EB3192,7,7,7,multi_candidate_all_mapped,175,,mapped,processed_data/boundaries/EB3018.geojson|processed_data/boundaries/EB3063.geojson|processed_data/boundaries/EB3064.geojson|processed_data/boundaries/EB3065.geojson|processed_data/boundaries/EB3096.geojson|processed_data/boundaries/EB3120.geojson|processed_data/boundaries/EB3192.geojson,,Elk,Bull,Fishlake/Thousand Lakes,Hunter's Choice,RMEF,1
154,153,EB3120,1,1,1,single_code_mapped,175,,mapped,processed_data/boundaries/EB3120.geojson,,Elk,Bull,Fishlake/Thousand Lakes,Multiseason,SCI,1
155,154,EB3120,1,1,1,single_code_mapped,175,,mapped,processed_data/boundaries/EB3120.geojson,,Elk,Bull,Fishlake/Thousand Lakes,Multiseason,MDF,1
