hunt_code,source_hunt_name,source_species,source_sex_type,source_hunt_type,source_weapon,source_season,source_permits_res,source_permits_nr,source_permits_total,canonical_match_count,canonical_permit_sets,status,source_file
DG1001,Southern Goose Area - Dark Goose,"Goose, Dark",Either Sex,Waterfowl,Any Legal Weapon,"Oct 11, 2025 - Jan 24, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_goose_dark_either_sex.json
DG1002,Wasatch Front Goose Area - Dark Goose,"Goose, Dark",Either Sex,Waterfowl,Any Legal Weapon,"Oct 4 - Oct 11, 2025 & Nov 10, 2025 - Feb 15, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_goose_dark_either_sex.json
DG1003,Eastern Box Elder Goose Area - Dark Goose,"Goose, Dark",Either Sex,Waterfowl,Any Legal Weapon,"Oct 4, 2025 - Jan 17, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_goose_dark_either_sex.json
LG1001,Southern Goose Area - Light Goose,"Goose, Light",Either Sex,Waterfowl,Any Legal Weapon,"Oct 25, 2025 - Dec 15, 2025 & Jan 15, 2026 - Mar 10, 2026 (Closed in Millard County Feb 15-28, 2026)",,,0,0,,missing_from_canonical,dwr_huntboundary_goose_light_either_sex.json
LG1005,"Eastern Box Elder, Northern and Wasatch Goose areas - Light Goose","Goose, Light",Either Sex,Waterfowl,Any Legal Weapon,"Oct 15, 2025 - Dec 22, 2025 & Feb 2, 2026 - Mar 10, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_goose_light_either_sex.json
WG1000,Eastern Box Elder Goose Zone - White-fronted Geese,"Goose, White-fronted",Either Sex,Waterfowl,Any Legal Weapon,"Oct 4, 2025 - Jan 17, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_goose_white_fronted_either_sex.json
WG1001,Northern Goose Zone - White-fronted Geese,"Goose, White-fronted",Either Sex,Waterfowl,Any Legal Weapon,"Oct 4 - Oct 11, 2025 & Oct 27, 2025 - Jan 31, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_goose_white_fronted_either_sex.json
WG1002,Southern Goose Zone - White-fronted Geese,"Goose, White-fronted",Either Sex,Waterfowl,Any Legal Weapon,"Oct 11, 2025 - Jan 24, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_goose_white_fronted_either_sex.json
WG1003,Wasatch Front Goose Zone - White-fronted Geese,"Goose, White-fronted",Either Sex,Waterfowl,Any Legal Weapon,"Oct 4 - Oct 11, 2025 & Nov 10, 2025 - Feb 15, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_goose_white_fronted_either_sex.json
SG1000,"Diamond, Blue Mountain",Greater Sage-Grouse,Either Sex,,Any Legal Weapon,"Sept 26 - Oct 18, 2026",,,114,0,,missing_from_canonical,dwr_huntboundary_greater_sage_grouse_either_sex.json
SG1001,Parker Mountain,Greater Sage-Grouse,Either Sex,,Any Legal Weapon,"Sept 26 - Oct 18, 2026",,,317,0,,missing_from_canonical,dwr_huntboundary_greater_sage_grouse_either_sex.json
SG1002,Rich County,Greater Sage-Grouse,Either Sex,,Any Legal Weapon,"Sept 26 - Oct 18, 2026",,,189,0,,missing_from_canonical,dwr_huntboundary_greater_sage_grouse_either_sex.json
SG1003,West Box Elder County,Greater Sage-Grouse,Either Sex,,Any Legal Weapon,"Sept 26 - Oct 18, 2026",,,186,0,,missing_from_canonical,dwr_huntboundary_greater_sage_grouse_either_sex.json
MA1005,Morgan-South Rich,Moose,Antlerless,Limited Entry,Any Legal Weapon,Sept 19 2026 - Oct 18 2026,2,1,3,40,6|1|7,permit_mismatch,dwr_huntboundary_moose_antlerless.json
MA1007,Morgan-South Rich,Moose,Antlerless,Limited Entry,Archery,Aug 01 2026 - Sept 18 2026,2,0,2,40,3|0|3,permit_mismatch,dwr_huntboundary_moose_antlerless.json
MA1008,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,Antlerless,Limited Entry,Any Legal Weapon,Sept 19 2026 - Oct 18 2026,2,0,2,40,4|1|5,permit_mismatch,dwr_huntboundary_moose_antlerless.json
MA1010,Deseret CWMU,Moose,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,2,0,2,40,2|0|2,matched_permit_split,dwr_huntboundary_moose_antlerless.json
MA1011,Beaver Hollow CWMU,Moose,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,1,0,1,0,,missing_from_canonical,dwr_huntboundary_moose_antlerless.json
MB1000,Moose - Statewide Permit,Moose,Bull,Statewide,Any Legal Weapon,"Sept 1 - Nov 15, 2026",,,0,1,1||1,permit_mismatch,dwr_huntboundary_moose_bull.json
MB6000,Cache,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Sept 12 2026 - Oct 31 2026,14,3,17,67,12|3|15,permit_mismatch,dwr_huntboundary_moose_bull.json
MB6001,Chalk Creek,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Sept 12 2026 - Oct 31 2026,4,0,4,67,3|0|3,permit_mismatch,dwr_huntboundary_moose_bull.json
MB6002,East Canyon,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Sept 12 2026 - Oct 31 2026,5,0,5,67,5|0|5,matched_permit_split,dwr_huntboundary_moose_bull.json
MB6003,"East Canyon, Morgan-Summit",Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Sept 12 2026 - Oct 31 2026,5,0,5,67,4|0|4,permit_mismatch,dwr_huntboundary_moose_bull.json
MB6004,Kamas,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Sept 12 2026 - Oct 31 2026,6,0,6,67,5|0|5,permit_mismatch,dwr_huntboundary_moose_bull.json
MB6005,Morgan-South Rich,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Sept 12 2026 - Oct 31 2026,6,0,6,67,6|0|6,matched_permit_split,dwr_huntboundary_moose_bull.json
MB6006,"North Slope, Summit",Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Sept 12 2026 - Oct 31 2026,20,3,23,67,19|3|22,permit_mismatch,dwr_huntboundary_moose_bull.json
MB6007,"North Slope, Three Corners/West Daggett",Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Sept 12 2026 - Oct 31 2026,6,2,8,67,6|2|8,matched_permit_split,dwr_huntboundary_moose_bull.json
MB6008,Ogden,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Sept 12 2026 - Oct 31 2026,7,0,7,67,7|0|7,matched_permit_split,dwr_huntboundary_moose_bull.json
MB6009,Diamond Mtn/Vernal,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Sept 12 2026 - Oct 31 2026,2,0,2,67,2|0|2,matched_permit_split,dwr_huntboundary_moose_bull.json
MB6010,Yellowstone,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Sept 12 2026 - Oct 31 2026,6,0,6,67,5|0|5,permit_mismatch,dwr_huntboundary_moose_bull.json
MB6011,Wasatch Mtns/Central Mtns,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Sept 12 2026 - Oct 31 2026,19,3,22,67,18|2|20,permit_mismatch,dwr_huntboundary_moose_bull.json
MB6012,Box Elder,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Sept 12 2026 - Oct 31 2026,2,0,2,67,2|0|2,matched_permit_split,dwr_huntboundary_moose_bull.json
MB6201,Beaver Hollow CWMU,Moose,Bull,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,1,0,1,0,,missing_from_canonical,dwr_huntboundary_moose_bull.json
MB6202,Causey Spring CWMU,Moose,Bull,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,1,0,1,67,2|0|2,permit_mismatch,dwr_huntboundary_moose_bull.json
MB6206,Deseret CWMU,Moose,Bull,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,1,0,1,67,1|0|1,matched_permit_split,dwr_huntboundary_moose_bull.json
MB6208,East Fork Chalk Creek CWMU,Moose,Bull,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,2,0,2,67,2|0|2,matched_permit_split,dwr_huntboundary_moose_bull.json
MB6211,Grass Valley/Clark Canyon CWMU,Moose,Bull,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,4,0,4,67,3|0|3,permit_mismatch,dwr_huntboundary_moose_bull.json
MB6219,Skull Crack CWMU,Moose,Bull,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,2,0,2,67,2|0|2,matched_permit_split,dwr_huntboundary_moose_bull.json
MB6222,Strawberry Ridge CWMU,Moose,Bull,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,1,0,1,67,2|0|2,permit_mismatch,dwr_huntboundary_moose_bull.json
MB6251,Hardscrabble CWMU,Moose,Bull,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,1,0,1,67,1|0|1,matched_permit_split,dwr_huntboundary_moose_bull.json
MB6256,Woodruff Creek South CWMU,Moose,Bull,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,1,0,1,67,2|0|2,permit_mismatch,dwr_huntboundary_moose_bull.json
MB6258,Jacob's Creek CWMU,Moose,Bull,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,1,0,1,67,1|0|1,matched_permit_split,dwr_huntboundary_moose_bull.json
MB6262,Junction Valley CWMU,Moose,Bull,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,1,0,1,67,1|0|1,matched_permit_split,dwr_huntboundary_moose_bull.json
MB6265,Little Pole Canyon CWMU,Moose,Bull,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,1,0,1,0,,missing_from_canonical,dwr_huntboundary_moose_bull.json
MB6266,Weber Florence Creek/Stillman Creek CWMU,Moose,Bull,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,3,0,3,67,3|0|3,matched_permit_split,dwr_huntboundary_moose_bull.json
GO1000,Mountain Goat - Statewide Permit,Mountain Goat,Hunters Choice,Statewide,Any Legal Weapon,"Sept 1 - Dec 31, 2026",,,0,1,1||1,permit_mismatch,dwr_huntboundary_mountain_goat_hunters_choice.json
GO6800,Beaver,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Sept 05 2026 - Sept 27 2026,7,2,9,67,7|1|8,permit_mismatch,dwr_huntboundary_mountain_goat_hunters_choice.json
GO6801,Beaver,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Sept 28 2026 - Oct 26 2026,9,0,9,67,9|0|9,matched_permit_split,dwr_huntboundary_mountain_goat_hunters_choice.json
GO6803,Nebo,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Sept 26 2026 - Nov 25 2026,21,3,24,67,16|2|18,permit_mismatch,dwr_huntboundary_mountain_goat_hunters_choice.json
GO6804,High Uintas Kamas,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Sept 05 2026 - Oct 31 2026,1,0,1,67,1|0|1,matched_permit_split,dwr_huntboundary_mountain_goat_hunters_choice.json
GO6805,High Uintas Central,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Sept 05 2026 - Oct 31 2026,5,0,5,67,5|0|5,matched_permit_split,dwr_huntboundary_mountain_goat_hunters_choice.json
GO6806,High Uintas East,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Sept 05 2026 - Oct 31 2026,3,0,3,67,2|0|2,permit_mismatch,dwr_huntboundary_mountain_goat_hunters_choice.json
GO6807,High Uintas Leidy Peak,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Sept 05 2026 - Oct 31 2026,2,0,2,67,1|0|1,permit_mismatch,dwr_huntboundary_mountain_goat_hunters_choice.json
GO6808,High Uintas West,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Sept 05 2026 - Oct 31 2026,9,2,11,67,9|2|11,matched_permit_split,dwr_huntboundary_mountain_goat_hunters_choice.json
GO6810,"Ogden, Willard Peak",Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Sept 05 2026 - Nov 25 2026,1,0,1,67,1|0|1,matched_permit_split,dwr_huntboundary_mountain_goat_hunters_choice.json
GO6813,"Wasatch Mtns, Provo Peak",Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Sept 05 2026 - Nov 25 2026,5,0,5,67,5|0|5,matched_permit_split,dwr_huntboundary_mountain_goat_hunters_choice.json
GO6814,Mt Dutton,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Sept 05 2026 - Nov 25 2026,2,0,2,67,2|0|2,matched_permit_split,dwr_huntboundary_mountain_goat_hunters_choice.json
GO6817,La Sal Mtns,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Sept 05 2026 - Nov 25 2026,10,2,12,67,9|2|11,permit_mismatch,dwr_huntboundary_mountain_goat_hunters_choice.json
GO6818,"Wasatch Mtns, Box Elder Peak",Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Sept 05 2026 - Nov 25 2026,3,0,3,67,3|0|3,matched_permit_split,dwr_huntboundary_mountain_goat_hunters_choice.json
GO6819,"Wasatch Mtns, Lone Peak",Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Sept 05 2026 - Nov 25 2026,1,0,1,67,1|0|1,matched_permit_split,dwr_huntboundary_mountain_goat_hunters_choice.json
GO6820,"Wasatch Mtns, Timpanogos",Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Sept 05 2026 - Nov 25 2026,8,2,10,67,8|2|10,matched_permit_split,dwr_huntboundary_mountain_goat_hunters_choice.json
GO6821,Nebo,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Archery,Sept 16 2026 - Sept 25 2026,12,0,12,67,11|0|11,permit_mismatch,dwr_huntboundary_mountain_goat_hunters_choice.json
GO6822,Beaver,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Archery,Nov 14 2026 - Nov 23 2026,2,0,2,67,2|0|2,matched_permit_split,dwr_huntboundary_mountain_goat_hunters_choice.json
LP5025,Beaver - Private Land Only,Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_pronghorn_buck.json
LP5031,"Box Elder, West - Private Land Only",Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_pronghorn_buck.json
LP5033,"Fillmore, Oak Creek South - Private Land Only",Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_pronghorn_buck.json
LP5046,"San Rafael, North - Private Land Only",Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_pronghorn_buck.json
LP5049,Southwest Desert - Private Land Only,Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_pronghorn_buck.json
LP5051,"West Desert, Rush Valley - Private Land Only",Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,0,0,,missing_from_canonical,dwr_huntboundary_pronghorn_buck.json
PB1000,Pronghorn - Statewide Permit,Pronghorn,Buck,Statewide,Any Legal Weapon,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1 - Nov 15, 2026",,,0,1,1||1,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5000,Beaver,Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,11,1,12,66,10|1|11,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5001,"Book Cliffs, Bitter Creek",Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,13,1,14,66,13|1|14,matched_permit_split,dwr_huntboundary_pronghorn_buck.json
PB5002,"Book Cliffs, South",Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,8,1,9,66,7|1|8,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5003,"Box Elder, Promontory",Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,4,0,4,66,3|0|3,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5004,"Box Elder, Puddle Valley",Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,3,1,4,66,3|1|4,matched_permit_split,dwr_huntboundary_pronghorn_buck.json
PB5005,"Box Elder, Snowville",Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,9,1,10,66,9|1|10,matched_permit_split,dwr_huntboundary_pronghorn_buck.json
PB5006,"Box Elder, West",Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,10,1,11,66,9|1|10,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5008,"Fillmore, Oak Creek South",Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,15,2,17,66,12|2|14,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5009,"La Sal, Potash/South Cisco",Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,6,0,6,66,6|0|6,matched_permit_split,dwr_huntboundary_pronghorn_buck.json
PB5011,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,30,3,33,66,29|3|32,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5012,"North Slope, Three Corners/West Daggett",Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,10,1,11,66,12|1|13,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5013,Pine Valley,Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,7,1,8,66,7|1|8,matched_permit_split,dwr_huntboundary_pronghorn_buck.json
PB5015,"San Rafael, North",Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,21,2,23,66,19|2|21,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5016,Diamond Mtn/Bonanza,Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,17,2,19,66,17|2|19,matched_permit_split,dwr_huntboundary_pronghorn_buck.json
PB5017,Vernal,Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,18,2,20,66,20|2|22,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5018,Southwest Desert,Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,31,4,35,66,30|4|34,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5019,"West Desert, Riverbed",Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,18,2,20,66,16|2|18,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5020,"West Desert, Rush Valley",Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,8,1,9,66,8|1|9,matched_permit_split,dwr_huntboundary_pronghorn_buck.json
PB5021,"West Desert, Snake Valley",Pronghorn,Buck,Limited Entry,Archery,Aug 15 2026 - Sept 11 2026,23,3,26,66,22|2|24,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5024,Southwest Desert,Pronghorn,Buck,Limited Entry,Muzzleloader,Sept 23 2026 - Oct 01 2026,31,4,35,66,30|4|34,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5025,Beaver,Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,43,5,48,66,39|4|43,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5026,"Book Cliffs, Bitter Creek",Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,50,6,56,66,49|6|55,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5027,"Book Cliffs, South",Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,34,4,38,66,31|3|34,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5028,"Box Elder, Promontory",Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,14,2,16,66,14|2|16,matched_permit_split,dwr_huntboundary_pronghorn_buck.json
PB5029,"Box Elder, Puddle Valley",Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,14,2,16,66,14|2|16,matched_permit_split,dwr_huntboundary_pronghorn_buck.json
PB5030,"Box Elder, Snowville",Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,28,3,31,66,27|3|30,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5031,"Box Elder, West",Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,30,3,33,66,27|3|30,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5033,"Fillmore, Oak Creek South",Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,46,5,51,66,38|5|43,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5034,Kaiparowits,Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,2,0,2,66,2|0|2,matched_permit_split,dwr_huntboundary_pronghorn_buck.json
PB5035,"La Sal, Potash/South Cisco",Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,22,2,24,66,20|2|22,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5037,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,89,10,99,66,87|9|96,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5038,"Nine Mile, Range Creek",Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,13,1,14,66,11|1|12,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5039,"North Slope, Summit",Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,15,2,17,66,15|2|17,matched_permit_split,dwr_huntboundary_pronghorn_buck.json
PB5040,"North Slope, Three Corners/West Daggett",Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,29,3,32,66,34|4|38,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5041,"Panguitch Lake/Zion, North",Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,21,2,23,66,21|2|23,matched_permit_split,dwr_huntboundary_pronghorn_buck.json
PB5042,Pine Valley,Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,21,2,23,66,20|2|22,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5044,"San Juan, Hatch Point",Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,3,0,3,66,4|0|4,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5045,"San Rafael, Desert",Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,7,1,8,66,5|1|6,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5046,"San Rafael, North",Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,62,7,69,66,56|6|62,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5047,Diamond Mtn/Bonanza,Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,50,6,56,66,48|5|53,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
PB5048,Vernal,Pronghorn,Buck,Limited Entry,Any Legal Weapon,Sept 12 2026 - Sept 20 2026,54,6,60,66,59|7|66,permit_mismatch,dwr_huntboundary_pronghorn_buck.json
