target_file,row_index_zero_based,synthetic_huntCode,species,sourceSpecies,area,weapon,organizations,sourceRowNumbers,old_sourceHuntCodes,new_sourceHuntCodes,selected_codes_from_join,possible_codes_from_join,join_match_confidences,join_match_methods
data/conservation-permit-hunt-table-2025-27.json,98,CP-ELK-CACHE-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Cache,Any Legal Weapon,RMEF,1|4,,EA2041,EA2041,EA2041,HIGH,AREA_CONDITION_SELECTED
data/conservation-permit-hunt-table-2025-27.json,99,CP-ELK-CACHE-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Cache,Any Legal Weapon,WCF,2,,EA2041,EA2041,EA2041,HIGH,AREA_CONDITION_SELECTED
data/conservation-permit-hunt-table-2025-27.json,114,CP-ELK-FISHLAKE-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Fishlake,Any Legal Weapon,SCI,5,,EA1270,EA1270,EA1270,HIGH,AREA_CONDITION_SELECTED
data/conservation-permit-hunt-table-2025-27.json,115,CP-ELK-FISHLAKE-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Fishlake,Any Legal Weapon,SFW,6|7|8,,EA1270,EA1270,EA1270,HIGH,AREA_CONDITION_SELECTED
data/conservation-permit-hunt-table-2025-27.json,123,CP-ELK-LA-SAL-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,La Sal,Any Legal Weapon,NWTF,9,,EA1180,EA1180,EA1180,HIGH,AREA_CONDITION_SELECTED
data/conservation-permit-hunt-table-2025-27.json,124,CP-ELK-LA-SAL-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,La Sal,Any Legal Weapon,UAA,10,,EA1180,EA1180,EA1180,HIGH,AREA_CONDITION_SELECTED
data/conservation-permit-hunt-table-2025-27.json,125,CP-ELK-LA-SAL-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,La Sal,Any Legal Weapon,WCF,11|12,,EA1180,EA1180,EA1180,HIGH,AREA_CONDITION_SELECTED
data/conservation-permit-hunt-table-2025-27.json,133,CP-ELK-MANTI-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Manti,Any Legal Weapon,MDF,14,,EA1271,EA1271,EA1271,HIGH,AREA_CONDITION_SELECTED
data/conservation-permit-hunt-table-2025-27.json,139,CP-ELK-MANTI-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Manti,Any Legal Weapon,SFW,13|15|16,,EA1271,EA1271,EA1271,HIGH,AREA_CONDITION_SELECTED
data/conservation-permit-hunt-table-2025-27.json,171,CP-ELK-STATEWIDE-BULL-ANY-LEGAL-WEAPON,Elk,Elk,Statewide,Any Legal Weapon,SFW,208,,EB1000,EB1000,EB1000,HIGH,statewide_boundary_equivalent_to_sportsman_tag
data/conservation-permit-hunt-table-2025-27.json,172,CP-ELK-WASATCH-MTNS-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Wasatch Mtns,Any Legal Weapon,MDF,18,,EA2045,EA2045,EA2045,HIGH,AREA_CONDITION_SELECTED
data/conservation-permit-hunt-table-2025-27.json,175,CP-ELK-WASATCH-MTNS-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Wasatch Mtns,Any Legal Weapon,RMEF,17,,EA2045,EA2045,EA2045,HIGH,AREA_CONDITION_SELECTED
data/conservation-permit-hunt-table-2025-27.json,178,CP-ELK-WASATCH-MTNS-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Wasatch Mtns,Any Legal Weapon,SFW,19|20,,EA2045,EA2045,EA2045,HIGH,AREA_CONDITION_SELECTED
data/conservation-permit-hunt-table-2025-27.json,185,CP-MOOSE-STATEWIDE-BULL-ANY-LEGAL-WEAPON,Moose,Moose,Statewide,Any Legal Weapon,RMEF,213,MB6260,MB1000|MB6260,MB1000,MB1000,HIGH,statewide_boundary_equivalent_to_sportsman_tag
data/conservation-permit-hunt-table-2025-27.json,187,CP-MOUNTAIN-GOAT-BEAVER-EARLY-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Mountain Goat,Beaver (early),Any Legal Weapon,UWSF,214,,GO6800|GO6801|GO6822,,GO6800|GO6801|GO6822,MEDIUM,AMBIGUOUS_AREA_CONDITION
data/conservation-permit-hunt-table-2025-27.json,188,CP-MOUNTAIN-GOAT-HIGH-UINTAS-WEST-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Mountain Goat,High Uintas West,Any Legal Weapon,RMEF,215,,GO6808,GO6808,GO6808,HIGH,AREA_CONDITION_SELECTED
data/conservation-permit-hunt-table-2025-27.json,189,CP-MOUNTAIN-GOAT-LA-SAL-LA-SAL-MTNS-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Mountain Goat,"La Sal, La Sal Mtns",Any Legal Weapon,SFW,216,,GO6817,GO6817,GO6817,HIGH,AREA_CONDITION_SELECTED
data/conservation-permit-hunt-table-2025-27.json,190,CP-MOUNTAIN-GOAT-NEBO-HUNTER-S-CHOICE-ARCHERY,Mountain Goat,Mountain Goat,Nebo,Archery,UAA,218,,GO6803|GO6821,,GO6803|GO6821,MEDIUM,AMBIGUOUS_AREA_CONDITION
data/conservation-permit-hunt-table-2025-27.json,191,CP-MOUNTAIN-GOAT-NEBO-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Mountain Goat,Nebo,Any Legal Weapon,UWSF,217,,GO6803|GO6821,,GO6803|GO6821,MEDIUM,AMBIGUOUS_AREA_CONDITION
data/conservation-permit-hunt-table-2025-27.json,192,CP-MOUNTAIN-GOAT-STATEWIDE-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Mountain Goat,Statewide,Any Legal Weapon,SFW,220,GO6816,GO1000|GO6816,GO1000,GO1000,HIGH,statewide_boundary_equivalent_to_sportsman_tag
data/conservation-permit-hunt-table-2025-27.json,193,CP-MOUNTAIN-GOAT-WASATCH-MTNS-TIMPANOGOS-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Mountain Goat,"Wasatch Mtns, Timpanogos",Any Legal Weapon,SCI,219,,GO6820,GO6820,GO6820,HIGH,AREA_CONDITION_SELECTED
data/conservation-permit-hunt-table-2025-27.json,234,CP-PRONGHORN-STATEWIDE-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Pronghorn,Statewide,Any Legal Weapon,MDF,289,PB5057,PB1000|PB5057,PB1000,PB1000,HIGH,statewide_boundary_equivalent_to_sportsman_tag
data/conservation-permit-hunt-table-2025-27.json,248,CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-BOX-ELDER-NEWFOUNDLAND-MTNS-EARLY-RAM-ANY-LEGAL-WEAPON,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtns (early)",Any Legal Weapon,UWSF,291,,RS1003|RS6703|RS6704|RS6722,,RS1003|RS6703|RS6704|RS6722,MEDIUM,AMBIGUOUS_AREA_CONDITION
data/conservation-permit-hunt-table-2025-27.json,249,CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-BOX-ELDER-NEWFOUNDLAND-MTNS-LATE-RAM-ANY-LEGAL-WEAPON,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtns (late)",Any Legal Weapon,UWSF,292,,RS1003|RS6703|RS6704|RS6722,,RS1003|RS6703|RS6704|RS6722,MEDIUM,AMBIGUOUS_AREA_CONDITION
data/conservation-permit-hunt-table-2025-27.json,250,CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-FILLMORE-OAK-CREEK-LATE-RAM-ANY-LEGAL-WEAPON,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek (late)",Any Legal Weapon,UWSF,293,,RS6720|RS6726|RS6727,,RS6720|RS6726|RS6727,MEDIUM,AMBIGUOUS_AREA_CONDITION
data/conservation-permit-hunt-table-2025-27.json,252,CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-STATEWIDE-RAM-ANY-LEGAL-WEAPON,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Statewide,Any Legal Weapon,SFW,295,RS6718,RS0001|RS6718,RS0001,RS0001,HIGH,statewide_boundary_equivalent_to_sportsman_tag
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,0,CP-BISON-BOOK-CLIFFS-BITTER-CREEK-HUNTER-S-CHOICE--ANY-LEGAL-WEAPON,Bison,Bison,"Book Cliffs, Bitter Creek, Hunter's Choice",Any Legal Weapon,UWSF,65,,BI6523|BI6532|BI6534|BI6535|BI6536,,BI6523|BI6532|BI6534|BI6535|BI6536,MEDIUM,AMBIGUOUS_AREA_CONDITION
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,1,CP-BISON-BOOK-CLIFFS-LITTLE-CREEK-SOUTH-HUNTER-S-CHOICE--ANY-LEGAL-WEAPON,Bison,Bison,"Book Cliffs, Little Creek/South, Hunter's Choice",Any Legal Weapon,SFW,66,,BI6528|BI6529|BI6530|BI6531|BI6537,,BI6528|BI6529|BI6530|BI6531|BI6537,MEDIUM,AMBIGUOUS_AREA_CONDITION
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,2,CP-BISON-HENRY-MTNS-COW-ONLY-LATE--ANY-LEGAL-WEAPON,Bison,Bison,"Henry Mtns, Cow Only (late)",Any Legal Weapon,SFW,68,,BI6503|BI6504|BI6505|BI6506|BI6509|BI6516|BI6539,,BI6503|BI6504|BI6505|BI6506|BI6509|BI6516|BI6539,MEDIUM,AMBIGUOUS_AREA_CONDITION
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,3,CP-BISON-HENRY-MTNS-HUNTER-S-CHOICE-EARLY--ANY-LEGAL-WEAPON,Bison,Bison,"Henry Mtns, Hunter's Choice (early)",Any Legal Weapon,RMEF,67,,BI6503|BI6504|BI6505|BI6506|BI6509|BI6516|BI6539,,BI6503|BI6504|BI6505|BI6506|BI6509|BI6516|BI6539,MEDIUM,AMBIGUOUS_AREA_CONDITION
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,4,CP-BISON-HENRY-MTNS-HUNTER-S-CHOICE-LATE--ANY-LEGAL-WEAPON,Bison,Bison,"Henry Mtns, Hunter's Choice (late)",Any Legal Weapon,SCI,69,,BI6503|BI6504|BI6505|BI6506|BI6509|BI6516|BI6539,,BI6503|BI6504|BI6505|BI6506|BI6509|BI6516|BI6539,MEDIUM,AMBIGUOUS_AREA_CONDITION
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,5,CP-BISON-STATEWIDE--ANY-LEGAL-WEAPON,Bison,Bison,Statewide,Any Legal Weapon,SFW,70,BI6510,BI1000|BI6510,BI1000,BI1000,HIGH,statewide_boundary_equivalent_to_sportsman_tag
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,31,CP-BLACK-BEAR-STATEWIDE-EITHER-SEX-MULTISEASON,Black Bear,Bear,Statewide,ALW,MDF,64,BR7319,BR1000|BR7319,BR1000,BR1000,HIGH,statewide_boundary_equivalent_to_sportsman_tag
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,65,CP-DEER-STATEWIDE-BUCK-ANY-LEGAL-WEAPON,Deer,Deer,Statewide,Any Legal Weapon,MDF,117,,DB0007,DB0007,DB0007,HIGH,statewide_boundary_equivalent_to_sportsman_tag
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,74,CP-DESERT-BIGHORN-SHEEP-KAIPAROWITS-ESCALANTE-RAM-ANY-LEGAL-WEAPON,Desert Bighorn Sheep,Desert Bighorn Sheep,"Kaiparowits, Escalante",Any Legal Weapon,UWSF,72,DS1003,DS1003|DS6602,,DS1003|DS6602,MEDIUM,AMBIGUOUS_AREA_CONDITION
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,76,CP-DESERT-BIGHORN-SHEEP-LA-SAL-POTASH-SOUTH-CISCO-RAM-ANY-LEGAL-WEAPON,Desert Bighorn Sheep,Desert Bighorn Sheep,"La Sal, Potash/South Cisco",Any Legal Weapon,SFW,74,,DS6604,DS6604,DS6604,HIGH,AREA_CONDITION_SELECTED
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,77,CP-DESERT-BIGHORN-SHEEP-PINE-VALLEY-BEAVER-DAM-RAM-ANY-LEGAL-WEAPON,Desert Bighorn Sheep,Desert Bighorn Sheep,"Pine Valley, Beaver Dam",Any Legal Weapon,UWSF,75,,DS6605|DS6621,,DS6605|DS6621,MEDIUM,AMBIGUOUS_AREA_CONDITION
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,80,CP-DESERT-BIGHORN-SHEEP-STATEWIDE-RAM-ANY-LEGAL-WEAPON,Desert Bighorn Sheep,Desert Bighorn Sheep,Statewide,Any Legal Weapon,SFW,78,DS6618,DS1000|DS6618,DS1000,DS1000,HIGH,statewide_boundary_equivalent_to_sportsman_tag
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,97,CP-ELK-CACHE-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Cache,Any Legal Weapon,NWTF,3,,EA2041,EA2041,EA2041,HIGH,AREA_CONDITION_SELECTED
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,98,CP-ELK-CACHE-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Cache,Any Legal Weapon,RMEF,1|4,,EA2041,EA2041,EA2041,HIGH,AREA_CONDITION_SELECTED
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,99,CP-ELK-CACHE-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Cache,Any Legal Weapon,WCF,2,,EA2041,EA2041,EA2041,HIGH,AREA_CONDITION_SELECTED
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,114,CP-ELK-FISHLAKE-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Fishlake,Any Legal Weapon,SCI,5,,EA1270,EA1270,EA1270,HIGH,AREA_CONDITION_SELECTED
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,115,CP-ELK-FISHLAKE-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Fishlake,Any Legal Weapon,SFW,6|7|8,,EA1270,EA1270,EA1270,HIGH,AREA_CONDITION_SELECTED
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,123,CP-ELK-LA-SAL-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,La Sal,Any Legal Weapon,NWTF,9,,EA1180,EA1180,EA1180,HIGH,AREA_CONDITION_SELECTED
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,124,CP-ELK-LA-SAL-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,La Sal,Any Legal Weapon,UAA,10,,EA1180,EA1180,EA1180,HIGH,AREA_CONDITION_SELECTED
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,125,CP-ELK-LA-SAL-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,La Sal,Any Legal Weapon,WCF,11|12,,EA1180,EA1180,EA1180,HIGH,AREA_CONDITION_SELECTED
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,133,CP-ELK-MANTI-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Manti,Any Legal Weapon,MDF,14,,EA1271,EA1271,EA1271,HIGH,AREA_CONDITION_SELECTED
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,139,CP-ELK-MANTI-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Manti,Any Legal Weapon,SFW,13|15|16,,EA1271,EA1271,EA1271,HIGH,AREA_CONDITION_SELECTED
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,171,CP-ELK-STATEWIDE-BULL-ANY-LEGAL-WEAPON,Elk,Elk,Statewide,Any Legal Weapon,SFW,208,,EB1000,EB1000,EB1000,HIGH,statewide_boundary_equivalent_to_sportsman_tag
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,172,CP-ELK-WASATCH-MTNS-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Wasatch Mtns,Any Legal Weapon,MDF,18,,EA2045,EA2045,EA2045,HIGH,AREA_CONDITION_SELECTED
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,175,CP-ELK-WASATCH-MTNS-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Wasatch Mtns,Any Legal Weapon,RMEF,17,,EA2045,EA2045,EA2045,HIGH,AREA_CONDITION_SELECTED
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,178,CP-ELK-WASATCH-MTNS-ANTLERLESS-ANY-LEGAL-WEAPON,Elk,Antlerless Elk,Wasatch Mtns,Any Legal Weapon,SFW,19|20,,EA2045,EA2045,EA2045,HIGH,AREA_CONDITION_SELECTED
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,185,CP-MOOSE-STATEWIDE-BULL-ANY-LEGAL-WEAPON,Moose,Moose,Statewide,Any Legal Weapon,RMEF,213,MB6260,MB1000|MB6260,MB1000,MB1000,HIGH,statewide_boundary_equivalent_to_sportsman_tag
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,187,CP-MOUNTAIN-GOAT-BEAVER-EARLY-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Mountain Goat,Beaver (early),Any Legal Weapon,UWSF,214,,GO6800|GO6801|GO6822,,GO6800|GO6801|GO6822,MEDIUM,AMBIGUOUS_AREA_CONDITION
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,188,CP-MOUNTAIN-GOAT-HIGH-UINTAS-WEST-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Mountain Goat,High Uintas West,Any Legal Weapon,RMEF,215,,GO6808,GO6808,GO6808,HIGH,AREA_CONDITION_SELECTED
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,189,CP-MOUNTAIN-GOAT-LA-SAL-LA-SAL-MTNS-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Mountain Goat,"La Sal, La Sal Mtns",Any Legal Weapon,SFW,216,,GO6817,GO6817,GO6817,HIGH,AREA_CONDITION_SELECTED
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,190,CP-MOUNTAIN-GOAT-NEBO-HUNTER-S-CHOICE-ARCHERY,Mountain Goat,Mountain Goat,Nebo,Archery,UAA,218,,GO6803|GO6821,,GO6803|GO6821,MEDIUM,AMBIGUOUS_AREA_CONDITION
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,191,CP-MOUNTAIN-GOAT-NEBO-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Mountain Goat,Nebo,Any Legal Weapon,UWSF,217,,GO6803|GO6821,,GO6803|GO6821,MEDIUM,AMBIGUOUS_AREA_CONDITION
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,192,CP-MOUNTAIN-GOAT-STATEWIDE-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Mountain Goat,Statewide,Any Legal Weapon,SFW,220,GO6816,GO1000|GO6816,GO1000,GO1000,HIGH,statewide_boundary_equivalent_to_sportsman_tag
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,193,CP-MOUNTAIN-GOAT-WASATCH-MTNS-TIMPANOGOS-HUNTER-S-CHOICE-ANY-LEGAL-WEAPON,Mountain Goat,Mountain Goat,"Wasatch Mtns, Timpanogos",Any Legal Weapon,SCI,219,,GO6820,GO6820,GO6820,HIGH,AREA_CONDITION_SELECTED
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,234,CP-PRONGHORN-STATEWIDE-BUCK-ANY-LEGAL-WEAPON,Pronghorn,Pronghorn,Statewide,Any Legal Weapon,MDF,289,PB5057,PB1000|PB5057,PB1000,PB1000,HIGH,statewide_boundary_equivalent_to_sportsman_tag
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,248,CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-BOX-ELDER-NEWFOUNDLAND-MTNS-EARLY-RAM-ANY-LEGAL-WEAPON,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtns (early)",Any Legal Weapon,UWSF,291,,RS1003|RS6703|RS6704|RS6722,,RS1003|RS6703|RS6704|RS6722,MEDIUM,AMBIGUOUS_AREA_CONDITION
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,249,CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-BOX-ELDER-NEWFOUNDLAND-MTNS-LATE-RAM-ANY-LEGAL-WEAPON,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtns (late)",Any Legal Weapon,UWSF,292,,RS1003|RS6703|RS6704|RS6722,,RS1003|RS6703|RS6704|RS6722,MEDIUM,AMBIGUOUS_AREA_CONDITION
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,250,CP-ROCKY-MOUNTAIN-BIGHORN-SHEEP-FILLMORE-OAK-CREEK-LATE-RAM-ANY-LEGAL-WEAPON,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek (late)",Any Legal Weapon,UWSF,293,,RS6720|RS6726|RS6727,,RS6720|RS6726|RS6727,MEDIUM,AMBIGUOUS_AREA_CONDITION
