hunt_code,boundary_id,member_boundary_ids,geometry_status,boundary_geojson_path,boundary_kmz_path,boundary_kml_path,dwr_boundary_link,source_boundary_ids,database_hunt_name,database_species,database_weapon,database_hunt_type,in_display_boundary_index,in_database,in_hunt_code_boundary_map,in_boundary_manifest,split_hunt_json_exists,geojson_exists
PB5035,688,,mapped,processed_data/boundaries/PB5035.geojson,,,,185,"San Juan, Elk Ridge",Pronghorn,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5037,129,,mapped,processed_data/boundaries/PB5037.geojson,,,,185,"San Juan, Elk Ridge",Pronghorn,Multiseason,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5038,277,,mapped,processed_data/boundaries/PB5038.geojson,,,,193,"San Rafael, Dirty Devil",Pronghorn,Any Legal Weapon,Conservation,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5039,138,,mapped,processed_data/boundaries/PB5039.geojson,,,,193,"San Rafael, Dirty Devil",Pronghorn,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5040,289,,mapped,processed_data/boundaries/PB5040.geojson,,,,193,"San Rafael, Dirty Devil",Pronghorn,Archery,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5041,718,,mapped,processed_data/boundaries/PB5041.geojson,,,,194,"San Rafael, North",Pronghorn,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5042,636,,mapped,processed_data/boundaries/PB5042.geojson,,,,194,"San Rafael, North",Pronghorn,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5046,194,,mapped,processed_data/boundaries/PB5046.geojson,,,,194,"San Rafael, North",Pronghorn,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5048,208,,mapped,processed_data/boundaries/PB5048.geojson,,,,195,"San Rafael, South",Pronghorn,Any Legal Weapon,Conservation,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5049,625,,mapped,processed_data/boundaries/PB5049.geojson,,,,195,"San Rafael, South",Pronghorn,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5050,244,,mapped,processed_data/boundaries/PB5050.geojson,,,,884,Southeastern Area,Pronghorn,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5051,245,,mapped,processed_data/boundaries/PB5051.geojson,,,,884,Southeastern Area,Pronghorn,Any Legal Weapon,Conservation,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5052,246,,mapped,processed_data/boundaries/PB5052.geojson,,,,885,Southern Area,Pronghorn,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5053,277,,mapped,processed_data/boundaries/PB5053.geojson,,,,625,Southwest Desert,Pronghorn,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5054,718,,mapped,processed_data/boundaries/PB5054.geojson,,,,625,Southwest Desert,Pronghorn,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5056,194,,mapped,processed_data/boundaries/PB5056.geojson,,,,625,Southwest Desert,Pronghorn,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5059,129,,mapped,processed_data/boundaries/PB5059.geojson,,,,872,"Southwest Desert, South",Pronghorn,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5061,718,,mapped,processed_data/boundaries/PB5061.geojson,,,,872,"Southwest Desert, South",Pronghorn,Early Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5062,636,,mapped,processed_data/boundaries/PB5062.geojson,,,,872,"Southwest Desert, South",Pronghorn,Late Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5065,81,,mapped,processed_data/boundaries/PB5065.geojson,,,,872,"Southwest Desert, South",Pronghorn,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5066,289,,mapped,processed_data/boundaries/PB5066.geojson,,,,872,"Southwest Desert, South",Pronghorn,Multiseason,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5072,208,,mapped,processed_data/boundaries/PB5072.geojson,,,,872,"Southwest Desert, South",Pronghorn,Late Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5076,703,,mapped,processed_data/boundaries/PB5076.geojson,,,,872,"Southwest Desert, South",Pronghorn,Mid Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5077,703,,mapped,processed_data/boundaries/PB5077.geojson,,,,454,Turkey - Statewide Permit,Pronghorn,Any Legal Weapon,Statewide,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5078,703,,mapped,processed_data/boundaries/PB5078.geojson,,,,208,Vernal,Pronghorn,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5079,755,,mapped,processed_data/boundaries/PB5079.geojson,,,,208,Vernal,Pronghorn,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5080,27,,mapped,processed_data/boundaries/PB5080.geojson,,,,208,Vernal,Pronghorn,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5331,453,,mapped,processed_data/boundaries/PB5331.geojson,,,,222,Wasatch Mtns,Pronghorn,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5332,453,,mapped,processed_data/boundaries/PB5332.geojson,,,,222,Wasatch Mtns,Pronghorn,Early Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
RS0001,5135,15;20;616;620;668;75;820;821;823;854,mapped,processed_data/boundaries/RS0001.geojson,data/boundaries/kmz/RS0001.kmz,data/boundaries/kml/RS0001.kml,,222,Wasatch Mtns,Rocky Mtn. Sheep,Late Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
RS1001,15,,mapped,processed_data/boundaries/RS1001.geojson,,,,222,Wasatch Mtns,Rocky Mtn. Sheep,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
RS1003,20,,mapped,processed_data/boundaries/RS1003.geojson,,,,222,Wasatch Mtns,Rocky Mtn. Sheep,Multiseason,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
RS1006,821,,mapped,processed_data/boundaries/RS1006.geojson,,,,222,Wasatch Mtns,Rocky Mtn. Sheep,Mid Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
RS6701,15,,mapped,processed_data/boundaries/RS6701.geojson,,,,222,Wasatch Mtns,Rocky Mtn. Sheep,Late Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
RS6703,20,,mapped,processed_data/boundaries/RS6703.geojson,,,,222;224;225;227;234;238;240;480;817;845;920;921,Wasatch Mtns (Conservation),Rocky Mtn. Sheep,Any Legal Weapon,Conservation,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
RS6704,20,,mapped,processed_data/boundaries/RS6704.geojson,,,,463,Wasatch Mtns Avintaquin/Currant Creek,Rocky Mtn. Sheep,Multiseason,Limited Entry - Multiseason,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
RS6712,821,,mapped,processed_data/boundaries/RS6712.geojson,,,,448,Wasatch Mtns West-Central,Rocky Mtn. Sheep,Multiseason,Limited Entry - Multiseason,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
RS6720,668,,mapped,processed_data/boundaries/RS6720.geojson,,,,200,"Wasatch Mtns, Timpanogos",Rocky Mtn. Sheep,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
RS6722,20,,mapped,processed_data/boundaries/RS6722.geojson,,,,743,Wasatch Mtns/Central Mtns,Rocky Mtn. Sheep,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
RS6726,668,,mapped,processed_data/boundaries/RS6726.geojson,,,,244,"West Desert, Riverbed",Rocky Mtn. Sheep,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
RS6727,668,,mapped,processed_data/boundaries/RS6727.geojson,,,,244,"West Desert, Riverbed",Rocky Mtn. Sheep,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
TK0001,454,,mapped,processed_data/boundaries/TK0001.geojson,,,,245,"West Desert, Rush Valley",Turkey,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
TK1003,887,,mapped,processed_data/boundaries/TK1003.geojson,,,,245,"West Desert, Rush Valley",Turkey,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
TK1004,886,,mapped,processed_data/boundaries/TK1004.geojson,,,,246,"West Desert, Snake Valley",Turkey,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
TK1005,888,,mapped,processed_data/boundaries/TK1005.geojson,,,,246,"West Desert, Snake Valley",Turkey,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
TK1006,884,,mapped,processed_data/boundaries/TK1006.geojson,,,,248,"West Desert, Vernon",Turkey,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
TK1007,885,,mapped,processed_data/boundaries/TK1007.geojson,,,,248,"West Desert, Vernon",Turkey,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
TK1012,887,,mapped,processed_data/boundaries/TK1012.geojson,,,,248,"West Desert, Vernon",Turkey,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
TK1013,886,,mapped,processed_data/boundaries/TK1013.geojson,,,,248,"West Desert, Vernon",Turkey,Multiseason,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
TK1014,888,,mapped,processed_data/boundaries/TK1014.geojson,,,,613,Yellowstone,Turkey,Multiseason,Limited Entry - Multiseason,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
TK1015,884,,mapped,processed_data/boundaries/TK1015.geojson,,,,,,Turkey,,,,,,,,
