hunt_code,hunt_name,hunt_category_name,species_subtype_name,residency,points,eligible_applicants,bonus_permits,regular_permits,total_permits,source_file
BI6504,Henry Mtns,Once-in-a-lifetime,Bison (Hunter's Choice),Resident,,282,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6504,Henry Mtns,Once-in-a-lifetime,Bison (Hunter's Choice),Nonresident,,213,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6505,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Nonresident,,32,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6505,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,,63,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6506,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,,28,0,1,1,utahdraws_big_game_2026_bison_mht12.json
BI6509,Henry Mtns,Once-in-a-lifetime,Bison (Hunter's Choice),Resident,,58,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6516,Henry Mtns,Once-in-a-lifetime,Bison (Hunter's Choice),Resident,,193,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6528,"Book Cliffs, Little Creek/South",Once-in-a-lifetime,Bison (Hunter's Choice),Resident,,15,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6529,"Book Cliffs, Little Creek/South",Once-in-a-lifetime,Bison (Cow Only),Resident,,21,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6531,"Book Cliffs, Little Creek/South",Once-in-a-lifetime,Bison (Hunter's Choice),Resident,,62,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6532,"Book Cliffs, Bitter Creek",Once-in-a-lifetime,Bison (Hunter's Choice),Resident,,19,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6534,"Book Cliffs, Bitter Creek",Once-in-a-lifetime,Bison (Hunter's Choice),Resident,,158,0,1,1,utahdraws_big_game_2026_bison_mht12.json
BI6535,"Book Cliffs, Bitter Creek",Once-in-a-lifetime,Bison (Hunter's Choice),Resident,,113,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6536,"Book Cliffs, Bitter Creek",Once-in-a-lifetime,Bison (Cow Only),Resident,,31,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6537,"Book Cliffs, Little Creek/South",Once-in-a-lifetime,Bison (Hunter's Choice),Nonresident,,168,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6537,"Book Cliffs, Little Creek/South",Once-in-a-lifetime,Bison (Hunter's Choice),Resident,,69,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,6,20,0,1,1,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,12,3,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,14,1,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,9,7,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,15,4,2,0,2,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,10,5,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,3,28,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,,29,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,2,20,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,8,9,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,7,10,0,1,1,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,13,3,0,1,1,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,5,9,0,1,1,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,4,22,0,1,1,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,11,5,0,0,0,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,18,2,2,0,2,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,16,2,2,0,2,utahdraws_big_game_2026_bison_mht12.json
BI6539,Henry Mtns,Once-in-a-lifetime,Bison (Cow Only),Resident,1,21,0,0,0,utahdraws_big_game_2026_bison_mht12.json
DS6600,Henry Mtns,Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,68,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6601,"Kaiparowits, East",Once-in-a-lifetime,Desert Bighorn Sheep,Nonresident,,228,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6601,"Kaiparowits, East",Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,118,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6601,"Kaiparowits, East",Once-in-a-lifetime,Desert Bighorn Sheep,Nonresident,33,4,2,0,2,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6603,"Kaiparowits, West",Once-in-a-lifetime,Desert Bighorn Sheep,Nonresident,,185,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6603,"Kaiparowits, West",Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,72,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6604,"La Sal, Potash/South Cisco",Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,66,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6606,"San Juan, Lockhart",Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,18,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6607,"San Juan, South",Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,18,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6608,"San Rafael, Dirty Devil",Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,44,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6608,"San Rafael, Dirty Devil",Once-in-a-lifetime,Desert Bighorn Sheep,Nonresident,,118,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6609,"San Rafael, North",Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,62,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6610,"San Rafael, South",Once-in-a-lifetime,Desert Bighorn Sheep,Nonresident,,176,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6610,"San Rafael, South",Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,73,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6611,Zion,Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,146,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6620,"Pine Valley, Virgin River",Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,76,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6621,"Pine Valley, Beaver Dam",Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,113,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6622,"San Juan, North",Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,16,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6623,"San Juan, San Juan River",Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,10,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6624,"San Rafael, Dirty Devil",Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,36,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6625,Mineral Mtns,Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,67,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6626,"Escalante, East",Once-in-a-lifetime,Desert Bighorn Sheep,Nonresident,33,1,1,0,1,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6626,"Escalante, East",Once-in-a-lifetime,Desert Bighorn Sheep,Nonresident,,119,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6626,"Escalante, East",Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,39,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
DS6627,"Escalante, West",Once-in-a-lifetime,Desert Bighorn Sheep,Resident,,28,0,0,0,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json
RS6700,Antelope Island,Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Resident,,96,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6701,"Book Cliffs, South",Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Nonresident,,321,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6701,"Book Cliffs, South",Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Resident,,134,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6703,"Box Elder, Newfoundland Mtn",Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Resident,,78,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6704,"Box Elder, Newfoundland Mtn",Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Resident,,63,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6704,"Box Elder, Newfoundland Mtn",Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Nonresident,,130,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6708,"North Slope, Three Corners",Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Resident,,51,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6709,"North Slope, Summit/West Daggett",Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Resident,,59,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6712,"Nine Mile, Gray Canyon",Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Resident,,62,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6712,"Nine Mile, Gray Canyon",Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Nonresident,,209,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6713,"Nine Mile, Jack Creek",Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Resident,,64,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6720,"Fillmore, Oak Creek",Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Resident,,85,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6721,"Oquirrh-Stansbury, West",Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Resident,,39,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6722,"Box Elder, Newfoundland Mtn",Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Resident,,22,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6724,"Wasatch Mtns, West",Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Resident,,135,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6725,Nebo,Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Resident,,62,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6726,"Fillmore, Oak Creek",Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Nonresident,,223,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6726,"Fillmore, Oak Creek",Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Resident,,86,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
RS6727,"Fillmore, Oak Creek",Once-in-a-lifetime,Rocky Mtn Bighorn Sheep,Resident,,24,0,0,0,utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json
GO6800,Beaver,Once-in-a-lifetime,Mountain Goat,Resident,,113,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6800,Beaver,Once-in-a-lifetime,Mountain Goat,Nonresident,,227,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6801,Beaver,Once-in-a-lifetime,Mountain Goat,Resident,,97,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6803,Nebo,Once-in-a-lifetime,Mountain Goat,Resident,,104,0,1,1,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6803,Nebo,Once-in-a-lifetime,Mountain Goat,Nonresident,,135,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6804,High Uintas Kamas,Once-in-a-lifetime,Mountain Goat,Resident,,20,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6805,High Uintas Central,Once-in-a-lifetime,Mountain Goat,Resident,,24,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6806,High Uintas East,Once-in-a-lifetime,Mountain Goat,Resident,,22,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6807,High Uintas Leidy Peak,Once-in-a-lifetime,Mountain Goat,Resident,,9,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6808,High Uintas West,Once-in-a-lifetime,Mountain Goat,Resident,,31,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6808,High Uintas West,Once-in-a-lifetime,Mountain Goat,Nonresident,,105,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6810,"Ogden, Willard Peak",Once-in-a-lifetime,Mountain Goat,Resident,,89,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6813,"Wasatch Mtns, Provo Peak",Once-in-a-lifetime,Mountain Goat,Resident,,28,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6814,Mt Dutton,Once-in-a-lifetime,Mountain Goat,Resident,,25,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6817,La Sal Mtns,Once-in-a-lifetime,Mountain Goat,Nonresident,,116,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6817,La Sal Mtns,Once-in-a-lifetime,Mountain Goat,Resident,,49,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6818,"Wasatch Mtns, Box Elder Peak",Once-in-a-lifetime,Mountain Goat,Resident,,16,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6819,"Wasatch Mtns, Lone Peak",Once-in-a-lifetime,Mountain Goat,Resident,,15,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6820,"Wasatch Mtns, Timpanogos",Once-in-a-lifetime,Mountain Goat,Resident,,91,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6820,"Wasatch Mtns, Timpanogos",Once-in-a-lifetime,Mountain Goat,Nonresident,,139,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6821,Nebo,Once-in-a-lifetime,Mountain Goat,Resident,,51,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
GO6822,Beaver,Once-in-a-lifetime,Mountain Goat,Resident,,17,0,0,0,utahdraws_big_game_2026_mountain_goat_mht15.json
BR7000,Beaver,Limited-Entry,Bear Spring,Resident,,31,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7000,Beaver,Limited-Entry,Bear Spring,Nonresident,,7,0,1,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7001,"Book Cliffs, Bitter Creek/South",Limited-Entry,Bear Spring,Nonresident,,4,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7001,"Book Cliffs, Bitter Creek/South",Limited-Entry,Bear Spring,Resident,,55,0,4,4,utahdraws_black_bear_2026_black_bear_mht1.json
BR7003,"Manti, North",Limited-Entry,Bear Spring,Nonresident,,2,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7003,"Manti, North",Limited-Entry,Bear Spring,Resident,,27,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7004,"Manti, South/San Rafael, North",Limited-Entry,Bear Spring,Nonresident,,1,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7004,"Manti, South/San Rafael, North",Limited-Entry,Bear Spring,Resident,,34,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7005,Nebo,Limited-Entry,Bear Spring,Resident,,23,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7007,"Fillmore, Pahvant",Limited-Entry,Bear Spring,Resident,,3,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7009,Mt Dutton,Limited-Entry,Bear Spring,Resident,,8,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7010,Panguitch Lake/Zion,Limited-Entry,Bear Spring,Resident,,14,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7011,Paunsaugunt,Limited-Entry,Bear Spring,Resident,,6,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7012,Boulder/Kaiparowits,Limited-Entry,Bear Spring,Nonresident,,3,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7012,Boulder/Kaiparowits,Limited-Entry,Bear Spring,Resident,,12,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7013,Fishlake/Thousand Lakes,Limited-Entry,Bear Spring,Resident,,21,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7014,San Juan,Limited-Entry,Bear Spring,Nonresident,,5,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7014,San Juan,Limited-Entry,Bear Spring,Resident,,66,0,1,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7015,Diamond Mtn/Vernal/Bonanza,Limited-Entry,Bear Spring,Resident,,8,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7016,"Wasatch Mtns, West-Central",Limited-Entry,Bear Spring,Resident,,69,0,3,3,utahdraws_black_bear_2026_black_bear_mht1.json
BR7016,"Wasatch Mtns, West-Central",Limited-Entry,Bear Spring,Nonresident,,2,0,1,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7017,Cache/Ogden,Limited-Entry,Bear Spring,Resident,,12,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7018,"Kamas/North Slope, Summit",Limited-Entry,Bear Spring,Resident,,20,0,1,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7020,Monroe,Limited-Entry,Bear Spring,Resident,,2,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7021,Dolores Triangle,Limited-Entry,Bear Spring,Resident,,1,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7021,Dolores Triangle,Limited-Entry,Bear Spring,Resident,2,1,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7021,Dolores Triangle,Limited-Entry,Bear Spring,Resident,4,2,1,1,2,utahdraws_black_bear_2026_black_bear_mht1.json
BR7021,Dolores Triangle,Limited-Entry,Bear Spring,Resident,5,,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7021,Dolores Triangle,Limited-Entry,Bear Spring,Resident,1,1,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7021,Dolores Triangle,Limited-Entry,Bear Spring,Resident,7,,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,2,42,0,2,2,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,7,15,0,4,4,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,1,51,0,1,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,13,2,2,0,2,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,16,2,2,0,2,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,10,5,4,0,4,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Nonresident,5,,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Nonresident,10,1,1,0,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Nonresident,7,2,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Nonresident,4,2,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Nonresident,3,2,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,15,3,3,0,3,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,,77,0,1,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,19,,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Nonresident,6,4,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,4,32,0,2,2,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Nonresident,1,10,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,6,19,0,1,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Nonresident,13,1,1,0,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Nonresident,2,2,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Nonresident,8,,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,8,13,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,9,7,0,1,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,3,44,0,5,5,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,5,14,0,3,3,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Nonresident,,11,0,1,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,12,2,2,0,2,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,11,6,6,0,6,utahdraws_black_bear_2026_black_bear_mht1.json
BR7022,La Sal Mtns,Limited-Entry,Bear Spring,Resident,14,1,1,0,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7100,Beaver,Limited-Entry,Bear Summer,Resident,,52,0,1,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7100,Beaver,Limited-Entry,Bear Summer,Nonresident,,4,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7101,"Book Cliffs, Bitter Creek/South",Limited-Entry,Bear Summer,Resident,,41,0,1,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7101,"Book Cliffs, Bitter Creek/South",Limited-Entry,Bear Summer,Nonresident,,3,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7102,"Book Cliffs, Little Creek Roadless",Limited-Entry,Bear Summer,Resident,,7,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7104,"Manti, North",Limited-Entry,Bear Summer,Resident,,60,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7104,"Manti, North",Limited-Entry,Bear Summer,Nonresident,,1,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7105,"Manti, South/San Rafael, North",Limited-Entry,Bear Summer,Resident,,62,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7105,"Manti, South/San Rafael, North",Limited-Entry,Bear Summer,Nonresident,,1,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7106,Nebo,Limited-Entry,Bear Summer,Resident,,63,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7109,Mt Dutton,Limited-Entry,Bear Summer,Resident,,8,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7110,Nine Mile,Limited-Entry,Bear Summer,Nonresident,,2,0,1,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7110,Nine Mile,Limited-Entry,Bear Summer,Resident,,42,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7111,"North Slope, Three Corners/West Daggett",Limited-Entry,Bear Summer,Resident,,6,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7112,Panguitch Lake/Zion,Limited-Entry,Bear Summer,Resident,,31,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7113,Paunsaugunt,Limited-Entry,Bear Summer,Resident,,8,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7114,Boulder/Kaiparowits,Limited-Entry,Bear Summer,Nonresident,,1,0,1,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7114,Boulder/Kaiparowits,Limited-Entry,Bear Summer,Resident,,34,0,1,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7115,Fishlake/Thousand Lakes,Limited-Entry,Bear Summer,Resident,,33,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7116,San Juan,Limited-Entry,Bear Summer,Resident,,46,0,1,1,utahdraws_black_bear_2026_black_bear_mht1.json
BR7116,San Juan,Limited-Entry,Bear Summer,Nonresident,,3,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7117,Diamond Mtn/Vernal/Bonanza,Limited-Entry,Bear Summer,Resident,,26,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7118,Yellowstone,Limited-Entry,Bear Summer,Resident,,14,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
BR7119,"Wasatch Mtns, Avintaquin/Currant Creek",Limited-Entry,Bear Summer,Resident,,48,0,0,0,utahdraws_black_bear_2026_black_bear_mht1.json
