excel_row,no,status,score,notes,before_species,after_species,area,condition,organization,before_hunt_code,after_hunt_code,before_hunt_name,after_hunt_name,before_sex,after_sex,before_weapon,after_weapon,before_boundary_id,after_boundary_id,before_map_geojson,after_map_geojson
297,296,PATCHED_CURRENT_CODE,1.420,species;area=1.000;conservation_weight;current_code_exact;geo;second=0.960,Turkey,Turkey,Central Area,Multiseason,NWTF,TK1012,TK1012,Central Area,Central Area,Bearded,Bearded,Any Legal Weapon,Any Legal Weapon,887,887,processed_data/boundaries/TK1012.geojson,processed_data/boundaries/TK1012.geojson
298,297,PATCHED_CURRENT_CODE,1.420,species;area=1.000;conservation_weight;current_code_exact;geo;second=0.960,Turkey,Turkey,Central Area,Multiseason,SFW,TK1012,TK1012,Central Area,Central Area,Bearded,Bearded,Any Legal Weapon,Any Legal Weapon,887,887,processed_data/boundaries/TK1012.geojson,processed_data/boundaries/TK1012.geojson
299,298,PATCHED_CURRENT_CODE,1.420,species;area=1.000;conservation_weight;current_code_exact;geo;second=0.960,Turkey,Turkey,Central Area,Multiseason,SFW,TK1012,TK1012,Central Area,Central Area,Bearded,Bearded,Any Legal Weapon,Any Legal Weapon,887,887,processed_data/boundaries/TK1012.geojson,processed_data/boundaries/TK1012.geojson
300,299,PATCHED_CURRENT_CODE,1.420,species;area=1.000;conservation_weight;current_code_exact;geo;second=0.960,Turkey,Turkey,Central Area,Multiseason,NWTF,TK1012,TK1012,Central Area,Central Area,Bearded,Bearded,Any Legal Weapon,Any Legal Weapon,887,887,processed_data/boundaries/TK1012.geojson,processed_data/boundaries/TK1012.geojson
301,300,PATCHED_CURRENT_CODE,1.420,species;area=1.000;conservation_weight;current_code_exact;geo;second=0.960,Turkey,Turkey,Central Area,Multiseason,SFW,TK1012,TK1012,Central Area,Central Area,Bearded,Bearded,Any Legal Weapon,Any Legal Weapon,887,887,processed_data/boundaries/TK1012.geojson,processed_data/boundaries/TK1012.geojson
302,301,PATCHED_CURRENT_CODE,1.420,species;area=1.000;conservation_weight;current_code_exact;geo;second=0.960,Turkey,Turkey,Central Area,Multiseason,MDF,TK1012,TK1012,Central Area,Central Area,Bearded,Bearded,Any Legal Weapon,Any Legal Weapon,887,887,processed_data/boundaries/TK1012.geojson,processed_data/boundaries/TK1012.geojson
303,302,PATCHED_CURRENT_CODE,1.420,species;area=1.000;conservation_weight;current_code_exact;geo;second=0.960,Turkey,Turkey,Central Area,Multiseason,SFW,TK1012,TK1012,Central Area,Central Area,Bearded,Bearded,Any Legal Weapon,Any Legal Weapon,887,887,processed_data/boundaries/TK1012.geojson,processed_data/boundaries/TK1012.geojson
304,303,PATCHED_CURRENT_CODE,1.420,species;area=1.000;conservation_weight;current_code_exact;geo;second=0.960,Turkey,Turkey,Central Area,Multiseason,SFW,TK1012,TK1012,Central Area,Central Area,Bearded,Bearded,Any Legal Weapon,Any Legal Weapon,887,887,processed_data/boundaries/TK1012.geojson,processed_data/boundaries/TK1012.geojson
305,304,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.071,Turkey,Turkey,Northeastern Area,Multiseason,WCF,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
306,305,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.071,Turkey,Turkey,Northeastern Area,Multiseason,SFW,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
307,306,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.071,Turkey,Turkey,Northeastern Area,Multiseason,SFW,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
308,307,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.071,Turkey,Turkey,Northeastern Area,Multiseason,SFW,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
309,308,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.071,Turkey,Turkey,Northeastern Area,Multiseason,NWTF,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
310,309,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.071,Turkey,Turkey,Northeastern Area,Multiseason,SFW,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
311,310,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.071,Turkey,Turkey,Northeastern Area,Multiseason,SFW,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
312,311,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.071,Turkey,Turkey,Northeastern Area,Multiseason,SFW,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
313,312,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.064,Turkey,Turkey,Northern Area,Multiseason,DSC,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
314,313,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.064,Turkey,Turkey,Northern Area,Multiseason,UHA,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
315,314,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.064,Turkey,Turkey,Northern Area,Multiseason,SFW,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
316,315,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.064,Turkey,Turkey,Northern Area,Multiseason,WCF,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
317,316,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.064,Turkey,Turkey,Northern Area,Multiseason,SFW,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
318,317,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.064,Turkey,Turkey,Northern Area,Multiseason,SFW,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
319,318,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.064,Turkey,Turkey,Northern Area,Multiseason,SFW,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
320,319,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.064,Turkey,Turkey,Northern Area,Multiseason,NWTF,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
321,320,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.071,Turkey,Turkey,Southeastern Area,Multiseason,NWTF,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
322,321,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.071,Turkey,Turkey,Southeastern Area,Multiseason,NWTF,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
323,322,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.071,Turkey,Turkey,Southeastern Area,Multiseason,SFW,RS0001,RS0001,,,,,,,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
324,323,PATCHED_CURRENT_CODE,1.204,species;area=0.867;current_code_exact;geo;second=1.120,Turkey,Turkey,Southeastern Area,Multiseason,SFW,TK1007,TK1007,Southern Area,Southern Area,Bearded,Bearded,Multiseason,Any Legal Weapon,885,885,processed_data/boundaries/TK1007.geojson,processed_data/boundaries/TK1007.geojson
325,324,PATCHED_CURRENT_CODE,1.204,species;area=0.867;current_code_exact;geo;second=1.120,Turkey,Turkey,Southeastern Area,Multiseason,SFW,TK1007,TK1007,Southern Area,Southern Area,Bearded,Bearded,Multiseason,Any Legal Weapon,885,885,processed_data/boundaries/TK1007.geojson,processed_data/boundaries/TK1007.geojson
326,325,PATCHED_CURRENT_CODE,1.204,species;area=0.867;current_code_exact;geo;second=1.120,Turkey,Turkey,Southeastern Area,Multiseason,SFW,TK1007,TK1007,Southern Area,Southern Area,Bearded,Bearded,Multiseason,Any Legal Weapon,885,885,processed_data/boundaries/TK1007.geojson,processed_data/boundaries/TK1007.geojson
327,326,PATCHED_CURRENT_CODE,1.204,species;area=0.867;current_code_exact;geo;second=1.120,Turkey,Turkey,Southeastern Area,Multiseason,SFW,TK1007,TK1007,Southern Area,Southern Area,Bearded,Bearded,Multiseason,Any Legal Weapon,885,885,processed_data/boundaries/TK1007.geojson,processed_data/boundaries/TK1007.geojson
328,327,PATCHED_CURRENT_CODE,1.204,species;area=0.867;current_code_exact;geo;second=1.120,Turkey,Turkey,Southeastern Area,Multiseason,NWTF,TK1007,TK1007,Southern Area,Southern Area,Bearded,Bearded,Multiseason,Any Legal Weapon,885,885,processed_data/boundaries/TK1007.geojson,processed_data/boundaries/TK1007.geojson
329,328,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.120,Turkey,Turkey,Southern Area,Multiseason,UHA,TK1007,TK1007,Southern Area,Southern Area,Bearded,Bearded,Multiseason,Any Legal Weapon,885,885,processed_data/boundaries/TK1007.geojson,processed_data/boundaries/TK1007.geojson
330,329,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.120,Turkey,Turkey,Southern Area,Multiseason,MDF,TK1007,TK1007,Southern Area,Southern Area,Bearded,Bearded,Multiseason,Any Legal Weapon,885,885,processed_data/boundaries/TK1007.geojson,processed_data/boundaries/TK1007.geojson
331,330,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.120,Turkey,Turkey,Southern Area,Multiseason,SFW,TK1007,TK1007,Southern Area,Southern Area,Bearded,Bearded,Multiseason,Any Legal Weapon,885,885,processed_data/boundaries/TK1007.geojson,processed_data/boundaries/TK1007.geojson
332,331,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.064,Turkey,Turkey,Southern Area,Multiseason,SFW,TK0001,TK0001,Statewide,Statewide,Bearded,Bearded,,,454,454,processed_data/boundaries/TK0001.geojson,processed_data/boundaries/TK0001.geojson
333,332,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.064,Turkey,Turkey,Southern Area,Multiseason,SFW,TK0001,TK0001,,,,,,,454,454,processed_data/boundaries/TK0001.geojson,processed_data/boundaries/TK0001.geojson
334,333,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.064,Turkey,Turkey,Southern Area,Multiseason,NWTF,TK0001,TK0001,,,,,,,454,454,processed_data/boundaries/TK0001.geojson,processed_data/boundaries/TK0001.geojson
335,334,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.064,Turkey,Turkey,Southern Area,Multiseason,NWTF,TK0001,TK0001,,,,,,,454,454,processed_data/boundaries/TK0001.geojson,processed_data/boundaries/TK0001.geojson
336,335,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.064,Turkey,Turkey,Southern Area,Multiseason,SFW,TK0001,TK0001,,,,,,,454,454,processed_data/boundaries/TK0001.geojson,processed_data/boundaries/TK0001.geojson
337,336,PATCHED_CURRENT_CODE,1.420,species;area=1.000;conservation_weight;current_code_exact;geo;second=0.853,Turkey,Turkey,Statewide,,SFW,TK1000,TK1000,Statewide,Statewide,Bearded,Bearded,Any Legal Weapon,Any Legal Weapon,454,454,processed_data/boundaries/TK1000.geojson,processed_data/boundaries/TK1000.geojson
