hunt_code,boundary_id,hunt_name,species,hunt_class,hunt_type,draw_family,weapon,sex_type,season,access_type,permits_2024_res,permits_2024_nr,permits_2024_total,permits_2024_source,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_res,permits_2026_nr,permits_2026_total,permits_2026_source,permits_2026_draw_source,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,draw_2026_system_type,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,percent_harvest_success_previous_hunting_season,average_harvest_age,current_age_3yr_average,average_harvest_age_source_file,average_harvest_age_review_status,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate,conservation_permits_2026_total,conservation_permits_2026_source,notes,source_authority,source_file,data_status,generated_at,huntCode,code,title,huntTitle,unitName,unitCode,boundaryId,boundaryID,BoundaryID,boundary_id_numeric,totalPermits,permitsTotal,quota,dates,sex,sexType,type,category,Weapon,boundaryLink
BR7309,462,Panguitch Lake/Zion,Black Bear,,Limited Entry - Multiseason,BEAR_DRAW,Multiseason,Either Sex,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,4,0,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,4,0,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BEAR_DRAW,,,,,,,,,,,,1,2026 CONSERVATION PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,BR7309,BR7309,Panguitch Lake/Zion,Panguitch Lake/Zion,Panguitch Lake/Zion,462,462,462,462,462,4,4,4,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Either Sex,Either Sex,Limited Entry - Multiseason,,Multiseason,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR7309
BR7310,455,Boulder/Kaiparowits,Black Bear,,Limited Entry - Multiseason,BEAR_DRAW,Multiseason,Either Sex,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Public,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,3,1,4,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,10,1,11,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,10,1,11,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BEAR_DRAW,84,,2024 Draw Odds PDF Model Target 2025,,,,,,,,,4,2026 CONSERVATION PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,BR7310,BR7310,Boulder/Kaiparowits,Boulder/Kaiparowits,Boulder/Kaiparowits,455,455,455,455,455,11,11,11,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Either Sex,Either Sex,Limited Entry - Multiseason,,Multiseason,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR7310
BR7311,175,Fishlake/Thousand Lakes,Black Bear,,Limited Entry - Multiseason,BEAR_DRAW,Multiseason,Either Sex,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,3,0,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,3,0,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BEAR_DRAW,85,,2024 Draw Odds PDF Model Target 2025,,6,,21_black_bear_report.pdf,PASS,,,,1,2026 CONSERVATION PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,BR7311,BR7311,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,175,175,175,175,175,3,3,3,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Either Sex,Either Sex,Limited Entry - Multiseason,,Multiseason,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR7311
BR7312,710,San Juan,Black Bear,,Limited Entry - Multiseason,BEAR_DRAW,Multiseason,Either Sex,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Public,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,2,1,3,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,11,1,12,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,11,1,12,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BEAR_DRAW,86,,2024 Draw Odds PDF Model Target 2025,,,,,,,,,4,2026 CONSERVATION PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,BR7312,BR7312,San Juan,San Juan,San Juan,710,710,710,710,710,12,12,12,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Either Sex,Either Sex,Limited Entry - Multiseason,,Multiseason,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR7312
BR7313,444,Diamond Mtn/Vernal/Bonanza,Black Bear,,Limited Entry - Multiseason,BEAR_DRAW,Multiseason,Either Sex,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Public,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BEAR_DRAW,87,,2024 Draw Odds PDF Model Target 2025,,,,,,,,,2,2026 CONSERVATION PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,BR7313,BR7313,Diamond Mtn/Vernal/Bonanza,Diamond Mtn/Vernal/Bonanza,Diamond Mtn/Vernal/Bonanza,444,444,444,444,444,5,5,5,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Either Sex,Either Sex,Limited Entry - Multiseason,,Multiseason,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR7313
BR7314,613,Yellowstone,Black Bear,,Limited Entry - Multiseason,BEAR_DRAW,Multiseason,Either Sex,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,3,0,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,3,0,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BEAR_DRAW,88,,2024 Draw Odds PDF Model Target 2025,,,,,,,,,1,2026 CONSERVATION PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,BR7314,BR7314,Yellowstone,Yellowstone,Yellowstone,613,613,613,613,613,3,3,3,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Either Sex,Either Sex,Limited Entry - Multiseason,,Multiseason,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR7314
BR7315,463,Wasatch Mtns Avintaquin/Currant Creek,Black Bear,,Limited Entry - Multiseason,BEAR_DRAW,Multiseason,Either Sex,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Public,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,2,0,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,3,0,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,3,0,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BEAR_DRAW,89,,2024 Draw Odds PDF Model Target 2025,,,,,,,,,2,2026 CONSERVATION PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,BR7315,BR7315,Wasatch Mtns Avintaquin/Currant Creek,Wasatch Mtns Avintaquin/Currant Creek,Wasatch Mtns Avintaquin/Currant Creek,463,463,463,463,463,3,3,3,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Either Sex,Either Sex,Limited Entry - Multiseason,,Multiseason,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR7315
BR7316,448,Wasatch Mtns West-Central,Black Bear,,Limited Entry - Multiseason,BEAR_DRAW,Multiseason,Either Sex,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Public,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,4,1,5,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,14,1,15,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,14,1,15,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BEAR_DRAW,90,,2024 Draw Odds PDF Model Target 2025,,,,,,,,,4,2026 CONSERVATION PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,BR7316,BR7316,Wasatch Mtns West-Central,Wasatch Mtns West-Central,Wasatch Mtns West-Central,448,448,448,448,448,15,15,15,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Either Sex,Either Sex,Limited Entry - Multiseason,,Multiseason,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR7316
BR7317,615,Nine Mile,Black Bear,,Limited Entry - Multiseason,BEAR_DRAW,Multiseason,Either Sex,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Public,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,2,0,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BEAR_DRAW,91,,2024 Draw Odds PDF Model Target 2025,,,,,,,,,4,2026 CONSERVATION PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,BR7317,BR7317,Nine Mile,Nine Mile,Nine Mile,615,615,615,615,615,10,10,10,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Either Sex,Either Sex,Limited Entry - Multiseason,,Multiseason,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR7317
BR7318,628,Beaver,Black Bear,,Limited Entry - Multiseason,BEAR_DRAW,Multiseason,Either Sex,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BEAR_DRAW,92,,2024 Draw Odds PDF Model Target 2025,,,,,,,,,1,2026 CONSERVATION PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,BR7318,BR7318,Beaver,Beaver,Beaver,628,628,628,628,628,1,1,1,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Either Sex,Either Sex,Limited Entry - Multiseason,,Multiseason,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR7318
BR7320,92,Cache/Ogden,Black Bear,,Limited Entry - Multiseason,BEAR_DRAW,Multiseason,Either Sex,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,4,0,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,4,0,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BEAR_DRAW,93,,2024 Draw Odds PDF Model Target 2025,,5.5,,22_black_bear_report.pdf,PASS,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,BR7320,BR7320,Cache/Ogden,Cache/Ogden,Cache/Ogden,92,92,92,92,92,4,4,4,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Either Sex,Either Sex,Limited Entry - Multiseason,,Multiseason,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR7320
BR7321,5101,Kamas/North Slope Summit,Black Bear,,Limited Entry - Multiseason,BEAR_DRAW,Multiseason,Either Sex,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,2,0,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BEAR_DRAW,94,,2024 Draw Odds PDF Model Target 2025,,,,,,,,,1,2026 CONSERVATION PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,BR7321,BR7321,Kamas/North Slope Summit,Kamas/North Slope Summit,Kamas/North Slope Summit,5101,5101,5101,5101,5101,5,5,5,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Either Sex,Either Sex,Limited Entry - Multiseason,,Multiseason,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR7321
BR7322,630,Mt Dutton,Black Bear,,Limited Entry - Multiseason,BEAR_DRAW,Multiseason,Either Sex,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BEAR_DRAW,,,,,4.5,,22_black_bear_report.pdf,PASS,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,BR7322,BR7322,Mt Dutton,Mt Dutton,Mt Dutton,630,630,630,630,630,1,1,1,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Either Sex,Either Sex,Limited Entry - Multiseason,,Multiseason,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR7322
BR7323,163,Paunsaugunt,Black Bear,,Limited Entry - Multiseason,BEAR_DRAW,Multiseason,Either Sex,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Nov 2 - Nov. 8, 2026",Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BEAR_DRAW,,,,,3,,22_black_bear_report.pdf,PASS,,,,1,2026 CONSERVATION PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,BR7323,BR7323,Paunsaugunt,Paunsaugunt,Paunsaugunt,163,163,163,163,163,1,1,1,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Nov 2 - Nov. 8, 2026",Either Sex,Either Sex,Limited Entry - Multiseason,,Multiseason,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR7323
BR7324,610,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,,Conservation,,Multiseason,Either Sex,"March 29 - May 26, 2025 | Jul 5 - 31, 2025 | Aug 1 - 31, 2025 | Sept 1 - Oct 26, 2025 | Nov 3 - 9, 2025 | Sept 1 - Oct 26, 2025",Public,,,,,,,,,,,1,,,,,1,,,,,,,,,3.5,,22_black_bear_report.pdf,PASS,,,,1,2026 CONSERVATION PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,BR7324,BR7324,Chalk Creek/East Canyon/Morgan-South Rich,Chalk Creek/East Canyon/Morgan-South Rich,Chalk Creek/East Canyon/Morgan-South Rich,610,610,610,610,610,1,1,1,"March 29 - May 26, 2025 | Jul 5 - 31, 2025 | Aug 1 - 31, 2025 | Sept 1 - Oct 26, 2025 | Nov 3 - 9, 2025 | Sept 1 - Oct 26, 2025",Either Sex,Either Sex,Conservation,,Multiseason,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR7324
BR7325,610,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,,Limited Entry - Multiseason,BEAR_DRAW,Multiseason,Either Sex,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Public,,,,,,,,,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BEAR_DRAW,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,BR7325,BR7325,Chalk Creek/East Canyon/Morgan-South Rich,Chalk Creek/East Canyon/Morgan-South Rich,Chalk Creek/East Canyon/Morgan-South Rich,610,610,610,610,610,1,1,1,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Either Sex,Either Sex,Limited Entry - Multiseason,,Multiseason,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR7325
BR7326,617,La Sal Mtns,Black Bear,,Limited Entry - Multiseason,BEAR_DRAW,Multiseason,Either Sex,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Public,,,,,,,,,13,1,14,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,13,1,14,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BEAR_DRAW,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,BR7326,BR7326,La Sal Mtns,La Sal Mtns,La Sal Mtns,617,617,617,617,617,14,14,14,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",Either Sex,Either Sex,Limited Entry - Multiseason,,Multiseason,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR7326
CG9999,5107,Cougar - Statewide,Cougar,Statewide Permit,Statewide,,Any Legal Weapon,Either Sex,open,Public,,,,,,,,,,,unlimited,Utah DWR Hunt Planner,,,,unlimited,Utah DWR Hunt Planner,pipeline/RAW/hunt_unit_database/2026/csv/2026_cougar.csv,UNLIMITED_PERMITS,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,CG9999,CG9999,Cougar - Statewide,Cougar - Statewide,Cougar - Statewide,5107,5107,5107,5107,5107,unlimited,unlimited,unlimited,open,Either Sex,Either Sex,Statewide,Statewide Permit,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=CG9999
