hunt_code,boundary_id,hunt_name,species,hunt_class,hunt_type,draw_family,weapon,sex_type,season,access_type,permits_2024_res,permits_2024_nr,permits_2024_total,permits_2024_source,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_res,permits_2026_nr,permits_2026_total,permits_2026_source,permits_2026_draw_source,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,draw_2026_system_type,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,percent_harvest_success_previous_hunting_season,average_harvest_age,average_harvest_age_3yr_reported,current_age_3yr_average,average_harvest_age_source_file,average_harvest_age_review_status,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate,conservation_permits_2026_total,conservation_permits_2026_source,notes,source_authority,source_file,data_status,generated_at,huntCode,code,title,huntTitle,unitName,unitCode,boundaryId,boundaryID,BoundaryID,boundary_id_numeric,totalPermits,permitsTotal,quota,dates,sex,sexType,type,category,Weapon,boundaryLink
EA1271,5115,Manti (Conservation),Elk,Organizations,Conservation,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,"Oct 4 - Oct 16, 2025 & Nov 19, 2025 - Jan 31, 2026",Public,,,,,,,,,,,,Utah DWR Hunt Planner,2026_PERMITS_WORKBOOK_BY_HUNT_CODE,,,,Utah DWR Hunt Planner,2026_elk_antlerless__total.xlsx,NO_QUOTA_PUBLISHED,PREFERENCE_ANTLERLESS_ELK,,,,,,,,,,,5000-5900 (Fishlake/Thousand Lakes),5200 (Fishlake/Thousand Lakes),4,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1271,EA1271,Manti (Conservation),Manti (Conservation),Manti (Conservation),5115,5115,5115,5115,5115,,,,"Oct 4 - Oct 16, 2025 & Nov 19, 2025 - Jan 31, 2026",Antlerless,Antlerless,Conservation,Organizations,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1271
EA1272,941,"East Canyon, East",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Dec 01 2026 - Jan 31 2027,Public,,,,,138,7,145,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,135,15,150,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,135,15,150,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,5.1,,,,,,,1800 (entire East Canyon),2900 (entire East Canyon),,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1272,EA1272,"East Canyon, East","East Canyon, East","East Canyon, East",941,941,941,941,941,150,150,150,Dec 01 2026 - Jan 31 2027,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1272
EA1273,140,"North Slope, Three Corners",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Dec 19 2026 - Jan 03 2027,Public,,,,,22,1,23,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,22,3,25,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,22,3,25,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,82.6,,,,,,,700,825,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1273,EA1273,"North Slope, Three Corners","North Slope, Three Corners","North Slope, Three Corners",140,140,140,140,140,25,25,25,Dec 19 2026 - Jan 03 2027,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1273
EA1274,140,"North Slope, Three Corners",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Archery,Antlerless,Aug 15 2026 - Sept 04 2026,Public,,,,,15,1,16,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,22,3,25,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,22,3,25,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,5.3,,,,,,,700,825,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1274,EA1274,"North Slope, Three Corners","North Slope, Three Corners","North Slope, Three Corners",140,140,140,140,140,25,25,25,Aug 15 2026 - Sept 04 2026,Antlerless,Antlerless,General Season,Preference,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1274
EA1276,225,"Wasatch Mtns, Box Elder Peak",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Oct 03 2026 - Oct 15 2026,Public,,,,,34,3,37,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,40,5,45,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,40,5,45,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,36.7,,,,,,,3400 (West unit only),3800 (West unit only),,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1276,EA1276,"Wasatch Mtns, Box Elder Peak","Wasatch Mtns, Box Elder Peak","Wasatch Mtns, Box Elder Peak",225,225,225,225,225,45,45,45,Oct 03 2026 - Oct 15 2026,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1276
EA1277,140,"North Slope, Three Corners",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Nov 21 2026 - Nov 29 2026,Public,,,,,22,2,24,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,22,3,25,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,22,3,25,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,62.5,,,,,,,700,825,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1277,EA1277,"North Slope, Three Corners","North Slope, Three Corners","North Slope, Three Corners",140,140,140,140,140,25,25,25,Nov 21 2026 - Nov 29 2026,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1277
EA1278,938,"Manti, Ferron-Nelson Mtn",Elk,Discontinued No Successor,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Oct 04 2025 - Nov 30 2025,Public,,,,,21,1,22,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,,,,DISCONTINUED_NO_SUCCESSOR_CURRENT_2026_CANONICAL_ABSENT,,,,,REVIEWED_2026_PUBLISHED_PERMIT_PROMOTION_FROM_LEGACY_COMPAT,processed_data/audits/database_2026_published_vs_legacy_allotment_actions.csv,DERIVED_FROM_PUBLISHED_2026_PERMITS_COMPAT,PREFERENCE_ANTLERLESS_ELK,,,,48.7,,,,,,,,,,,DISCONTINUED_NO_SUCCESSOR: absent from 2026=2027 canonical; historical canonical years=2025; workbook code years=2025; audit=database_only_antlerless_mark_discontinued_20260701_105328,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1278,EA1278,"Manti, Ferron-Nelson Mtn","Manti, Ferron-Nelson Mtn","Manti, Ferron-Nelson Mtn",938,938,938,938,938,,,,Oct 04 2025 - Nov 30 2025,Antlerless,Antlerless,General Season,Discontinued No Successor,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1278
EA1279,938,"Manti, Ferron-Nelson Mtn",Elk,Discontinued No Successor,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Dec 01 2025 - Jan 31 2026,Public,,,,,33,4,37,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,,,,DISCONTINUED_NO_SUCCESSOR_CURRENT_2026_CANONICAL_ABSENT,,,,,REVIEWED_2026_PUBLISHED_PERMIT_PROMOTION_FROM_LEGACY_COMPAT,processed_data/audits/database_2026_published_vs_legacy_allotment_actions.csv,DERIVED_FROM_PUBLISHED_2026_PERMITS_COMPAT,PREFERENCE_ANTLERLESS_ELK,,,,33.3,,,,,,,,,,,DISCONTINUED_NO_SUCCESSOR: absent from 2026=2027 canonical; historical canonical years=2025; workbook code years=2025; audit=database_only_antlerless_mark_discontinued_20260701_105328,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1279,EA1279,"Manti, Ferron-Nelson Mtn","Manti, Ferron-Nelson Mtn","Manti, Ferron-Nelson Mtn",938,938,938,938,938,,,,Dec 01 2025 - Jan 31 2026,Antlerless,Antlerless,General Season,Discontinued No Successor,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1279
EA1280,879,"LaSal, Mtns-North",Elk,Discontinued No Successor,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Dec 08 2025 - Dec 31 2025,Public,,,,,14,7,21,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,,,,DISCONTINUED_NO_SUCCESSOR_CURRENT_2026_CANONICAL_ABSENT,,,,,REVIEWED_2026_PUBLISHED_PERMIT_PROMOTION_FROM_LEGACY_COMPAT,processed_data/audits/database_2026_published_vs_legacy_allotment_actions.csv,DERIVED_FROM_PUBLISHED_2026_PERMITS_COMPAT,PREFERENCE_ANTLERLESS_ELK,,,,30.6,,,,,,,,,,,DISCONTINUED_NO_SUCCESSOR: absent from 2026=2027 canonical; historical canonical years=2025; workbook code years=2025; audit=database_only_antlerless_mark_discontinued_20260701_105328,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1280,EA1280,"LaSal, Mtns-North","LaSal, Mtns-North","LaSal, Mtns-North",879,879,879,879,879,,,,Dec 08 2025 - Dec 31 2025,Antlerless,Antlerless,General Season,Discontinued No Successor,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1280
EA1282,939,"Ogden, North",Elk,Discontinued No Successor,General Season,PREFERENCE_ANTLERLESS_ELK,Archery,Antlerless,Dec 16 2025 - Jan 31 2026,Public,,,,,10,2,12,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,,,,DISCONTINUED_NO_SUCCESSOR_CURRENT_2026_CANONICAL_ABSENT,,,,,REVIEWED_2026_PUBLISHED_PERMIT_PROMOTION_FROM_LEGACY_COMPAT,processed_data/audits/database_2026_published_vs_legacy_allotment_actions.csv,DERIVED_FROM_PUBLISHED_2026_PERMITS_COMPAT,PREFERENCE_ANTLERLESS_ELK,,,,,,,,,,,,,,,DISCONTINUED_NO_SUCCESSOR: absent from 2026=2027 canonical; historical canonical years=2025; workbook code years=2025; audit=database_only_antlerless_mark_discontinued_20260701_105328,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1282,EA1282,"Ogden, North","Ogden, North","Ogden, North",939,939,939,939,939,,,,Dec 16 2025 - Jan 31 2026,Antlerless,Antlerless,General Season,Discontinued No Successor,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1282
EA1283,634,Panguitch Lake,Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Archery,Antlerless,Aug 15 2026 - Aug 30 2026,Public,,,,,29,4,33,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,31,4,35,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,31,4,35,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,10,,,,,,,1000-1500,1300,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1283,EA1283,Panguitch Lake,Panguitch Lake,Panguitch Lake,634,634,634,634,634,35,35,35,Aug 15 2026 - Aug 30 2026,Antlerless,Antlerless,General Season,Preference,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1283
EA1284,634,Panguitch Lake,Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Muzzleloader,Antlerless,Oct 28 2026 - Nov 05 2026,Public,,,,,29,4,33,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,49,6,55,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,49,6,55,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,14.8,,,,,,,1000-1500,1300,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1284,EA1284,Panguitch Lake,Panguitch Lake,Panguitch Lake,634,634,634,634,634,55,55,55,Oct 28 2026 - Nov 05 2026,Antlerless,Antlerless,General Season,Preference,Muzzleloader,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1284
EA1285,634,Panguitch Lake,Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Dec 12 2026 - Dec 20 2026,Public,,,,,31,4,35,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,22,3,25,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,22,3,25,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,61.3,,,,,,,1000-1500,1300,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1285,EA1285,Panguitch Lake,Panguitch Lake,Panguitch Lake,634,634,634,634,634,25,25,25,Dec 12 2026 - Dec 20 2026,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1285
EA1286,629,Monroe,Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Oct 03 2026 - Oct 15 2026,Public,,,,,27,3,30,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,46,4,50,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,46,4,50,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,60,,,,,,,1000-1400,1200,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1286,EA1286,Monroe,Monroe,Monroe,629,629,629,629,629,50,50,50,Oct 03 2026 - Oct 15 2026,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1286
EA1288,952,"Manti, Ferron Lower Escarpment",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Sept 16 2026 - Nov 13 2026,Public,,,,,,,,,36,4,40,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,36,4,40,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,,,,,,,,,,,,Added from approved 2026 current permit reconciliation blank-DATABASE fill.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1288,EA1288,"Manti, Ferron Lower Escarpment","Manti, Ferron Lower Escarpment","Manti, Ferron Lower Escarpment",952,952,952,952,952,40,40,40,Sept 16 2026 - Nov 13 2026,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1288
EA1289,952,"Manti, Ferron Lower Escarpment",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Nov 14 2026 - Dec 21 2026,Public,,,,,,,,,36,4,40,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,36,4,40,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,,,,,,,,,,,,Added from approved 2026 current permit reconciliation blank-DATABASE fill.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1289,EA1289,"Manti, Ferron Lower Escarpment","Manti, Ferron Lower Escarpment","Manti, Ferron Lower Escarpment",952,952,952,952,952,40,40,40,Nov 14 2026 - Dec 21 2026,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1289
EA1290,952,"Manti, Ferron Lower Escarpment",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Dec 22 2026 - Jan 31 2027,Public,,,,,,,,,36,4,40,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,36,4,40,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,,,,,,,,,,,,Added from approved 2026 current permit reconciliation blank-DATABASE fill.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1290,EA1290,"Manti, Ferron Lower Escarpment","Manti, Ferron Lower Escarpment","Manti, Ferron Lower Escarpment",952,952,952,952,952,40,40,40,Dec 22 2026 - Jan 31 2027,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1290
EA1291,950,Mt Dutton North,Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Nov 21 2026 - Dec 06 2026,Public,,,,,,,,,72,8,80,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,72,8,80,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,,,,,,,,,,,,Added from approved 2026 current permit reconciliation blank-DATABASE fill.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1291,EA1291,Mt Dutton North,Mt Dutton North,Mt Dutton North,950,950,950,950,950,80,80,80,Nov 21 2026 - Dec 06 2026,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1291
EA1292,950,Mt Dutton North,Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Dec 19 2026 - Jan 10 2027,Public,,,,,,,,,72,8,80,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,72,8,80,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,,,,,,,,,,,,Added from approved 2026 current permit reconciliation blank-DATABASE fill.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1292,EA1292,Mt Dutton North,Mt Dutton North,Mt Dutton North,950,950,950,950,950,80,80,80,Dec 19 2026 - Jan 10 2027,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1292
EA1293,140,"North Slope, Three Corners",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Oct 03 2026 - Oct 16 2026,Public,,,,,,,,,22,3,25,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,22,3,25,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,,,,,,,,,,,,Added from approved 2026 current permit reconciliation blank-DATABASE fill.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1293,EA1293,"North Slope, Three Corners","North Slope, Three Corners","North Slope, Three Corners",140,140,140,140,140,25,25,25,Oct 03 2026 - Oct 16 2026,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1293
EA1294,951,"Paunsaugunt, East Creek",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Aug 01 2026 - Aug 12 2026,Public,,,,,,,,,22,3,25,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,22,3,25,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,,,,,,,,,,,,Added from approved 2026 current permit reconciliation blank-DATABASE fill.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1294,EA1294,"Paunsaugunt, East Creek","Paunsaugunt, East Creek","Paunsaugunt, East Creek",951,951,951,951,951,25,25,25,Aug 01 2026 - Aug 12 2026,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1294
EA1295,224,"Wasatch Mtns, Avintaquin",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Muzzleloader,Antlerless,Oct 28 2026 - Nov 05 2026,Public,,,,,,,,,90,10,100,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,90,10,100,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,,,,,,,,,,,,Added from approved 2026 current permit reconciliation blank-DATABASE fill.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1295,EA1295,"Wasatch Mtns, Avintaquin","Wasatch Mtns, Avintaquin","Wasatch Mtns, Avintaquin",224,224,224,224,224,100,100,100,Oct 28 2026 - Nov 05 2026,Antlerless,Antlerless,General Season,Preference,Muzzleloader,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1295
EA1296,227,"Wasatch Mtns, Currant Creek",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Muzzleloader,Antlerless,Oct 28 2026 - Nov 05 2026,Public,,,,,,,,,90,10,100,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,90,10,100,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,,,,,,,,,,,,Added from approved 2026 current permit reconciliation blank-DATABASE fill.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1296,EA1296,"Wasatch Mtns, Currant Creek","Wasatch Mtns, Currant Creek","Wasatch Mtns, Currant Creek",227,227,227,227,227,100,100,100,Oct 28 2026 - Nov 05 2026,Antlerless,Antlerless,General Season,Preference,Muzzleloader,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1296
EA1297,953,"Wasatch Mtns, Red Creek West",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Dec 12 2026 - Dec 20 2026,Public,,,,,,,,,90,10,100,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,90,10,100,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,,,,,,,,,,,,Added from approved 2026 current permit reconciliation blank-DATABASE fill.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1297,EA1297,"Wasatch Mtns, Red Creek West","Wasatch Mtns, Red Creek West","Wasatch Mtns, Red Creek West",953,953,953,953,953,100,100,100,Dec 12 2026 - Dec 20 2026,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1297
