hunt_code,boundary_id,hunt_name,species,hunt_class,hunt_type,draw_family,weapon,sex_type,season,access_type,permits_2024_res,permits_2024_nr,permits_2024_total,permits_2024_source,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_res,permits_2026_nr,permits_2026_total,permits_2026_source,permits_2026_draw_source,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,draw_2026_system_type,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,percent_harvest_success_previous_hunting_season,average_harvest_age,average_harvest_age_3yr_reported,current_age_3yr_average,average_harvest_age_source_file,average_harvest_age_review_status,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate,conservation_permits_2026_total,conservation_permits_2026_source,notes,source_authority,source_file,data_status,generated_at,huntCode,code,title,huntTitle,unitName,unitCode,boundaryId,boundaryID,BoundaryID,boundary_id_numeric,totalPermits,permitsTotal,quota,dates,sex,sexType,type,category,Weapon,boundaryLink
EA1245,613,Yellowstone,Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Muzzleloader,Antlerless,Oct 28 2026 - Nov 05 2026,Public,22,1,23,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,46,2,48,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,45,5,50,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,45,5,50,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,28.9,7,,,A96251BE__2023_antlerless_hr.pdf,PASS,,3500,3200,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1245,EA1245,Yellowstone,Yellowstone,Yellowstone,613,613,613,613,613,50,50,50,Oct 28 2026 - Nov 05 2026,Antlerless,Antlerless,General Season,Preference,Muzzleloader,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1245
EA1250,142,"North Slope, West Daggett",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Oct 03 2026 - Oct 25 2026,Public,20,2,22,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,27,3,30,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,27,3,30,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,27,3,30,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,28.6,5.7,,,A96251BE__2023_antlerless_hr.pdf,PASS,,1300,1200,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1250,EA1250,"North Slope, West Daggett","North Slope, West Daggett","North Slope, West Daggett",142,142,142,142,142,30,30,30,Oct 03 2026 - Oct 25 2026,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1250
EA1251,893,"Southwest Desert, Burbank/Garrison",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Aug 01 2026 - Aug 13 2026,Public,7,2,9,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,13,2,15,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,11,1,12,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,11,1,12,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,25,8.1,,,A96251BE__2023_antlerless_hr.pdf,PASS,,1050-1250 (entire Southwest Desert unit),975 (entire Southwest Desert unit),,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1251,EA1251,"Southwest Desert, Burbank/Garrison","Southwest Desert, Burbank/Garrison","Southwest Desert, Burbank/Garrison",893,893,893,893,893,12,12,12,Aug 01 2026 - Aug 13 2026,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1251
EA1252,893,"Southwest Desert, Burbank/Garrison",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Historical 2025 draw only; season dates not validated in current DATABASE,Public,5,1,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,2,1,3,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,,,,,,,,,,,LIVE_DWR_2026_NOT_ACTIVE_HISTORICAL_ONLY,PREFERENCE_ANTLERLESS_ELK,163,,2024 Draw Results PDF Model Target 2025,25,8.1,,,A96251BE__2023_antlerless_hr.pdf,PASS,,1050-1250 (entire Southwest Desert unit),975 (entire Southwest Desert unit),,,HISTORICAL_2025_DRAW_ONLY_NOT_ACTIVE_2026,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1252,EA1252,"Southwest Desert, Burbank/Garrison","Southwest Desert, Burbank/Garrison","Southwest Desert, Burbank/Garrison",893,893,893,893,893,,,,Historical 2025 draw only; season dates not validated in current DATABASE,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1252
EA1253,894,"Southwest Desert, Desert Experimental Range",Elk,Discontinued No Successor,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,,Public,,,,,,,,,,,,DISCONTINUED_NO_SUCCESSOR_CURRENT_2026_CANONICAL_ABSENT,,,,,,,,PREFERENCE_ANTLERLESS_ELK,,,,,,,,,,,,,,,HISTORICAL_2023_CANONICAL_DATABASE_ROW_ADDED_20250625; PERMITS_2022_CONFIRMED_FROM_CANONICAL_20250625 | DISCONTINUED_NO_SUCCESSOR: absent from 2026=2027 canonical; historical canonical years=2022;2023; workbook code years=2022;2023; audit=database_only_antlerless_mark_discontinued_20260701_105328,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1253,EA1253,"Southwest Desert, Desert Experimental Range","Southwest Desert, Desert Experimental Range","Southwest Desert, Desert Experimental Range",894,894,894,894,894,,,,,Antlerless,Antlerless,General Season,Discontinued No Successor,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1253
EA1254,636,Pine Valley,Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Nov 11 2026 - Jan 11 2027,Public,11,2,13,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,27,3,30,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,27,3,30,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,27,3,30,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,3.8,,,,,,,50,75,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1254,EA1254,Pine Valley,Pine Valley,Pine Valley,636,636,636,636,636,30,30,30,Nov 11 2026 - Jan 11 2027,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1254
EA1255,878,5s,Elk,Discontinued No Successor,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,,Public,,,,,,,,,,,,DISCONTINUED_NO_SUCCESSOR_CURRENT_2026_CANONICAL_ABSENT,,,,,,,,PREFERENCE_ANTLERLESS_ELK,,,,,,,,,,,,,,,HISTORICAL_2023_CANONICAL_DATABASE_ROW_ADDED_20250625; PERMITS_2022_CONFIRMED_FROM_CANONICAL_20250625 | DISCONTINUED_NO_SUCCESSOR: absent from 2026=2027 canonical; historical canonical years=2022;2023; workbook code years=2022;2023; audit=database_only_antlerless_mark_discontinued_20260701_105328,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1255,EA1255,5s,5s,5s,878,878,878,878,878,,,,,Antlerless,Antlerless,General Season,Discontinued No Successor,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1255
EA1256,556,Coyote Little Pole,Elk,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Antlerless,Contact operator for 2025 season dates,Public,6,0,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,9,0,9,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,9,0,9,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_PERMITS_WORKBOOK_BY_HUNT_CODE,9,0,9,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,,,,36.4,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1256,EA1256,Coyote Little Pole,Coyote Little Pole,Coyote Little Pole,556,556,556,556,556,9,9,9,Contact operator for 2025 season dates,Antlerless,Antlerless,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1256
EA1257,569,Tunnel Hollow,Elk,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Antlerless,Contact operator for 2025 season dates,Public,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,5,0,5,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_PERMITS_WORKBOOK_BY_HUNT_CODE,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,,,,60,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1257,EA1257,Tunnel Hollow,Tunnel Hollow,Tunnel Hollow,569,569,569,569,569,5,5,5,Contact operator for 2025 season dates,Antlerless,Antlerless,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1257
EA1258,5113,La Sal,Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,"Oct 4 - Oct 16, 2025",Public,,,,,,,,,0,0,0,2026_PERMITS_WORKBOOK_BY_HUNT_CODE,2026_PERMITS_WORKBOOK_BY_HUNT_CODE,0,0,0,MIRRORED_FROM_PERMITS_2026_AUTHORITY,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,LEGACY_MIRROR_OF_PUBLISHED_PERMITS_2026,PREFERENCE_ANTLERLESS_ELK,,,,0,5.7,,,A96251BE__2023_antlerless_hr.pdf,PASS,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1258,EA1258,La Sal,La Sal,La Sal,5113,5113,5113,5113,5113,0,0,0,"Oct 4 - Oct 16, 2025",Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1258
EA1259,923,The Dirty Dozen,Elk,Discontinued No Successor,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Antlerless,Contact operator for 2025 season dates,Public,2,0,2,CANONICAL_YEARLY_DRAW_RESULTS_2024_FOR_2025_MODEL,2,0,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,,,,DISCONTINUED_NO_SUCCESSOR_CURRENT_2026_CANONICAL_ABSENT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,MAX_WEIGHTED_SPLIT,,,,100,,,,,,,,,,,DISCONTINUED_NO_SUCCESSOR: absent from 2026=2027 canonical; historical canonical years=2024;2025; workbook code years=2024;2025; audit=database_only_antlerless_mark_discontinued_20260701_105328,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1259,EA1259,The Dirty Dozen,The Dirty Dozen,The Dirty Dozen,923,923,923,923,923,,,,Contact operator for 2025 season dates,Antlerless,Antlerless,CWMU,Discontinued No Successor,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1259
EA1260,874,West Ridge,Elk,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Antlerless,Contact Operator for 2026 season dates,Public,5,0,5,CANONICAL_YEARLY_DRAW_RESULTS_2024_FOR_2025_MODEL,5,0,5,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,,,,60,,,,,,,,,,,LIVE_DWR_HANUMBER_BOUNDARY_VERIFIED_2026;HISTORICAL_2024_IDENTITY_OVERRIDE_FROM_CANONICAL_20250625,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1260,EA1260,West Ridge,West Ridge,West Ridge,874,874,874,874,874,5,5,5,Contact Operator for 2026 season dates,Antlerless,Antlerless,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1260
EA1261,808,Blackhawk,Elk,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Antlerless,Contact Operator for 2026 season dates,Public,5,0,5,CANONICAL_YEARLY_DRAW_RESULTS_2024_FOR_2025_MODEL,5,0,5,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,,,,80,,,,,,,,,,,LIVE_DWR_HANUMBER_BOUNDARY_VERIFIED_2026;HISTORICAL_2024_IDENTITY_OVERRIDE_FROM_CANONICAL_20250625,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1261,EA1261,Blackhawk,Blackhawk,Blackhawk,808,808,808,808,808,5,5,5,Contact Operator for 2026 season dates,Antlerless,Antlerless,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1261
EA1263,524,Weber Florence Creek,Elk,Max/Weighted Split,CWMU,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Antlerless,Contact operator for 2025 season dates,Public,,,,,35,0,35,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,35,0,35,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,35,0,35,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,MAX_WEIGHTED_SPLIT,,,,55.3,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1263,EA1263,Weber Florence Creek,Weber Florence Creek,Weber Florence Creek,524,524,524,524,524,35,35,35,Contact operator for 2025 season dates,Antlerless,Antlerless,CWMU,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1263
EA1264,921,"Wasatch Mtns, Rabbit Gulch",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Jan 16 2027 - Jan 24 2027,Public,84,1,85,CANONICAL_YEARLY_DRAW_RESULTS_2024_FOR_2025_MODEL,45,4,49,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,45,5,50,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,45,5,50,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,40.5,,,,,,,"1800 (Avintaquin), 3200 (Currant Creek), 3400 (West)","3200 (Avintaquin), 4800 (Currant Creek), 3800 (West)",,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1264,EA1264,"Wasatch Mtns, Rabbit Gulch","Wasatch Mtns, Rabbit Gulch","Wasatch Mtns, Rabbit Gulch",921,921,921,921,921,50,50,50,Jan 16 2027 - Jan 24 2027,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1264
EA1265,920,"Wasatch Mtns, Tabby Mtn",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Dec 19 2026 - Dec 27 2026,Public,94,4,98,CANONICAL_YEARLY_DRAW_RESULTS_2024_FOR_2025_MODEL,90,10,100,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,90,10,100,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,90,10,100,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,69,,,,,,,"1800 (Avintaquin), 3200 (Currant Creek), 3400 (West)","3200 (Avintaquin), 4800 (Currant Creek), 3800 (West)",,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1265,EA1265,"Wasatch Mtns, Tabby Mtn","Wasatch Mtns, Tabby Mtn","Wasatch Mtns, Tabby Mtn",920,920,920,920,920,100,100,100,Dec 19 2026 - Dec 27 2026,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1265
EA1266,18,"Box Elder, Hansel Mtn",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Aug 01 2026 - Jan 31 2027,Public,18,2,20,CANONICAL_YEARLY_DRAW_RESULTS_2024_FOR_2025_MODEL,18,2,20,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,27,3,30,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,27,3,30,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,52.6,,,,,,,1075 (entire Box Elder unit),1650 (entire Box Elder unit),,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1266,EA1266,"Box Elder, Hansel Mtn","Box Elder, Hansel Mtn","Box Elder, Hansel Mtn",18,18,18,18,18,30,30,30,Aug 01 2026 - Jan 31 2027,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1266
EA1267,29,Cache,Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Oct 03 2026 - Oct 25 2026,Public,109,11,120,CANONICAL_YEARLY_DRAW_RESULTS_2024_FOR_2025_MODEL,81,9,90,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,180,20,200,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,180,20,200,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,29.6,,,,,,,2300 (entire Cache unit),2700 (entire Cache unit),,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1267,EA1267,Cache,Cache,Cache,29,29,29,29,29,200,200,200,Oct 03 2026 - Oct 25 2026,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1267
EA1268,138,"North Slope, Summit",Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Archery,Antlerless,Aug 15 2026 - Sept 16 2026,Public,83,4,87,CANONICAL_YEARLY_DRAW_RESULTS_2024_FOR_2025_MODEL,79,2,81,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,180,20,200,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,180,20,200,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,8.5,,,,,,,300,250,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1268,EA1268,"North Slope, Summit","North Slope, Summit","North Slope, Summit",138,138,138,138,138,200,200,200,Aug 15 2026 - Sept 16 2026,Antlerless,Antlerless,General Season,Preference,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1268
EA1269,924,Ogden (excludes Hyrum),Elk,Preference,General Season,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,Dec 01 2026 - Dec 31 2026,Public,164,4,168,CANONICAL_YEARLY_DRAW_RESULTS_2024_FOR_2025_MODEL,191,5,196,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,270,30,300,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,270,30,300,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,PREFERENCE_ANTLERLESS_ELK,,,,30.1,,,,,,,2000 (entire Ogden unit),2450 (entire Ogden unit),,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1269,EA1269,Ogden (excludes Hyrum),Ogden (excludes Hyrum),Ogden (excludes Hyrum),924,924,924,924,924,300,300,300,Dec 01 2026 - Dec 31 2026,Antlerless,Antlerless,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1269
EA1270,5114,Fishlake (Conservation),Elk,Organizations,Conservation,PREFERENCE_ANTLERLESS_ELK,Any Legal Weapon,Antlerless,"Oct 4 - Oct 16, 2025 & Nov 22 - Dec 31, 2025",Public,,,,,,,,,,,,Utah DWR Hunt Planner,2026_PERMITS_WORKBOOK_BY_HUNT_CODE,,,,Utah DWR Hunt Planner,2026_elk_antlerless__total.xlsx,NO_QUOTA_PUBLISHED,PREFERENCE_ANTLERLESS_ELK,,,,,,,,,,,12000,11800,4,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,EA1270,EA1270,Fishlake (Conservation),Fishlake (Conservation),Fishlake (Conservation),5114,5114,5114,5114,5114,,,,"Oct 4 - Oct 16, 2025 & Nov 22 - Dec 31, 2025",Antlerless,Antlerless,Conservation,Organizations,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EA1270
