identity_key,actual_draw_year,model_target_year,hunt_code,species,sex_type,weapon,boundary_id,hunt_name,hunt_type,draw_design,season,source_row_count,source_files,identity_status
2023|DB1271|deer|buck|any legal weapon,2023,2024,DB1271,Deer,Buck,Any Legal Weapon,534,Oak Ranch CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1272|deer|buck|any legal weapon,2023,2024,DB1272,Deer,Buck,Any Legal Weapon,535,Old Woman Plateau CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1273|deer|buck|any legal weapon,2023,2024,DB1273,Deer,Buck,Any Legal Weapon,504,Park Valley Hereford CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1274|deer|buck|any legal weapon,2023,2024,DB1274,Deer,Buck,Any Legal Weapon,736,Patmos Ridge CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1275|deer|buck|any legal weapon,2023,2024,DB1275,Deer,Buck,Any Legal Weapon,592,Pine Canyon CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1276|deer|buck|any legal weapon,2023,2024,DB1276,Deer,Buck,Any Legal Weapon,737,Plymouth Peak,CWMU,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1277|deer|buck|any legal weapon,2023,2024,DB1277,Deer,Buck,Any Legal Weapon,501,Pocatello Valley CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1279|deer|buck|any legal weapon,2023,2024,DB1279,Deer,Buck,Any Legal Weapon,542,Preston Nutter Ranch CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1280|deer|buck|any legal weapon,2023,2024,DB1280,Deer,Buck,Any Legal Weapon,502,Promontory Point CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1281|deer|buck|any legal weapon,2023,2024,DB1281,Deer,Buck,Any Legal Weapon,496,Rattlesnake Pass CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1282|deer|buck|any legal weapon,2023,2024,DB1282,Deer,Buck,Any Legal Weapon,548,Redd Ranches CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1283|deer|buck|any legal weapon,2023,2024,DB1283,Deer,Buck,Any Legal Weapon,543,Roan Cliffs CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1285|deer|buck|any legal weapon,2023,2024,DB1285,Deer,Buck,Any Legal Weapon,740,Sand Creek CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1286|deer|buck|any legal weapon,2023,2024,DB1286,Deer,Buck,Any Legal Weapon,574,Pisgah Mountain CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1287|deer|buck|any legal weapon,2023,2024,DB1287,Deer,Buck,Any Legal Weapon,539,Scofield Canyons CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1288|deer|buck|any legal weapon,2023,2024,DB1288,Deer,Buck,Any Legal Weapon,541,Scofield West CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1289|deer|buck|any legal weapon,2023,2024,DB1289,Deer,Buck,Any Legal Weapon,490,Sharp Mountain CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1290|deer|buck|any legal weapon,2023,2024,DB1290,Deer,Buck,Any Legal Weapon,578,Skull Crack CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1291|deer|buck|any legal weapon,2023,2024,DB1291,Deer,Buck,Any Legal Weapon,585,Skull Valley South CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1292|deer|buck|any legal weapon,2023,2024,DB1292,Deer,Buck,Any Legal Weapon,552,Soldier Summit CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1293|deer|buck|any legal weapon,2023,2024,DB1293,Deer,Buck,Any Legal Weapon,491,South Canyon CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1294|deer|buck|any legal weapon,2023,2024,DB1294,Deer,Buck,Any Legal Weapon,741,Spring Creek Acres CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1295|deer|buck|any legal weapon,2023,2024,DB1295,Deer,Buck,Any Legal Weapon,546,Spring Creek/Dodge CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1298|deer|buck|any legal weapon,2023,2024,DB1298,Deer,Buck,Any Legal Weapon,562,Strawberry Ridge CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1299|deer|buck|any legal weapon,2023,2024,DB1299,Deer,Buck,Any Legal Weapon,547,Summit Point CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1300|deer|buck|any legal weapon,2023,2024,DB1300,Deer,Buck,Any Legal Weapon,602,Thatcher Mountain CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1301|deer|buck|any legal weapon,2023,2024,DB1301,Deer,Buck,Any Legal Weapon,553,Three C CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1303|deer|buck|any legal weapon,2023,2024,DB1303,Deer,Buck,Any Legal Weapon,492,North Peaks CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1304|deer|buck|any legal weapon,2023,2024,DB1304,Deer,Buck,Any Legal Weapon,521,Two Bear CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1305|deer|buck|any legal weapon,2023,2024,DB1305,Deer,Buck,Any Legal Weapon,586,Wallsburg CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1306|deer|buck|any legal weapon,2023,2024,DB1306,Deer,Buck,Any Legal Weapon,499,Washakie CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1308|deer|buck|any legal weapon,2023,2024,DB1308,Deer,Buck,Any Legal Weapon,511,West Hills CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1309|deer|buck|any legal weapon,2023,2024,DB1309,Deer,Buck,Any Legal Weapon,805,West Willow Creek Ranch CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1310|deer|buck|any legal weapon,2023,2024,DB1310,Deer,Buck,Any Legal Weapon,488,White's Valley CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1312|deer|buck|any legal weapon,2023,2024,DB1312,Deer,Buck,Any Legal Weapon,571,Woodruff Creek South CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1317|deer|buck|any legal weapon,2023,2024,DB1317,Deer,Buck,Any Legal Weapon,580,Jacob's Creek CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1320|deer|buck|any legal weapon,2023,2024,DB1320,Deer,Buck,Any Legal Weapon,686,Creek,CWMU,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1322|deer|buck|any legal weapon,2023,2024,DB1322,Deer,Buck,Any Legal Weapon,826,Pahvant Ensign CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1324|deer|buck|any legal weapon,2023,2024,DB1324,Deer,Buck,Any Legal Weapon,828,Royal Ivory Outfitters,CWMU,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1325|deer|buck|any legal weapon,2023,2024,DB1325,Deer,Buck,Any Legal Weapon,516,Double Cone CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1326|deer|buck|any legal weapon,2023,2024,DB1326,Deer,Buck,Any Legal Weapon,856,Rosette CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1327|deer|buck|any legal weapon,2023,2024,DB1327,Deer,Buck,Any Legal Weapon,858,Mountain Sky Ranch CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1328|deer|buck|any legal weapon,2023,2024,DB1328,Deer,Buck,Any Legal Weapon,494,Clear Creek CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1330|deer|buck|any legal weapon,2023,2024,DB1330,Deer,Buck,Any Legal Weapon,876,Iron Spring CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1331|deer|buck|any legal weapon,2023,2024,DB1331,Deer,Buck,Any Legal Weapon,875,Raft River CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1332|deer|buck|any legal weapon,2023,2024,DB1332,Deer,Buck,Any Legal Weapon,874,West Ridge CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1333|deer|buck|any legal weapon,2023,2024,DB1333,Deer,Buck,Any Legal Weapon,878,5S CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1334|deer|buck|any legal weapon,2023,2024,DB1334,Deer,Buck,Any Legal Weapon,526,Alton - Cactus Buck CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1335|deer|buck|any legal weapon,2023,2024,DB1335,Deer,Buck,Any Legal Weapon,892,Big Piney Ranch CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1336|deer|buck|any legal weapon,2023,2024,DB1336,Deer,Buck,Any Legal Weapon,890,First Light CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1337|deer|buck|any legal weapon,2023,2024,DB1337,Deer,Buck,Any Legal Weapon,556,Little Pole Canyon CWMU,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1338|deer|buck|any legal weapon,2023,2024,DB1338,Deer,Buck,Any Legal Weapon,891,Sweetwater,CWMU,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1341|deer|buck|any legal weapon,2023,2024,DB1341,Deer,Buck,Any Legal Weapon,908,Dry Creek,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1342|deer|buck|any legal weapon,2023,2024,DB1342,Deer,Buck,Any Legal Weapon,905,Faust Valley,Limited Entry,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1343|deer|buck|any legal weapon,2023,2024,DB1343,Deer,Buck,Any Legal Weapon,907,Red Iron,CWMU,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1501|deer|buck|archery,2023,2024,DB1501,Deer,Buck,Archery,607,Box Elder,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1502|deer|buck|archery,2023,2024,DB1502,Deer,Buck,Archery,29,Cache,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1503|deer|buck|archery,2023,2024,DB1503,Deer,Buck,Archery,619,Manti/San Rafael,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1504|deer|buck|archery,2023,2024,DB1504,Deer,Buck,Archery,616,Nebo,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1506|deer|buck|archery,2023,2024,DB1506,Deer,Buck,Archery,804,Fillmore,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1508|deer|buck|archery,2023,2024,DB1508,Deer,Buck,Archery,611,Kamas,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1509|deer|buck|archery,2023,2024,DB1509,Deer,Buck,Archery,617,La Sal Mtns,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1510|deer|buck|archery,2023,2024,DB1510,Deer,Buck,Archery,629,Monroe,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1511|deer|buck|archery,2023,2024,DB1511,Deer,Buck,Archery,630,Mt Dutton,General Season,Preference,,23,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1512|deer|buck|archery,2023,2024,DB1512,Deer,Buck,Archery,615,Nine Mile,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1513|deer|buck|archery,2023,2024,DB1513,Deer,Buck,Archery,612,North Slope,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1514|deer|buck|archery,2023,2024,DB1514,Deer,Buck,Archery,609,Ogden,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1516|deer|buck|archery,2023,2024,DB1516,Deer,Buck,Archery,634,Panguitch Lake,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1517|deer|buck|archery,2023,2024,DB1517,Deer,Buck,Archery,636,Pine Valley,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1518|deer|buck|archery,2023,2024,DB1518,Deer,Buck,Archery,455,Boulder/Kaiparowits,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1519|deer|buck|archery,2023,2024,DB1519,Deer,Buck,Archery,633,Fishlake,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1521|deer|buck|archery,2023,2024,DB1521,Deer,Buck,Archery,618,"San Juan, Abajo Mtns",General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1522|deer|buck|archery,2023,2024,DB1522,Deer,Buck,Archery,614,Vernal/Bonanza,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1523|deer|buck|archery,2023,2024,DB1523,Deer,Buck,Archery,613,Yellowstone,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1524|deer|buck|archery,2023,2024,DB1524,Deer,Buck,Archery,625,Southwest Desert,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1525|deer|buck|archery,2023,2024,DB1525,Deer,Buck,Archery,621,"Wasatch Mtns, East",General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1526|deer|buck|archery,2023,2024,DB1526,Deer,Buck,Archery,620,"Wasatch Mtns, West",General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1529|deer|buck|archery,2023,2024,DB1529,Deer,Buck,Archery,635,Zion,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1531|deer|buck|any legal weapon,2023,2024,DB1531,Deer,Buck,Any Legal Weapon,607,Box Elder,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1533|deer|buck|any legal weapon,2023,2024,DB1533,Deer,Buck,Any Legal Weapon,619,Manti/San Rafael,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1534|deer|buck|any legal weapon,2023,2024,DB1534,Deer,Buck,Any Legal Weapon,616,Nebo,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1536|deer|buck|any legal weapon,2023,2024,DB1536,Deer,Buck,Any Legal Weapon,804,Fillmore,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1538|deer|buck|any legal weapon,2023,2024,DB1538,Deer,Buck,Any Legal Weapon,611,Kamas,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1539|deer|buck|any legal weapon,2023,2024,DB1539,Deer,Buck,Any Legal Weapon,617,La Sal Mtns,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1540|deer|buck|any legal weapon,2023,2024,DB1540,Deer,Buck,Any Legal Weapon,629,Monroe,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1541|deer|buck|any legal weapon,2023,2024,DB1541,Deer,Buck,Any Legal Weapon,630,Mt Dutton,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1542|deer|buck|any legal weapon,2023,2024,DB1542,Deer,Buck,Any Legal Weapon,615,Nine Mile,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1543|deer|buck|any legal weapon,2023,2024,DB1543,Deer,Buck,Any Legal Weapon,612,North Slope,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1544|deer|buck|any legal weapon,2023,2024,DB1544,Deer,Buck,Any Legal Weapon,609,Ogden,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1546|deer|buck|any legal weapon,2023,2024,DB1546,Deer,Buck,Any Legal Weapon,634,Panguitch Lake,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1547|deer|buck|any legal weapon,2023,2024,DB1547,Deer,Buck,Any Legal Weapon,636,Pine Valley,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1549|deer|buck|any legal weapon,2023,2024,DB1549,Deer,Buck,Any Legal Weapon,633,Fishlake,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1551|deer|buck|any legal weapon,2023,2024,DB1551,Deer,Buck,Any Legal Weapon,618,"San Juan, Abajo Mtns",General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1552|deer|buck|any legal weapon,2023,2024,DB1552,Deer,Buck,Any Legal Weapon,614,Vernal/Bonanza,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1553|deer|buck|any legal weapon,2023,2024,DB1553,Deer,Buck,Any Legal Weapon,613,Yellowstone,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1554|deer|buck|any legal weapon,2023,2024,DB1554,Deer,Buck,Any Legal Weapon,625,Southwest Desert,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1555|deer|buck|any legal weapon,2023,2024,DB1555,Deer,Buck,Any Legal Weapon,621,"Wasatch Mtns, East",General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1556|deer|buck|any legal weapon,2023,2024,DB1556,Deer,Buck,Any Legal Weapon,620,"Wasatch Mtns, West",General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1559|deer|buck|any legal weapon,2023,2024,DB1559,Deer,Buck,Any Legal Weapon,635,Zion,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1561|deer|buck|muzzleloader,2023,2024,DB1561,Deer,Buck,Muzzleloader,607,Box Elder,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1563|deer|buck|muzzleloader,2023,2024,DB1563,Deer,Buck,Muzzleloader,619,Manti/San Rafael,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1564|deer|buck|muzzleloader,2023,2024,DB1564,Deer,Buck,Muzzleloader,616,Nebo,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1566|deer|buck|muzzleloader,2023,2024,DB1566,Deer,Buck,Muzzleloader,804,Fillmore,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
