identity_key,actual_draw_year,model_target_year,hunt_code,species,sex_type,weapon,boundary_id,hunt_name,hunt_type,draw_design,season,source_row_count,source_files,identity_status
2023|DB1568|deer|buck|muzzleloader,2023,2024,DB1568,Deer,Buck,Muzzleloader,611,Kamas,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1569|deer|buck|muzzleloader,2023,2024,DB1569,Deer,Buck,Muzzleloader,617,La Sal Mtns,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1570|deer|buck|muzzleloader,2023,2024,DB1570,Deer,Buck,Muzzleloader,629,Monroe,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1571|deer|buck|muzzleloader,2023,2024,DB1571,Deer,Buck,Muzzleloader,630,Mt Dutton,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1572|deer|buck|muzzleloader,2023,2024,DB1572,Deer,Buck,Muzzleloader,615,Nine Mile,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1573|deer|buck|muzzleloader,2023,2024,DB1573,Deer,Buck,Muzzleloader,612,North Slope,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1574|deer|buck|muzzleloader,2023,2024,DB1574,Deer,Buck,Muzzleloader,609,Ogden,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1576|deer|buck|muzzleloader,2023,2024,DB1576,Deer,Buck,Muzzleloader,634,Panguitch Lake,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1577|deer|buck|muzzleloader,2023,2024,DB1577,Deer,Buck,Muzzleloader,636,Pine Valley,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1579|deer|buck|muzzleloader,2023,2024,DB1579,Deer,Buck,Muzzleloader,633,Fishlake,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1581|deer|buck|muzzleloader,2023,2024,DB1581,Deer,Buck,Muzzleloader,618,"San Juan, Abajo Mtns",General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1582|deer|buck|muzzleloader,2023,2024,DB1582,Deer,Buck,Muzzleloader,614,Vernal/Bonanza,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1583|deer|buck|muzzleloader,2023,2024,DB1583,Deer,Buck,Muzzleloader,613,Yellowstone,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1584|deer|buck|muzzleloader,2023,2024,DB1584,Deer,Buck,Muzzleloader,625,Southwest Desert,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1585|deer|buck|muzzleloader,2023,2024,DB1585,Deer,Buck,Muzzleloader,621,"Wasatch Mtns, East",General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1586|deer|buck|muzzleloader,2023,2024,DB1586,Deer,Buck,Muzzleloader,620,"Wasatch Mtns, West",General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1589|deer|buck|muzzleloader,2023,2024,DB1589,Deer,Buck,Muzzleloader,635,Zion,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1591|deer|buck|any legal weapon,2023,2024,DB1591,Deer,Buck,Any Legal Weapon,804,Fillmore,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1592|deer|buck|any legal weapon,2023,2024,DB1592,Deer,Buck,Any Legal Weapon,611,Kamas,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1593|deer|buck|any legal weapon,2023,2024,DB1593,Deer,Buck,Any Legal Weapon,615,Nine Mile,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1594|deer|buck|any legal weapon,2023,2024,DB1594,Deer,Buck,Any Legal Weapon,634,Panguitch Lake,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1595|deer|buck|any legal weapon,2023,2024,DB1595,Deer,Buck,Any Legal Weapon,636,Pine Valley,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1596|deer|buck|any legal weapon,2023,2024,DB1596,Deer,Buck,Any Legal Weapon,633,Fishlake,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1597|deer|buck|any legal weapon,2023,2024,DB1597,Deer,Buck,Any Legal Weapon,635,Zion,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1598|deer|buck|any legal weapon,2023,2024,DB1598,Deer,Buck,Any Legal Weapon,612,North Slope,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1599|deer|buck|any legal weapon (late),2023,2024,DB1599,Deer,Buck,Any Legal Weapon (Late),69,Chalk Creek,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1600|deer|buck|archery,2023,2024,DB1600,Deer,Buck,Archery,69,Chalk Creek,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1601|deer|buck|any legal weapon (early),2023,2024,DB1601,Deer,Buck,Any Legal Weapon (Early),69,Chalk Creek,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1602|deer|buck|muzzleloader,2023,2024,DB1602,Deer,Buck,Muzzleloader,69,Chalk Creek,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1603|deer|buck|any legal weapon (late),2023,2024,DB1603,Deer,Buck,Any Legal Weapon (Late),276,East Canyon,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1604|deer|buck|archery,2023,2024,DB1604,Deer,Buck,Archery,276,East Canyon,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1605|deer|buck|any legal weapon (early),2023,2024,DB1605,Deer,Buck,Any Legal Weapon (Early),276,East Canyon,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1606|deer|buck|muzzleloader,2023,2024,DB1606,Deer,Buck,Muzzleloader,276,East Canyon,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1607|deer|buck|any legal weapon (late),2023,2024,DB1607,Deer,Buck,Any Legal Weapon (Late),117,Morgan-South Rich,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1608|deer|buck|archery,2023,2024,DB1608,Deer,Buck,Archery,117,Morgan-South Rich,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1609|deer|buck|any legal weapon (early),2023,2024,DB1609,Deer,Buck,Any Legal Weapon (Early),117,Morgan-South Rich,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1610|deer|buck|muzzleloader,2023,2024,DB1610,Deer,Buck,Muzzleloader,117,Morgan-South Rich,General Season,Preference,,44,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1770|deer|buck|dedicated hunter,2023,2024,DB1770,Deer,Buck,Dedicated Hunter,607,Box Elder,Dedicated Hunter,Preference,,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1771|deer|buck|dedicated hunter,2023,2024,DB1771,Deer,Buck,Dedicated Hunter,29,Cache,Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1772|deer|buck|dedicated hunter,2023,2024,DB1772,Deer,Buck,Dedicated Hunter,619,Manti/San Rafael,Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1773|deer|buck|dedicated hunter,2023,2024,DB1773,Deer,Buck,Dedicated Hunter,616,Nebo,Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1775|deer|buck|dedicated hunter,2023,2024,DB1775,Deer,Buck,Dedicated Hunter,804,Fillmore,Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1777|deer|buck|dedicated hunter,2023,2024,DB1777,Deer,Buck,Dedicated Hunter,611,Kamas,Dedicated Hunter,Preference,,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1778|deer|buck|dedicated hunter,2023,2024,DB1778,Deer,Buck,Dedicated Hunter,617,La Sal Mtns,Dedicated Hunter,Preference,,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1779|deer|buck|dedicated hunter,2023,2024,DB1779,Deer,Buck,Dedicated Hunter,629,Monroe,Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1780|deer|buck|dedicated hunter,2023,2024,DB1780,Deer,Buck,Dedicated Hunter,630,Mt Dutton,Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1781|deer|buck|dedicated hunter,2023,2024,DB1781,Deer,Buck,Dedicated Hunter,615,Nine Mile,Dedicated Hunter,Preference,,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1782|deer|buck|dedicated hunter,2023,2024,DB1782,Deer,Buck,Dedicated Hunter,612,North Slope,Dedicated Hunter,Preference,,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1783|deer|buck|dedicated hunter,2023,2024,DB1783,Deer,Buck,Dedicated Hunter,609,Ogden,Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1785|deer|buck|dedicated hunter,2023,2024,DB1785,Deer,Buck,Dedicated Hunter,634,Panguitch Lake,Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1786|deer|buck|dedicated hunter,2023,2024,DB1786,Deer,Buck,Dedicated Hunter,636,Pine Valley,Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1787|deer|buck|dedicated hunter,2023,2024,DB1787,Deer,Buck,Dedicated Hunter,455,Boulder/Kaiparowits,Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1788|deer|buck|dedicated hunter,2023,2024,DB1788,Deer,Buck,Dedicated Hunter,633,Fishlake,Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1790|deer|buck|dedicated hunter,2023,2024,DB1790,Deer,Buck,Dedicated Hunter,618,"San Juan, Abajo Mtns",Dedicated Hunter,Preference,,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1791|deer|buck|dedicated hunter,2023,2024,DB1791,Deer,Buck,Dedicated Hunter,614,Vernal/Bonanza,Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1792|deer|buck|dedicated hunter,2023,2024,DB1792,Deer,Buck,Dedicated Hunter,613,Yellowstone,Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1793|deer|buck|dedicated hunter,2023,2024,DB1793,Deer,Buck,Dedicated Hunter,625,Southwest Desert,Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1794|deer|buck|dedicated hunter,2023,2024,DB1794,Deer,Buck,Dedicated Hunter,621,"Wasatch Mtns, East",Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1795|deer|buck|dedicated hunter,2023,2024,DB1795,Deer,Buck,Dedicated Hunter,620,"Wasatch Mtns, West",Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1798|deer|buck|dedicated hunter,2023,2024,DB1798,Deer,Buck,Dedicated Hunter,635,Zion,Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1799|deer|buck|dedicated hunter,2023,2024,DB1799,Deer,Buck,Dedicated Hunter,69,Chalk Creek,Dedicated Hunter,Preference,,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1800|deer|buck|dedicated hunter,2023,2024,DB1800,Deer,Buck,Dedicated Hunter,276,East Canyon,Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DB1801|deer|buck|dedicated hunter,2023,2024,DB1801,Deer,Buck,Dedicated Hunter,117,Morgan-South Rich,Dedicated Hunter,Preference,,42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DS1000|desert bighorn sheep|ram|any legal weapon,2023,2024,DS1000,Desert Bighorn Sheep,Ram,Any Legal Weapon,5110,Sportsman,Sportsman,Random,,1,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DS6600|desert bighorn sheep|ram|any legal weapon,2023,2024,DS6600,Desert Bighorn Sheep,Ram,Any Legal Weapon,94,Henry Mtns,Once-in-a-Lifetime,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DS6601|desert bighorn sheep|ram|any legal weapon,2023,2024,DS6601,Desert Bighorn Sheep,Ram,Any Legal Weapon,98,"Kaiparowits, East",Once-in-a-Lifetime,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
2023|DS6602|desert bighorn sheep|ram|any legal weapon,2023,2024,DS6602,Desert Bighorn Sheep,Ram,Any Legal Weapon,99,"Kaiparowits, Escalante",Once-in-a-Lifetime,Max/Weighted Split,,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2023_for_2024_canonical_yearly_draw_results.csv,unique_identity
