from_year,to_year,year_transition,hunt_code,residency,mean_absolute_error_applicants_at_level,mean_absolute_error_applicants_above,bonus_pool_cutoff_error,guaranteed_at_error,quota_split_error,brier_score_by_point_level,calibration_error_by_probability_bucket
2018,2019,2018->2019,DB1524,Nonresident,1.636364,1.454545,-8,-8,30,0.061183,0.072193
2018,2019,2018->2019,DB1795,Nonresident,0.090909,0.0,0,0,4,0.0,0.0
2018,2019,2018->2019,DB1299,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,EA1090,Resident,5.176471,1.176471,-2,-2,132,0.063535,0.075472
2018,2019,2018->2019,EB3023,Resident,0.592593,0.851852,0,0,0,0.083333,0.092593
2018,2019,2018->2019,EB3085,Nonresident,0.888889,2.037037,0,0,2,0.004115,0.012346
2018,2019,2018->2019,PD1022,Resident,0.705882,1.0,1,1,4,0.026144,0.039216
2018,2019,2018->2019,EB3104,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,PB5029,Nonresident,1.259259,1.740741,-4,-4,0,0.111111,0.111111
2018,2019,2018->2019,EA1196,Resident,20.764706,6.0,-3,-3,136,0.058873,0.060529
2018,2019,2018->2019,EB3531,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,DA1017,Nonresident,3.705882,2.117647,-2,-2,16,0.084967,0.098039
2018,2019,2018->2019,EB3108,Resident,6.37037,18.814815,-1,-1,2,0.074074,0.074074
2018,2019,2018->2019,BR7209,Resident,1.047619,0.714286,-2,-2,2,0.047619,0.047619
2018,2019,2018->2019,EA1116,Resident,4.941176,1.294118,0,0,72,0.021176,0.035294
2018,2019,2018->2019,PB5051,Resident,9.222222,13.481481,2,2,6,0.04006,0.047619
2018,2019,2018->2019,DB1554,Nonresident,3.863636,2.0,-12,-12,84,0.050151,0.060065
2018,2019,2018->2019,MB6254,Resident,2.038462,17.346154,,,2,0.038462,0.038462
2018,2019,2018->2019,CG7506,Nonresident,1.47619,3.952381,-6,-6,2,0.047619,0.047619
2018,2019,2018->2019,BR7108,Nonresident,0.52381,1.095238,-3,-3,0,0.095238,0.095238
2018,2019,2018->2019,BR7200,Resident,2.761905,3.904762,-1,-1,0,0.050595,0.059524
2018,2019,2018->2019,DA1009,Resident,12.941176,4.823529,-2,-2,134,0.075818,0.090441
2018,2019,2018->2019,EA1156,Resident,2.588235,3.941176,0,0,10,0.006536,0.019608
2018,2019,2018->2019,EB3048,Nonresident,2.333333,2.518519,-2,-2,2,0.037037,0.037037
2018,2019,2018->2019,DB1266,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,DB1232,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,EA1184,Resident,11.764706,4.294118,-3,-3,372,0.058824,0.058824
2018,2019,2018->2019,DB1243,Resident,0.333333,0.777778,3,3,2,0.037037,0.037037
2018,2019,2018->2019,EA1210,Nonresident,0.4375,0.3125,,,6,0.0,0.0
2018,2019,2018->2019,MB6010,Resident,7.592593,21.666667,-1,-1,0,0.037037,0.037037
2018,2019,2018->2019,EA1111,Resident,18.588235,14.470588,-1,-1,54,0.014706,0.029412
2018,2019,2018->2019,DB1569,Nonresident,3.409091,1.181818,-5,-5,62,0.080843,0.085561
2018,2019,2018->2019,GO6821,Resident,4.333333,17.851852,,,18,0.074074,0.074074
2018,2019,2018->2019,EB3123,Resident,2.481481,5.296296,0,0,0,0.009259,0.018519
2018,2019,2018->2019,EB3603,Resident,1.037037,0.555556,-1,-1,2,0.037037,0.037037
2018,2019,2018->2019,EA1130,Resident,1.882353,1.941176,0,0,16,0.073529,0.088235
2018,2019,2018->2019,DB1003,Resident,54.481481,343.148148,0,0,2,0.043992,0.053086
2018,2019,2018->2019,MB6217,Resident,0.740741,3.185185,-1,-1,2,0.009259,0.018519
2018,2019,2018->2019,PB5019,Resident,0.814815,0.259259,0,0,2,0.013333,0.022222
2018,2019,2018->2019,CG7619,Nonresident,0.904762,1.52381,0,0,2,0.05291,0.063492
2018,2019,2018->2019,DB1548,Nonresident,10.0,7.227273,-4,-4,196,0.089178,0.090035
2018,2019,2018->2019,DS6611,Resident,14.074074,60.814815,0,0,2,0.055933,0.063492
2018,2019,2018->2019,BI6503,Resident,54.333333,176.148148,0,0,10,0.014026,0.022792
2018,2019,2018->2019,DB1276,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,DA1033,Resident,3.941176,1.764706,-2,-2,28,0.074434,0.089127
2018,2019,2018->2019,EA1201,Resident,1.9375,1.625,,,6,0.0,0.0
2018,2019,2018->2019,EA1199,Nonresident,0.0,0.0,,,0,0.0,0.0
2018,2019,2018->2019,EB3605,Nonresident,0.0,0.0,,,0,0.0,0.0
2018,2019,2018->2019,DB1327,Nonresident,0.0,0.0,,,0,0.0,0.0
2018,2019,2018->2019,DB1529,Resident,23.772727,3.772727,-7,-7,1028,0.136364,0.136364
2018,2019,2018->2019,BR7226,Nonresident,0.857143,1.714286,-2,-2,0,0.190476,0.190476
2018,2019,2018->2019,EB3064,Nonresident,1.851852,11.703704,-8,-8,0,0.046296,0.055556
2018,2019,2018->2019,PB5310,Resident,0.148148,0.444444,-1,-1,0,0.074074,0.074074
2018,2019,2018->2019,DA1004,Nonresident,0.529412,0.294118,-5,-5,10,0.058824,0.058824
2018,2019,2018->2019,PB5005,Resident,0.333333,0.185185,0,0,2,0.074074,0.074074
2018,2019,2018->2019,EA1061,Resident,4.117647,2.764706,-2,-2,102,0.061063,0.070301
2018,2019,2018->2019,EA1027,Resident,29.058824,8.411765,-6,-6,474,0.063023,0.07454
2018,2019,2018->2019,EA1129,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,EA1146,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,EB3550,Resident,1.037037,2.0,4,4,2,0.009259,0.018519
2018,2019,2018->2019,EB3052,Resident,1.407407,2.62963,4,4,4,0.157407,0.166667
2018,2019,2018->2019,DB1202,Resident,0.111111,0.185185,-3,-3,2,0.037037,0.037037
2018,2019,2018->2019,DB1793,Resident,2.045455,0.227273,0,0,108,0.00473,0.014663
2018,2019,2018->2019,PB5332,Resident,0.851852,1.555556,2,2,2,0.009259,0.018519
2018,2019,2018->2019,DA1032,Nonresident,4.470588,2.647059,-2,-2,20,0.002701,0.012605
2018,2019,2018->2019,PD1020,Nonresident,1.588235,0.529412,-2,-2,10,0.058824,0.058824
2018,2019,2018->2019,EA1175,Resident,1.588235,0.588235,-2,-2,16,0.10386,0.110294
2018,2019,2018->2019,BR7224,Resident,1.761905,6.095238,2,2,6,0.068783,0.079365
2018,2019,2018->2019,EB3033,Resident,1.148148,0.814815,0,0,2,0.111111,0.111111
2018,2019,2018->2019,EB3014,Nonresident,0.444444,0.444444,-2,-2,2,0.037037,0.037037
2018,2019,2018->2019,EB3500,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,EA1203,Nonresident,0.3125,0.5,,,2,0.0,0.0
2018,2019,2018->2019,EB3028,Nonresident,4.333333,16.222222,-3,-3,2,0.037037,0.037037
2018,2019,2018->2019,DB1059,Nonresident,1.0,1.0,-4,-4,2,0.037037,0.037037
2018,2019,2018->2019,EA1094,Nonresident,0.176471,0.0,-1,-1,8,0.058824,0.058824
2018,2019,2018->2019,EA1149,Resident,1.705882,0.470588,-2,-2,40,0.086024,0.098824
2018,2019,2018->2019,DB1773,Resident,6.954545,0.909091,-2,-2,306,0.0,0.0
2018,2019,2018->2019,DB1012,Nonresident,2.0,4.740741,-3,-3,2,0.037037,0.037037
2018,2019,2018->2019,EB3512,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,EA1207,Resident,6.0625,4.8125,,,134,0.0,0.0
2018,2019,2018->2019,EB3018,Resident,3.925926,8.407407,-1,-1,4,0.223923,0.230159
2018,2019,2018->2019,EB3065,Resident,3.185185,5.185185,-1,-1,0,0.201646,0.209877
2018,2019,2018->2019,DB1032,Resident,2.961538,11.076923,,,8,0.038462,0.038462
2018,2019,2018->2019,EB3525,Resident,1.407407,1.888889,1,1,2,0.046296,0.055556
2018,2019,2018->2019,DB1513,Resident,33.681818,2.545455,-3,-3,1106,0.090909,0.090909
2018,2019,2018->2019,EA1215,Nonresident,0.375,0.25,,,10,0.0,0.0
2018,2019,2018->2019,EA1217,Resident,8.1875,7.5,,,86,0.0,0.0
2018,2019,2018->2019,DB1282,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,CG7615,Resident,3.142857,0.857143,0,0,0,0.006696,0.017857
2018,2019,2018->2019,EB3563,Resident,1.814815,2.0,0,0,2,0.111111,0.111111
2018,2019,2018->2019,DB1248,Resident,1.148148,2.0,0,0,0,0.009259,0.018519
2018,2019,2018->2019,PB5049,Resident,7.185185,2.481481,0,0,4,0.114293,0.121967
2018,2019,2018->2019,EB3125,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,EB3126,Nonresident,1.333333,0.888889,0,0,0,0.074074,0.074074
2018,2019,2018->2019,PD1037,Nonresident,0.25,0.0,,,4,0.0,0.0
2018,2019,2018->2019,RS6700,Resident,33.5,152.0,,,2,0.038462,0.038462
2018,2019,2018->2019,EA1132,Resident,3.117647,0.764706,-2,-2,60,0.059475,0.065015
2018,2019,2018->2019,PB5056,Resident,1.037037,0.814815,0,0,4,0.090535,0.098765
2018,2019,2018->2019,MB6261,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,PD1016,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,PB5012,Nonresident,0.407407,0.444444,-2,-2,2,0.037037,0.037037
2018,2019,2018->2019,PD1022,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,EA1164,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,EA1029,Resident,5.823529,1.235294,-2,-2,198,0.0,0.0
2018,2019,2018->2019,DB1041,Resident,4.222222,3.333333,-1,-1,2,0.148337,0.145503
2018,2019,2018->2019,EB3062,Nonresident,2.703704,5.444444,-2,-2,0,0.053498,0.061728
2018,2019,2018->2019,EB3108,Nonresident,2.148148,3.62963,0,0,2,0.0,0.0
2018,2019,2018->2019,EA1116,Nonresident,1.588235,0.647059,-1,-1,8,0.060216,0.067873
2018,2019,2018->2019,EB3548,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,PB5051,Nonresident,1.185185,0.814815,0,0,2,0.074074,0.074074
2018,2019,2018->2019,DB1593,Resident,16.681818,4.909091,-7,-7,524,0.090909,0.090909
2018,2019,2018->2019,CG7618,Resident,3.0,2.333333,0,0,2,0.047619,0.047619
2018,2019,2018->2019,BR7200,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,DB1518,Resident,19.545455,2.454545,-7,-7,528,0.090909,0.090909
2018,2019,2018->2019,EA1038,Nonresident,2.117647,0.764706,-2,-2,24,0.061603,0.071611
2018,2019,2018->2019,DB1521,Resident,19.909091,1.727273,-3,-3,884,0.045455,0.045455
2018,2019,2018->2019,BR7203,Resident,4.428571,19.52381,2,2,2,0.021164,0.031746
2018,2019,2018->2019,DB1532,Resident,256.318182,52.181818,-4,-4,7038,0.181818,0.181818
2018,2019,2018->2019,EA1062,Resident,13.294118,6.470588,-3,-3,92,0.059187,0.063445
2018,2019,2018->2019,DA1020,Resident,7.647059,3.117647,-4,-4,144,0.058824,0.058824
2018,2019,2018->2019,EB3545,Resident,0.888889,2.555556,-2,-2,0,0.111111,0.111111
2018,2019,2018->2019,EB3024,Resident,12.444444,17.740741,0,0,2,0.024271,0.029982
2018,2019,2018->2019,EA1163,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,EA1205,Resident,1.8125,0.8125,,,58,0.0,0.0
2018,2019,2018->2019,PD1040,Nonresident,0.6875,0.4375,,,6,0.0,0.0
2018,2019,2018->2019,DA1001,Nonresident,0.117647,0.117647,2,2,0,0.0,0.0
2018,2019,2018->2019,DB1307,Resident,1.62963,2.259259,-2,-2,6,0.113426,0.12037
2018,2019,2018->2019,PB5035,Resident,1.740741,0.777778,0,0,8,0.075103,0.080247
2018,2019,2018->2019,MB6010,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,EA1111,Nonresident,0.647059,0.176471,-2,-2,6,0.058824,0.058824
2018,2019,2018->2019,GO6817,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,DB1207,Resident,0.777778,2.148148,1,1,2,0.037037,0.037037
2018,2019,2018->2019,EB3603,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,EA1130,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,DB1572,Nonresident,0.227273,0.0,0,0,10,0.0,0.0
2018,2019,2018->2019,EA1142,Resident,0.529412,0.117647,-1,-1,34,0.058824,0.058824
2018,2019,2018->2019,MB6217,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,PB5019,Nonresident,0.481481,0.37037,-2,-2,2,0.037037,0.037037
2018,2019,2018->2019,BI6503,Nonresident,18.888889,30.037037,0,0,2,0.037793,0.042328
2018,2019,2018->2019,DB1017,Nonresident,9.259259,31.037037,0,0,2,0.038339,0.043981
2018,2019,2018->2019,DB1034,Nonresident,1.925926,3.037037,-2,-2,2,0.037037,0.037037
2018,2019,2018->2019,BR7107,Resident,5.6,12.85,,,12,0.084722,0.091667
2018,2019,2018->2019,EA1201,Nonresident,0.0,0.0,,,0,0.0,0.0
2018,2019,2018->2019,BR7205,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,EA1211,Resident,10.9375,12.125,,,192,0.0,0.0
2018,2019,2018->2019,DB1320,Resident,0.185185,0.444444,1,1,2,0.037037,0.037037
2018,2019,2018->2019,EB3549,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,PD1024,Resident,1.764706,3.588235,-6,-6,6,0.117647,0.117647
2018,2019,2018->2019,BR7222,Resident,1.5,1.8,,,14,0.105556,0.116667
2018,2019,2018->2019,MB6255,Nonresident,0.0,0.0,,,0,0.0,0.0
2018,2019,2018->2019,DB1309,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,PB5005,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,PB5042,Nonresident,2.481481,1.555556,1,1,2,0.014468,0.023148
2018,2019,2018->2019,EA1027,Nonresident,1.411765,0.176471,-1,-1,42,0.117647,0.117647
2018,2019,2018->2019,DB1786,Resident,22.227273,6.909091,-1,-1,576,0.068402,0.077751
2018,2019,2018->2019,BR7311,Resident,1.619048,3.428571,0,0,2,0.011905,0.02381
2018,2019,2018->2019,BR7120,Resident,8.619048,8.904762,-1,-1,0,0.095238,0.095238
2018,2019,2018->2019,EB3052,Nonresident,1.481481,2.518519,-4,-4,2,0.009259,0.018519
2018,2019,2018->2019,DB1202,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,DB1793,Nonresident,0.318182,0.181818,0,0,4,0.045455,0.045455
2018,2019,2018->2019,PB5332,Nonresident,0.925926,2.703704,0,0,2,0.037037,0.037037
2018,2019,2018->2019,BR7002,Resident,4.8,10.1,,,6,0.15,0.15
2018,2019,2018->2019,DA1028,Resident,86.823529,47.058824,-5,-5,200,0.106976,0.112045
2018,2019,2018->2019,DB1269,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,GO6809,Resident,6.62963,5.037037,-1,-1,22,0.05037,0.059259
2018,2019,2018->2019,BI6509,Resident,6.925926,13.703704,-2,-2,12,0.187014,0.193416
2018,2019,2018->2019,EA1175,Nonresident,0.0,0.0,1,1,0,0.0,0.0
2018,2019,2018->2019,EA1161,Resident,3.941176,2.529412,0,0,22,0.022276,0.036199
2018,2019,2018->2019,DA1036,Nonresident,1.470588,0.823529,-1,-1,0,0.0,0.0
2018,2019,2018->2019,EB3053,Resident,4.62963,12.148148,0,0,4,0.065394,0.069444
2018,2019,2018->2019,EB3105,Resident,1.148148,3.592593,-4,-4,2,0.090535,0.098765
