hunt_code,reconciled_bucket,resolution_status,include_in_core_comparable_2026,resolution_rationale,universe_status,likely_cause,prefix,present_in_bible_years,present_in_2025_bible,present_in_2026_bible,present_in_live_2026_hunttable,present_in_database,hanumber_fetch_status,live_presence_status,live_comparison_status,live_shape_status,hunt_name,species,sex_type,weapon,hunt_type,live_res,live_nr,live_total,database_compared_res,database_compared_nr,database_compared_total,species_truth_direct_source_support,species_truth_direct_source_match_support,species_truth_conservation_source_support,species_truth_conservation_source_match_support,species_truth_source_families,species_truth_comparison_statuses,species_truth_total_values,permit_reconciliation_confidence,permit_reconciliation_winner,permit_reconciliation_recommended_total,permit_reconciliation_action,source_url
EB3111,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,La Sal Mtns,Elk,Bull,Multiseason,Limited Entry,5,0,5,5,0,5,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,5,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3112,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Monroe,Elk,Bull,Multiseason,Limited Entry,2,0,2,2,0,2,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,2,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3113,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Mt Dutton,Elk,Bull,Multiseason,Limited Entry,3,0,3,3,0,3,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,3,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3114,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3115,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"North Slope, Three Corners",Elk,Bull,Multiseason,Limited Entry,1,0,1,1,0,1,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3116,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3117,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Panguitch Lake,Elk,Bull,Multiseason,Limited Entry,2,0,2,2,0,2,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,2,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3118,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020|2021|2022,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3119,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3120,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Fishlake/Thousand Lakes,Elk,Bull,Multiseason,Limited Entry,10,1,11,10,1,11,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,11,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3121,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,San Juan Bull Elk,Elk,Bull,Multiseason,Limited Entry,4,0,4,4,0,4,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,4,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3122,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Diamond Mtn,Elk,Bull,Multiseason,Limited Entry,3,0,3,3,0,3,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,3,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3123,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3124,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Wasatch Mtns,Elk,Bull,Multiseason,Limited Entry,15,2,17,15,2,17,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,17,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3125,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3126,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Manti,Elk,Bull,Any Legal Weapon,Limited Entry,175,20,195,175,20,195,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,195,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3127,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,155,17,172,155,17,172,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,172,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3128,SEPARATE_CONSERVATION_LAYER,CLOSED_SEPARATE_LAYER,no,"Conservation permit family; use separate conservation layer, not core-count inflation.",LIVE_2026_NOT_IN_2025_BIBLE,CONSERVATION_CURRENT_PLANNER,EB,,no,no,yes,yes,OK,LIVE_AND_DATABASE,LIVE_NO_QUOTA_DATABASE_PRESERVED,LIVE_DWR_NO_QUOTA_PUBLISHED,"Box Elder, Grouse Creek",Elk,Bull,Multiseason,Conservation,,,,,,1,no,no,yes,yes,CONSERVATION_PERMITS_DIRECT,SOURCE_MATCHES_DATABASE,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3130,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Box Elder, Pilot Mtn",Elk,Bull,Archery,Limited Entry,2,0,2,2,0,2,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,2,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3131,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2021|2022,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3132,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Cache, North",Elk,Bull,Archery,Limited Entry,22,2,24,22,2,24,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,24,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3133,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2021|2022,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3134,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2021|2022,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3135,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Barney Top/Kaiparowits,Elk,Bull,Archery,Limited Entry,9,1,10,9,1,10,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,10,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3136,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Southwest Desert, North",Elk,Bull,Archery,Limited Entry,21,2,23,21,2,23,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,23,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3137,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"West Desert, Deep Creek",Elk,Bull,Archery,Limited Entry,13,2,15,13,2,15,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,15,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3138,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2021|2022,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3139,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Cache, North",Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry,22,2,24,22,2,24,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,24,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3140,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2021|2022,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3141,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2021|2022,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3142,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Barney Top/Kaiparowits,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry,9,1,10,9,1,10,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,10,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3143,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Southwest Desert, North",Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry,21,2,23,21,2,23,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,23,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3144,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"West Desert, Deep Creek",Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry,13,2,15,13,2,15,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,15,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3145,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Boulder,Elk,Bull,Archery,Limited Entry,31,4,35,31,4,35,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,35,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3146,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Southwest Desert, South",Elk,Bull,Archery,Limited Entry,39,4,43,39,4,43,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,43,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3147,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Box Elder, Grouse Creek",Elk,Bull,Any Legal Weapon,Limited Entry,6,1,7,6,1,7,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,7,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3148,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry,13,1,14,13,1,14,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,14,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3149,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Southwest Desert, South",Elk,Bull,Any Legal Weapon,Limited Entry,16,2,18,16,2,18,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,18,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3150,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Box Elder, Grouse Creek",Elk,Bull,Any Legal Weapon,Limited Entry,12,1,13,12,1,13,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,13,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3151,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry,22,2,24,22,2,24,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,24,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3152,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Southwest Desert, South",Elk,Bull,Any Legal Weapon,Limited Entry,26,3,29,26,3,29,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,29,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3153,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Box Elder, Grouse Creek",Elk,Bull,Muzzleloader,Limited Entry,2,1,3,2,1,3,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,3,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3154,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Boulder,Elk,Bull,Muzzleloader,Limited Entry,19,2,21,19,2,21,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,21,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3155,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Southwest Desert, South",Elk,Bull,Muzzleloader,Limited Entry,23,3,26,23,3,26,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,26,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3156,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Boulder,Elk,Bull,Multiseason,Limited Entry,4,0,4,4,0,4,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,4,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3157,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Southwest Desert, South",Elk,Bull,Multiseason,Limited Entry,5,0,5,5,0,5,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,5,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3158,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Beaver, East",Elk,Bull,Archery,Limited Entry,18,2,20,18,2,20,no,no,yes,no,CONSERVATION_PERMITS_DIRECT,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,,REVIEW_SOURCE_CONFLICT,HANUMBER,20,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3159,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry,27,3,30,27,3,30,no,no,yes,no,CONSERVATION_PERMITS_DIRECT,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,,REVIEW_SOURCE_CONFLICT,HANUMBER,30,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
