hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,database_allotment_2026_res,database_allotment_2026_nr,database_allotment_2026_total,aligned_recommended_res,aligned_recommended_nr,aligned_recommended_total,alignment_type,winner_source,confidence,source_support_count,source_presence,recommended_action
DB1115,Little Rockies,Deer,Buck,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 30 2026,4,1,5,4,1,5,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1116,"San Juan, Mancos Mesa",Deer,Buck,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry,Nov 07 2026 - Nov 30 2026,4,1,5,4,1,5,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1119,Moab Valley,Deer,Buck,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 22 2026,9,1,10,9,1,10,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1120,Castle Valley,Deer,Buck,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 22 2026,13,2,15,13,2,15,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1121,Antelope Island,Deer,Buck,Any Legal Weapon,Management Buck Deer,"Nov 16 2026 - Nov 20, 2026",2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,4,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,3,0,3,3,0,3,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1202,Antelope Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1203,Avintaquin Canyon CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1204,Bally Watts CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1205,Bar J Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1208,Blackhawk CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1209,Blind Springs CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1211,Blue Spring Hills CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1212,Bluebell CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1213,Boobe Hole CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1215,Buckhorn Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1216,Castle Valley Outdoors CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1217,Causey Spring CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1219,Chimney Rock CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1222,Coldwater Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1224,Cotton Thomas CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1227,Deer Haven CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1228,Deseret CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,13,0,13,13,0,13,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1229,Dilly Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1230,Double R Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1231,Dove Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1232,Durst Mountain CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1233,East Fork Chalk Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,4,0,4,4,0,4,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1234,East Zion CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1236,Engineer Springs CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1237,Ensign Ranches CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,3,0,3,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1238,Folley Ridge CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,3,0,3,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1239,Fort Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1240,George Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1241,Golden Spike CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1242,Grass Valley/Clark Canyon CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,14,0,14,14,0,14,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1243,Grazing Pasture CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1244,Green Canyon CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1245,Guildersleeve CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1246,Hardscrabble CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1248,Heaston East CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1249,Hiawatha CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1250,Indian Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1251,Indian Head CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1252,Ingham Peak CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,3,0,3,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1253,Circle E Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1255,Johnson Mountain Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1256,Junction Valley CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,5,0,5,5,0,5,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1258,Little Red Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1259,Tunnel Hollow CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1260,Middle Ridge CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1261,Minnie Maud Ridge CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,5,0,5,5,0,5,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1263,Moon Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1264,Mountain Meadow CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1265,Mountain Top CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1266,Mt Carmel CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,3,0,3,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1269,North Promontory CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1270,Nucor West CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1271,Oak Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,3,0,3,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1272,Old Woman Plateau CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,3,0,3,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1273,Park Valley Hereford CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,6,0,6,6,0,6,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1274,Patmos Ridge CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1275,Pine Canyon CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1276,Plymouth Peak CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,,,1,1,0,1,DATABASE_TOTAL_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1277,Pocatello Valley CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1279,Preston Nutter Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1280,Promontory Point CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1281,Rattlesnake Pass CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1282,Redd Ranches CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1283,Roan Cliffs CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1285,Sand Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
DB1286,Pisgah Mountain CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
