hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,database_allotment_2026_res,database_allotment_2026_nr,database_allotment_2026_total,aligned_recommended_res,aligned_recommended_nr,aligned_recommended_total,alignment_type,winner_source,confidence,source_support_count,source_presence,recommended_action
EB3603,Pahvant Ensign CWMU,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
EB3604,Double R Ranch CWMU,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
EB3606,Mountain Sky Ranch CWMU,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
EB3607,West Willow Creek Ranch CWMU,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
EB3608,Avintaquin Canyon CWMU,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
EB3609,Royal Ivory Outfitters CWMU,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,3,0,3,3,0,3,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
EB3610,Sharp Mountain CWMU,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
EB3611,West Ridge CWMU,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
EB3613,Little Pole Canyon CWMU,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
EB3614,Tunnel Hollow CWMU,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
EB3616,Sweetwater CWMU,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2024 season dates,,,1,,,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
EB3617,Diamond Mountain CWMU,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
EB3619,Weber Florence Creek/Stillman Creek CWMU,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,10,0,10,10,0,10,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
EB3620,The Dirty Dozen,Elk,Bull,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
GO1000,Mountain Goat - Statewide Permit,Mountain Goat,Hunters Choice,Any Legal Weapon,Statewide,"Sept 1 - Dec 31, 2026",,,1,,,1,DATABASE_MATCHES_RECOMMENDED,UTAHDRAWS,MEDIUM_SINGLE_SOURCE,1,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
GO6800,Beaver,Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Sept 27 2026,7,2,9,7,2,9,DATABASE_MATCHES_RECOMMENDED,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,REVIEW_BEFORE_PROMOTION
GO6801,Beaver,Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 28 2026 - Oct 26 2026,9,0,9,9,0,9,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
GO6803,Nebo,Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 26 2026 - Nov 25 2026,21,3,24,21,3,24,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
GO6804,High Uintas Kamas,Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
GO6805,High Uintas Central,Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,5,0,5,5,0,5,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
GO6806,High Uintas East,Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,3,0,3,3,0,3,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
GO6807,High Uintas Leidy Peak,Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
GO6808,High Uintas West,Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,9,2,11,9,2,11,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
GO6810,"Ogden, Willard Peak",Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
GO6813,"Wasatch Mtns, Provo Peak",Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,5,0,5,5,0,5,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
GO6814,Mt Dutton,Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
GO6817,La Sal Mtns,Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,10,2,12,10,2,12,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
GO6818,"Wasatch Mtns, Box Elder Peak",Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,3,0,3,3,0,3,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
GO6819,"Wasatch Mtns, Lone Peak",Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
GO6820,"Wasatch Mtns, Timpanogos",Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,8,2,10,8,2,10,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
GO6821,Nebo,Mountain Goat,Hunters Choice,Archery,Once-in-a-lifetime,Sept 16 2026 - Sept 25 2026,12,0,12,12,0,12,DATABASE_MATCHES_RECOMMENDED,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,REVIEW_BEFORE_PROMOTION
GO6822,Beaver,Mountain Goat,Hunters Choice,Archery,Once-in-a-lifetime,Nov 14 2026 - Nov 23 2026,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MA1006,"Wasatch Mtns, West",Moose,Antlerless,Any Legal Weapon,Limited Entry,Sept 21 2024 - Oct 20 2024,4,1,5,4,1,5,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MA1009,Causey Spring CWMU,Moose,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2025 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_TOTAL_CONFIRMED,1,HANUMBER|HUNTTABLE|DATABASE,PROMOTE_TOTAL_AFTER_SPLIT_REVIEW
MA1010,Deseret CWMU,Moose,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_TOTAL_CONFIRMED,1,HANUMBER|HUNTTABLE|DATABASE,PROMOTE_TOTAL_AFTER_SPLIT_REVIEW
MB6000,Cache,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,14,3,17,14,3,17,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6001,Chalk Creek,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,4,0,4,4,0,4,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6002,East Canyon,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,5,0,5,5,0,5,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6003,"East Canyon, Morgan-Summit",Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,5,0,5,5,0,5,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6004,Kamas,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,6,0,6,6,0,6,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6005,Morgan-South Rich,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,6,0,6,6,0,6,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6006,"North Slope, Summit",Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,20,3,23,20,3,23,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6007,"North Slope, Three Corners/West Daggett",Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,6,2,8,6,2,8,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6008,Ogden,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,7,0,7,7,0,7,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6009,Diamond Mtn/Vernal,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6010,Yellowstone,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,6,0,6,6,0,6,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6011,Wasatch Mtns/Central Mtns,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,19,3,22,19,3,22,DATABASE_MATCHES_RECOMMENDED,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,REVIEW_BEFORE_PROMOTION
MB6012,Box Elder,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6200,Bear Springs CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6201,Beaver Hollow CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6202,Causey Spring CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6206,Deseret CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6207,Durst Mountain CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6208,East Fork Chalk Creek CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6209,Ensign Ranches CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6211,Grass Valley/Clark Canyon CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,4,0,4,4,0,4,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6217,Sharp Mountain CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6219,Skull Crack CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,2,0,2,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6220,South Canyon CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6222,Strawberry Ridge CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6223,Three C CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6224,Two Bear CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6225,Wallsburg CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6240,Chimney Rock CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6251,Hardscrabble CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6254,SJ Ranch CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6256,Woodruff Creek South CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6257,Ingham Peak CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6258,Jacob's Creek CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6259,Royal Ivory Outfitters CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6262,Junction Valley CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6265,Little Pole Canyon CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,1,0,1,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
MB6266,Weber Florence Creek/Stillman Creek CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,3,0,3,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
PB5000,Beaver,Pronghorn,Buck,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,11,1,12,11,1,12,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
PB5001,"Book Cliffs, Bitter Creek",Pronghorn,Buck,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,13,1,14,13,1,14,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
PB5002,"Book Cliffs, South",Pronghorn,Buck,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,8,1,9,8,1,9,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
PB5003,"Box Elder, Promontory",Pronghorn,Buck,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,4,0,4,4,0,4,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
PB5004,"Box Elder, Puddle Valley",Pronghorn,Buck,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,3,1,4,3,1,4,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
PB5005,"Box Elder, Snowville",Pronghorn,Buck,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,9,1,10,9,1,10,DATABASE_MATCHES_RECOMMENDED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,PROMOTE_CANDIDATE_AFTER_REVIEW
