hunt_code,hunt_name,species,sex_type,weapon,hunt_type,permits_2025_res,permits_2025_nr,permits_2025_total,database_allotment_2026_res,database_allotment_2026_nr,database_allotment_2026_total,recommended_2026_res,recommended_2026_nr,recommended_2026_total,allotment_vs_2025_status,recommended_vs_2025_status,permit_allotment_2026_source,permit_allotment_2026_status,recommended_winner_source,recommended_confidence,recommended_source_support_count,risk_classification,notes
DB1002,Antelope Island Premium,Deer,Buck,Any Legal Weapon,Premium Limited Entry,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,4,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1007,Henry Mtns Premium,Deer,Buck,Multiseason,Premium Limited Entry,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,4,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1202,Antelope Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1203,Avintaquin Canyon CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1204,Bally Watts CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1205,Bar J Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1209,Blind Springs CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1211,Blue Spring Hills CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1212,Bluebell CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1215,Buckhorn Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1217,Causey Spring CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1224,Cotton Thomas CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1229,Dilly Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1234,East Zion CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1236,Engineer Springs CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1239,Fort Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1240,George Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1241,Golden Spike CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1243,Grazing Pasture CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1244,Green Canyon CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1245,Guildersleeve CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1249,Hiawatha CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1250,Indian Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1253,Circle E Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1255,Johnson Mountain Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1259,Tunnel Hollow CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1260,Middle Ridge CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1263,Moon Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1264,Mountain Meadow CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1269,North Promontory CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1270,Nucor West CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1274,Patmos Ridge CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1276,Plymouth Peak CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_CURRENT_PERMIT_RECONCILIATION:HANUMBER,RECONCILED_2026_TOTAL_MATCH_SPLIT_FILLED,HANUMBER,MEDIUM_SINGLE_SOURCE,1,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1277,Pocatello Valley CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1279,Preston Nutter Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1280,Promontory Point CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
DB1283,Roan Cliffs CWMU,Deer,Buck,Any Legal Weapon,CWMU,1,0,1,1,0,1,1,0,1,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
