hunt_code,prefix,report_year,model_year,raw_observed_in_source,interpreted_status,continuity_status,first_seen_report_year,last_seen_report_year,notes
BI6504,BI,2022,2023,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6504,BI,2023,2024,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6504,BI,2024,2025,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6504,BI,2025,2026,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6504,BI,2026,2027,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6505,BI,2020,2021,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6505,BI,2021,2022,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6505,BI,2022,2023,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6505,BI,2023,2024,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6505,BI,2024,2025,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6505,BI,2025,2026,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6505,BI,2026,2027,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6506,BI,2020,2021,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6506,BI,2021,2022,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6506,BI,2022,2023,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6506,BI,2023,2024,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6506,BI,2024,2025,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6506,BI,2025,2026,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6506,BI,2026,2027,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6507,BI,2020,2021,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2020,Source PDF contains the hunt code in this report year.
BI6507,BI,2021,2022,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6507,BI,2022,2023,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6507,BI,2023,2024,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6507,BI,2024,2025,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6507,BI,2025,2026,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6507,BI,2026,2027,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6509,BI,2020,2021,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6509,BI,2021,2022,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6509,BI,2022,2023,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6509,BI,2023,2024,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6509,BI,2024,2025,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6509,BI,2025,2026,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6509,BI,2026,2027,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6515,BI,2020,2021,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2020,Source PDF contains the hunt code in this report year.
BI6515,BI,2021,2022,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6515,BI,2022,2023,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6515,BI,2023,2024,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6515,BI,2024,2025,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6515,BI,2025,2026,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6515,BI,2026,2027,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6516,BI,2020,2021,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6516,BI,2021,2022,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6516,BI,2022,2023,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6516,BI,2023,2024,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6516,BI,2024,2025,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6516,BI,2025,2026,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6516,BI,2026,2027,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2026,Source PDF contains the hunt code in this report year.
BI6517,BI,2020,2021,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2021,Source PDF contains the hunt code in this report year.
BI6517,BI,2021,2022,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2021,Source PDF contains the hunt code in this report year.
BI6517,BI,2022,2023,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6517,BI,2023,2024,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6517,BI,2024,2025,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6517,BI,2025,2026,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6517,BI,2026,2027,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6519,BI,2020,2021,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2021,Source PDF contains the hunt code in this report year.
BI6519,BI,2021,2022,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2021,Source PDF contains the hunt code in this report year.
BI6519,BI,2022,2023,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6519,BI,2023,2024,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6519,BI,2024,2025,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6519,BI,2025,2026,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6519,BI,2026,2027,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6520,BI,2020,2021,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2021,Source PDF contains the hunt code in this report year.
BI6520,BI,2021,2022,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2021,Source PDF contains the hunt code in this report year.
BI6520,BI,2022,2023,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6520,BI,2023,2024,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6520,BI,2024,2025,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6520,BI,2025,2026,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6520,BI,2026,2027,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6521,BI,2020,2021,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2021,Source PDF contains the hunt code in this report year.
BI6521,BI,2021,2022,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2021,Source PDF contains the hunt code in this report year.
BI6521,BI,2022,2023,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6521,BI,2023,2024,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6521,BI,2024,2025,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6521,BI,2025,2026,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6521,BI,2026,2027,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6522,BI,2020,2021,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2020,Source PDF contains the hunt code in this report year.
BI6522,BI,2021,2022,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6522,BI,2022,2023,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6522,BI,2023,2024,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6522,BI,2024,2025,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6522,BI,2025,2026,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6522,BI,2026,2027,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2020,The code has not reappeared in later scanned source years through 2026.
BI6523,BI,2020,2021,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2021,Source PDF contains the hunt code in this report year.
BI6523,BI,2021,2022,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2021,Source PDF contains the hunt code in this report year.
BI6523,BI,2022,2023,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6523,BI,2023,2024,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6523,BI,2024,2025,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6523,BI,2025,2026,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6523,BI,2026,2027,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6524,BI,2020,2021,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2021,Source PDF contains the hunt code in this report year.
BI6524,BI,2021,2022,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2020,2021,Source PDF contains the hunt code in this report year.
BI6524,BI,2022,2023,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6524,BI,2023,2024,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6524,BI,2024,2025,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6524,BI,2025,2026,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6524,BI,2026,2027,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2020,2021,The code has not reappeared in later scanned source years through 2026.
BI6526,BI,2020,2021,NO,NOT_YET_OBSERVED,BEFORE_FIRST_OBSERVED_YEAR,2021,2021,No source evidence before first observed year in this audit window.
BI6526,BI,2021,2022,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2021,2021,Source PDF contains the hunt code in this report year.
BI6526,BI,2022,2023,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2021,2021,The code has not reappeared in later scanned source years through 2026.
BI6526,BI,2023,2024,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2021,2021,The code has not reappeared in later scanned source years through 2026.
BI6526,BI,2024,2025,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2021,2021,The code has not reappeared in later scanned source years through 2026.
BI6526,BI,2025,2026,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2021,2021,The code has not reappeared in later scanned source years through 2026.
BI6526,BI,2026,2027,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2021,2021,The code has not reappeared in later scanned source years through 2026.
BI6528,BI,2020,2021,NO,NOT_YET_OBSERVED,BEFORE_FIRST_OBSERVED_YEAR,2022,2026,No source evidence before first observed year in this audit window.
BI6528,BI,2021,2022,NO,NOT_YET_OBSERVED,BEFORE_FIRST_OBSERVED_YEAR,2022,2026,No source evidence before first observed year in this audit window.
BI6528,BI,2022,2023,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6528,BI,2023,2024,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6528,BI,2024,2025,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6528,BI,2025,2026,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6528,BI,2026,2027,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6529,BI,2020,2021,NO,NOT_YET_OBSERVED,BEFORE_FIRST_OBSERVED_YEAR,2022,2026,No source evidence before first observed year in this audit window.
BI6529,BI,2021,2022,NO,NOT_YET_OBSERVED,BEFORE_FIRST_OBSERVED_YEAR,2022,2026,No source evidence before first observed year in this audit window.
BI6529,BI,2022,2023,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6529,BI,2023,2024,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6529,BI,2024,2025,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6529,BI,2025,2026,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6529,BI,2026,2027,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6530,BI,2020,2021,NO,NOT_YET_OBSERVED,BEFORE_FIRST_OBSERVED_YEAR,2022,2024,No source evidence before first observed year in this audit window.
BI6530,BI,2021,2022,NO,NOT_YET_OBSERVED,BEFORE_FIRST_OBSERVED_YEAR,2022,2024,No source evidence before first observed year in this audit window.
BI6530,BI,2022,2023,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2024,Source PDF contains the hunt code in this report year.
BI6530,BI,2023,2024,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2024,Source PDF contains the hunt code in this report year.
BI6530,BI,2024,2025,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2024,Source PDF contains the hunt code in this report year.
BI6530,BI,2025,2026,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2022,2024,The code has not reappeared in later scanned source years through 2026.
BI6530,BI,2026,2027,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2022,2024,The code has not reappeared in later scanned source years through 2026.
BI6531,BI,2020,2021,NO,NOT_YET_OBSERVED,BEFORE_FIRST_OBSERVED_YEAR,2022,2026,No source evidence before first observed year in this audit window.
BI6531,BI,2021,2022,NO,NOT_YET_OBSERVED,BEFORE_FIRST_OBSERVED_YEAR,2022,2026,No source evidence before first observed year in this audit window.
BI6531,BI,2022,2023,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6531,BI,2023,2024,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6531,BI,2024,2025,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6531,BI,2025,2026,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6531,BI,2026,2027,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6532,BI,2020,2021,NO,NOT_YET_OBSERVED,BEFORE_FIRST_OBSERVED_YEAR,2022,2026,No source evidence before first observed year in this audit window.
BI6532,BI,2021,2022,NO,NOT_YET_OBSERVED,BEFORE_FIRST_OBSERVED_YEAR,2022,2026,No source evidence before first observed year in this audit window.
BI6532,BI,2022,2023,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6532,BI,2023,2024,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6532,BI,2024,2025,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6532,BI,2025,2026,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6532,BI,2026,2027,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2026,Source PDF contains the hunt code in this report year.
BI6533,BI,2020,2021,NO,NOT_YET_OBSERVED,BEFORE_FIRST_OBSERVED_YEAR,2022,2023,No source evidence before first observed year in this audit window.
BI6533,BI,2021,2022,NO,NOT_YET_OBSERVED,BEFORE_FIRST_OBSERVED_YEAR,2022,2023,No source evidence before first observed year in this audit window.
BI6533,BI,2022,2023,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2023,Source PDF contains the hunt code in this report year.
BI6533,BI,2023,2024,YES,OBSERVED_IN_SOURCE,CONFIRMED_PRESENT,2022,2023,Source PDF contains the hunt code in this report year.
BI6533,BI,2024,2025,NO,TERMINAL_ABSENT_AFTER_LAST_OBSERVED,NO_LATER_REAPPEARANCE_IN_AUDIT_WINDOW,2022,2023,The code has not reappeared in later scanned source years through 2026.
