hunt_code,prefix,present_report_year_2020,source_count_report_year_2020,present_report_year_2021,source_count_report_year_2021,present_report_year_2022,source_count_report_year_2022,present_report_year_2023,source_count_report_year_2023,present_report_year_2024,source_count_report_year_2024,present_report_year_2025,source_count_report_year_2025,present_report_year_2026,source_count_report_year_2026
EA1023,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1024,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1025,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1026,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1027,EA,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1028,EA,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1029,EA,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1030,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1031,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1033,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1034,EA,YES,2,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0
EA1035,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1037,EA,YES,2,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0
EA1038,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1039,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1040,EA,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
EA1044,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1049,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1052,EA,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EA1054,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1055,EA,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
EA1056,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1058,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1060,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1061,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1063,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1064,EA,YES,2,YES,2,YES,2,YES,2,YES,1,YES,2,NO,0
EA1066,EA,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
EA1067,EA,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
EA1068,EA,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
EA1069,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1073,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1074,EA,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
EA1075,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1076,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1077,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1078,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1079,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1080,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1081,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1082,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1084,EA,YES,2,YES,1,YES,2,YES,1,YES,2,YES,1,NO,0
EA1085,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1087,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1089,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1090,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1091,EA,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EA1092,EA,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1093,EA,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1094,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1098,EA,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EA1099,EA,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EA1100,EA,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EA1101,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1102,EA,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1103,EA,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1104,EA,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1106,EA,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EA1110,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1111,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1112,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1113,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1114,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1116,EA,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
EA1117,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1118,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1119,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1120,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1121,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1122,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1124,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1125,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1126,EA,YES,1,YES,1,YES,1,YES,1,YES,1,NO,0,NO,0
EA1127,EA,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1129,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1130,EA,YES,2,YES,2,YES,2,YES,1,YES,2,YES,2,NO,0
EA1131,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1132,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1134,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1135,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1136,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1137,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1138,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1139,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1140,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1141,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1142,EA,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1143,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1144,EA,NO,0,NO,0,NO,0,YES,1,NO,0,NO,0,NO,0
EA1145,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1146,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1147,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1149,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1151,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1153,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1155,EA,YES,2,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0
EA1156,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1157,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1158,EA,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1159,EA,YES,2,YES,2,YES,1,YES,2,YES,2,YES,2,NO,0
EA1160,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1161,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1162,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1163,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1164,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1,NO,0
EA1165,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1166,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1167,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1168,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1170,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1171,EA,NO,0,NO,0,NO,0,YES,1,YES,1,YES,2,NO,0
EA1172,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1174,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1175,EA,YES,2,YES,2,YES,1,YES,2,YES,2,YES,2,NO,0
EA1176,EA,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
EA1177,EA,NO,0,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0
EA1185,EA,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1186,EA,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EA1187,EA,YES,2,YES,2,YES,2,YES,1,YES,1,YES,1,NO,0
EA1189,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1190,EA,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
EA1192,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1193,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1194,EA,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EA1196,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1197,EA,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1198,EA,YES,1,YES,1,YES,2,YES,2,YES,1,YES,1,NO,0
EA1200,EA,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EA1201,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1203,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1204,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1205,EA,YES,1,YES,2,YES,1,YES,2,NO,0,NO,0,NO,0
EA1206,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1207,EA,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1208,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1209,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1210,EA,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1211,EA,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1214,EA,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1217,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1219,EA,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1222,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1223,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1224,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1225,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1226,EA,YES,2,YES,2,YES,1,YES,2,YES,1,YES,1,NO,0
EA1227,EA,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EA1228,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1229,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1230,EA,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1231,EA,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1233,EA,NO,0,YES,1,YES,2,YES,2,YES,2,YES,1,NO,0
EA1234,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1235,EA,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,NO,0
EA1236,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1237,EA,NO,0,YES,2,YES,1,YES,2,YES,2,YES,2,NO,0
EA1238,EA,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EA1239,EA,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,NO,0
EA1240,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1241,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
EA1242,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1243,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1244,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1245,EA,NO,0,YES,2,YES,2,YES,1,YES,2,YES,2,NO,0
EA1250,EA,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0
EA1251,EA,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0
EA1252,EA,NO,0,NO,0,YES,2,YES,2,YES,2,NO,0,NO,0
EA1253,EA,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0
EA1254,EA,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0
EA1255,EA,NO,0,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0
EA1256,EA,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0
EA1257,EA,NO,0,NO,0,YES,2,YES,2,NO,0,YES,2,NO,0
EA1259,EA,NO,0,NO,0,NO,0,NO,0,YES,1,YES,2,NO,0
EA1260,EA,NO,0,NO,0,NO,0,NO,0,YES,1,YES,1,NO,0
EA1261,EA,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EA1263,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1264,EA,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EA1265,EA,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EA1266,EA,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EA1267,EA,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EA1268,EA,NO,0,NO,0,NO,0,NO,0,YES,1,YES,2,NO,0
EA1269,EA,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EA1272,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1273,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1274,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1276,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1277,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1278,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1279,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1280,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1281,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1282,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,NO,0
EA1283,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,NO,0
EA1284,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1285,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1286,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA2033,EA,NO,0,NO,0,NO,0,YES,1,YES,1,YES,1,NO,0
EA2034,EA,NO,0,NO,0,NO,0,YES,1,YES,1,YES,1,NO,0
EA2035,EA,NO,0,NO,0,NO,0,YES,2,NO,0,NO,0,NO,0
EA2036,EA,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,NO,0
EA2037,EA,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,NO,0
EA2038,EA,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,NO,0
EB1000,EB,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0,YES,1
EB1007,EB,YES,1,YES,1,YES,2,YES,1,YES,1,YES,1,YES,1
EB3000,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3001,EB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3002,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3003,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3004,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3005,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3006,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3007,EB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3008,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3009,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3010,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3011,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3012,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3013,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3014,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3015,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3016,EB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3017,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3018,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3019,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3020,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3021,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3022,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3023,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3024,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3025,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3026,EB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3027,EB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3028,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3029,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3030,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3031,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3032,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3033,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3034,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3035,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3036,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3037,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3038,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3039,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3040,EB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3041,EB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3042,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3043,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3044,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3045,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3046,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3047,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3048,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3049,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3050,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3051,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3052,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3053,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3054,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3055,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3056,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3057,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3058,EB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3059,EB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3060,EB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3061,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3062,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3063,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3064,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3065,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3066,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3067,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3068,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3069,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3070,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3071,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3072,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3073,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3074,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3075,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3076,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3077,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3078,EB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3079,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3080,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3081,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3082,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3083,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3084,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3085,EB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3086,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3087,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3088,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3089,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3090,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3091,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3092,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3093,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3094,EB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3095,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3096,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3097,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3098,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3099,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3100,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3101,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3102,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3103,EB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3104,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3105,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3106,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3107,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3108,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3109,EB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3110,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3111,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3112,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3113,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3114,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3115,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3116,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3117,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
