hunt_code,hunt_name,species,sex_type,hunt_type,universe_status,delete_recommendation,successor_hunt_code,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_status,notes
MB6264,Sand Creek CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1,0,1,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
MB6265,Little Pole Canyon CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
MB6266,Weber Florence Creek/Stillman Creek CWMU,Moose,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB1000,Pronghorn - Statewide Permit,Pronghorn,Buck,Statewide,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,RECONCILED_2026_RECOMMENDED_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
PB5000,Beaver,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,11.0,1.0,12,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5001,"Book Cliffs, Bitter Creek",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,1.0,14,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5002,"Book Cliffs, South",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,8.0,1.0,9,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5003,"Box Elder, Promontory",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,0.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5004,"Box Elder, Puddle Valley",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,1.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5005,"Box Elder, Snowville",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,9.0,1.0,10,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5006,"Box Elder, West",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,1.0,11,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5008,"Fillmore, Oak Creek South",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,15.0,2.0,17,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5009,"La Sal, Potash/South Cisco",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,0.0,6,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5011,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,30.0,3.0,33,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5012,"North Slope, Three Corners/West Daggett",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,1.0,11,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5013,Pine Valley,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,7.0,1.0,8,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5015,"San Rafael, North",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,21.0,2.0,23,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5016,Diamond Mtn/Bonanza,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,17.0,2.0,19,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5017,Vernal,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,18.0,2.0,20,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5018,Southwest Desert,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,31.0,4.0,35,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5019,"West Desert, Riverbed",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,18.0,2.0,20,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5020,"West Desert, Rush Valley",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,8.0,1.0,9,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5021,"West Desert, Snake Valley",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,23.0,3.0,26,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5024,Southwest Desert,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,31.0,4.0,35,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5025,Beaver,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,43.0,5.0,48,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5026,"Book Cliffs, Bitter Creek",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,50.0,6.0,56,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5027,"Book Cliffs, South",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,34.0,4.0,38,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5028,"Box Elder, Promontory",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,14.0,2.0,16,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5029,"Box Elder, Puddle Valley",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,14.0,2.0,16,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5030,"Box Elder, Snowville",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,28.0,3.0,31,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5031,"Box Elder, West",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,30.0,3.0,33,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5033,"Fillmore, Oak Creek South",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,46.0,5.0,51,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5034,Kaiparowits,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5035,"La Sal, Potash/South Cisco",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,22.0,2.0,24,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5037,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,89.0,10.0,99,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5038,"Nine Mile, Range Creek",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,1.0,14,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5039,"North Slope, Summit",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,15.0,2.0,17,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5040,"North Slope, Three Corners/West Daggett",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,29.0,3.0,32,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5041,"Panguitch Lake/Zion, North",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,21.0,2.0,23,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5042,Pine Valley,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,21.0,2.0,23,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5044,"San Juan, Hatch Point",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5045,"San Rafael, Desert",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,7.0,1.0,8,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5046,"San Rafael, North",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,62.0,7.0,69,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5047,Diamond Mtn/Bonanza,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,50.0,6.0,56,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5048,Vernal,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,54.0,6.0,60,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5049,Southwest Desert,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,94.0,11.0,105,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5050,"West Desert, Riverbed",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,73.0,8.0,81,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5051,"West Desert, Rush Valley",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,32.0,4.0,36,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5052,"West Desert, Snake Valley",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,95.0,11.0,106,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5053,"Nine Mile, Range Creek",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,0.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5054,"Panguitch Lake/Zion, North",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,7.0,1.0,8,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5055,"San Rafael, Desert",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5056,"San Rafael, North",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,21.0,2.0,23,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5059,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,30.0,3.0,33,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5060,Diamond Mtn/Bonanza,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,17.0,2.0,19,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5061,"Panguitch Lake/Zion, North",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,7.0,1.0,8,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5062,Pine Valley,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,7.0,1.0,8,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5065,"Fillmore, Oak Creek South",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,15.0,2.0,17,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5066,"North Slope, Three Corners/West Daggett",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,1.0,11,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5072,Vernal,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,18.0,2.0,20,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5073,"Cache, Rich",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,0.0,6,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5074,"Cache, Rich",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5075,"Cache, Rich",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5076,Parker Mtn,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,135.0,15.0,150,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5077,Parker Mtn,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,45.0,5.0,50,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5078,Parker Mtn,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,45.0,5.0,50,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5079,"Box Elder, West",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,1.0,11,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5080,"Box Elder, Snowville",Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,9.0,1.0,10,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5300,Antelope Creek CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,0.0,4,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5302,Deseret CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,29.0,0.0,29,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5305,Park Valley CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5306,Rabbit Creek CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5309,Skull Valley South CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5311,The Rose of Snowville CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5312,TL Bar Ranch CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5313,West Willow Creek Ranch CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
PB5314,Westlake CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5315,Zane CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5325,Allen Ranch CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5326,Cedar Springs CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5327,Cottonwood Ridge CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,0.0,4,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5328,Pahvant Ensign CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5329,Snowville Flat CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5330,George Creek CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5331,Mt Dutton/Paunsaugunt,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,2.0,15,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5332,Mt Dutton/Paunsaugunt,Pronghorn,Buck,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PB5337,Heist CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5338,Castle Valley Outdoors CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5339,Iron Spring CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5341,Sweetwater CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
PB5342,Salt Wells CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5345,Green River Flat CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PB5346,Junction Valley CWMU,Pronghorn,Buck,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PD1000,"Box Elder, Snowville",Pronghorn,Doe,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,36,4,40,RECONCILED_2026_PRONGHORN_DOE_SOURCE_CONFIRMED,Included in active 2026 permit reconciliation union.
PD1006,Parker Mtn,Pronghorn,Doe,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,22.0,3.0,25,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
PD1011,Deseret CWMU,Pronghorn,Doe,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,,,40,RECONCILED_2026_RECOMMENDED_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
PD1012,"Box Elder, Promontory",Pronghorn,Doe,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,18,2,20,RECONCILED_2026_PRONGHORN_DOE_SOURCE_CONFIRMED,Included in active 2026 permit reconciliation union.
PD1016,Zane CWMU,Pronghorn,Doe,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,6,0,6,RECONCILED_2026_PRONGHORN_DOE_SOURCE_CONFIRMED,Included in active 2026 permit reconciliation union.
PD1017,"Box Elder, West",Pronghorn,Doe,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,31,4,35,RECONCILED_2026_PRONGHORN_DOE_SOURCE_CONFIRMED,Included in active 2026 permit reconciliation union.
PD1025,Cottonwood Ridge CWMU,Pronghorn,Doe,CWMU,RETIRED_REFERENCE_ROW,KEEP_REFERENCE_DO_NOT_DELETE,PD1050,,,,RETIRED_2026_SUCCESSOR_PD1050,Retired for 2026; successor PD1050. Keep as historical/crosswalk row unless building a current-active-only export.
PD1026,Pahvant Ensign CWMU,Pronghorn,Doe,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,6,0,6,RECONCILED_2026_PRONGHORN_DOE_SOURCE_CONFIRMED,Included in active 2026 permit reconciliation union.
PD1031,Westlake CWMU,Pronghorn,Doe,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,9.0,0.0,9,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PD1032,Antelope Creek CWMU,Pronghorn,Doe,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,0,6,RECONCILED_2026_TOTAL_MATCH_SPLIT_FILLED,Included in active 2026 permit reconciliation union.
PD1033,"San Rafael, Poison Springs Bench",Pronghorn,Doe,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,2.0,15,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PD1034,"Fillmore, Oak Creek South",Pronghorn,Doe,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,27.0,3.0,30,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PD1035,"Fillmore, Oak Creek South",Pronghorn,Doe,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,27.0,3.0,30,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PD1039,"Panguitch Lake/Zion, North",Pronghorn,Doe,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,36,4,40,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PD1041,Heist CWMU,Pronghorn,Doe,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,,,6,RECONCILED_2026_RECOMMENDED_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
PD1043,"Nine Mile, Anthro-Pleasant Valley",Pronghorn,Doe,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,9.0,1.0,10,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
PD1044,Vernal-Ouray Valley,Pronghorn,Doe,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,4,1,5,RECONCILED_2026_PRONGHORN_DOE_SOURCE_CONFIRMED,Included in active 2026 permit reconciliation union.
PD1045,The Rose of Snowville CWMU,Pronghorn,Doe,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,0.0,4,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
PD1046,Green River Flat CWMU,Pronghorn,Doe,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,0,6,RECONCILED_2026_TOTAL_MATCH_SPLIT_FILLED,Included in active 2026 permit reconciliation union.
PD1047,Antelope Creek CWMU,Pronghorn,Doe,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,0.0,6,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
PD1048,The Rose of Snowville CWMU,Pronghorn,Doe,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
