hunt_code,prefix,first_seen_report_year,last_seen_report_year,observed_years,gap_years_likely_continued,terminal_absent_years_through_2026,gap_count,terminal_absent_year_count,active_in_2026,lifecycle_interpretation
MB6208,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6209,MB,2020,2025,2020|2021|2022|2024|2025,2023,2026,1,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED_WITH_PRIOR_REAPPEARANCE_GAPS
MB6210,MB,2020,2023,2020|2021|2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
MB6211,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6216,MB,2021,2022,2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
MB6217,MB,2021,2025,2021|2022|2024|2025,2023,2026,1,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED_WITH_PRIOR_REAPPEARANCE_GAPS
MB6219,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6220,MB,2021,2025,2021|2022|2024|2025,2023,2026,1,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED_WITH_PRIOR_REAPPEARANCE_GAPS
MB6222,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6223,MB,2021,2025,2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
MB6224,MB,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
MB6225,MB,2021,2025,2021|2023|2025,2022|2024,2026,2,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED_WITH_PRIOR_REAPPEARANCE_GAPS
MB6226,MB,2020,2023,2020|2021|2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
MB6240,MB,2021,2025,2021|2022|2024|2025,2023,2026,1,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED_WITH_PRIOR_REAPPEARANCE_GAPS
MB6251,MB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6252,MB,2021,2023,2021|2023,2022,2024|2025|2026,1,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED_WITH_PRIOR_REAPPEARANCE_GAPS
MB6254,MB,2020,2025,2020|2021|2022|2024|2025,2023,2026,1,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED_WITH_PRIOR_REAPPEARANCE_GAPS
MB6256,MB,2022,2026,2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
MB6257,MB,2021,2025,2021|2023|2025,2022|2024,2026,2,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED_WITH_PRIOR_REAPPEARANCE_GAPS
MB6258,MB,2020,2026,2020|2024|2025|2026,2021|2022|2023,,3,0,YES,ACTIVE_2026_WITH_REAPPEARANCE_GAPS_LIKELY_CONTINUED
MB6259,MB,2023,2025,2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
MB6262,MB,2021,2026,2021|2022|2023|2025|2026,2024,,1,0,YES,ACTIVE_2026_WITH_REAPPEARANCE_GAPS_LIKELY_CONTINUED
MB6263,MB,2021,2024,2021|2024,2022|2023,2025|2026,2,2,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED_WITH_PRIOR_REAPPEARANCE_GAPS
MB6264,MB,2021,2024,2021|2024,2022|2023,2025|2026,2,2,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED_WITH_PRIOR_REAPPEARANCE_GAPS
MB6265,MB,2022,2026,2022|2024|2026,2023|2025,,2,0,YES,ACTIVE_2026_WITH_REAPPEARANCE_GAPS_LIKELY_CONTINUED
MB6266,MB,2024,2026,2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB1000,PB,2020,2026,2020|2021|2022|2026,2023|2024|2025,,3,0,YES,ACTIVE_2026_WITH_REAPPEARANCE_GAPS_LIKELY_CONTINUED
PB5000,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5001,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5002,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5003,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5004,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5005,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5006,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5007,PB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PB5008,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5009,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5011,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5012,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5013,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5015,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5016,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5017,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5018,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5019,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5020,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5021,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5022,PB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PB5024,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5025,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5026,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5027,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5028,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5029,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5030,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5031,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5032,PB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PB5033,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5034,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5035,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5037,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5038,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5039,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5040,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5041,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5042,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5044,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5045,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5046,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5047,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5048,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5049,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5050,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5051,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5052,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5053,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5054,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5055,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5056,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5058,PB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PB5059,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5060,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5061,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5062,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5063,PB,2021,2022,2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PB5064,PB,2021,2022,2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PB5065,PB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5066,PB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5067,PB,2021,2022,2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PB5072,PB,2022,2026,2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5073,PB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5074,PB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5075,PB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5076,PB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5077,PB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5078,PB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5079,PB,2025,2026,2025|2026,,,0,0,YES,ACTIVE_2026
PB5080,PB,2025,2026,2025|2026,,,0,0,YES,ACTIVE_2026
PB5300,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5302,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5303,PB,2020,2023,2020|2021|2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PB5305,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5306,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5307,PB,2020,2023,2020|2021|2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PB5309,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5311,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5312,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5313,PB,2020,2024,2020|2021|2022|2024,2023,2025|2026,1,2,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED_WITH_PRIOR_REAPPEARANCE_GAPS
PB5314,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5315,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5325,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5326,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5327,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5328,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5329,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5330,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5331,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5332,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5333,PB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PB5334,PB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PB5335,PB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PB5337,PB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5338,PB,2021,2026,2021|2022|2023|2025|2026,2024,,1,0,YES,ACTIVE_2026_WITH_REAPPEARANCE_GAPS_LIKELY_CONTINUED
PB5339,PB,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5341,PB,2022,2024,2022|2023|2024,,2025|2026,0,2,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PB5342,PB,2023,2026,2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5343,PB,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PB5345,PB,2024,2026,2024|2025|2026,,,0,0,YES,ACTIVE_2026
PB5346,PB,2025,2026,2025|2026,,,0,0,YES,ACTIVE_2026
PD1000,PD,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1001,PD,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1002,PD,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1003,PD,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1005,PD,2020,2023,2020|2021|2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1006,PD,2024,2024,2024,,2025|2026,0,2,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1007,PD,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1008,PD,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1012,PD,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1013,PD,2020,2021,2020|2021,,2022|2023|2024|2025|2026,0,5,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1014,PD,2020,2023,2020|2021|2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1016,PD,2020,2024,2020|2021|2022|2023|2024,,2025|2026,0,2,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1017,PD,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1018,PD,2020,2021,2020|2021,,2022|2023|2024|2025|2026,0,5,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1022,PD,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1023,PD,2020,2021,2020|2021,,2022|2023|2024|2025|2026,0,5,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1024,PD,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1025,PD,2020,2024,2020|2021|2022|2023|2024,,2025|2026,0,2,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1026,PD,2020,2024,2020|2021|2022|2023|2024,,2025|2026,0,2,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1027,PD,2020,2021,2020|2021,,2022|2023|2024|2025|2026,0,5,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1028,PD,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1029,PD,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1030,PD,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1031,PD,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1032,PD,2020,2024,2020|2021|2022|2023|2024,,2025|2026,0,2,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1033,PD,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1034,PD,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1035,PD,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1036,PD,2020,2021,2020|2021,,2022|2023|2024|2025|2026,0,5,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1037,PD,2020,2023,2020|2021|2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1038,PD,2020,2023,2020|2021|2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1039,PD,2020,2021,2020|2021,,2022|2023|2024|2025|2026,0,5,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1040,PD,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1041,PD,2020,2023,2020|2021|2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1042,PD,2020,2021,2020|2021,,2022|2023|2024|2025|2026,0,5,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1043,PD,2021,2025,2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1044,PD,2022,2025,2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1045,PD,2024,2024,2024,,2025|2026,0,2,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1046,PD,2024,2024,2024,,2025|2026,0,2,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1047,PD,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1048,PD,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1049,PD,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1050,PD,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1051,PD,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1052,PD,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1053,PD,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1054,PD,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1055,PD,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1056,PD,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1057,PD,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1058,PD,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1059,PD,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
PD1060,PD,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
RE1000,RE,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
RS0001,RS,2020,2026,2020|2021|2022|2026,2023|2024|2025,,3,0,YES,ACTIVE_2026_WITH_REAPPEARANCE_GAPS_LIKELY_CONTINUED
RS6700,RS,2025,2026,2025|2026,,,0,0,YES,ACTIVE_2026
RS6701,RS,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
RS6702,RS,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
RS6703,RS,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
RS6704,RS,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
RS6708,RS,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
RS6709,RS,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
RS6712,RS,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
RS6713,RS,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
RS6720,RS,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
RS6721,RS,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
RS6722,RS,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
RS6724,RS,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
RS6725,RS,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
RS6726,RS,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
RS6727,RS,2021,2026,2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
TK0001,TK,2020,2026,2020|2021|2022|2026,2023|2024|2025,,3,0,YES,ACTIVE_2026_WITH_REAPPEARANCE_GAPS_LIKELY_CONTINUED
TK1003,TK,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
TK1004,TK,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
TK1005,TK,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
TK1006,TK,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
TK1007,TK,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
TK1018,TK,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
TK1021,TK,2022,2026,2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
