hunt_code,prefix,present_2018,source_count_2018,present_2019,source_count_2019,present_2020,source_count_2020,present_2021,source_count_2021,present_2022,source_count_2022,present_2023,source_count_2023,present_2024,source_count_2024,present_2025,source_count_2025,present_2026,source_count_2026
EB3151,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3152,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3153,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3154,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3155,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3156,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3157,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3158,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3159,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3160,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3161,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3162,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3163,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3164,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3165,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3166,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3167,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3168,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,YES,1
EB3169,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3170,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3171,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3172,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3173,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3174,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3175,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3176,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3177,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3178,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3179,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3180,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3181,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3182,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3183,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3184,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3185,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3186,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3187,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3188,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3189,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3190,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3191,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3192,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3193,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3194,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3195,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3196,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3197,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3198,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3199,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3205,EB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
EB3208,EB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
EB3210,EB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
EB3500,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3501,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3502,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3503,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3504,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3505,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3506,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3508,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3509,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3510,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EB3511,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3512,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3514,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3515,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3516,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3517,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3519,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3520,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3521,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3522,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3523,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3524,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3525,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3526,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3527,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3528,EB,NO,0,YES,1,YES,2,YES,2,NO,0,YES,2,YES,2,YES,2,YES,1
EB3529,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3530,EB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3531,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3532,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3533,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3534,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3535,EB,NO,0,YES,1,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
EB3536,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3538,EB,NO,0,YES,1,YES,2,YES,2,NO,0,YES,2,YES,2,YES,2,YES,1
EB3539,EB,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3540,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3541,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3542,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EB3543,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3544,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3545,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3546,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3547,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3548,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3549,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3550,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3551,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3552,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3553,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3554,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3555,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3557,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3558,EB,NO,0,YES,1,YES,2,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
EB3559,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3561,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EB3562,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3563,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EB3564,EB,NO,0,YES,1,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
EB3565,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3603,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3604,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3606,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3607,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3608,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3609,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EB3610,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3611,EB,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
EB3612,EB,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0
EB3613,EB,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
EB3614,EB,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
EB3616,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0
EB3617,EB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EB3619,EB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,1
EB3620,EB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1
GO1000,GO,YES,1,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0,NO,0,YES,1
GO6800,GO,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6801,GO,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6803,GO,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6804,GO,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6805,GO,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6806,GO,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6807,GO,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6808,GO,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6809,GO,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
GO6810,GO,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6811,GO,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
GO6813,GO,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6814,GO,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6815,GO,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
GO6817,GO,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6818,GO,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6819,GO,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6820,GO,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6821,GO,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6822,GO,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,YES,1
MA1000,MA,NO,0,YES,1,YES,1,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0
MA1001,MA,NO,0,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0
MA1002,MA,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
MA1003,MA,NO,0,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0
MA1004,MA,NO,0,YES,1,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
MA1005,MA,NO,0,NO,0,YES,1,YES,1,YES,1,YES,1,YES,1,YES,1,NO,0
MA1006,MA,NO,0,NO,0,NO,0,NO,0,YES,1,YES,1,YES,1,NO,0,NO,0
MA1007,MA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,NO,0
MA1008,MA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,NO,0
MA1009,MA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,NO,0
MA1010,MA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,NO,0
MB1000,MB,YES,1,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0,NO,0,YES,1
MB6000,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6001,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6002,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6003,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6004,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6005,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6006,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6007,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6008,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6009,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6010,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6011,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6012,MB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
MB6200,MB,NO,0,YES,1,NO,0,YES,2,YES,2,NO,0,YES,2,YES,3,NO,0
MB6201,MB,NO,0,YES,1,YES,3,YES,2,NO,0,NO,0,NO,0,NO,0,YES,1
MB6202,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6205,MB,NO,0,YES,1,YES,3,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
MB6206,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6207,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,NO,0
MB6208,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6209,MB,NO,0,YES,1,YES,3,YES,2,YES,2,NO,0,YES,2,YES,3,NO,0
MB6210,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
MB6211,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6215,MB,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
MB6216,MB,NO,0,YES,1,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
MB6217,MB,NO,0,YES,1,NO,0,YES,2,YES,2,NO,0,YES,2,YES,3,NO,0
MB6219,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6220,MB,NO,0,YES,1,NO,0,YES,2,YES,2,NO,0,YES,2,YES,3,NO,0
MB6222,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6223,MB,NO,0,YES,1,NO,0,YES,2,YES,2,YES,2,YES,2,YES,3,NO,0
MB6224,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,NO,0
MB6225,MB,NO,0,NO,0,NO,0,YES,2,NO,0,YES,2,NO,0,YES,3,NO,0
MB6226,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
MB6240,MB,NO,0,YES,1,NO,0,YES,2,YES,2,NO,0,YES,2,YES,3,NO,0
MB6251,MB,NO,0,YES,1,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6252,MB,NO,0,NO,0,NO,0,YES,2,NO,0,YES,2,NO,0,NO,0,NO,0
MB6254,MB,NO,0,NO,0,YES,3,YES,2,YES,2,NO,0,YES,2,YES,3,NO,0
MB6256,MB,NO,0,YES,1,NO,0,NO,0,YES,2,YES,2,YES,2,YES,3,YES,1
MB6257,MB,NO,0,YES,1,NO,0,YES,2,NO,0,YES,2,NO,0,YES,3,NO,0
MB6258,MB,NO,0,YES,1,YES,3,NO,0,NO,0,NO,0,YES,2,YES,3,YES,1
MB6259,MB,NO,0,YES,1,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,NO,0
MB6261,MB,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
MB6262,MB,NO,0,YES,1,NO,0,YES,2,YES,2,YES,2,NO,0,YES,3,YES,1
MB6263,MB,NO,0,NO,0,NO,0,YES,2,NO,0,NO,0,YES,2,NO,0,NO,0
MB6264,MB,NO,0,NO,0,NO,0,YES,2,NO,0,NO,0,YES,2,NO,0,NO,0
MB6265,MB,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0,YES,2,NO,0,YES,1
MB6266,MB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,3,YES,1
PB1000,PB,YES,1,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0,NO,0,YES,1
PB5000,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5001,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5002,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5003,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5004,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5005,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5006,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5007,PB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PB5008,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5009,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5011,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5012,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5013,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5015,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5016,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5017,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5018,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5019,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5020,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5021,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5022,PB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PB5024,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5025,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5026,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5027,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5028,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5029,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5030,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5031,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5032,PB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PB5033,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5034,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5035,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5037,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5038,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5039,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5040,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5041,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5042,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5044,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5045,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5046,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5047,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5048,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5049,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5050,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5051,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5052,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5053,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5054,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5055,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5056,PB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5058,PB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
