hunt_code,prefix,present_2018,source_count_2018,present_2019,source_count_2019,present_2020,source_count_2020,present_2021,source_count_2021,present_2022,source_count_2022,present_2023,source_count_2023,present_2024,source_count_2024,present_2025,source_count_2025,present_2026,source_count_2026
DB1559,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1560,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0
DB1561,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1562,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0
DB1563,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1564,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1565,DB,NO,0,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0,NO,0,NO,0
DB1566,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1568,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1569,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1570,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1571,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1572,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1573,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1574,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1575,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0
DB1576,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1577,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1578,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0
DB1579,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1580,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0
DB1581,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1582,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1583,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1584,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1585,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1586,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1587,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0
DB1588,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0
DB1589,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1590,DB,NO,0,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0,NO,0,NO,0
DB1591,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1592,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1593,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1594,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1595,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1596,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1597,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1598,DB,NO,0,NO,0,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1599,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,3,YES,3,YES,1
DB1600,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,3,YES,3,YES,1
DB1601,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,3,YES,3,YES,1
DB1602,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,3,YES,3,YES,1
DB1603,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,3,YES,3,YES,1
DB1604,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,3,YES,3,YES,1
DB1605,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,3,YES,3,YES,1
DB1606,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,3,YES,3,YES,1
DB1607,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,3,YES,3,YES,1
DB1608,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,3,YES,3,YES,1
DB1609,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,3,YES,3,YES,1
DB1610,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,2,YES,3,YES,1
DB1611,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1612,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1613,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1614,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
DB1615,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1616,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1617,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
DB1618,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1619,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1620,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1621,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1622,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1623,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1624,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1625,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1627,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1628,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1629,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1630,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1631,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DB1769,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
DB1770,DB,NO,0,YES,1,YES,1,YES,1,YES,1,YES,1,YES,1,YES,2,YES,1
DB1771,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1772,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1773,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1774,DB,NO,0,YES,2,YES,2,YES,1,YES,1,NO,0,NO,0,NO,0,NO,0
DB1775,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1777,DB,NO,0,YES,1,YES,1,YES,1,YES,1,YES,1,YES,2,YES,1,YES,1
DB1778,DB,NO,0,YES,1,YES,1,YES,1,YES,1,YES,1,YES,2,YES,1,YES,1
DB1779,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1780,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1781,DB,NO,0,YES,2,YES,1,YES,1,YES,1,YES,1,YES,2,YES,2,YES,1
DB1782,DB,NO,0,YES,1,YES,1,YES,1,YES,1,YES,1,YES,1,YES,1,YES,1
DB1783,DB,NO,0,YES,1,YES,2,YES,1,YES,1,YES,2,YES,1,YES,2,YES,1
DB1784,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
DB1785,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1786,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1787,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1788,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1789,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1,YES,1,NO,0,NO,0
DB1790,DB,NO,0,YES,1,YES,2,YES,1,YES,1,YES,1,YES,2,YES,1,YES,1
DB1791,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1792,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1793,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1,YES,1
DB1794,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1795,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1796,DB,NO,0,YES,2,YES,2,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0
DB1797,DB,NO,0,YES,2,YES,1,YES,1,YES,2,YES,1,YES,1,NO,0,NO,0
DB1798,DB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1799,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,YES,1,YES,1,YES,1
DB1800,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
DB1801,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
DB1802,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
DB1803,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,YES,1
DB1804,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
DB1805,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
DB1806,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,YES,1
DS1000,DS,YES,1,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0,NO,0,YES,1
DS6600,DS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
DS6601,DS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
DS6602,DS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
DS6603,DS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
DS6604,DS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
DS6605,DS,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
DS6606,DS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
DS6607,DS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
DS6608,DS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
DS6609,DS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
DS6610,DS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
DS6611,DS,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
DS6612,DS,NO,0,YES,1,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
DS6619,DS,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
DS6620,DS,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
DS6621,DS,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
DS6622,DS,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
DS6623,DS,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
DS6624,DS,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
DS6625,DS,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,3,YES,1
DS6626,DS,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
DS6627,DS,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
EA1003,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1004,EA,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EA1007,EA,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EA1008,EA,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EA1009,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EA1010,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1011,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1012,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1013,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1014,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1015,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1017,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1018,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1019,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1020,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1021,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1022,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1023,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1024,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1025,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1026,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1027,EA,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1028,EA,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1029,EA,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1030,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1031,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1033,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1034,EA,NO,0,YES,2,YES,2,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0
EA1035,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1036,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1037,EA,NO,0,YES,2,YES,2,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0
EA1038,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1039,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1040,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
EA1042,EA,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1044,EA,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1045,EA,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1046,EA,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1047,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1048,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1049,EA,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1050,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1051,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1052,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EA1054,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1055,EA,NO,0,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
EA1056,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1058,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1059,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1060,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1061,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1062,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1063,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1064,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1,YES,2,NO,0
EA1066,EA,NO,0,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
EA1067,EA,NO,0,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
EA1068,EA,NO,0,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
EA1069,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1073,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1074,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
EA1075,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1076,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1077,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1078,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1079,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1080,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1081,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1082,EA,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1084,EA,NO,0,YES,1,YES,2,YES,1,YES,2,YES,1,YES,2,YES,1,NO,0
EA1085,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1087,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1089,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1090,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1091,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EA1092,EA,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1093,EA,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1094,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1098,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EA1099,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EA1100,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EA1101,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1102,EA,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1103,EA,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1104,EA,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1106,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EA1110,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1111,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1112,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1113,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1114,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1116,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
EA1117,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1118,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1119,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1120,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1121,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1122,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1124,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1125,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1126,EA,NO,0,YES,1,YES,1,YES,1,YES,1,YES,1,YES,1,NO,0,NO,0
EA1127,EA,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1129,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1130,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1,YES,2,YES,2,NO,0
EA1131,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1132,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1134,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1135,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1136,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1137,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1138,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1139,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1140,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1141,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1142,EA,NO,0,YES,2,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1143,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1144,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,NO,0,NO,0,NO,0
EA1145,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1146,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1147,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1148,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1149,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1151,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1152,EA,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1153,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1155,EA,NO,0,YES,2,YES,2,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0
EA1156,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1157,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1158,EA,NO,0,YES,1,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1159,EA,NO,0,YES,2,YES,2,YES,2,YES,1,YES,2,YES,2,YES,2,NO,0
EA1160,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
