year,source_kind,file_path,page_count,unique_hunt_codes_found
2020,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. PRONGHORN.pdf,83,81
2020,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,96,95
2020,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__O.I.L. BISON.pdf,18,16
2020,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__O.I.L. BULL MOOSE.pdf,30,28
2020,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,19,17
2020,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__O.I.L. MOOSE.pdf,30,28
2020,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__O.I.L. MTN GOAT.pdf,18,17
2020,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,16,14
2020,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,11
2020,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__TURKEY DRAW RESULTS.pdf,7,6
2020,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,216,213
2020,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,24,23
2020,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH ELK DRAW RESULTS.pdf,1,1
2020,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,95,94
2020,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH TURKEY DRAW RESULTS.pdf,6,6
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,566,550
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__ANTLERLESS DRAW RESULTS.pdf,229,219
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__BEAR DRAW RESULTS.pdf,102,100
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__COUGAR DRAW RESULTS.pdf,11,10
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__D.H. DEER DRAW RESULTS.pdf,31,29
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,98,96
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__L.E. DEER.pdf,182,180
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__L.E. ELK.pdf,187,185
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__L.E. PRONGHORN.pdf,87,85
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,95,94
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__O.I.L. BISON.pdf,16,14
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__O.I.L. BULL MOOSE.pdf,40,38
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,19,17
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__O.I.L. MTN GOAT.pdf,18,17
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,16,14
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,12
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__TURKEY DRAW RESULTS.pdf,7,6
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,207,204
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,20,19
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__YOUTH DRAW-ONLY ELK BONUS POINT DRAW RESULTS.pdf,1,1
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,95,94
2021,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__YOUTH TURKEY DRAW RESULTS.pdf,6,6
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf,222,212
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__BEAR DRAW RESULTS.pdf,98,96
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__COUGAR DRAW RESULTS.pdf,10,9
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__D.H. DEER DRAW RESULTS.pdf,31,29
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,98,96
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,575,559
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__L.E. DEER.pdf,189,187
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__L.E. ELK.pdf,190,188
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__L.E. PRONGHORN.pdf,89,87
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,96,95
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__O.I.L. BISON.pdf,18,16
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__O.I.L. BULL MOOSE.pdf,36,34
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,18,16
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__O.I.L. MTN GOAT.pdf,18,17
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,16,14
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,11
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__TURKEY DRAW RESULTS.pdf,8,7
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,202,199
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,22,21
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__YOUTH DRAW-ONLY ELK BONUS POINT DRAW RESULTS.pdf,1,1
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,97,96
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__YOUTH TURKEY DRAW RESULTS.pdf,7,7
2022,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\2022_PERMITS=2023_MODEL__YOUTH_DRAW-ONLY_ELK_BONUS_POINT_DRAW_RESULTS.PDF,1,1
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,588,580
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__ANTLERLESS DRAW RESULTS.pdf,209,204
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__BEAR DRAW RESULTS.pdf,100,96
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__D.H. DEER DRAW RESULTS.pdf,32,31
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,105,104
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__L.E. DEER.pdf,190,189
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__L.E. ELK.pdf,212,211
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__L.E. PRONGHORN.pdf,87,86
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,104,103
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__O.I.L. BISON.pdf,18,17
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__O.I.L. BULL MOOSE.pdf,31,30
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,17,16
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__O.I.L. MTN GOAT.pdf,18,17
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,15,14
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,10
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__TURKEY DRAW RESULTS.pdf,9,7
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,193,190
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,23,22
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,104,103
2023,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\2023_PERMITS=2024_MODEL__YOUTH TURKEY DRAW RESULTS.pdf,8,7
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2024_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,580,580
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__ANTLERLESS DRAW RESULTS.pdf,198,198
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__BEAR DRAW RESULTS.pdf,98,96
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__D.H. DEER DRAW RESULTS.pdf,32,31
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,105,104
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__L.E. DEER.pdf,188,187
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__L.E. ELK.pdf,210,209
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__L.E. PRONGHORN.pdf,86,85
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,105,104
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__O.I.L. BISON.pdf,17,16
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__O.I.L. BULL MOOSE.pdf,36,35
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,18,17
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__O.I.L. MTN GOAT.pdf,18,17
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,15,14
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,10
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__TURKEY DRAW RESULTS.pdf,9,7
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,187,184
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,26,25
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,104,103
2024,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\2024_PERMITS=2025_MODEL__YOUTH TURKEY DRAW RESULTS.pdf,8,7
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,222,217
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf,99,97
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__D.H. DEER DRAW RESULTS.pdf,32,31
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,107,106
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__HUNT EXPO DRAW RESULTS.pdf,24,0
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,602,594
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. DEER.pdf,194,193
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. ELK.pdf,212,211
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. PRONGHORN.pdf,92,90
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LE PRONGHORN DRAW RESULTS.pdf,89,88
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,104,103
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__O.I.L. BISON.pdf,17,17
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__O.I.L. BULL MOOSE.pdf,36,34
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,18,18
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__O.I.L. MTN GOAT.pdf,18,16
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,15,15
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__OIL DRAW RESULTS.pdf,101,101
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__TURKEY DRAW RESULTS.pdf,8,7
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,202,199
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,24,23
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,107,106
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. MATURE BULL ELK DRAW RESULTS.pdf,1,1
2025,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH TURKEY DRAW RESULTS.pdf,8,7
2026,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf,,0
2026,GENERATED_UTAHDRAWS_2026,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\official_style\pdf_2025_naming_convention\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf,91,90
2026,GENERATED_UTAHDRAWS_2026,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\official_style\pdf_2025_naming_convention\2026_PERMITS=2027_MODEL__BEAR RESTRICTED PURSUIT DRAW RESULTS.pdf,10,9
2026,GENERATED_UTAHDRAWS_2026,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\official_style\pdf_2025_naming_convention\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,32,31
2026,GENERATED_UTAHDRAWS_2026,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\official_style\pdf_2025_naming_convention\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,107,106
2026,GENERATED_UTAHDRAWS_2026,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\official_style\pdf_2025_naming_convention\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,193,192
2026,GENERATED_UTAHDRAWS_2026,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\official_style\pdf_2025_naming_convention\2026_PERMITS=2027_MODEL__L.E. ELK.pdf,210,209
