action_taken,hunt_code,hunt_name,species,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source
CLEARED_NONCOVERED_2024_FOR_2025,EL3047,Monroe,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3048,Monroe,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3088,Monroe,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3184,Monroe,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3185,Monroe,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1510,Monroe,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1540,Monroe,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1570,Monroe,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB1780,Mt Dutton,Deer,2.0,1.0,3.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,EA2017,Mt Dutton,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3011,Mt Dutton,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3049,Mt Dutton,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3050,Mt Dutton,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3089,Mt Dutton,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3186,Mt Dutton,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3187,Mt Dutton,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1511,Mt Dutton,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1541,Mt Dutton,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1571,Mt Dutton,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB1106,Thousand Lakes,Deer,5.0,1.0,6.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1107,Thousand Lakes,Deer,1.0,1.0,2.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1108,Thousand Lakes,Deer,6.0,1.0,7.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1109,Thousand Lakes,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LD1108,Thousand Lakes - Private Land Only,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB1788,Fishlake,Deer,41.0,5.0,46.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,LO1519,Fishlake,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1549,Fishlake,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1579,Fishlake,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1596,Fishlake,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB1785,Panguitch Lake,Deer,84.0,8.0,92.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,EA1283,Panguitch Lake,Elk,12.0,1.0,13.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,EA1284,Panguitch Lake,Elk,11.0,2.0,13.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,EA1285,Panguitch Lake,Elk,20.0,2.0,22.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,EA2018,Panguitch Lake,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3015,Panguitch Lake,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3056,Panguitch Lake,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3057,Panguitch Lake,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3093,Panguitch Lake,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3188,Panguitch Lake,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3189,Panguitch Lake,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1516,Panguitch Lake,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1546,Panguitch Lake,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1576,Panguitch Lake,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1594,Panguitch Lake,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB1798,Zion,Deer,12.0,1.0,13.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,EA2020,Zion,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1529,Zion,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1559,Zion,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1589,Zion,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1597,Zion,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB1786,Pine Valley,Deer,1.0,1.0,2.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,LO1517,Pine Valley,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1547,Pine Valley,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1577,Pine Valley,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1595,Pine Valley,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB1111,"Beaver, West",Deer,1.0,1.0,2.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1614,"Beaver, West",Deer,38.0,5.0,43.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1615,"Beaver, West",Deer,33.0,2.0,35.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1616,"Beaver, West",Deer,67.0,7.0,74.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1803,"Beaver, West",Deer,13.0,3.0,16.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,LO1614,"Beaver, West",Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1615,"Beaver, West",Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1616,"Beaver, West",Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3031,Box Elder Pilot Mtn,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3130,Box Elder Pilot Mtn,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB1110,"Beaver, East",Deer,2.0,1.0,3.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1611,"Beaver, East",Deer,143.0,14.0,157.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1612,"Beaver, East",Deer,90.0,10.0,100.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1613,"Beaver, East",Deer,329.0,54.0,383.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1802,"Beaver, East",Deer,53.0,5.0,58.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,EA2021,"Beaver, East",Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3000,Beaver East,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3024,Beaver East,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3025,Beaver East,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3077,Beaver East,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3158,Beaver East,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3159,Beaver East,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1611,"Beaver, East",Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1612,"Beaver, East",Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1613,"Beaver, East",Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,PD1054,Parker Mtn,Pronghorn,11.0,1.0,12.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,PD1055,Parker Mtn,Pronghorn,8.0,3.0,11.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,PD1056,Parker Mtn,Pronghorn,18.0,2.0,20.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,EA2010,San Juan,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LP5031,"Box Elder, West - Private Land Only",Pronghorn,,,,
CLEARED_NONCOVERED_2024_FOR_2025,PB5079,"Box Elder, West",Pronghorn,2.0,1.0,3.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1775,Fillmore,Deer,79.0,12.0,91.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,LO1506,Fillmore,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1536,Fillmore,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1566,Fillmore,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1591,Fillmore,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,TK1021,East Zion CWMU,Turkey,0.0,0.0,0.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,EA2014,"Wasatch Mtns, Avintaquin-White River",Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,RS1006,"Nine Mile, Gray Canyon",Rocky Mountain Bighorn Sheep,,,,
CLEARED_NONCOVERED_2024_FOR_2025,PD1050,Cottonwood Ridge CWMU,Pronghorn,4.0,0.0,4.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,PD1051,Pahvant Ensign CWMU,Pronghorn,5.0,0.0,5.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,TK1018,Pahvant Ensign CWMU,Turkey,0.0,0.0,0.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1323,Rock House CWMU,Deer,1.0,0.0,1.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB0004,Southern Navajo Buck Deer,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB0005,Southern Navajo Buck Deer,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB0006,Southern Navajo Buck Deer,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB0010,Southern Paiute Buck Deer (early),Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB0011,Southern Paiute Buck Deer,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB0012,Southern Paiute Buck Deer,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB0013,Southern Paiute Buck Deer (late),Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB0001,Southeastern Navajo Buck Deer,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB0002,Southeastern Navajo Buck Deer,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB0003,Southeastern Navajo Buck Deer,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EB3128,"Box Elder, Grouse Creek",Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3147,Box Elder Grouse Creek,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3150,Box Elder Grouse Creek,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3153,Box Elder Grouse Creek,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EA2046,"Box Elder, Sawtooth",Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3135,Barney Top/Kaiparowits,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3142,Barney Top/Kaiparowits,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3136,Southwest Desert North,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3143,Southwest Desert North,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3146,Southwest Desert South,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3149,Southwest Desert South,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3152,Southwest Desert South,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3155,Southwest Desert South,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3197,Southwest Desert South,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3198,Southwest Desert South,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,PD1057,"Parker Mtn, Highlands",Pronghorn,12.0,4.0,16.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,PD1058,"Parker Mtn, Highlands",Pronghorn,14.0,2.0,16.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,EA1280,"La Sal, La Sal Mtns-North",Elk,11.0,3.0,14.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,TK1006,Southeastern Area,Turkey,13.0,1.0,14.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,TK1015,Southeastern Area,Turkey,,,,
CLEARED_NONCOVERED_2024_FOR_2025,TK1007,Southern Area,Turkey,32.0,2.0,34.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,TK1016,Southern Area,Turkey,,,,
CLEARED_NONCOVERED_2024_FOR_2025,TK1004,Northeastern Area,Turkey,14.0,1.0,15.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,TK1013,Northeastern Area,Turkey,,,,
CLEARED_NONCOVERED_2024_FOR_2025,TK1003,Central Area,Turkey,25.0,0.0,25.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,TK1012,Central Area,Turkey,,,,
CLEARED_NONCOVERED_2024_FOR_2025,TK1005,Northern Area,Turkey,32.0,0.0,32.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,TK1014,Northern Area,Turkey,,,,
CLEARED_NONCOVERED_2024_FOR_2025,TK1020,Central Region - Private land only,Turkey,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3160,Book Cliffs Bitter Creek/East,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3161,Book Cliffs Bitter Creek/East,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3162,Book Cliffs Bitter Creek/East,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3163,Book Cliffs Bitter Creek/East,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3164,Book Cliffs Bitter Creek/East,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3166,Book Cliffs Bitter Creek/East,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3173,Nebo/San Pitch Mtns,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3174,Nebo/San Pitch Mtns,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3175,Nebo/San Pitch Mtns,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3176,Nebo/San Pitch Mtns,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3177,Nebo/San Pitch Mtns,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EL3179,Nebo/San Pitch Mtns,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,PD1053,Green River Flat CWMU,Pronghorn,3.0,0.0,3.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1351,The Dirty Dozen,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EB3620,The Dirty Dozen,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB1114,Cedar/Stansbury,Deer,2.0,1.0,3.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1623,Cedar/Stansbury,Deer,73.0,12.0,85.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1624,Cedar/Stansbury,Deer,60.0,10.0,70.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1625,Cedar/Stansbury,Deer,216.0,24.0,240.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1804,Cedar/Stansbury,Deer,25.0,1.0,26.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,LO1623,Cedar/Stansbury,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1624,Cedar/Stansbury,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1625,Cedar/Stansbury,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB1112,"West Desert, Swasey",Deer,1.0,1.0,2.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1617,"West Desert, Swasey",Deer,44.0,2.0,46.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1618,"West Desert, Swasey",Deer,32.0,3.0,35.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1619,"West Desert, Swasey",Deer,84.0,8.0,92.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1806,"West Desert, Swasey",Deer,7.0,0.0,7.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,LO1617,"West Desert, Swasey",Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1618,"West Desert, Swasey",Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1619,"West Desert, Swasey",Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB1113,Oquirrh/Tintic,Deer,2.0,1.0,3.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1620,Oquirrh/Tintic,Deer,185.0,12.0,197.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1621,Oquirrh/Tintic,Deer,210.0,2.0,212.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1622,Oquirrh/Tintic,Deer,484.0,36.0,520.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1805,Oquirrh/Tintic,Deer,60.0,2.0,62.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,LO1620,Oquirrh/Tintic,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1621,Oquirrh/Tintic,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,LO1622,Oquirrh/Tintic,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB1115,Little Rockies,Deer,1.0,1.0,2.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1116,HAMSS,Deer,1.0,1.0,2.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DB1119,Moab Valley,Deer,3.0,1.0,4.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,EB1012,Uinta Basin Private Lands Any Bull Elk,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB1120,Castle Valley,Deer,2.0,1.0,3.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DS6626,"Escalante, East",Desert Bighorn Sheep,1.0,1.0,2.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DS6627,"Escalante, West",Desert Bighorn Sheep,1.0,0.0,1.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,MA1008,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,2.0,1.0,3.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,EA1278,"Manti, Ferron-Nelson Mtn",Elk,9.0,1.0,10.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,EA1279,"Manti, Ferron-Nelson Mtn",Elk,13.0,3.0,16.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,EA1282,"Ogden, North",Elk,6.0,2.0,8.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,PD1059,"Parker Mtn, Plains",Pronghorn,11.0,1.0,12.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,PD1060,"Parker Mtn, Plains",Pronghorn,16.0,2.0,18.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,EA1272,"East Canyon, East",Elk,54.0,5.0,59.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,BI1000,Bison - Statewide Permit,Bison,,,,
CLEARED_NONCOVERED_2024_FOR_2025,BR1000,Black Bear - Statewide Permit,Black Bear,,,,
CLEARED_NONCOVERED_2024_FOR_2025,BR1001,Black Bear Harvest Objective Units,Black Bear,,,,
CLEARED_NONCOVERED_2024_FOR_2025,BR1007,Black Bear Pursuit - Resident,Black Bear,,,,
CLEARED_NONCOVERED_2024_FOR_2025,BR1018,Black Bear Pursuit - Nonresident,Black Bear,,,,
CLEARED_NONCOVERED_2024_FOR_2025,CG9999,Cougar - Statewide,Cougar,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB0007,Buck Deer - Statewide Permit,Deer,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DB0008,Extended Archery Deer,Deer,280.0,22.0,302.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,DS1000,Desert Bighorn Sheep - Statewide Permit,Desert Bighorn Sheep,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EA1180,La Sal (Conservation),Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EA1220,Manti (Expo),Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EA1258,La Sal (Expo),Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EA1270,Fishlake (Conservation),Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EA1271,Manti (Conservation),Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EA2000,Antlerless Elk Control,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EA2041,Cache (Conservation),Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EA2045,Wasatch Mtns (Conservation),Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EB1000,Elk - Statewide Permit,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EB1001,Any Bull Elk Units,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EB1002,Any Bull Elk Units,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EB1003,Spike Only Units,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EB1004,Spike Only Units,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EB1005,Archery Hunters Choice Elk,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EB1007,Draw-only Youth Any Bull/Hunters Choice Elk,Elk,675.0,75.0,750.0,2025_DRAW_RESULTS_TABLES
CLEARED_NONCOVERED_2024_FOR_2025,EB1009,Spike Only Elk Units - Multiseason,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EB1010,Any Bull Elk Units,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EB1011,Youth General Season Bull Elk,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EB3209,"Box Elder, Pilot Mtn",Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EX1000,Elk Extended Archery,Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,GO1000,Mountain Goat - Statewide Permit,Mountain Goat,,,,
CLEARED_NONCOVERED_2024_FOR_2025,MB1000,Moose - Statewide Permit,Moose,,,,
CLEARED_NONCOVERED_2024_FOR_2025,PB1000,Pronghorn - Statewide Permit,Pronghorn,,,,
CLEARED_NONCOVERED_2024_FOR_2025,RS0001,Rocky Mountain Bighorn Sheep - Statewide Permit,Rocky Mountain Bighorn Sheep,,,,
CLEARED_NONCOVERED_2024_FOR_2025,TK1001,Northern Region - Private land only,Turkey,,,,
CLEARED_NONCOVERED_2024_FOR_2025,TK1019,Southeastern Region - Select areas only,Turkey,,,,
CLEARED_NONCOVERED_2024_FOR_2025,TK1022,Southern Region - Select areas only,Turkey,,,,
CLEARED_NONCOVERED_2024_FOR_2025,DS1003,"Kaiparowits, Escalante East/West",Desert Bighorn Sheep,,,,
CLEARED_NONCOVERED_2024_FOR_2025,EA1221,Fishlake/Thousand Lake (Expo),Elk,,,,
CLEARED_NONCOVERED_2024_FOR_2025,MB6225,Wallsburg CWMU,Moose,1.0,0.0,1.0,2025_OIL_DRAW_RESULTS_PDF_HUNT_YEAR_2025
CLEARED_NONCOVERED_2024_FOR_2025,MB6257,Ingham Peak CWMU,Moose,1.0,0.0,1.0,2025_OIL_DRAW_RESULTS_PDF_HUNT_YEAR_2025
