row_number,hunt_code,year,match_method,column,old_value,new_value
9,BR1008,2020,unique_hunt_code,permits_2020_nr,,1
9,BR1008,2020,unique_hunt_code,permits_2020_total,,27
9,BR1008,2020,unique_hunt_code,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
9,BR1008,2021,identity,permits_2021_res,,26
9,BR1008,2021,identity,permits_2021_nr,,2
9,BR1008,2021,identity,permits_2021_total,,28
9,BR1008,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
9,BR1008,2022,identity,permits_2022_res,,52
9,BR1008,2022,identity,permits_2022_nr,,4
9,BR1008,2022,identity,permits_2022_total,,56
9,BR1008,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
9,BR1008,2023,identity,permits_2023_res,,26
9,BR1008,2023,identity,permits_2023_nr,,0
9,BR1008,2023,identity,permits_2023_total,,26
9,BR1008,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
9,BR1008,2024,identity,permits_2024_res,12,26
9,BR1008,2024,identity,permits_2024_nr,0,2
9,BR1008,2024,identity,permits_2024_total,12,28
9,BR1008,2025,identity,permits_2025_res,9,26
9,BR1008,2025,identity,permits_2025_nr,1,2
9,BR1008,2025,identity,permits_2025_total,10,28
9,BR1008,2026,identity,permits_2026_res,,26
9,BR1008,2026,identity,permits_2026_nr,,2
9,BR1008,2026,identity,permits_2026_total,,28
10,BR1011,2019,unique_hunt_code,permits_2019_res,,26
10,BR1011,2019,unique_hunt_code,permits_2019_nr,,2
10,BR1011,2019,unique_hunt_code,permits_2019_total,,28
10,BR1011,2019,unique_hunt_code,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
10,BR1011,2020,unique_hunt_code,permits_2020_res,,26
10,BR1011,2020,unique_hunt_code,permits_2020_nr,,1
10,BR1011,2020,unique_hunt_code,permits_2020_total,,27
10,BR1011,2020,unique_hunt_code,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
10,BR1011,2021,identity,permits_2021_res,,26
10,BR1011,2021,identity,permits_2021_nr,,2
10,BR1011,2021,identity,permits_2021_total,,28
10,BR1011,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
10,BR1011,2022,identity,permits_2022_res,,52
10,BR1011,2022,identity,permits_2022_nr,,4
10,BR1011,2022,identity,permits_2022_total,,56
10,BR1011,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
10,BR1011,2023,identity,permits_2023_res,,26
10,BR1011,2023,identity,permits_2023_nr,,2
10,BR1011,2023,identity,permits_2023_total,,28
10,BR1011,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
10,BR1011,2024,identity,permits_2024_res,9,26
10,BR1011,2024,identity,permits_2024_nr,2,0
10,BR1011,2024,identity,permits_2024_total,11,26
10,BR1011,2025,identity,permits_2025_res,9,26
10,BR1011,2025,identity,permits_2025_nr,0,2
10,BR1011,2025,identity,permits_2025_total,9,28
10,BR1011,2026,identity,permits_2026_res,,26
10,BR1011,2026,identity,permits_2026_nr,,2
10,BR1011,2026,identity,permits_2026_total,,28
11,BR1015,2020,unique_hunt_code,permits_2020_res,,0
11,BR1015,2020,unique_hunt_code,permits_2020_nr,,2
11,BR1015,2020,unique_hunt_code,permits_2020_total,,2
11,BR1015,2020,unique_hunt_code,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
11,BR1015,2021,identity,permits_2021_res,,0
11,BR1015,2021,identity,permits_2021_nr,,2
11,BR1015,2021,identity,permits_2021_total,,2
11,BR1015,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
11,BR1015,2022,identity,permits_2022_res,,0
11,BR1015,2022,identity,permits_2022_nr,,4
11,BR1015,2022,identity,permits_2022_total,,4
11,BR1015,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
11,BR1015,2023,identity,permits_2023_res,,0
11,BR1015,2023,identity,permits_2023_nr,,2
11,BR1015,2023,identity,permits_2023_total,,2
11,BR1015,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
11,BR1015,2024,identity,permits_2024_nr,1,2
11,BR1015,2024,identity,permits_2024_total,1,2
11,BR1015,2025,identity,permits_2025_nr,1,2
11,BR1015,2025,identity,permits_2025_total,1,2
11,BR1015,2026,identity,permits_2026_res,,0
11,BR1015,2026,identity,permits_2026_nr,,2
11,BR1015,2026,identity,permits_2026_total,,2
12,DB1011,2019,identity,permits_2019_res,,82
12,DB1011,2019,identity,permits_2019_nr,,8
12,DB1011,2019,identity,permits_2019_total,,90
12,DB1011,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
12,DB1011,2020,identity,permits_2020_res,,67
12,DB1011,2020,identity,permits_2020_nr,,7
12,DB1011,2020,identity,permits_2020_total,,74
12,DB1011,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
12,DB1011,2021,identity,permits_2021_res,,45
12,DB1011,2021,identity,permits_2021_nr,,4
12,DB1011,2021,identity,permits_2021_total,,49
12,DB1011,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
12,DB1011,2022,identity,permits_2022_res,,68
12,DB1011,2022,identity,permits_2022_nr,,6
12,DB1011,2022,identity,permits_2022_total,,74
12,DB1011,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
12,DB1011,2023,identity,permits_2023_res,,35
12,DB1011,2023,identity,permits_2023_nr,,3
12,DB1011,2023,identity,permits_2023_total,,38
12,DB1011,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
12,DB1011,2024,identity,permits_2024_res,8,39
12,DB1011,2024,identity,permits_2024_nr,1,3
12,DB1011,2024,identity,permits_2024_total,9,42
12,DB1011,2025,identity,permits_2025_res,8,44
12,DB1011,2025,identity,permits_2025_nr,2,4
12,DB1011,2025,identity,permits_2025_total,10,48
12,DB1011,2026,identity,permits_2026_res,,54
12,DB1011,2026,identity,permits_2026_nr,,5
12,DB1011,2026,identity,permits_2026_total,,59
13,DB1025,2019,identity,permits_2019_res,,82
13,DB1025,2019,identity,permits_2019_nr,,8
13,DB1025,2019,identity,permits_2019_total,,90
13,DB1025,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
13,DB1025,2020,identity,permits_2020_res,,67
13,DB1025,2020,identity,permits_2020_nr,,7
13,DB1025,2020,identity,permits_2020_total,,74
13,DB1025,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
13,DB1025,2021,identity,permits_2021_res,,45
13,DB1025,2021,identity,permits_2021_nr,,4
13,DB1025,2021,identity,permits_2021_total,,49
13,DB1025,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
13,DB1025,2022,identity,permits_2022_res,,68
13,DB1025,2022,identity,permits_2022_nr,,6
13,DB1025,2022,identity,permits_2022_total,,74
13,DB1025,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
13,DB1025,2023,identity,permits_2023_res,,34
13,DB1025,2023,identity,permits_2023_nr,,3
13,DB1025,2023,identity,permits_2023_total,,37
13,DB1025,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
13,DB1025,2024,identity,permits_2024_res,14,38
13,DB1025,2024,identity,permits_2024_nr,1,3
13,DB1025,2024,identity,permits_2024_total,15,41
13,DB1025,2025,identity,permits_2025_res,11,43
13,DB1025,2025,identity,permits_2025_nr,2,4
13,DB1025,2025,identity,permits_2025_total,13,47
13,DB1025,2026,identity,permits_2026_res,,53
13,DB1025,2026,identity,permits_2026_nr,,5
13,DB1025,2026,identity,permits_2026_total,,58
14,DB1044,2019,identity,permits_2019_res,,13
14,DB1044,2019,identity,permits_2019_nr,,1
14,DB1044,2019,identity,permits_2019_total,,14
14,DB1044,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
14,DB1044,2020,identity,permits_2020_res,,11
14,DB1044,2020,identity,permits_2020_nr,,1
14,DB1044,2020,identity,permits_2020_total,,12
14,DB1044,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
14,DB1044,2021,unique_hunt_code,permits_2021_res,,7
14,DB1044,2021,unique_hunt_code,permits_2021_nr,,1
14,DB1044,2021,unique_hunt_code,permits_2021_total,,8
14,DB1044,2021,unique_hunt_code,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
14,DB1044,2022,unique_hunt_code,permits_2022_res,,10
14,DB1044,2022,unique_hunt_code,permits_2022_nr,,2
14,DB1044,2022,unique_hunt_code,permits_2022_total,,12
14,DB1044,2022,unique_hunt_code,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
14,DB1044,2023,unique_hunt_code,permits_2023_res,,5
14,DB1044,2023,unique_hunt_code,permits_2023_nr,,1
14,DB1044,2023,unique_hunt_code,permits_2023_total,,6
14,DB1044,2023,unique_hunt_code,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
14,DB1044,2024,unique_hunt_code,permits_2024_res,2,6
14,DB1044,2024,unique_hunt_code,permits_2024_total,3,7
14,DB1044,2025,unique_hunt_code,permits_2025_res,1,6
14,DB1044,2025,unique_hunt_code,permits_2025_total,2,7
14,DB1044,2026,identity,permits_2026_res,,8
14,DB1044,2026,identity,permits_2026_nr,,1
14,DB1044,2026,identity,permits_2026_total,,9
18,DA1030,2019,identity,permits_2019_res,,19
18,DA1030,2019,identity,permits_2019_nr,,1
18,DA1030,2019,identity,permits_2019_total,,20
18,DA1030,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
18,DA1030,2020,identity,permits_2020_res,,20
18,DA1030,2020,identity,permits_2020_nr,,0
18,DA1030,2020,identity,permits_2020_total,,20
18,DA1030,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
18,DA1030,2021,unique_hunt_code,permits_2021_res,,20
18,DA1030,2021,unique_hunt_code,permits_2021_nr,,0
18,DA1030,2021,unique_hunt_code,permits_2021_total,,20
18,DA1030,2021,unique_hunt_code,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
18,DA1030,2022,identity,permits_2022_res,,40
18,DA1030,2022,identity,permits_2022_nr,,0
18,DA1030,2022,identity,permits_2022_total,,40
18,DA1030,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
18,DA1030,2023,identity,permits_2023_res,,27
18,DA1030,2023,identity,permits_2023_nr,,0
18,DA1030,2023,identity,permits_2023_total,,27
18,DA1030,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
18,DA1030,2025,identity,permits_2025_res,12,23
18,DA1030,2025,identity,permits_2025_nr,0,1
18,DA1030,2025,identity,permits_2025_total,12,24
18,DA1030,2026,identity,permits_2026_res,,0
18,DA1030,2026,identity,permits_2026_nr,,0
18,DA1030,2026,identity,permits_2026_total,,0
19,DA1046,2021,unique_hunt_code,permits_2021_res,,23
19,DA1046,2021,unique_hunt_code,permits_2021_nr,,0
19,DA1046,2021,unique_hunt_code,permits_2021_total,,23
19,DA1046,2021,unique_hunt_code,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
19,DA1046,2022,unique_hunt_code,permits_2022_res,,50
19,DA1046,2022,unique_hunt_code,permits_2022_nr,,0
19,DA1046,2022,unique_hunt_code,permits_2022_total,,50
19,DA1046,2022,unique_hunt_code,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
19,DA1046,2023,unique_hunt_code,permits_2023_res,,30
19,DA1046,2023,unique_hunt_code,permits_2023_nr,,0
19,DA1046,2023,unique_hunt_code,permits_2023_total,,30
19,DA1046,2023,unique_hunt_code,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
19,DA1046,2025,identity,permits_2025_res,10,25
19,DA1046,2025,identity,permits_2025_total,10,25
19,DA1046,2026,identity,permits_2026_res,,0
19,DA1046,2026,identity,permits_2026_nr,,0
19,DA1046,2026,identity,permits_2026_total,,0
20,BR7102,2019,identity,permits_2019_res,,2
20,BR7102,2019,identity,permits_2019_nr,,0
20,BR7102,2019,identity,permits_2019_total,,2
20,BR7102,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
20,BR7102,2020,identity,permits_2020_res,,2
20,BR7102,2020,identity,permits_2020_nr,,0
20,BR7102,2020,identity,permits_2020_total,,2
20,BR7102,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
20,BR7102,2021,identity,permits_2021_res,,2
20,BR7102,2021,identity,permits_2021_nr,,0
20,BR7102,2021,identity,permits_2021_total,,2
20,BR7102,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
20,BR7102,2022,identity,permits_2022_res,,8
20,BR7102,2022,identity,permits_2022_nr,,0
20,BR7102,2022,identity,permits_2022_total,,8
20,BR7102,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
20,BR7102,2023,identity,permits_2023_res,,4
20,BR7102,2023,identity,permits_2023_nr,,0
20,BR7102,2023,identity,permits_2023_total,,4
20,BR7102,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
20,BR7102,2024,identity,permits_2024_res,1,4
20,BR7102,2024,identity,permits_2024_total,1,4
20,BR7102,2025,identity,permits_2025_res,2,5
20,BR7102,2025,identity,permits_2025_total,2,5
20,BR7102,2026,identity,permits_2026_res,,5
20,BR7102,2026,identity,permits_2026_nr,,0
20,BR7102,2026,identity,permits_2026_total,,5
21,BR7224,2019,identity,permits_2019_res,,7
21,BR7224,2019,identity,permits_2019_nr,,0
21,BR7224,2019,identity,permits_2019_total,,7
21,BR7224,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
21,BR7224,2020,identity,permits_2020_res,,9
21,BR7224,2020,identity,permits_2020_nr,,0
21,BR7224,2020,identity,permits_2020_total,,9
21,BR7224,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
21,BR7224,2021,identity,permits_2021_res,,9
21,BR7224,2021,identity,permits_2021_nr,,0
21,BR7224,2021,identity,permits_2021_total,,9
21,BR7224,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
21,BR7224,2022,identity,permits_2022_res,,18
21,BR7224,2022,identity,permits_2022_nr,,2
21,BR7224,2022,identity,permits_2022_total,,20
21,BR7224,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
21,BR7224,2023,identity,permits_2023_res,,9
21,BR7224,2023,identity,permits_2023_nr,,1
21,BR7224,2023,identity,permits_2023_total,,10
21,BR7224,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
21,BR7224,2024,identity,permits_2024_res,2,9
21,BR7224,2024,identity,permits_2024_total,3,10
21,BR7224,2025,identity,permits_2025_res,2,14
21,BR7224,2025,identity,permits_2025_total,3,15
21,BR7224,2026,identity,permits_2026_res,,14
21,BR7224,2026,identity,permits_2026_nr,,1
21,BR7224,2026,identity,permits_2026_total,,15
22,BR7225,2019,identity,permits_2019_res,,7
22,BR7225,2019,identity,permits_2019_nr,,0
22,BR7225,2019,identity,permits_2019_total,,7
22,BR7225,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
22,BR7225,2020,identity,permits_2020_res,,9
22,BR7225,2020,identity,permits_2020_nr,,1
22,BR7225,2020,identity,permits_2020_total,,10
22,BR7225,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
22,BR7225,2021,identity,permits_2021_res,,9
22,BR7225,2021,identity,permits_2021_nr,,1
22,BR7225,2021,identity,permits_2021_total,,10
22,BR7225,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
22,BR7225,2022,identity,permits_2022_res,,14
22,BR7225,2022,identity,permits_2022_nr,,0
22,BR7225,2022,identity,permits_2022_total,,14
22,BR7225,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
22,BR7225,2023,identity,permits_2023_res,,7
22,BR7225,2023,identity,permits_2023_nr,,0
22,BR7225,2023,identity,permits_2023_total,,7
22,BR7225,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
22,BR7225,2024,identity,permits_2024_res,2,7
22,BR7225,2024,identity,permits_2024_total,2,7
22,BR7225,2025,identity,permits_2025_res,2,5
22,BR7225,2025,identity,permits_2025_total,2,5
22,BR7225,2026,identity,permits_2026_res,,5
22,BR7225,2026,identity,permits_2026_nr,,0
22,BR7225,2026,identity,permits_2026_total,,5
23,BR7301,2019,identity,permits_2019_res,,2
23,BR7301,2019,identity,permits_2019_nr,,0
23,BR7301,2019,identity,permits_2019_total,,2
23,BR7301,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
23,BR7301,2020,identity,permits_2020_res,,2
23,BR7301,2020,identity,permits_2020_nr,,0
23,BR7301,2020,identity,permits_2020_total,,2
23,BR7301,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
23,BR7301,2021,unique_hunt_code,permits_2021_res,,2
23,BR7301,2021,unique_hunt_code,permits_2021_nr,,0
23,BR7301,2021,unique_hunt_code,permits_2021_total,,2
23,BR7301,2021,unique_hunt_code,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
23,BR7301,2022,unique_hunt_code,permits_2022_res,,4
23,BR7301,2022,unique_hunt_code,permits_2022_nr,,0
23,BR7301,2022,unique_hunt_code,permits_2022_total,,4
23,BR7301,2022,unique_hunt_code,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
23,BR7301,2023,unique_hunt_code,permits_2023_res,,2
23,BR7301,2023,unique_hunt_code,permits_2023_nr,,0
23,BR7301,2023,unique_hunt_code,permits_2023_total,,2
23,BR7301,2023,unique_hunt_code,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
23,BR7301,2024,unique_hunt_code,permits_2024_res,1,2
23,BR7301,2024,unique_hunt_code,permits_2024_total,1,2
23,BR7301,2025,identity,permits_2025_res,1,5
23,BR7301,2025,identity,permits_2025_total,1,5
23,BR7301,2026,identity,permits_2026_res,,5
23,BR7301,2026,identity,permits_2026_nr,,0
23,BR7301,2026,identity,permits_2026_total,,5
24,EB3002,2019,identity,permits_2019_res,,5
24,EB3002,2019,identity,permits_2019_nr,,1
24,EB3002,2019,identity,permits_2019_total,,6
24,EB3002,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
24,EB3002,2020,identity,permits_2020_res,,4
24,EB3002,2020,identity,permits_2020_nr,,1
24,EB3002,2020,identity,permits_2020_total,,5
24,EB3002,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
24,EB3002,2021,identity,permits_2021_res,,1
24,EB3002,2021,identity,permits_2021_nr,,1
24,EB3002,2021,identity,permits_2021_total,,2
24,EB3002,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
24,EB3002,2022,identity,permits_2022_res,,4
24,EB3002,2022,identity,permits_2022_nr,,0
24,EB3002,2022,identity,permits_2022_total,,4
24,EB3002,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
24,EB3002,2023,identity,permits_2023_res,,2
24,EB3002,2023,identity,permits_2023_nr,,0
24,EB3002,2023,identity,permits_2023_total,,2
24,EB3002,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
24,EB3002,2024,identity,permits_2024_res,1,2
24,EB3002,2024,identity,permits_2024_total,1,2
24,EB3002,2025,identity,permits_2025_res,1,3
24,EB3002,2025,identity,permits_2025_total,1,3
24,EB3002,2026,identity,permits_2026_res,,4
24,EB3002,2026,identity,permits_2026_nr,,0
24,EB3002,2026,identity,permits_2026_total,,4
25,EB3028,2019,unique_hunt_code,permits_2019_res,,12
25,EB3028,2019,unique_hunt_code,permits_2019_nr,,1
25,EB3028,2019,unique_hunt_code,permits_2019_total,,13
