surface,source_csv,hunt_code,legacy_hunt_code_prefix,hunt_code_prefix_status,residency,point_level,hunt_name,species,hunt_category,applicants,permits,source_file,source_namespace,raw_hunt_code_status
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,17,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,91,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,17,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,286,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,16,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,104,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,16,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,197,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,15,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,100,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,15,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,166,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,14,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,117,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,14,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,138,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,13,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,137,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,13,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,175,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,12,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,160,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,12,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,155,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,11,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,193,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,11,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,194,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,10,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,208,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,10,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,186,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,9,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,302,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,9,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,275,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,8,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,370,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,8,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,283,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,7,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,417,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,7,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,389,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,6,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,518,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,6,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,382,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,5,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,548,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,5,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,386,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,4,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,615,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,4,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,430,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,3,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,646,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,3,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,495,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,2,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,717,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,2,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,483,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,1,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,867,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,1,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,480,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,0,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,936,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,BIS,BI,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,0,"Bison Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,523,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bison.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,32,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,1,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,32,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,1,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,31,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,2,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,31,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,1,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,30,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,7,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,30,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,2,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,29,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,27,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,29,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,5,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,28,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,90,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,28,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,9,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,27,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,101,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,27,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,22,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,26,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,143,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,26,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,38,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,25,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,162,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,25,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,36,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,24,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,167,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,24,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,46,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,23,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,190,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,23,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,45,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,22,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,219,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,22,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,41,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,21,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,242,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,21,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,57,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,20,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,201,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,20,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,62,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,19,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,243,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,19,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,85,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,18,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,265,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,18,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,80,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,17,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,308,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,17,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,368,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,16,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,300,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,16,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,244,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,15,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,303,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,15,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,234,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,14,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,331,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,14,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,242,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,13,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,344,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Nonresident,13,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,195,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
finalized,,MOO,MB,FAMILY_AGGREGATE_LABEL_NOT_UNIQUE_HUNT_CODE,Resident,12,"Moose Bonus Point - No Weapon | Jan 01, 2026 - Dec 31, 2026",,,419,0,utahdraws_2026_UOGA_DESIGN_STYLE__Big_Game__Bull_Moose.pdf,2026_PERMITS=2027_MODEL,FAMILY_AGGREGATE_LABEL
