hunt_code,boundary_id,hunt_name_database,species_database,sex_type_database,weapon_database,hunt_type_database,hunt_class_database,rollup_bucket,resolution_status,database_family_match,boundary_confirmed,permit_conflict,current_allotment_res,current_allotment_nr,current_allotment_total,current_allotment_source,current_allotment_status,recommended_total_from_conflict_file,database_total_from_conflict_file,database_total_matches_recommended_total,best_crosswalk_status,best_confidence,evidence_source_count,evidence_sources,confirmed_boundary_ids_from_evidence,candidate_boundary_ids_from_evidence,historical_hunt_codes_from_evidence,regulation_present,notes
DB1056,7,Book Cliffs (North & South),Deer,Buck,Any Legal Weapon,Conservation,Conservation,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,4,,,,4,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,3,boundary_xlsx|model_year_crosswalk|runtime_boundary_draft,7,7,DB1017|DB1018|DB1283,false,Hunt-code identity and database boundary mapping are ready for downstream use.
DB1075,7,Book Cliffs (North & South),Deer,Buck,Archery,Conservation,Conservation,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,2,,,,2,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,3,boundary_xlsx|model_year_crosswalk|runtime_boundary_draft,7,7,DB1011,false,Hunt-code identity and database boundary mapping are ready for downstream use.
DB1076,7,Book Cliffs (North & South),Deer,Buck,Muzzleloader,Conservation,Conservation,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,2,,,,2,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,3,boundary_xlsx|model_year_crosswalk|runtime_boundary_draft,7,7,DB1025,false,Hunt-code identity and database boundary mapping are ready for downstream use.
DB1118,108,Dolores Triangle,Deer,Buck,Multiseason,Conservation,Conservation,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,1,,,,1,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,108,108,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EA1220,5112,Manti (Expo),Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,3,2026_EXPO_PERMITS_HARD_COPY,HARD_COPY_EXPO_TOTAL_ONLY,,3,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_id_to_hunt_code|boundary_xlsx|conservation_area|runtime_boundary_draft,5112,5112,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EA1221,5145,Fishlake/Thousand Lake (Expo),Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,1,2026_EXPO_PERMITS_HARD_COPY,HARD_COPY_EXPO_TOTAL_ONLY,,1,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_id_to_hunt_code|boundary_xlsx|model_year_crosswalk|runtime_boundary_draft,5145,5145,EA1069|EA1078|EA1079|EA1080,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EA1258,5113,La Sal (Expo),Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,1,2026_EXPO_PERMITS_HARD_COPY,HARD_COPY_EXPO_TOTAL_ONLY,,1,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_id_to_hunt_code|boundary_xlsx|conservation_area|runtime_boundary_draft,5113,5113,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EB1001,5120,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,General Bull,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,10,,,,10,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_id_to_hunt_code|boundary_unit_fill|boundary_xlsx|runtime_boundary_draft,5120,5120,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EB1002,5121,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,General Bull,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,6,,,,6,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_id_to_hunt_code|boundary_unit_fill|boundary_xlsx|runtime_boundary_draft,5121,5121,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EB1003,5122,Spike Only Units,Elk,Bull,Any Legal Weapon,General Season - Spike Bull,Spike Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,16,,,,16,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_id_to_hunt_code|boundary_unit_fill|boundary_xlsx|runtime_boundary_draft,5122,5122,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EB1004,5123,Spike Only Units,Elk,Bull,Muzzleloader,General Season - Spike Bull,Spike Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,6,,,,6,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_id_to_hunt_code|boundary_unit_fill|boundary_xlsx|runtime_boundary_draft,5123,5123,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EB1005,5124,Archery Hunters Choice Elk,Elk,Bull,Archery,General Season - Archery,General Bull,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,16,,,,16,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,3,boundary_id_to_hunt_code|boundary_xlsx|runtime_boundary_draft,5124,5124,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EB1010,5127,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,General Bull,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,17,,,,17,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_id_to_hunt_code|boundary_unit_fill|boundary_xlsx|runtime_boundary_draft,5127,5127,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1531,607,Box Elder,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,2,,,,2,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,607,607,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1534,616,Nebo,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,2,,,,2,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,616,616,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1536,804,Fillmore,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,2,,,,2,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,804,804,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1538,611,Kamas,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,2,,,,2,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,611,611,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1540,629,Monroe,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,2,,,,2,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,629,629,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1541,630,Mt Dutton,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,2,,,,2,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,630,630,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1542,615,Nine Mile,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,2,,,,2,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,615,615,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1544,609,Ogden,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,2,,,,2,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,609,609,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1547,636,Pine Valley,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,2,,,,2,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,3,boundary_xlsx|model_year_crosswalk|runtime_boundary_draft,636,636,DB1275,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1549,633,Fishlake,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,2,,,,2,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,633,633,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1559,635,Zion,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,2,,,,2,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,3,boundary_xlsx|model_year_crosswalk|runtime_boundary_draft,635,635,DB1234,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1591,804,Fillmore,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,1,,,,1,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,804,804,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1592,611,Kamas,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,1,,,,1,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,611,611,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1593,615,Nine Mile,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,1,,,,1,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,615,615,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1595,636,Pine Valley,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,1,,,,1,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,3,boundary_xlsx|model_year_crosswalk|runtime_boundary_draft,636,636,DB1275,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1596,633,Fishlake,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,1,,,,1,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,633,633,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1597,635,Zion,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,1,,,,1,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,3,boundary_xlsx|model_year_crosswalk|runtime_boundary_draft,635,635,DB1234,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1627,29,Cache,Deer,Buck,Restricted Rifle,General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,2,,,,2,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,3,boundary_id_to_hunt_code|boundary_xlsx|runtime_boundary_draft,29,29,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1628,29,Cache,Deer,Buck,Restricted Muzzleloader,General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,2,,,,2,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_id_to_hunt_code|boundary_xlsx|model_year_crosswalk|runtime_boundary_draft,29,29,DB1026|DB1078,false,Hunt-code identity and database boundary mapping are ready for downstream use.
LO1631,607,Box Elder,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,1,,,,1,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,607,607,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
TK1012,887,Central Area,Turkey,Bearded,Any Legal Weapon,Conservation,Conservation,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,8,,,,8,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,887,887,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
TK1013,886,Northeastern Area,Turkey,Bearded,Any Legal Weapon,Conservation,Conservation,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,8,,,,8,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,886,886,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
TK1014,888,Northern Area,Turkey,Bearded,Any Legal Weapon,Conservation,Conservation,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,8,,,,8,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,888,888,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
TK1015,884,Southeastern Area,Turkey,Bearded,Any Legal Weapon,Conservation,Conservation,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,8,,,,8,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,884,884,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
TK1016,885,Southern Area,Turkey,Bearded,Any Legal Weapon,Conservation,Conservation,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,8,,,,8,false,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,885,885,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
BR1001,5002,Black Bear Harvest Objective Units,Black Bear,Either Sex,Any Legal Weapon,Harvest Objective,,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,black_bear_primary|black_bear_secondary|boundary_id_to_hunt_code|boundary_xlsx|runtime_boundary_draft,5002,5002,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
BR1007,5003,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit Only,Pursuit,Pursuit,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,black_bear_primary|black_bear_secondary|boundary_id_to_hunt_code|boundary_xlsx|runtime_boundary_draft,5003,5003,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
BR1018,5013,Black Bear Pursuit - Nonresident,Black Bear,Either Sex,Pursuit Only,Pursuit,,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,black_bear_primary|black_bear_secondary|boundary_id_to_hunt_code|boundary_xlsx|runtime_boundary_draft,5013,5013,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
BR7019,610,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,,MANUAL_REMAP_REQUIRED,REMAINS_MANUAL_REMAP,YES,false,false,,,,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,,,,EXACT_MATCH,HIGH,3,black_bear_primary|black_bear_secondary|model_year_crosswalk,,610,BR7019,false,Manual crosswalk/remap remains before this row should be treated as resolved.
DB0001,866,Southeastern Navajo Buck Deer,Deer,Buck,Any Legal Weapon,Tribal,Tribal,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,866,866,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
DB0002,866,Southeastern Navajo Buck Deer,Deer,Buck,Archery,Tribal,Tribal,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,866,866,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
DB0003,866,Southeastern Navajo Buck Deer,Deer,Buck,Muzzleloader,Tribal,Tribal,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,866,866,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
DB0004,865,Southern Navajo Buck Deer,Deer,Buck,Any Legal Weapon,Tribal,Tribal,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,865,865,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
DB0005,865,Southern Navajo Buck Deer,Deer,Buck,Archery,Tribal,Tribal,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,865,865,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
DB0006,865,Southern Navajo Buck Deer,Deer,Buck,Muzzleloader,Tribal,Tribal,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,865,865,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
DB0009,1,Antelope Island - Conservation/Expo,Deer,Buck,Any Legal Weapon,Premium Limited Entry,Premium Limited Entry,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,3,boundary_xlsx|model_year_crosswalk|runtime_boundary_draft,1,1,DB1002|DB1202,false,Hunt-code identity and database boundary mapping are ready for downstream use.
DB0010,865,Southern Paiute Buck Deer (early),Deer,Buck,Any Legal Weapon,Tribal,Tribal,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,865,865,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
DB0011,865,Southern Paiute Buck Deer,Deer,Buck,Archery,Tribal,Tribal,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,865,865,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
DB0012,865,Southern Paiute Buck Deer,Deer,Buck,Muzzleloader,Tribal,Tribal,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,865,865,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
DB0013,865,Southern Paiute Buck Deer (late),Deer,Buck,Any Legal Weapon,Tribal,Tribal,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,2,boundary_xlsx|runtime_boundary_draft,865,865,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EA2000,5116,Antlerless Elk Control,Elk,Antlerless,Any Legal Weapon,Antlerless Elk Control,Antlerless,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,3,boundary_id_to_hunt_code|boundary_xlsx|runtime_boundary_draft,5116,5116,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EB1009,5126,Spike Only Elk Units - Multiseason,Elk,Bull,Multiseason,General Season - Spike Bull,Spike Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,3,boundary_id_to_hunt_code|boundary_xlsx|runtime_boundary_draft,5126,5126,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EB1011,5128,Youth General Season Bull Elk,Elk,Bull,Any Legal Weapon,General Season - Youth,General Bull,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,3,boundary_id_to_hunt_code|boundary_xlsx|runtime_boundary_draft,5128,5128,,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3000,685,Beaver East,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,685,685,EB3000|EB3158,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3002,12,Book Cliffs Little Creek Roadless,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,6,boundary_xlsx|current_historical_primary|current_historical_processed|historical_le_to_eb|model_year_crosswalk|runtime_boundary_draft,12,12,EB3002|EB3160|EB3161|LE0015,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3003,33,Cache Meadowville,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,33,33,EB3003|EB3005|EB3132|EB3168|EB3170,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3005,41,Cache South,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,41,41,EB3005,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
