current_hunt_code,historical_hunt_code,draw_year,model_year,historical_hunt_name,current_hunt_name,species,sex_type,weapon,hunt_type,historical_unit_name,current_unit_name,historical_boundary_id,current_boundary_id,boundary_match,permits_res_historical,permits_nr_historical,permits_total_historical,permits_res_current,permits_nr_current,permits_total_current,crosswalk_status,confidence,evidence_source,evidence_notes,source_file_historical,source_file_current,source_priority_historical,source_priority_current,merge_split_flag,statewide_flag,unlimited_flag,source_permit_conflict_flag,unresolved_split_bucket,regulation_presence_status,recommended_action
EL3091,EB3091,2025,2026,"North Slope, Three Corners","North Slope, Three Corners",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,"North Slope, Three Corners","North Slope, Three Corners",140,140,UNKNOWN,,,4,,,,NEEDS_MANUAL_REMAP,HIGH,model_year_crosswalk,Model-year crosswalk candidate needs review.,CURRENT_ACTIVE_DATABASE_2026,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_truth\crosswalk_truth\validation\hunt_code_crosswalk_2024_pdf_to_2025_pdf_model_years.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3091,,,2026,,"North Slope, Three Corners",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,North Slope Three Corners,,140,YES,,,,,,3,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,runtime_boundary_draft,Current code appears in runtime draft boundary crosswalk.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_model\runtime_drafts\hunt_boundary_crosswalk_v2.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3093,EB3093,,2026,,Panguitch Lake,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,Panguitch Lake,,634,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_primary,Prefix-swap candidate needs boundary/family validation before promotion.,,C:\Users\tyler\Desktop\GitHub\HUNTS\data_truth\crosswalk_truth\normalized\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3093,EB3093,,2026,,Panguitch Lake,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,Panguitch Lake,,634,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_processed,Prefix-swap candidate needs boundary/family validation before promotion.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3093,,,2026,,Panguitch Lake,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,Panguitch Lake,,634,YES,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,boundary_xlsx,Current code exists in 2026 boundary crosswalk workbook.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026.xlsx,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3093,EB3093,2025,2026,Panguitch Lake,Panguitch Lake,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Panguitch Lake,Panguitch Lake,634,634,UNKNOWN,,,9,,,,NEEDS_MANUAL_REMAP,HIGH,model_year_crosswalk,Model-year crosswalk candidate needs review.,CURRENT_ACTIVE_DATABASE_2026,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_truth\crosswalk_truth\validation\hunt_code_crosswalk_2024_pdf_to_2025_pdf_model_years.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3093,,,2026,,Panguitch Lake,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,Panguitch Lake,,634,YES,,,,,,3,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,runtime_boundary_draft,Current code appears in runtime draft boundary crosswalk.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_model\runtime_drafts\hunt_boundary_crosswalk_v2.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3096,EB3096,,2026,,Fishlake/Thousand Lakes,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,Fishlake/Thousand Lakes,,175,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_primary,Prefix-swap candidate needs boundary/family validation before promotion.,,C:\Users\tyler\Desktop\GitHub\HUNTS\data_truth\crosswalk_truth\normalized\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3096,EB3096,,2026,,Fishlake/Thousand Lakes,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,Fishlake/Thousand Lakes,,175,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_processed,Prefix-swap candidate needs boundary/family validation before promotion.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3096,,,2026,,Fishlake/Thousand Lakes,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,Fishlake/Thousand Lakes,,175,YES,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,boundary_xlsx,Current code exists in 2026 boundary crosswalk workbook.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026.xlsx,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3096,,,2026,,Fishlake/Thousand Lakes,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,Fishlake/Thousand Lakes,,175,YES,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,boundary_id_to_hunt_code,Current code appears in boundary-id-to-hunt-code crosswalk.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\audits\boundary_id_to_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3096,EB3096,2025,2026,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,175,175,UNKNOWN,,,50,,,,NEEDS_MANUAL_REMAP,HIGH,model_year_crosswalk,Model-year crosswalk candidate needs review.,CURRENT_ACTIVE_DATABASE_2026,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_truth\crosswalk_truth\validation\hunt_code_crosswalk_2024_pdf_to_2025_pdf_model_years.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3096,,,2026,,Fishlake/Thousand Lakes,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,Fishlake/Thousand Lakes,,175,YES,,,,,,3,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,runtime_boundary_draft,Current code appears in runtime draft boundary crosswalk.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_model\runtime_drafts\hunt_boundary_crosswalk_v2.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3097,EB3097,,2026,,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,San Juan Bull Elk,,183,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_primary,Prefix-swap candidate needs boundary/family validation before promotion.,,C:\Users\tyler\Desktop\GitHub\HUNTS\data_truth\crosswalk_truth\normalized\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3097,EB3097,,2026,,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,San Juan Bull Elk,,183,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_processed,Prefix-swap candidate needs boundary/family validation before promotion.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3097,,,2026,,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,San Juan Bull Elk,,183,YES,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,boundary_xlsx,Current code exists in 2026 boundary crosswalk workbook.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026.xlsx,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3097,EB3097,2025,2026,San Juan Bull Elk,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,San Juan Bull Elk,San Juan Bull Elk,183,183,UNKNOWN,,,16,,,,NEEDS_MANUAL_REMAP,HIGH,model_year_crosswalk,Model-year crosswalk candidate needs review.,CURRENT_ACTIVE_DATABASE_2026,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_truth\crosswalk_truth\validation\hunt_code_crosswalk_2024_pdf_to_2025_pdf_model_years.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3097,,,2026,,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,San Juan Bull Elk,,183,YES,,,,,,3,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,runtime_boundary_draft,Current code appears in runtime draft boundary crosswalk.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_model\runtime_drafts\hunt_boundary_crosswalk_v2.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3098,EB3098,,2026,,Diamond Mtn,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,Diamond Mtn,,206,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_primary,Prefix-swap candidate needs boundary/family validation before promotion.,,C:\Users\tyler\Desktop\GitHub\HUNTS\data_truth\crosswalk_truth\normalized\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3098,EB3098,,2026,,Diamond Mtn,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,Diamond Mtn,,206,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_processed,Prefix-swap candidate needs boundary/family validation before promotion.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3098,,,2026,,Diamond Mtn,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,Diamond Mtn,,206,YES,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,boundary_xlsx,Current code exists in 2026 boundary crosswalk workbook.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026.xlsx,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3098,EB3098,2025,2026,Diamond Mtn,Diamond Mtn,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Diamond Mtn,Diamond Mtn,206,206,UNKNOWN,,,14,,,,NEEDS_MANUAL_REMAP,HIGH,model_year_crosswalk,Model-year crosswalk candidate needs review.,CURRENT_ACTIVE_DATABASE_2026,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_truth\crosswalk_truth\validation\hunt_code_crosswalk_2024_pdf_to_2025_pdf_model_years.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3098,,,2026,,Diamond Mtn,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,Diamond Mtn,,206,YES,,,,,,3,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,runtime_boundary_draft,Current code appears in runtime draft boundary crosswalk.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_model\runtime_drafts\hunt_boundary_crosswalk_v2.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3100,EB3100,,2026,,Wasatch Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,Wasatch Mtns,,222,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_primary,Prefix-swap candidate needs boundary/family validation before promotion.,,C:\Users\tyler\Desktop\GitHub\HUNTS\data_truth\crosswalk_truth\normalized\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3100,EB3100,,2026,,Wasatch Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,Wasatch Mtns,,222,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_processed,Prefix-swap candidate needs boundary/family validation before promotion.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3100,,,2026,,Wasatch Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,Wasatch Mtns,,222,YES,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,boundary_xlsx,Current code exists in 2026 boundary crosswalk workbook.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026.xlsx,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3100,EB3100,2025,2026,Wasatch Mtns,Wasatch Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Wasatch Mtns,Wasatch Mtns,222,222,UNKNOWN,,,119,,,,NEEDS_MANUAL_REMAP,HIGH,model_year_crosswalk,Model-year crosswalk candidate needs review.,CURRENT_ACTIVE_DATABASE_2026,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_truth\crosswalk_truth\validation\hunt_code_crosswalk_2024_pdf_to_2025_pdf_model_years.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3100,,,2026,,Wasatch Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,,Wasatch Mtns,,222,YES,,,,,,3,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,runtime_boundary_draft,Current code appears in runtime draft boundary crosswalk.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_model\runtime_drafts\hunt_boundary_crosswalk_v2.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3126,EB3126,,2026,,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,,Manti,,51,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_primary,Prefix-swap candidate needs boundary/family validation before promotion.,,C:\Users\tyler\Desktop\GitHub\HUNTS\data_truth\crosswalk_truth\normalized\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3126,EB3126,,2026,,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,,Manti,,51,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_processed,Prefix-swap candidate needs boundary/family validation before promotion.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3126,,,2026,,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,,Manti,,51,YES,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,boundary_xlsx,Current code exists in 2026 boundary crosswalk workbook.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026.xlsx,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3126,,,2026,,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,,Manti,,51,YES,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,boundary_id_to_hunt_code,Current code appears in boundary-id-to-hunt-code crosswalk.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\audits\boundary_id_to_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3126,,,2026,,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,,Manti,,51,YES,,,,,,16,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,runtime_boundary_draft,Current code appears in runtime draft boundary crosswalk.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_model\runtime_drafts\hunt_boundary_crosswalk_v2.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3127,EB3127,,2026,,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,,Wasatch Mtns,,222,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_primary,Prefix-swap candidate needs boundary/family validation before promotion.,,C:\Users\tyler\Desktop\GitHub\HUNTS\data_truth\crosswalk_truth\normalized\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3127,EB3127,,2026,,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,,Wasatch Mtns,,222,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_processed,Prefix-swap candidate needs boundary/family validation before promotion.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3127,,,2026,,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,,Wasatch Mtns,,222,YES,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,boundary_xlsx,Current code exists in 2026 boundary crosswalk workbook.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026.xlsx,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3127,,,2026,,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,,Wasatch Mtns,,222,YES,,,,,,16,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,runtime_boundary_draft,Current code appears in runtime draft boundary crosswalk.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_model\runtime_drafts\hunt_boundary_crosswalk_v2.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3130,EB3130,,2026,,"Box Elder, Pilot Mtn",Elk,Bull,Archery,Limited Entry - Private Land Only,,"Box Elder, Pilot Mtn",,682,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_primary,Prefix-swap candidate needs boundary/family validation before promotion.,,C:\Users\tyler\Desktop\GitHub\HUNTS\data_truth\crosswalk_truth\normalized\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3130,EB3130,,2026,,"Box Elder, Pilot Mtn",Elk,Bull,Archery,Limited Entry - Private Land Only,,"Box Elder, Pilot Mtn",,682,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_processed,Prefix-swap candidate needs boundary/family validation before promotion.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3130,,,2026,,"Box Elder, Pilot Mtn",Elk,Bull,Archery,Limited Entry - Private Land Only,,Box Elder Pilot Mtn,,682,YES,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,boundary_xlsx,Current code exists in 2026 boundary crosswalk workbook.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026.xlsx,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3130,EB3130,2025,2026,"Box Elder, Pilot Mtn","Box Elder, Pilot Mtn",Elk,Bull,Archery,Limited Entry - Private Land Only,"Box Elder, Pilot Mtn","Box Elder, Pilot Mtn",682,682,UNKNOWN,,,3,,,,NEEDS_MANUAL_REMAP,HIGH,model_year_crosswalk,Model-year crosswalk candidate needs review.,CURRENT_ACTIVE_DATABASE_2026,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_truth\crosswalk_truth\validation\hunt_code_crosswalk_2024_pdf_to_2025_pdf_model_years.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3130,,,2026,,"Box Elder, Pilot Mtn",Elk,Bull,Archery,Limited Entry - Private Land Only,,Box Elder Pilot Mtn,,682,YES,,,,,,7,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,runtime_boundary_draft,Current code appears in runtime draft boundary crosswalk.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_model\runtime_drafts\hunt_boundary_crosswalk_v2.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3132,EB3132,,2026,,"Cache, North",Elk,Bull,Archery,Limited Entry - Private Land Only,,"Cache, North",,36,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_primary,Prefix-swap candidate needs boundary/family validation before promotion.,,C:\Users\tyler\Desktop\GitHub\HUNTS\data_truth\crosswalk_truth\normalized\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
EL3132,EB3132,,2026,,"Cache, North",Elk,Bull,Archery,Limited Entry - Private Land Only,,"Cache, North",,36,UNKNOWN,,,,,,,NEEDS_MANUAL_REMAP,MANUAL_REVIEW,current_historical_processed,Prefix-swap candidate needs boundary/family validation before promotion.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\current_to_historical_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
