hunt_code,hunt_name,species,sex_type,weapon,hunt_type,split_bucket,recommended_action,source_support_count,hanumber_res,hanumber_nr,hanumber_total,hunttable_res,hunttable_nr,hunttable_total,utahdraws_res,utahdraws_nr,utahdraws_total,database_res_reference,database_nr_reference,database_total_reference,recommended_res,recommended_nr,recommended_total,winner_source,conflicting_sources,database_alignment,regulation_presence_status,matched_pdf_count,matched_pdfs,matched_pages,snippet,notes
EL3147,"Box Elder, Grouse Creek",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3148,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3149,"Southwest Desert, South",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3150,"Box Elder, Grouse Creek",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3151,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3152,"Southwest Desert, South",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3153,"Box Elder, Grouse Creek",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3154,Boulder,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3155,"Southwest Desert, South",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3158,"Beaver, East",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3159,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3160,"Book Cliffs, Bitter Creek/East",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3161,"Book Cliffs, Bitter Creek/East",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3162,"Book Cliffs, Bitter Creek/East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3163,"Book Cliffs, Bitter Creek/East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3164,"Book Cliffs, Bitter Creek/East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3166,"Book Cliffs, Bitter Creek/East",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3167,"Book Cliffs, Little Creek Roadless",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3168,"Cache, Meadowville",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3169,"Cache, Meadowville",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3170,"Cache, South",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3171,"Cache, South",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3172,Manti,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3173,Nebo/San Pitch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3174,Nebo/San Pitch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3175,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3176,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3177,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3179,Nebo/San Pitch Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3180,"Fillmore, Pahvant",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3181,"Fillmore, Pahvant",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3182,"La Sal, La Sal Mtns",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3183,"La Sal, La Sal Mtns",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3184,Monroe,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3185,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3186,Mt Dutton,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3187,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3188,Panguitch Lake,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3189,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3190,Boulder,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3191,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3192,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3193,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3194,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3195,Diamond Mtn,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3196,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3197,"Southwest Desert, South",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3198,"Southwest Desert, South",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3199,Wasatch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3205,East Canyon,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3208,Morgan-South Rich,Elk,Bull,Any Legal Weapon (Late),Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3210,"North Slope, Three Corners",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LD1001,Paunsaugunt - Private Land Only,Deer,Buck,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LD1004,Paunsaugunt - Private Land Only,Deer,Buck,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LD1006,Paunsaugunt - Private Land Only,Deer,Buck,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LD1019,"Fillmore, Oak Creek LE - Private Land Only",Deer,Buck,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LD1023,Diamond Mtn - Private Land Only,Deer,Buck,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LD1108,Thousand Lakes - Private Land Only,Deer,Buck,Restricted Rifle,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1501,Box Elder,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1502,Cache,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1503,Manti/San Rafael,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1504,Nebo,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1506,Fillmore,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1508,Kamas,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1509,"La Sal, La Sal Mtns",Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1510,Monroe,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1511,Mt Dutton,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1512,Nine Mile,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1513,North Slope,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1514,Ogden,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1516,Panguitch Lake,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1517,Pine Valley,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1518,Boulder/Kaiparowits,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1519,Fishlake,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1521,"San Juan, Abajo Mtns",Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1522,Vernal/Bonanza,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1523,Yellowstone,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1524,Southwest Desert,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1525,"Wasatch Mtns, East",Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1526,"Wasatch Mtns, West",Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1529,Zion,Deer,Buck,Archery,General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
LO1533,Manti/San Rafael,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
