hunt_code,rollup_bucket,rollup_boundary_confirmed,rollup_permit_conflict,database_presence,database_boundary_id,database_family_match,database_permit_allotment_res,database_permit_allotment_nr,database_permit_allotment_total,database_permit_allotment_source,database_permit_allotment_status,database_has_current_allotment_total,database_total_matches_recommended_total,recommended_total,database_total,discrepancy_status,next_status,notes
EL3006,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,51,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3008,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,88,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3009,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,617,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3010,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,629,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3011,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,630,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3013,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,140,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3015,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,634,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3018,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,175,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3019,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,183,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3020,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,206,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3022,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,222,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3024,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,685,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3025,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,685,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3028,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,12,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3031,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,682,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3032,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,33,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3033,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,33,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3036,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,41,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3037,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,41,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3038,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,51,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3039,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,51,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3042,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,88,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3043,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,88,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3044,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,108,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3045,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,617,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3046,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,617,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3047,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,629,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3048,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,629,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3049,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,630,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3050,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,630,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3053,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,140,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3056,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,634,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3057,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,634,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3063,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,175,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3064,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,175,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3065,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,175,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3066,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,183,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3067,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,183,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3068,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,206,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3069,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,206,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3072,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,222,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3073,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,222,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3077,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,685,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3079,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,12,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3081,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,33,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3083,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,41,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3084,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,51,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3086,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,88,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3087,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,617,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3088,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,629,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3089,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,630,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3091,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,140,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3093,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,634,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3096,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,175,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3097,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,183,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3098,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,206,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3100,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,222,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3126,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,51,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3127,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,222,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3130,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,682,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3132,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,36,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3135,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,869,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3136,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,871,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3137,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,241,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3139,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,36,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3142,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,869,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3143,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,871,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3144,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,241,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3145,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,172,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3146,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,872,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3147,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,867,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3148,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,172,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3149,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,872,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3150,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,867,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3151,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,172,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3152,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,872,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3153,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,867,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3154,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,172,YES,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3155,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,872,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3158,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,685,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3159,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,685,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3160,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,899,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3161,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,899,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3162,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,899,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3163,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,899,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3164,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,899,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3166,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,899,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3167,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,12,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3168,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,33,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3169,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,33,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3170,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,41,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
EL3171,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,PRESENT,41,NO:hunt_name,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,false,,,,,DATABASE_IDENTITY_READY,DATABASE row exists but current allotment total is blank.
