hunt_code,database_boundary_id,resolved_boundary_id,boundary_resolution_status,can_close_identity_boundary,database_status,display_boundary_id,hunt_boundary_crosswalk_id,split_index_boundary_id,direct_hunt_code_geojson,direct_boundary_id_geojson,confirmed_boundary_ids_from_evidence,candidate_boundary_ids_from_evidence,boundary_source_count,boundary_sources,notes
LO1630,455,455,BOUNDARY_ID_CONFIRMED,true,DATABASE_IDENTITY_READY,455,455,455,true,false,455,455,4,DATABASE|display-boundary-index-2026.csv|hunt_boundary_crosswalk_2026.csv|hunt_research_2026_split.index,Identity/boundary can close.
LP5025,628,628,BOUNDARY_ID_CONFIRMED,true,DATABASE_IDENTITY_READY,628,628,628,true,false,628,628,4,DATABASE|display-boundary-index-2026.csv|hunt_boundary_crosswalk_2026.csv|hunt_research_2026_split.index,Identity/boundary can close.
LP5031,755,755,BOUNDARY_ID_CONFIRMED,true,DATABASE_IDENTITY_READY,755,755,755,true,false,755,755,4,DATABASE|display-boundary-index-2026.csv|hunt_boundary_crosswalk_2026.csv|hunt_research_2026_split.index,Identity/boundary can close.
LP5033,81,81,BOUNDARY_ID_CONFIRMED,true,DATABASE_IDENTITY_READY,81,81,81,true,false,81,81,4,DATABASE|display-boundary-index-2026.csv|hunt_boundary_crosswalk_2026.csv|hunt_research_2026_split.index,Identity/boundary can close.
LP5046,194,194,BOUNDARY_ID_CONFIRMED,true,DATABASE_IDENTITY_READY,194,194,194,true,false,194,194,4,DATABASE|display-boundary-index-2026.csv|hunt_boundary_crosswalk_2026.csv|hunt_research_2026_split.index,Identity/boundary can close.
LP5049,625,625,BOUNDARY_ID_CONFIRMED,true,DATABASE_IDENTITY_READY,625,625,625,true,false,625,625,4,DATABASE|display-boundary-index-2026.csv|hunt_boundary_crosswalk_2026.csv|hunt_research_2026_split.index,Identity/boundary can close.
LP5051,245,245,BOUNDARY_ID_CONFIRMED,true,DATABASE_IDENTITY_READY,245,245,245,true,false,245,245,4,DATABASE|display-boundary-index-2026.csv|hunt_boundary_crosswalk_2026.csv|hunt_research_2026_split.index,Identity/boundary can close.
MB6263,485,485,BOUNDARY_ID_CONFIRMED,false,MANUAL_REMAP_REQUIRED,,,485,true,false,,485,2,DATABASE|hunt_research_2026_split.index,Keep in active review bucket.
MB6264,740,740,BOUNDARY_ID_CONFIRMED,false,MANUAL_REMAP_REQUIRED,,,740,true,false,,740,2,DATABASE|hunt_research_2026_split.index,Keep in active review bucket.
TK1000,454,454,BOUNDARY_ID_CONFIRMED,true,DATABASE_IDENTITY_READY,454,454,454,true,false,454,454,4,DATABASE|display-boundary-index-2026.csv|hunt_boundary_crosswalk_2026.csv|hunt_research_2026_split.index,Identity/boundary can close.
