hunt_code,year,in_2026_database,overall_status,reconciliation_action,permit_status,harvest_permits,draw_total_permits_reconciled,harvest_permits_unique,draw_total_permits_unique,draw_permits_by_residency,metadata_status,metadata_matching_columns,metadata_fill_candidate_columns,metadata_conflict_columns,harvest_row_count,draw_row_count,draw_points_count,harvest_model_target_years,harvest_source_files,draw_source_files,draw_statuses,harvest_boundary_id,draw_boundary_id,harvest_hunt_name,draw_hunt_name,harvest_species,draw_species,harvest_sex_type,draw_sex_type,harvest_hunt_type,draw_hunt_type,harvest_weapon,draw_weapon,harvest_hunt_class,draw_hunt_class
PB5331,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,24,15,24,0|1|2|3|5,"{""Nonresident"": ""2"", ""Resident"": ""13""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,453,Mt Dutton/Paunsaugunt,Mt Dutton/Paunsaugunt,Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Any Legal Weapon,Any Legal Weapon,,Public
PB5332,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,4,4,4,0|1|2,"{""Nonresident"": ""1"", ""Resident"": ""3""}",METADATA_CONFLICT,hunt_name|species|hunt_type|weapon,boundary_id|hunt_class,sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,453,Mt Dutton/Paunsaugunt,Mt Dutton/Paunsaugunt,Pronghorn,Pronghorn,Male Only,Buck,Limited Entry,Limited Entry,Archery,Archery,,Public
PB5337,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,5,2,5,0|1,"{""Nonresident"": ""0"", ""Resident"": ""2""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,201,Heist,Heist CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5338,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,4,2,4,0|2,"{""Nonresident"": ""0"", ""Resident"": ""2""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,545,Castle Valley Outdooors,Castle Valley Outdoors CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5339,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,2,1,2,0|1,"{""Nonresident"": ""0"", ""Resident"": ""1""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,876,Iron Spring,Iron Spring CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5342,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,5,2,5,0|1,"{""Nonresident"": ""0"", ""Resident"": ""2""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,906,Salt Wells,Salt Wells CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5343,2025,FALSE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,2,1,2,0|1,"{""Nonresident"": ""0"", ""Resident"": ""1""}",METADATA_CONFLICT,species|hunt_type|weapon,hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,,Prohibition Springs,Cwmu Buck Pronghorn - Prohibition Springs - Any Legal Weapon,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5345,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,5,2,5,0|1,"{""Nonresident"": ""0"", ""Resident"": ""2""}",METADATA_CONFLICT,species|hunt_type|weapon,boundary_id|hunt_class,hunt_name|sex_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,918,Green River Flat,Green River Flat CWMU,Pronghorn,Pronghorn,Male Only,Buck,CWMU,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PB5346,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,2,1,2,0|1,"{""Nonresident"": ""0"", ""Resident"": ""1""}",METADATA_CONFLICT,species|weapon,boundary_id|hunt_class,hunt_name|sex_type|hunt_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 LE Pronghorn Draw Results.pdf,,,589,Junction Valley,Junction Valley CWMU,Pronghorn,Pronghorn,Female Only,Buck,CWMU Antlerless,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PD1000,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,80,80,80,0|1|2|5|6|7|8|46,"{""Nonresident"": ""8"", ""Resident"": ""72""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|hunt_class,sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,27,"Box Elder, Snowville","Box Elder, Snowville",Pronghorn,Pronghorn,Female Only,Doe,Antlerless,General Season,Any Legal Weapon,Any Legal Weapon,,Public
PD1012,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,24,25,24,0|1|3|4|10,"{""Nonresident"": ""3"", ""Resident"": ""22""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|hunt_class,sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,24,"Box Elder, Promontory","Box Elder, Promontory",Pronghorn,Pronghorn,Female Only,Doe,Antlerless,General Season,Any Legal Weapon,Any Legal Weapon,,Public
PD1016,2025,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,4,,4,,{},NO_METADATA_TO_COMPARE,,,,9,0,0,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,,,,,Zane,,Pronghorn,,Female Only,,CWMU Antlerless,,Any Legal Weapon,,,
PD1017,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,55,55,55,0|1|4|8|9|27,"{""Nonresident"": ""6"", ""Resident"": ""49""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|hunt_class,sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,755,"Box Elder, West","Box Elder, West",Pronghorn,Pronghorn,Female Only,Doe,Antlerless,General Season,Any Legal Weapon,Any Legal Weapon,,Public
PD1025,2025,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,3,,3,,{},NO_METADATA_TO_COMPARE,,,,9,0,0,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,,,,,Cottonwood Ridge,,Pronghorn,,Female Only,,CWMU Antlerless,,Any Legal Weapon,,,
PD1026,2025,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,4,,4,,{},NO_METADATA_TO_COMPARE,,,,9,0,0,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,,,,,Pahvant Ensign,,Pronghorn,,Female Only,,CWMU Antlerless,,Any Legal Weapon,,,
PD1031,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,12,9,12,0|1|2|5,"{""Nonresident"": ""0"", ""Resident"": ""9""}",METADATA_CONFLICT,species|weapon,boundary_id|hunt_class,hunt_name|sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,558,Westlake,Westlake CWMU,Pronghorn,Pronghorn,Female Only,Doe,CWMU Antlerless,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PD1033,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,15,15,15,0|1|2|4|7,"{""Nonresident"": ""2"", ""Resident"": ""13""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|hunt_class,sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,110,"San Rafael, Poison Springs Bench","San Rafael, Poison Springs Bench",Pronghorn,Pronghorn,Female Only,Doe,Antlerless,General Season,Any Legal Weapon,Any Legal Weapon,,Public
PD1034,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,30,30,30,0|1|4|10|11,"{""Nonresident"": ""3"", ""Resident"": ""27""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|hunt_class,sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,81,"Fillmore, Oak Creek South","Fillmore, Oak Creek South",Pronghorn,Pronghorn,Female Only,Doe,Antlerless,General Season,Any Legal Weapon,Any Legal Weapon,,Public
PD1035,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,30,30,30,0|1|3|5|19,"{""Nonresident"": ""3"", ""Resident"": ""27""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|hunt_class,sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,81,"Fillmore, Oak Creek South","Fillmore, Oak Creek South",Pronghorn,Pronghorn,Female Only,Doe,Antlerless,General Season,Any Legal Weapon,Any Legal Weapon,,Public
PD1041,2025,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,3,,3,,{},NO_METADATA_TO_COMPARE,,,,9,0,0,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,,,,,Heist,,Pronghorn,,Female Only,,CWMU Antlerless,,Any Legal Weapon,,,
PD1043,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,10,10,10,0|1|7,"{""Nonresident"": ""1"", ""Resident"": ""9""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|hunt_class,sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,882,"Nine Mile, Anthro-Pleasant Valley","Nine Mile, Anthro-Pleasant Valley",Pronghorn,Pronghorn,Female Only,Doe,Antlerless,General Season,Any Legal Weapon,Any Legal Weapon,,Public
PD1044,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,9,10,9,0|1|2|5,"{""Nonresident"": ""1"", ""Resident"": ""9""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|hunt_class,sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,895,Vernal-Ouray Valley,Vernal-Ouray Valley,Pronghorn,Pronghorn,Female Only,Doe,Antlerless,General Season,Any Legal Weapon,Any Legal Weapon,,Public
PD1047,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,10,6,10,0|1|2|3,"{""Nonresident"": ""0"", ""Resident"": ""6""}",METADATA_CONFLICT,species|weapon,boundary_id|hunt_class,hunt_name|sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,581,Antelope Creek,Antelope Creek CWMU,Pronghorn,Pronghorn,Female Only,Doe,CWMU Antlerless,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PD1048,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,3,2,3,0|1,"{""Nonresident"": ""0"", ""Resident"": ""2""}",METADATA_CONFLICT,species|weapon,boundary_id|hunt_class,hunt_name|sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,509,The Rose of Snowville,The Rose of Snowville CWMU,Pronghorn,Pronghorn,Female Only,Doe,CWMU Antlerless,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PD1049,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,6,6,6,0|1|2|3,"{""Nonresident"": ""0"", ""Resident"": ""6""}",METADATA_CONFLICT,species|weapon,boundary_id|hunt_class,hunt_name|sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,537,Zane,Zane CWMU,Pronghorn,Pronghorn,Female Only,Doe,CWMU Antlerless,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PD1050,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,6,6,6,0|1|4,"{""Nonresident"": ""0"", ""Resident"": ""6""}",METADATA_CONFLICT,species|weapon,boundary_id|hunt_class,hunt_name|sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,824,Cottonwood Ridge,Cottonwood Ridge CWMU,Pronghorn,Pronghorn,Female Only,Doe,CWMU Antlerless,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PD1051,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,6,6,6,0|1|5,"{""Nonresident"": ""0"", ""Resident"": ""6""}",METADATA_CONFLICT,species|weapon,boundary_id|hunt_class,hunt_name|sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,826,Pahvant Ensign,Pahvant Ensign CWMU,Pronghorn,Pronghorn,Female Only,Doe,CWMU Antlerless,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PD1052,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,6,6,6,0|1|4,"{""Nonresident"": ""0"", ""Resident"": ""6""}",METADATA_CONFLICT,species|weapon,boundary_id|hunt_class,hunt_name|sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,201,Heist,Heist CWMU,Pronghorn,Pronghorn,Female Only,Doe,CWMU Antlerless,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PD1053,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,7,6,7,0|1|3,"{""Nonresident"": ""0"", ""Resident"": ""6""}",METADATA_CONFLICT,species|weapon,boundary_id|hunt_class,hunt_name|sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,918,Green River Flat,Green River Flat CWMU,Pronghorn,Pronghorn,Female Only,Doe,CWMU Antlerless,CWMU,Any Legal Weapon,Any Legal Weapon,,CWMU
PD1054,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,29,29,29,0|1|2|5|11,"{""Nonresident"": ""3"", ""Resident"": ""26""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|hunt_class,sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,703,Parker Mtn,Parker Mtn,Pronghorn,Pronghorn,Female Only,Doe,Antlerless,General Season,Archery,Archery,,Public
PD1055,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,34,28,34,0|2|3|4|5|6|8,"{""Nonresident"": ""3"", ""Resident"": ""25""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|hunt_class,sex_type|hunt_type,9,40,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf,,,703,Parker Mtn,Parker Mtn,Pronghorn,Pronghorn,Female Only,Doe,Antlerless,General Season,Muzzleloader,Muzzleloader,,Public
PD1056,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,37,40,37,0|1|2|3|11|18,"{""Nonresident"": ""4"", ""Resident"": ""36""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|hunt_class,sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,703,Parker Mtn,Parker Mtn,Pronghorn,Pronghorn,Female Only,Doe,Antlerless,General Season,Any Legal Weapon,Any Legal Weapon,,Public
PD1057,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,34,35,34,0|1|2|3|4|8|12,"{""Nonresident"": ""4"", ""Resident"": ""31""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|hunt_class,sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,873,"Parker Mtn, Highlands","Parker Mtn, Highlands",Pronghorn,Pronghorn,Female Only,Doe,Antlerless,General Season,Any Legal Weapon,Any Legal Weapon,,Public
PD1058,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,38,40,38,0|1|2|3|7|14,"{""Nonresident"": ""4"", ""Resident"": ""36""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|hunt_class,sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,873,"Parker Mtn, Highlands","Parker Mtn, Highlands",Pronghorn,Pronghorn,Female Only,Doe,Antlerless,General Season,Any Legal Weapon,Any Legal Weapon,,Public
PD1059,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,28,30,28,0|1|2|3|7|11,"{""Nonresident"": ""3"", ""Resident"": ""27""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|hunt_class,sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,940,"Parker Mtn, Plains","Parker Mtn, Plains",Pronghorn,Pronghorn,Female Only,Doe,Antlerless,General Season,Any Legal Weapon,Any Legal Weapon,,Public
PD1060,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,39,40,39,0|1|2|4|6|7|16,"{""Nonresident"": ""4"", ""Resident"": ""36""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|hunt_class,sex_type|hunt_type,9,72,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf|2025 Youth Antlerless Draw.pdf,,,940,"Parker Mtn, Plains","Parker Mtn, Plains",Pronghorn,Pronghorn,Female Only,Doe,Antlerless,General Season,Any Legal Weapon,Any Legal Weapon,,Public
RE1000,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,5,5,5,0|1|2,"{""Nonresident"": ""1"", ""Resident"": ""4""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|hunt_class,sex_type|hunt_type,9,40,20,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 Antlerless Draw Results(1).pdf,,,20,"Box Elder, Newfoundland Mtn","Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Female Only,Ewe,Antlerless,General Season,Any Legal Weapon,Any Legal Weapon,,Public
RS0001,2025,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,2,,2,,{},NO_METADATA_TO_COMPARE,,,,9,0,0,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,,,,,Rocky Mountain Bighorn Sheep - Statewide Permit,,Rocky Mountain Bighorn Sheep,,Male Only,,Sportsman,,Any Legal Weapon,,,
RS1000,2025,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,1,,1,,{},NO_METADATA_TO_COMPARE,,,,9,0,0,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,,,,,Antelope Island,,Rocky Mountain Bighorn Sheep,,Male Only,,Conservation,,Any Legal Weapon,,,
RS1001,2025,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,1,,1,,{},NO_METADATA_TO_COMPARE,,,,9,0,0,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,,,,,"Book Cliffs, South",,Rocky Mountain Bighorn Sheep,,Male Only,,Conservation,,Any Legal Weapon,,,
RS1003,2025,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,1,,1,,{},NO_METADATA_TO_COMPARE,,,,9,0,0,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,,,,,"Box Elder, Newfoundland Mtn",,Rocky Mountain Bighorn Sheep,,Male Only,,Conservation,,Any Legal Weapon,,,
RS1006,2025,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,1,,1,,{},NO_METADATA_TO_COMPARE,,,,9,0,0,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,,,,,"Nine Mile, Gray Canyon",,Rocky Mountain Bighorn Sheep,,Male Only,,Conservation,,Any Legal Weapon,,,
RS6700,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,1,1,1,0|1,"{""Nonresident"": ""0"", ""Resident"": ""1""}",METADATA_CONFLICT,hunt_name|species|sex_type|weapon,boundary_id|hunt_class,hunt_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 O.I.L. Draw Results(1).pdf,,,1,Antelope Island,Antelope Island,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Male Only,Male Only,OIAL,Once-in-a-lifetime,Any Legal Weapon,Any Legal Weapon,,Public
RS6701,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,6,6,6,0|1|2,"{""Nonresident"": ""1"", ""Resident"": ""5""}",METADATA_CONFLICT,hunt_name|species|sex_type|weapon,boundary_id|hunt_class,hunt_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 O.I.L. Draw Results(1).pdf,,,15,"Book Cliffs, South","Book Cliffs, South",Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Male Only,Male Only,OIAL,Once-in-a-lifetime,Any Legal Weapon,Any Legal Weapon,,Public
RS6703,2025,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,5,3,5,0|1,"{""Nonresident"": ""0"", ""Resident"": ""3""}",METADATA_CONFLICT,hunt_name|species|sex_type|weapon,boundary_id|hunt_class,hunt_type,9,66,33,2026,2026-03-06-2025-preliminary-bg-harvest.xlsx,2025 O.I.L. Draw Results(1).pdf,,,20,"Box Elder, Newfoundland Mtn","Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Male Only,Male Only,OIAL,Once-in-a-lifetime,Any Legal Weapon,Any Legal Weapon,,Public
