package,file,path,exists,size_bytes,rows,rows_2024,columns,hunt_codes,codes_missing_from_current_truth,codes_missing_from_current_model,current_truth_codes_missing_from_candidate,age_columns,age_nonblank_counts,metric_nonblank_counts,has_hunt_code,has_quota_guardrail,has_pdraw_guardrail,classification,recommendation
database_package,harvest_results_2024_for_2025_DESERT_BIGHORN_SHEEP.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_database\harvest_reports_2024_for_2025_database\species\harvest_results_2024_for_2025_DESERT_BIGHORN_SHEEP.csv,True,7578,21,21,40,21,0,0,1027,,{},"{""average_days"": 21, ""harvest_female"": 0, ""harvest_male"": 0, ""harvest_total"": 21, ""hunter_satisfaction"": 0, ""hunters_afield"": 21, ""percent_success"": 21, ""permits"": 21, ""quota"": 0}",True,True,True,REFERENCE_ALREADY_COVERED,"Hunt-code coverage is already represented downstream; keep as stronger source evidence, not a replacement."
database_package,harvest_results_2024_for_2025_ELK.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_database\harvest_reports_2024_for_2025_database\species\harvest_results_2024_for_2025_ELK.csv,True,302932,860,860,40,215,0,0,833,,{},"{""average_days"": 860, ""harvest_female"": 0, ""harvest_male"": 0, ""harvest_total"": 860, ""hunter_satisfaction"": 0, ""hunters_afield"": 860, ""percent_success"": 860, ""permits"": 860, ""quota"": 0}",True,True,True,REFERENCE_ALREADY_COVERED,"Hunt-code coverage is already represented downstream; keep as stronger source evidence, not a replacement."
database_package,harvest_results_2024_for_2025_MOOSE.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_database\harvest_reports_2024_for_2025_database\species\harvest_results_2024_for_2025_MOOSE.csv,True,11838,37,37,40,37,0,0,1011,,{},"{""average_days"": 37, ""harvest_female"": 0, ""harvest_male"": 0, ""harvest_total"": 37, ""hunter_satisfaction"": 0, ""hunters_afield"": 37, ""percent_success"": 37, ""permits"": 37, ""quota"": 0}",True,True,True,REFERENCE_ALREADY_COVERED,"Hunt-code coverage is already represented downstream; keep as stronger source evidence, not a replacement."
database_package,harvest_results_2024_for_2025_MOUNTAIN_GOAT.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_database\harvest_reports_2024_for_2025_database\species\harvest_results_2024_for_2025_MOUNTAIN_GOAT.csv,True,6368,17,17,40,17,0,0,1031,,{},"{""average_days"": 17, ""harvest_female"": 0, ""harvest_male"": 0, ""harvest_total"": 17, ""hunter_satisfaction"": 0, ""hunters_afield"": 17, ""percent_success"": 17, ""permits"": 17, ""quota"": 0}",True,True,True,REFERENCE_ALREADY_COVERED,"Hunt-code coverage is already represented downstream; keep as stronger source evidence, not a replacement."
database_package,harvest_results_2024_for_2025_MULE_DEER.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_database\harvest_reports_2024_for_2025_database\species\harvest_results_2024_for_2025_MULE_DEER.csv,True,227520,668,668,40,334,0,0,714,,{},"{""average_days"": 668, ""harvest_female"": 0, ""harvest_male"": 0, ""harvest_total"": 668, ""hunter_satisfaction"": 0, ""hunters_afield"": 668, ""percent_success"": 668, ""permits"": 668, ""quota"": 0}",True,True,True,REFERENCE_ALREADY_COVERED,"Hunt-code coverage is already represented downstream; keep as stronger source evidence, not a replacement."
database_package,harvest_results_2024_for_2025_PRONGHORN.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_database\harvest_reports_2024_for_2025_database\species\harvest_results_2024_for_2025_PRONGHORN.csv,True,60454,174,174,40,87,0,0,961,,{},"{""average_days"": 174, ""harvest_female"": 0, ""harvest_male"": 0, ""harvest_total"": 174, ""hunter_satisfaction"": 0, ""hunters_afield"": 174, ""percent_success"": 174, ""permits"": 174, ""quota"": 0}",True,True,True,REFERENCE_ALREADY_COVERED,"Hunt-code coverage is already represented downstream; keep as stronger source evidence, not a replacement."
database_package,harvest_results_2024_for_2025_ROCKY_MOUNTAIN_BIGHORN_SHEEP.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_database\harvest_reports_2024_for_2025_database\species\harvest_results_2024_for_2025_ROCKY_MOUNTAIN_BIGHORN_SHEEP.csv,True,7690,20,20,40,20,0,0,1028,,{},"{""average_days"": 20, ""harvest_female"": 0, ""harvest_male"": 0, ""harvest_total"": 20, ""hunter_satisfaction"": 0, ""hunters_afield"": 20, ""percent_success"": 20, ""permits"": 20, ""quota"": 0}",True,True,True,REFERENCE_ALREADY_COVERED,"Hunt-code coverage is already represented downstream; keep as stronger source evidence, not a replacement."
elk_age_supplement,big_game_oil_hunt_number_harvest_supplement_2024.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_elk_age_supplement\harvest_reports_2024_for_2025_elk_age_supplement\big_game_oil_hunt_number_harvest_supplement_2024.csv,True,83170,385,385,23,385,0,0,663,,{},"{""hunters_afield"": 385, ""permits"": 385}",True,True,True,REFERENCE_ALREADY_COVERED,"Hunt-code coverage is already represented downstream; keep as stronger source evidence, not a replacement."
elk_age_supplement,elk_average_age_limited_entry_units_2015_2024.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_elk_age_supplement\harvest_reports_2024_for_2025_elk_age_supplement\elk_average_age_limited_entry_units_2015_2024.csv,True,6853,26,26,24,0,0,0,,avg_age_2015|avg_age_2016|avg_age_2017|avg_age_2018|avg_age_2019|avg_age_2020|avg_age_2021|avg_age_2022|avg_age_2023|avg_age_2024|avg_age_3yr_average,"{""avg_age_2015"": 23, ""avg_age_2016"": 23, ""avg_age_2017"": 23, ""avg_age_2018"": 24, ""avg_age_2019"": 24, ""avg_age_2020"": 23, ""avg_age_2021"": 25, ""avg_age_2022"": 24, ""avg_age_2023"": 25, ""avg_age_2024"": 26, ""avg_age_3yr_average"": 26}","{""avg_age_2024"": 26, ""avg_age_3yr_average"": 26}",False,True,True,CONTEXT_PROMOTE_UNIT_LEVEL_REVIEW,Observed age/context rows exist but lack hunt_code; use only through reviewed unit-to-hunt mapping.
elk_age_supplement,elk_general_season_harvest_additional_2024.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_elk_age_supplement\harvest_reports_2024_for_2025_elk_age_supplement\elk_general_season_harvest_additional_2024.csv,True,25477,120,120,16,0,0,0,,,{},"{""hunters_afield"": 120}",False,True,True,CONTEXT_PROMOTE_UNIT_LEVEL_REVIEW,Unit-level quality/context metrics exist but lack hunt_code; use only through reviewed unit-to-hunt mapping.
elk_age_supplement,harvest_quality_features_elk_age_2024_for_2025.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_elk_age_supplement\harvest_reports_2024_for_2025_elk_age_supplement\harvest_quality_features_elk_age_2024_for_2025.csv,True,6614,26,26,18,0,0,0,,avg_age_2024|avg_age_3yr_average|avg_age_vs_objective_midpoint|avg_age_trend_2024_minus_2023,"{""avg_age_2024"": 26, ""avg_age_3yr_average"": 26, ""avg_age_trend_2024_minus_2023"": 25, ""avg_age_vs_objective_midpoint"": 26}","{""avg_age_2024"": 26, ""avg_age_3yr_average"": 26}",False,True,True,CONTEXT_PROMOTE_UNIT_LEVEL_REVIEW,Observed age/context rows exist but lack hunt_code; use only through reviewed unit-to-hunt mapping.
elk_age_supplement,harvest_results_2024_for_2025_all_long_enhanced.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_elk_age_supplement\harvest_reports_2024_for_2025_elk_age_supplement\harvest_results_2024_for_2025_all_long_enhanced.csv,True,1044136,2913,2913,47,1039,0,0,9,avg_age_2024|avg_age_3yr_average|avg_age_vs_objective_midpoint,"{""avg_age_2024"": 26, ""avg_age_3yr_average"": 26, ""avg_age_vs_objective_midpoint"": 26}","{""average_days"": 2798, ""avg_age_2024"": 26, ""avg_age_3yr_average"": 26, ""harvest_female"": 360, ""harvest_male"": 87, ""harvest_total"": 2767, ""hunter_satisfaction"": 42, ""hunters_afield"": 2800, ""percent_success"": 2885, ""permits"": 2767, ""quota"": 0}",True,True,True,REFERENCE_ALREADY_COVERED,"Hunt-code coverage is already represented downstream; keep as stronger source evidence, not a replacement."
extra_oil_supplement,bison_oial_hunt_harvest_2024.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_extra_oil_supplement\harvest_reports_2024_for_2025_extra_oil_supplement\bison_oial_hunt_harvest_2024.csv,True,4640,17,17,21,17,0,0,1031,,{},"{""average_days"": 17, ""harvest_total"": 17, ""hunters_afield"": 17, ""percent_success"": 17, ""permits"": 17}",True,True,True,REFERENCE_ALREADY_COVERED,"Hunt-code coverage is already represented downstream; keep as stronger source evidence, not a replacement."
extra_oil_supplement,bison_statewide_1950_2024.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_extra_oil_supplement\harvest_reports_2024_for_2025_extra_oil_supplement\bison_statewide_1950_2024.csv,True,12346,75,1,18,0,0,0,,,{},"{""harvest_total"": 1, ""hunters_afield"": 1, ""percent_success"": 1, ""permits"": 1}",False,True,True,CONTEXT_PROMOTE_UNIT_LEVEL_REVIEW,Unit-level quality/context metrics exist but lack hunt_code; use only through reviewed unit-to-hunt mapping.
extra_oil_supplement,desert_bighorn_hunt_harvest_2024.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_extra_oil_supplement\harvest_reports_2024_for_2025_extra_oil_supplement\desert_bighorn_hunt_harvest_2024.csv,True,5812,22,22,20,22,0,0,1026,,{},"{""average_days"": 22, ""harvest_total"": 22, ""hunters_afield"": 22, ""percent_success"": 22, ""permits"": 22}",True,True,True,REFERENCE_ALREADY_COVERED,"Hunt-code coverage is already represented downstream; keep as stronger source evidence, not a replacement."
extra_oil_supplement,desert_bighorn_ram_harvest_by_unit_2015_2024.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_extra_oil_supplement\harvest_reports_2024_for_2025_extra_oil_supplement\desert_bighorn_ram_harvest_by_unit_2015_2024.csv,True,43633,170,17,15,0,0,0,,,{},{},False,True,True,CONTEXT_HOLD_NO_HUNT_CODE,"Rows have no direct hunt_code key, so they cannot replace hunt-code feeder rows."
extra_oil_supplement,desert_bighorn_statewide_1967_2024.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_extra_oil_supplement\harvest_reports_2024_for_2025_extra_oil_supplement\desert_bighorn_statewide_1967_2024.csv,True,11162,58,1,16,0,0,0,,,{},"{""average_days"": 1, ""hunters_afield"": 1, ""percent_success"": 1, ""permits"": 1}",False,True,True,CONTEXT_PROMOTE_UNIT_LEVEL_REVIEW,Unit-level quality/context metrics exist but lack hunt_code; use only through reviewed unit-to-hunt mapping.
extra_oil_supplement,desert_bighorn_trend_count_by_unit_2015_2024.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_extra_oil_supplement\harvest_reports_2024_for_2025_extra_oil_supplement\desert_bighorn_trend_count_by_unit_2015_2024.csv,True,32926,150,15,16,0,0,0,,,{},{},False,True,True,CONTEXT_HOLD_NO_HUNT_CODE,"Rows have no direct hunt_code key, so they cannot replace hunt-code feeder rows."
extra_oil_supplement,harvest_quality_features_extra_oil_2024_for_2025.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_extra_oil_supplement\harvest_reports_2024_for_2025_extra_oil_supplement\harvest_quality_features_extra_oil_2024_for_2025.csv,True,3494,32,32,18,0,0,0,,,{},"{""harvest_total"": 1, ""percent_success"": 1}",False,False,False,CONTEXT_PROMOTE_UNIT_LEVEL_REVIEW,Unit-level quality/context metrics exist but lack hunt_code; use only through reviewed unit-to-hunt mapping.
extra_oil_supplement,harvest_results_2024_for_2025_all_long_enhanced_v2.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_extra_oil_supplement\harvest_reports_2024_for_2025_extra_oil_supplement\harvest_results_2024_for_2025_all_long_enhanced_v2.csv,True,1403922,3589,3031,47,1041,0,0,7,avg_age_2024|avg_age_3yr_average|avg_age_vs_objective_midpoint,"{""avg_age_2024"": 26, ""avg_age_3yr_average"": 26, ""avg_age_vs_objective_midpoint"": 26}","{""average_days"": 2854, ""avg_age_2024"": 26, ""avg_age_3yr_average"": 26, ""harvest_female"": 394, ""harvest_male"": 143, ""harvest_total"": 2870, ""hunter_satisfaction"": 42, ""hunters_afield"": 2856, ""percent_success"": 2941, ""permits"": 2823, ""quota"": 0}",True,True,True,REFERENCE_ALREADY_COVERED,"Hunt-code coverage is already represented downstream; keep as stronger source evidence, not a replacement."
extra_oil_supplement,harvest_results_2024_for_2025_extra_goat_bison_desert_sheep_long.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_extra_oil_supplement\harvest_reports_2024_for_2025_extra_oil_supplement\harvest_results_2024_for_2025_extra_goat_bison_desert_sheep_long.csv,True,325622,676,118,47,56,0,0,992,avg_age_2024|avg_age_3yr_average|avg_age_vs_objective_midpoint,"{""avg_age_2024"": 0, ""avg_age_3yr_average"": 0, ""avg_age_vs_objective_midpoint"": 0}","{""average_days"": 56, ""avg_age_2024"": 0, ""avg_age_3yr_average"": 0, ""harvest_female"": 34, ""harvest_male"": 56, ""harvest_total"": 103, ""hunter_satisfaction"": 0, ""hunters_afield"": 56, ""percent_success"": 56, ""permits"": 56, ""quota"": 0}",True,True,True,REFERENCE_ALREADY_COVERED,"Hunt-code coverage is already represented downstream; keep as stronger source evidence, not a replacement."
extra_oil_supplement,mountain_goat_billy_harvest_by_unit_2015_2024.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_extra_oil_supplement\harvest_reports_2024_for_2025_extra_oil_supplement\mountain_goat_billy_harvest_by_unit_2015_2024.csv,True,34793,150,15,14,0,0,0,,,{},{},False,True,True,CONTEXT_HOLD_NO_HUNT_CODE,"Rows have no direct hunt_code key, so they cannot replace hunt-code feeder rows."
extra_oil_supplement,mountain_goat_hunt_harvest_2024.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_extra_oil_supplement\harvest_reports_2024_for_2025_extra_oil_supplement\mountain_goat_hunt_harvest_2024.csv,True,4750,17,17,21,17,0,0,1031,,{},"{""average_days"": 17, ""harvest_total"": 17, ""hunters_afield"": 17, ""percent_success"": 17, ""permits"": 17}",True,True,True,REFERENCE_ALREADY_COVERED,"Hunt-code coverage is already represented downstream; keep as stronger source evidence, not a replacement."
extra_oil_supplement,mountain_goat_nanny_harvest_by_unit_2015_2024.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\harvest_results_2024_for_2025_extra_oil_supplement\harvest_reports_2024_for_2025_extra_oil_supplement\mountain_goat_nanny_harvest_by_unit_2015_2024.csv,True,34599,150,15,14,0,0,0,,,{},{},False,True,True,CONTEXT_HOLD_NO_HUNT_CODE,"Rows have no direct hunt_code key, so they cannot replace hunt-code feeder rows."
