hunt_code,species,sex_type,hunt_name,hunt_type,weapon,source_scope,comparison_status,draw_total_permits,expo_permits_matched,draw_plus_expo_total,harvest_permits,permit_delta_harvest_minus_draw,permit_delta_harvest_minus_draw_plus_expo,draw_plus_expo_status,expo_match_status,expo_match_sources,draw_source_files,harvest_source_files,draw_row_count,harvest_row_count,draw_residencies,draw_points_count,harvest_unique_permit_values,in_2026_database,same_total_match_ready,notes
EA2041,Elk,Female Only,Cache,Conservation,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,2,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,2,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2042,Elk,Female Only,Fishlake|Thousand Lakes,Conservation,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,2,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,2,FALSE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2045,Elk,Female Only,Wasatch Mtns (Conservation),Conservation,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,4,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,4,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2046,Elk,Female Only,"Box Elder, Sawtooth",Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,10,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,10,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EB1000,Elk,Male Only,Elk - Statewide Permit,Sportsman,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,2,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,2,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EB1001,Elk,Male Only,Any Bull Elk Units,General Season Any Bull,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,10890,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,10890,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EB1002,Elk,Male Only,Any Bull Elk Units,General Season Any Bull,Muzzleloader,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,2091,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,2091,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EB1003,Elk,Male Only,Spike Only Units,General Season Spike Bull,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,10081,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,10081,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EB1004,Elk,Male Only,Spike Only Units,General Season Spike Bull,Muzzleloader,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,808,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,808,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EB1005,Elk,Male Only,Archery Bull Elk on Any Bull Units,General Season,Archery,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,11797,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,11797,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EB1007,Elk,Male Only,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,735,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,735,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EB1009,Elk,Male Only,Spike Only Elk Units - Multiseason,General Season Spike Bull,Multiseason,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,3996,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,3996,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EB1010,Elk,Male Only,Any Bull Elk Units,General Season Any Bull,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,3698,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,3698,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EB1011,Elk,Male Only,Youth General Season Bull Elk,General Season,Multiseason,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,4112,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,4112,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EB1012,Elk,Male Only,Uinta Basin Private Lands Any Bull Elk,General Season Any Bull,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,508,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,508,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EB3000,Elk,Bull,Beaver East,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,23,0,23,26,3,3,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,26,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3002,Elk,Bull,Book Cliffs Little Creek Roadless,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,3,0,3,3,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,3,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
EB3003,Elk,Bull,Cache Meadowville,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,11,0,11,11,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,11,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
EB3005,Elk,Bull,Cache South,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,9,1,10,10,1,0,TOTAL_PERMIT_MATCH,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,"Bull Elk - Limited Entry - Archery - Cache, South - Permits: 1",2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,10,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3006,Elk,Bull,Manti,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,172,12,184,175,3,-9,SOURCE_GREATER_THAN_HARVEST,EXPO_MATCHED_BY_EXACT_GAP_AND_SPECIES_UNIT,Bull Elk - Limited Entry - Any Weapon (late) - Manti - Permits: 3|Bull Elk - Limited Entry - Archery - Manti - Permits: 3|Bull Elk - Limited Entry - Muzzleloader - Manti - Permits: 3|Antlerless Elk - General Season - Any Open Season and Unit Within Boundary - Manti - Permits: 3,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,175,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3008,Elk,Bull,Fillmore Pahvant,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,20,0,20,22,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,22,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3009,Elk,Bull,La Sal Mtns,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,39,0,39,42,3,3,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,42,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3010,Elk,Bull,Monroe,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,DRAW_GREATER_THAN_HARVEST,21,0,21,2,-19,-19,SOURCE_GREATER_THAN_HARVEST,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,2,TRUE,FALSE,"Draw-result total is higher; review extraction grain, hunt status, or whether harvest report filtered the permit universe."
EB3011,Elk,Bull,Mt Dutton,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,19,0,19,21,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,21,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3013,Elk,Bull,North Slope Three Corners,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,7,0,7,8,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,8,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3015,Elk,Bull,Panguitch Lake,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,17,1,18,18,1,0,TOTAL_PERMIT_MATCH,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,Bull Elk - Limited Entry - Archery - Panguitch Lake - Permits: 1,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,18,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3018,Elk,Bull,Fishlake/Thousand Lakes,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,87,0,87,89,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,89,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3019,Elk,Bull,San Juan Bull Elk,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,28,0,28,30,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,30,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3020,Elk,Bull,Diamond Mtn,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,24,1,25,25,1,0,TOTAL_PERMIT_MATCH,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,Bull Elk - Limited Entry - Archery - Diamond Mtn - Permits: 1,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,25,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3022,Elk,Bull,Wasatch Mtns,Limited Entry,Archery,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,176,6,182,182,6,0,TOTAL_PERMIT_MATCH,EXPO_MATCHED_BY_EXACT_GAP_AND_SPECIES_UNIT,Bull Elk - Limited Entry - Archery - Wasatch Mtns - Permits: 6,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,182,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3024,Elk,Bull,Beaver East,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,10,0,10,11,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,11,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3025,Elk,Bull,Beaver East,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,15,0,15,17,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,17,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3028,Elk,Bull,Book Cliffs Little Creek Roadless,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,2,0,2,2,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,2,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
EB3031,Elk,Bull,Box Elder Pilot Mtn,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,10,0,10,12,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,12,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3032,Elk,Bull,Cache Meadowville,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,5,0,5,6,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,6,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3033,Elk,Bull,Cache Meadowville,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,8,0,8,8,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,8,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
EB3036,Elk,Bull,Cache South,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,3,0,3,4,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,4,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3037,Elk,Bull,Cache South,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,6,0,6,7,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,7,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3038,Elk,Bull,Manti,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,70,2,72,72,2,0,TOTAL_PERMIT_MATCH,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,Bull Elk - Limited Entry - Any Weapon (early) - Manti - Permits: 2,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,72,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3039,Elk,Bull,Manti,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,117,5,122,122,5,0,TOTAL_PERMIT_MATCH,EXPO_MATCHED_BY_EXACT_GAP_AND_SPECIES_UNIT,Bull Elk - Limited Entry - Any Weapon (mid) - Manti - Permits: 5,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,122,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3042,Elk,Bull,Fillmore Pahvant,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,9,0,9,16,7,7,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,16,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3043,Elk,Bull,Fillmore Pahvant,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,14,0,14,16,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,16,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3044,Elk,Bull,Dolores Triangle,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,7,0,7,7,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,7,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
EB3045,Elk,Bull,La Sal Mtns,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,15,0,15,17,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,17,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3046,Elk,Bull,La Sal Mtns,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,26,0,26,28,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,28,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3047,Elk,Bull,Monroe,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,DRAW_GREATER_THAN_HARVEST,9,0,9,8,-1,-1,SOURCE_GREATER_THAN_HARVEST,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,8,TRUE,FALSE,"Draw-result total is higher; review extraction grain, hunt status, or whether harvest report filtered the permit universe."
EB3048,Elk,Bull,Monroe,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,14,0,14,15,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,15,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3049,Elk,Bull,Mt Dutton,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,8,0,8,8,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,8,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
EB3050,Elk,Bull,Mt Dutton,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,13,0,13,15,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,15,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3053,Elk,Bull,North Slope Three Corners,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,10,0,10,11,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,11,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3056,Elk,Bull,Panguitch Lake,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,6,0,6,12,6,6,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,12,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3057,Elk,Bull,Panguitch Lake,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,12,2,14,13,1,-1,SOURCE_GREATER_THAN_HARVEST,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,Bull Elk - Limited Entry - Any Weapon (early) - Panguitch Lake - Permits: 1|Bull Elk - Limited Entry - Any Weapon (mid) - Panguitch Lake - Permits: 1,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,13,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3063,Elk,Bull,Fishlake/Thousand Lakes,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,35,3,38,38,3,0,TOTAL_PERMIT_MATCH,EXPO_MATCHED_BY_EXACT_GAP_AND_SPECIES_UNIT,Bull Elk - Limited Entry - Archery - Fishlake/Thousand Lakes - Permits: 3,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,38,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
EB3064,Elk,Bull,Fishlake/Thousand Lakes,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,102,0,102,108,6,6,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Elk Draw Results(1).pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,108,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
