hunt_code,year,harvest_permits,draw_total_permits_reconciled,field_permit_gap,overlay_matched_permits,overlay_gap_status,matched_overlay_families,matched_overlay_sources,matched_overlay_areas,max_overlay_match_score,harvest_hunt_name,draw_hunt_name,harvest_species,draw_species,harvest_weapon,draw_weapon
DB1788,2025,155,82,73,0,NO_OVERLAY_MATCH_FOUND,,,,,Fishlake,Fishlake,Deer,Deer,Dedicated Hunter,Dedicated Hunter
DB1790,2025,176,74,102,0,NO_OVERLAY_MATCH_FOUND,,,,,"San Juan, Abajo Mtns","San Juan, Abajo Mtns",Deer,Deer,Dedicated Hunter,Dedicated Hunter
DB1791,2025,157,110,47,0,NO_OVERLAY_MATCH_FOUND,,,,,Vernal/Bonanza,Vernal/Bonanza,Deer,Deer,Dedicated Hunter,Dedicated Hunter
DB1792,2025,163,89,74,0,NO_OVERLAY_MATCH_FOUND,,,,,Yellowstone,Yellowstone,Deer,Deer,Dedicated Hunter,Dedicated Hunter
DB1793,2025,53,2,51,0,NO_OVERLAY_MATCH_FOUND,,,,,Southwest Desert,Southwest Desert,Deer,Deer,Dedicated Hunter,Dedicated Hunter
DB1794,2025,788,384,404,1,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,EXPO_2025_NAME_ONLY,pipeline/RAW/hunt_unit_database/2026/xlsx/2025  Expo Permits Draw Results.xlsx,"Wasatch Mtns, East:1",0.850,"Wasatch Mtns, East","Wasatch Mtns, East",Deer,Deer,Dedicated Hunter,Dedicated Hunter
DB1795,2025,545,162,383,1,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,EXPO_2025_NAME_ONLY,pipeline/RAW/hunt_unit_database/2026/xlsx/2025  Expo Permits Draw Results.xlsx,"Wasatch Mtns, West:1",0.850,"Wasatch Mtns, West","Wasatch Mtns, West",Deer,Deer,Dedicated Hunter,Dedicated Hunter
DB1798,2025,360,35,325,1,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,EXPO_2025_NAME_ONLY,pipeline/RAW/hunt_unit_database/2026/xlsx/2025  Expo Permits Draw Results.xlsx,Zion:1,0.850,Zion,Zion,Deer,Deer,Dedicated Hunter,Dedicated Hunter
DB1799,2025,47,19,28,0,NO_OVERLAY_MATCH_FOUND,,,,,Chalk Creek,Chalk Creek,Deer,Deer,Dedicated Hunter,Dedicated Hunter
DB1800,2025,107,48,59,0,NO_OVERLAY_MATCH_FOUND,,,,,East Canyon,East Canyon,Deer,Deer,Dedicated Hunter,Dedicated Hunter
DB1801,2025,25,11,14,0,NO_OVERLAY_MATCH_FOUND,,,,,Morgan-South Rich,Morgan-South Rich,Deer,Deer,Dedicated Hunter,Dedicated Hunter
DB1802,2025,245,145,100,0,NO_OVERLAY_MATCH_FOUND,,,,,"Beaver, East","Beaver, East",Deer,Deer,Dedicated Hunter,Dedicated Hunter
DB1803,2025,54,34,20,0,NO_OVERLAY_MATCH_FOUND,,,,,"Beaver, West","Beaver, West",Deer,Deer,Dedicated Hunter,Dedicated Hunter
DB1804,2025,141,50,91,0,NO_OVERLAY_MATCH_FOUND,,,,,Cedar/Stansbury,Cedar/Stansbury,Deer,Deer,Dedicated Hunter,Dedicated Hunter
DB1805,2025,276,157,119,0,NO_OVERLAY_MATCH_FOUND,,,,,Oquirrh/Tintic,Oquirrh/Tintic,Deer,Deer,Dedicated Hunter,Dedicated Hunter
DB1806,2025,37,18,19,0,NO_OVERLAY_MATCH_FOUND,,,,,"West Desert, Swasey","West Desert, Swasey",Deer,Deer,Dedicated Hunter,Dedicated Hunter
DS6601,2025,13,11,2,2,FIELD_PERMIT_GAP_EXPLAINED_BY_OVERLAYS,CONSERVATION_2025_2027|EXPO_2025_NAME_ONLY,pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_grouped.csv|pipeline/RAW/hunt_unit_database/2026/xlsx/2025  Expo Permits Draw Results.xlsx,"Kaiparowits, East:1|- Kaiparowits, East:1",0.850,"Kaiparowits, East","Kaiparowits, East",Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6604,2025,7,6,1,1,FIELD_PERMIT_GAP_EXPLAINED_BY_OVERLAYS,CONSERVATION_2025_2027,pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_grouped.csv,"La Sal, Potash/South Cisco:1",0.850,"La Sal, Potash/South Cisco","La Sal, Potash/South Cisco",Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6609,2025,8,7,1,1,FIELD_PERMIT_GAP_EXPLAINED_BY_OVERLAYS,EXPO_2025_NAME_ONLY,pipeline/RAW/hunt_unit_database/2026/xlsx/2025  Expo Permits Draw Results.xlsx,"- San Rafael, North:1",0.850,"San Rafael, North","San Rafael, North",Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6624,2025,3,2,1,1,FIELD_PERMIT_GAP_EXPLAINED_BY_OVERLAYS,CONSERVATION_2025_2027,pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_grouped.csv,"San Rafael, Dirty Devil:1",0.850,"San Rafael, Dirty Devil","San Rafael, Dirty Devil",Desert Bighorn Sheep,Desert Bighorn Sheep,Archery,Archery
EA1012,2025,6,5,1,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_2025_2027,pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_grouped.csv,Cache:4,0.850,"Cache, Richmond Hyde Park","Cache, Richmond Hyde Park",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1013,2025,68,70,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Manti, Central","Manti, Central",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1015,2025,70,69,1,15,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_2025_2027|EXPO_2025_NAME_ONLY,pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_grouped.csv|pipeline/RAW/hunt_unit_database/2026/xlsx/2025  Expo Permits Draw Results.xlsx,Manti:4|Manti:1|Manti:1|Manti:1|Manti:2|Manti:2|Manti:1|Manti:3,0.850,"Manti, Ferron Canyon","Manti, Ferron Canyon",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1017,2025,95,100,-5,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Manti, Gordon Creek-Price Canyon","Manti, Gordon Creek-Price Canyon",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1018,2025,59,60,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Manti, Horn Mtn","Manti, Horn Mtn",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1020,2025,118,120,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Manti, Mohrland-Stump Flat","Manti, Mohrland-Stump Flat",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1022,2025,292,300,-8,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Manti, North","Manti, North",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1023,2025,98,100,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Manti, South","Manti, South",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1024,2025,98,100,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Manti, South","Manti, South",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1025,2025,117,120,-3,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Manti, West","Manti, West",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1026,2025,341,260,81,0,NO_OVERLAY_MATCH_FOUND,,,,,Chalk Creek,Chalk Creek,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1030,2025,47,50,-3,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Fillmore, Pahvant","Fillmore, Pahvant",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1031,2025,48,50,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Fillmore, Pahvant","Fillmore, Pahvant",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1035,2025,125,115,10,0,NO_OVERLAY_MATCH_FOUND,,,,,"Kamas, Oakley","Kamas, Oakley",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1037,2025,49,50,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Dolores Triangle,"La Sal, Dolores Triangle",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1038,2025,197,196,1,13,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_2025_2027|EXPO_2025_NAME_ONLY,pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_grouped.csv|pipeline/RAW/hunt_unit_database/2026/xlsx/2025  Expo Permits Draw Results.xlsx,"La Sal:4|La Sal, La Sal Mtns:1|La Sal, La Sal Mtns:1|La Sal, La Sal Mtns:1|La Sal, La Sal Mtns:2|La Sal, La Sal Mtns:2|La Sal, La Sal Mtns:1|La Sal:1",0.850,La Sal Mtns,"La Sal, La Sal Mtns",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1039,2025,148,150,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,La Sal Mtns,"La Sal, La Sal Mtns",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1044,2025,35,34,1,0,NO_OVERLAY_MATCH_FOUND,,,,,"Morgan-South Rich, South Rich","Morgan-South Rich, South Rich",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1049,2025,70,72,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Mt Dutton, Deep Creek","Mt Dutton, Deep Creek",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1054,2025,50,49,1,0,NO_OVERLAY_MATCH_FOUND,,,,,"Nine Mile, West Anthro","Nine Mile, West Anthro",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1056,2025,5,4,1,0,NO_OVERLAY_MATCH_FOUND,,,,,"North Slope, Greendale","North Slope, Greendale",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1058,2025,100,95,5,0,NO_OVERLAY_MATCH_FOUND,,,,,"North Slope, Henry's Fork-Burnt Fork","North Slope, Henry's Fork-Burnt Fork",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1060,2025,19,18,1,0,NO_OVERLAY_MATCH_FOUND,,,,,"North Slope, West Daggett","North Slope, West Daggett",Elk,Elk,Muzzleloader,Muzzleloader
EA1061,2025,17,20,-3,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"North Slope, West Daggett","North Slope, West Daggett",Elk,Elk,Muzzleloader,Muzzleloader
EA1063,2025,75,71,4,0,NO_OVERLAY_MATCH_FOUND,,,,,Ogden,Ogden,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1064,2025,74,70,4,0,NO_OVERLAY_MATCH_FOUND,,,,,Ogden,Ogden,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1069,2025,34,35,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Panguitch Lake,Panguitch Lake,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1073,2025,16,20,-4,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Paunsaugunt,Paunsaugunt,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1075,2025,46,50,-4,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Boulder East,Boulder East,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1076,2025,49,50,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Boulder West,Boulder West,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1078,2025,264,270,-6,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1079,2025,64,65,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Fishlake/Thousand Lakes East,Fishlake/Thousand Lakes East,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1080,2025,59,60,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Fishlake/Thousand Lakes West,Fishlake/Thousand Lakes West,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1081,2025,122,121,1,5,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_2025_2027,pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_grouped.csv,San Juan Bull Elk:1|San Juan Bull Elk:1|San Juan Bull Elk:1|San Juan Bull Elk:1|San Juan Bull Elk:1,0.850,San Juan,San Juan,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1082,2025,121,125,-4,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,San Juan,San Juan,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1084,2025,5,4,1,0,NO_OVERLAY_MATCH_FOUND,,,,,"San Rafael, North","San Rafael, North",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1085,2025,100,74,26,0,NO_OVERLAY_MATCH_FOUND,,,,,Vernal/Bonanza,Vernal/Bonanza,Elk,Elk,Archery,Archery
EA1087,2025,99,100,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Vernal/Bonanza,Bonanza/Vernal,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1089,2025,49,50,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Diamond Mtn,Diamond Mtn,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1090,2025,49,50,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Diamond Mtn,Diamond Mtn,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1094,2025,98,99,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Vernal, Mosby Mtn","Vernal, Mosby Mtn",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1101,2025,98,100,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Southwest Desert,Southwest Desert,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1106,2025,194,172,22,12,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_2025_2027,pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_grouped.csv,Wasatch Mtns:4|Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:2|Wasatch Mtns:2|Wasatch Mtns:1,0.850,"Wasatch Mtns, Avintaquin","Wasatch Mtns, Avintaquin",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1110,2025,45,42,3,12,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_2025_2027,pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_grouped.csv,Wasatch Mtns:4|Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:2|Wasatch Mtns:2|Wasatch Mtns:1,0.850,"Wasatch Mtns, Salt Lake","Wasatch Mtns, Salt Lake",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1111,2025,34,33,1,12,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_2025_2027,pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_grouped.csv,Wasatch Mtns:4|Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:2|Wasatch Mtns:2|Wasatch Mtns:1,0.850,"Wasatch Mtns, Wallsburg","Wasatch Mtns, Wallsburg",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1112,2025,54,55,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Wasatch Mtns, Wallsburg","Wasatch Mtns, Wallsburg",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1113,2025,29,30,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Wasatch Mtns, West Heber","Wasatch Mtns, West Heber",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1114,2025,24,25,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Wasatch Mtns, West Timpanogos","Wasatch Mtns, West Timpanogos",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1117,2025,214,203,11,0,NO_OVERLAY_MATCH_FOUND,,,,,Zion,Zion,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1119,2025,20,12,8,0,NO_OVERLAY_MATCH_FOUND,,,,,Bar J Ranch,Bar J Ranch CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1120,2025,21,20,1,0,NO_OVERLAY_MATCH_FOUND,,,,,Bear Mountain,Bear Mountain CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1124,2025,15,12,3,0,NO_OVERLAY_MATCH_FOUND,,,,,Chimney Rock,Chimney Rock CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1129,2025,608,425,183,0,NO_OVERLAY_MATCH_FOUND,,,,,Deseret,Deseret CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1131,2025,33,30,3,0,NO_OVERLAY_MATCH_FOUND,,,,,Durst Mountain,Durst Mountain CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1132,2025,51,30,21,0,NO_OVERLAY_MATCH_FOUND,,,,,East Fork Chalk Creek,East Fork Chalk Creek CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1134,2025,91,60,31,0,NO_OVERLAY_MATCH_FOUND,,,,,Ensign Ranches,Ensign Ranches CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1136,2025,81,50,31,0,NO_OVERLAY_MATCH_FOUND,,,,,Grass Valley/Clark Canyon,Grass Valley/Clark Canyon CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1137,2025,15,9,6,0,NO_OVERLAY_MATCH_FOUND,,,,,Grazing Pasture,Grazing Pasture CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1139,2025,9,10,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Hardscrabble,Hardscrabble CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1141,2025,16,12,4,0,NO_OVERLAY_MATCH_FOUND,,,,,Hiawatha,Hiawatha CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1143,2025,35,21,14,0,NO_OVERLAY_MATCH_FOUND,,,,,Circle E Ranch,Circle E Ranch CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1145,2025,21,20,1,0,NO_OVERLAY_MATCH_FOUND,,,,,Johnson Mountain Ranch,Johnson Mountain Ranch CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1146,2025,13,9,4,0,NO_OVERLAY_MATCH_FOUND,,,,,Jump Creek,Jump Creek CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1149,2025,14,15,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Minnie Maud Ridge,Minnie Maud Ridge CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1156,2025,20,21,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Preston Nutter Ranch,Preston Nutter Ranch CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1157,2025,34,35,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Redd Ranches,Redd Ranches CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1158,2025,9,7,2,0,NO_OVERLAY_MATCH_FOUND,,,,,Riverview Ranch LLC,Cactus Ranch LLC CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1160,2025,4,5,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Sand Creek,Sand Creek CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1163,2025,32,19,13,0,NO_OVERLAY_MATCH_FOUND,,,,,Scofield West,Scofield West CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1164,2025,6,5,1,0,NO_OVERLAY_MATCH_FOUND,,,,,SJ Ranch,SJ Ranch CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1165,2025,14,15,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Skull Crack,Skull Crack CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1166,2025,16,14,2,0,NO_OVERLAY_MATCH_FOUND,,,,,Soldier Summit,Soldier Summit CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1168,2025,20,14,6,0,NO_OVERLAY_MATCH_FOUND,,,,,Spring Creek/Dodge,Spring Creek/Dodge CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1171,2025,10,5,5,0,NO_OVERLAY_MATCH_FOUND,,,,,Summit Point,Summit Point CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1172,2025,14,9,5,0,NO_OVERLAY_MATCH_FOUND,,,,,Three C,Three C CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1174,2025,58,60,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Two Bear,Two Bear CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1187,2025,15,13,2,0,NO_OVERLAY_MATCH_FOUND,,,,,"Paunsaugunt, Hatch Bench","Paunsaugunt, Hatch Bench",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1189,2025,423,335,88,12,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_2025_2027,pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_grouped.csv,Wasatch Mtns:4|Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:2|Wasatch Mtns:2|Wasatch Mtns:1,0.850,"Wasatch Mtns, West-Central","Wasatch Mtns, West-Central",Elk,Elk,Muzzleloader,Muzzleloader
EA1207,2025,8,10,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Nebo, Moroni Hills","Nebo, Moroni Hills",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1208,2025,271,275,-4,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Nebo,Nebo,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1209,2025,49,50,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Fillmore, Oak Creek LE","Fillmore, Oak Creek LE",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1217,2025,148,141,7,12,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_2025_2027,pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_grouped.csv,Wasatch Mtns:4|Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:2|Wasatch Mtns:2|Wasatch Mtns:1,0.850,"Wasatch Mtns, Avintaquin","Wasatch Mtns, Avintaquin",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1223,2025,29,30,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Beaver, East","Beaver, East",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1224,2025,129,130,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Book Cliffs, Bitter Creek/South","Book Cliffs, Bitter Creek/South",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1225,2025,154,163,-9,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Book Cliffs, Bitter Creek/South","Book Cliffs, Bitter Creek/South",Elk,Elk,Muzzleloader,Any Legal Weapon
EA1226,2025,10,9,1,0,NO_OVERLAY_MATCH_FOUND,,,,,"Nebo, Moroni Hills","Nebo, Moroni Hills",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1228,2025,72,71,1,0,NO_OVERLAY_MATCH_FOUND,,,,,Morgan-South Rich,Morgan-South Rich,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1229,2025,158,160,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Morgan-South Rich,Morgan-South Rich,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1234,2025,16,15,1,0,NO_OVERLAY_MATCH_FOUND,,,,,Royal Ivory Outfitters,Royal Ivory Outfitters CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1236,2025,147,145,2,0,NO_OVERLAY_MATCH_FOUND,,,,,East Canyon,East Canyon,Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1237,2025,170,56,114,13,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_2025_2027|EXPO_2025_NAME_ONLY,pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_grouped.csv|pipeline/RAW/hunt_unit_database/2026/xlsx/2025  Expo Permits Draw Results.xlsx,"La Sal:4|La Sal, La Sal Mtns:1|La Sal, La Sal Mtns:1|La Sal, La Sal Mtns:1|La Sal, La Sal Mtns:2|La Sal, La Sal Mtns:2|La Sal, La Sal Mtns:1|La Sal:1",0.850,"La Sal Mtns, North","La Sal, La Sal Mtns-North",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1239,2025,50,48,2,0,NO_OVERLAY_MATCH_FOUND,,,,,"Nine Mile, Range Creek","Nine Mile, Range Creek",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1240,2025,149,147,2,0,NO_OVERLAY_MATCH_FOUND,,,,,"Nine Mile, Range Creek","Nine Mile, Range Creek",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1242,2025,98,94,4,0,NO_OVERLAY_MATCH_FOUND,,,,,"Vernal, Buckskin Hills-Jensen","Vernal, Buckskin Hills-Jensen",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1243,2025,97,94,3,0,NO_OVERLAY_MATCH_FOUND,,,,,"Vernal, Buckskin Hills-Jensen","Vernal, Buckskin Hills-Jensen",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1245,2025,50,48,2,0,NO_OVERLAY_MATCH_FOUND,,,,,Yellowstone,Yellowstone,Elk,Elk,Muzzleloader,Muzzleloader
EA1251,2025,14,15,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Southwest Desert, Burbank/Garrison","Southwest Desert, Burbank/Garrison",Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1261,2025,6,5,1,0,NO_OVERLAY_MATCH_FOUND,,,,,West Ridge,Blackhawk CWMU,Elk,Elk,Any Legal Weapon,Any Legal Weapon
