source_pdf,pdf_page,table_index,row_index,hunt_code,reason,tokens
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,89,0,33,PB5346,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 3 | 0 | 1 | 1 | 1 in 3.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,2,0,33,EB3000,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 447 | 11 | 10 | 21 | 1 in 21.3 | Totals | 601 | 1 | 1 | 2 | 1 in 300.5
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,3,0,33,EB3002,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 47 | 2 | 1 | 3 | 1 in 15.7 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,4,0,33,EB3003,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 13 | 5 | 5 | 10 | 1 in 1.3 | Totals | 13 | 0 | 1 | 1 | 1 in 13.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,5,0,33,EB3005,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 169 | 4 | 4 | 8 | 1 in 21.1 | Totals | 36 | 0 | 1 | 1 | 1 in 36.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,6,0,33,EB3006,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 924 | 78 | 77 | 155 | 1 in 6.0 | Totals | 426 | 9 | 8 | 17 | 1 in 25.1
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,7,0,33,EB3008,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 149 | 9 | 9 | 18 | 1 in 8.3 | Totals | 166 | 1 | 1 | 2 | 1 in 83.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,8,0,33,EB3009,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 170 | 18 | 17 | 35 | 1 in 4.9 | Totals | 131 | 2 | 2 | 4 | 1 in 32.8
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,9,0,33,EB3010,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 273 | 10 | 9 | 19 | 1 in 14.4 | Totals | 211 | 1 | 1 | 2 | 1 in 105.5
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,10,0,33,EB3011,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 179 | 9 | 8 | 17 | 1 in 10.5 | Totals | 119 | 1 | 1 | 2 | 1 in 59.5
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,11,0,33,EB3013,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 79 | 3 | 3 | 6 | 1 in 13.2 | Totals | 71 | 0 | 1 | 1 | 1 in 71.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,12,0,33,EB3015,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 301 | 8 | 7 | 15 | 1 in 20.1 | Totals | 235 | 1 | 1 | 2 | 1 in 117.5
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,13,0,33,EB3018,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 420 | 40 | 39 | 79 | 1 in 5.3 | Totals | 229 | 4 | 4 | 8 | 1 in 28.6
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,14,0,33,EB3019,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 293 | 13 | 12 | 25 | 1 in 11.7 | Totals | 848 | 2 | 1 | 3 | 1 in 282.7
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,15,0,33,EB3020,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 90 | 11 | 10 | 21 | 1 in 4.3 | Totals | 54 | 2 | 1 | 3 | 1 in 18.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,16,0,33,EB3022,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 1018 | 80 | 80 | 160 | 1 in 6.4 | Totals | 273 | 8 | 8 | 16 | 1 in 17.1
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,17,0,33,EB3024,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 1715 | 5 | 4 | 9 | 1 in 190.6 | Totals | 1388 | 0 | 1 | 1 | in 1388.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,18,0,33,EB3025,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 433 | 7 | 6 | 13 | 1 in 33.3 | Totals | 242 | 1 | 1 | 2 | 1 in 121.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,19,0,33,EB3028,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 174 | 1 | 1 | 2 | 1 in 87.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,20,0,33,EB3031,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 355 | 5 | 4 | 9 | 1 in 39.4 | Totals | 136 | 0 | 1 | 1 | 1 in 136.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,21,0,33,EB3032,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 113 | 2 | 2 | 4 | 1 in 28.3 | Totals | 43 | 0 | 1 | 1 | 1 in 43.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,22,0,33,EB3033,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 31 | 4 | 3 | 7 | 1 in 4.4 | Totals | 12 | 0 | 1 | 1 | 1 in 12.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,23,0,33,EB3036,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 625 | 2 | 1 | 3 | 1 in 208.3 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,24,0,33,EB3037,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 236 | 3 | 2 | 5 | 1 in 47.2 | Totals | 32 | 0 | 1 | 1 | 1 in 32.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,25,0,33,EB3038,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 3119 | 32 | 32 | 64 | 1 in 48.7 | Totals | 602 | 3 | 3 | 6 | 1 in 100.3
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,26,0,33,EB3039,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 1259 | 53 | 53 | 106 | 1 in 11.9 | Totals | 258 | 6 | 5 | 11 | 1 in 23.5
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,27,0,33,EB3042,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 724 | 4 | 4 | 8 | 1 in 90.5 | Totals | 338 | 0 | 1 | 1 | 1 in 338.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,28,0,33,EB3043,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 218 | 6 | 6 | 12 | 1 in 18.2 | Totals | 119 | 1 | 1 | 2 | 1 in 59.5
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,29,0,33,EB3044,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 125 | 3 | 3 | 6 | 1 in 20.8 | Totals | 137 | 0 | 1 | 1 | 1 in 137.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,30,0,33,EB3045,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 473 | 7 | 6 | 13 | 1 in 36.4 | Totals | 172 | 1 | 1 | 2 | 1 in 86.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,31,0,33,EB3046,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 214 | 12 | 12 | 24 | 1 in 8.9 | Totals | 41 | 1 | 1 | 2 | 1 in 20.5
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,32,0,33,EB3047,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 1307 | 4 | 4 | 8 | 1 in 163.4 | Totals | 663 | 0 | 1 | 1 | 1 in 663.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,33,0,33,EB3048,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 250 | 7 | 6 | 13 | 1 in 19.2 | Totals | 139 | 0 | 1 | 1 | 1 in 139.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,34,0,33,EB3049,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 566 | 4 | 3 | 7 | 1 in 80.9 | Totals | 207 | 0 | 1 | 1 | 1 in 207.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,35,0,33,EB3050,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 350 | 6 | 6 | 12 | 1 in 29.2 | Totals | 216 | 0 | 1 | 1 | 1 in 216.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,36,0,33,EB3053,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 265 | 5 | 4 | 9 | 1 in 29.4 | Totals | 110 | 0 | 1 | 1 | 1 in 110.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,37,0,33,EB3056,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 979 | 3 | 2 | 5 | 1 in 195.8 | Totals | 345 | 0 | 1 | 1 | 1 in 345.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,38,0,33,EB3057,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 371 | 6 | 5 | 11 | 1 in 33.7 | Totals | 110 | 0 | 1 | 1 | 1 in 110.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,39,0,33,EB3063,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 1001 | 16 | 16 | 32 | 1 in 31.3 | Totals | 306 | 2 | 1 | 3 | 1 in 102.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,40,0,33,EB3064,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 694 | 47 | 46 | 93 | 1 in 7.5 | Totals | 190 | 5 | 4 | 9 | 1 in 21.1
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,41,0,33,EB3065,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 546 | 27 | 27 | 54 | 1 in 10.1 | Totals | 122 | 3 | 3 | 6 | 1 in 20.3
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,42,0,33,EB3066,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 1366 | 5 | 5 | 10 | 1 in 136.6 | Totals | 1669 | 0 | 1 | 1 | in 1669.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,43,0,33,EB3067,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 209 | 9 | 9 | 18 | 1 in 11.6 | Totals | 172 | 1 | 1 | 2 | 1 in 86.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,44,0,33,EB3068,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 352 | 4 | 4 | 8 | 1 in 44.0 | Totals | 120 | 0 | 1 | 1 | 1 in 120.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,45,0,33,EB3069,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 279 | 14 | 13 | 27 | 1 in 10.3 | Totals | 69 | 1 | 1 | 2 | 1 in 34.5
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,46,0,33,EB3072,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 2573 | 33 | 32 | 65 | 1 in 39.6 | Totals | 369 | 3 | 3 | 6 | 1 in 61.5
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,47,0,33,EB3073,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 1089 | 55 | 55 | 110 | 1 in 9.9 | Totals | 194 | 6 | 5 | 11 | 1 in 17.6
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,48,0,33,EB3077,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 199 | 7 | 6 | 13 | 1 in 15.3 | Totals | 210 | 0 | 1 | 1 | 1 in 210.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,49,0,33,EB3079,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 45 | 1 | 1 | 2 | 1 in 22.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,50,0,33,EB3081,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 9 | 3 | 3 | 6 | 1 in 1.5 | Totals | 13 | 0 | 1 | 1 | 1 in 13.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,51,0,33,EB3083,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 93 | 3 | 2 | 5 | 1 in 18.6 | Totals | 79 | 0 | 1 | 1 | 1 in 79.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,52,0,33,EB3084,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 702 | 46 | 46 | 92 | 1 in 7.6 | Totals | 182 | 5 | 5 | 10 | 1 in 18.2
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,53,0,33,EB3086,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 105 | 6 | 6 | 12 | 1 in 8.8 | Totals | 81 | 0 | 1 | 1 | 1 in 81.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,54,0,33,EB3087,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 144 | 11 | 11 | 22 | 1 in 6.5 | Totals | 59 | 1 | 1 | 2 | 1 in 29.5
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,55,0,33,EB3088,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 160 | 6 | 5 | 11 | 1 in 14.5 | Totals | 144 | 0 | 1 | 1 | 1 in 144.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,56,0,33,EB3089,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 120 | 6 | 5 | 11 | 1 in 10.9 | Totals | 118 | 0 | 1 | 1 | 1 in 118.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,57,0,33,EB3091,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 72 | 2 | 2 | 4 | 1 in 18.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,58,0,33,EB3093,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 161 | 5 | 5 | 10 | 1 in 16.1 | Totals | 141 | 0 | 1 | 1 | 1 in 141.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,59,0,33,EB3096,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 318 | 24 | 24 | 48 | 1 in 6.6 | Totals | 120 | 3 | 2 | 5 | 1 in 24.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,60,0,33,EB3097,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 197 | 8 | 7 | 15 | 1 in 13.1 | Totals | 253 | 1 | 1 | 2 | 1 in 126.5
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,61,0,33,EB3098,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 67 | 7 | 6 | 13 | 1 in 5.2 | Totals | 43 | 1 | 1 | 2 | 1 in 21.5
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,62,0,33,EB3100,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 605 | 48 | 48 | 96 | 1 in 6.3 | Totals | 169 | 5 | 4 | 9 | 1 in 18.8
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,63,0,33,EB3102,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 386 | 2 | 1 | 3 | 1 in 128.7 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,64,0,33,EB3104,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 52 | 0 | 1 | 1 | 1 in 52.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,65,0,33,EB3105,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 22 | 0 | 1 | 1 | 1 in 22.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,66,0,33,EB3107,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 170 | 0 | 1 | 1 | 1 in 170.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,67,0,33,EB3108,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 558 | 10 | 9 | 19 | 1 in 29.4 | Totals | 105 | 1 | 1 | 2 | 1 in 52.5
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,68,0,33,EB3110,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 143 | 2 | 1 | 3 | 1 in 47.7 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,69,0,33,EB3111,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 79 | 3 | 2 | 5 | 1 in 15.8 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,70,0,33,EB3112,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 248 | 1 | 1 | 2 | 1 in 124.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,71,0,33,EB3113,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 107 | 1 | 1 | 2 | 1 in 53.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,72,0,33,EB3115,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 67 | 0 | 1 | 1 | 1 in 67.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,73,0,33,EB3117,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 218 | 1 | 1 | 2 | 1 in 109.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,74,0,33,EB3120,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 204 | 5 | 5 | 10 | 1 in 20.4 | Totals | 79 | 0 | 1 | 1 | 1 in 79.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,75,0,33,EB3121,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 315 | 2 | 1 | 3 | 1 in 105.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,76,0,33,EB3122,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 84 | 2 | 1 | 3 | 1 in 28.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,77,0,33,EB3124,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 586 | 10 | 9 | 19 | 1 in 30.8 | Totals | 80 | 1 | 1 | 2 | 1 in 40.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,78,0,33,EB3126,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 1616 | 92 | 91 | 183 | 1 in 8.8 | Totals | 374 | 10 | 9 | 19 | 1 in 19.7
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,79,0,33,EB3127,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 1560 | 95 | 95 | 190 | 1 in 8.2 | Totals | 301 | 11 | 10 | 21 | 1 in 14.3
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,80,0,33,EB3130,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 21 | 2 | 1 | 3 | 1 in 7.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,81,0,33,EB3132,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 176 | 13 | 12 | 25 | 1 in 7.0 | Totals | 59 | 2 | 1 | 3 | 1 in 19.7
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,82,0,33,EB3135,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 50 | 5 | 4 | 9 | 1 in 5.6 | Totals | 73 | 0 | 1 | 1 | 1 in 73.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,83,0,33,EB3136,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 93 | 8 | 8 | 16 | 1 in 5.8 | Totals | 81 | 1 | 1 | 2 | 1 in 40.5
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,84,0,33,EB3137,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 100 | 7 | 6 | 13 | 1 in 7.7 | Totals | 65 | 0 | 1 | 1 | 1 in 65.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,85,0,33,EB3139,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 110 | 13 | 12 | 25 | 1 in 4.4 | Totals | 19 | 2 | 1 | 3 | 1 in 6.3
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,86,0,33,EB3142,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 41 | 5 | 4 | 9 | 1 in 4.6 | Totals | 22 | 0 | 1 | 1 | 1 in 22.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,87,0,33,EB3143,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 77 | 8 | 8 | 16 | 1 in 4.8 | Totals | 13 | 1 | 1 | 2 | 1 in 6.5
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,88,0,33,EB3144,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 96 | 7 | 6 | 13 | 1 in 7.4 | Totals | 31 | 0 | 1 | 1 | 1 in 31.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,89,0,33,EB3145,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 362 | 14 | 14 | 28 | 1 in 12.9 | Totals | 347 | 1 | 1 | 2 | 1 in 173.5
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,90,0,33,EB3146,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 217 | 19 | 18 | 37 | 1 in 5.9 | Totals | 119 | 2 | 1 | 3 | 1 in 39.7
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,91,0,33,EB3147,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 195 | 3 | 3 | 6 | 1 in 32.5 | Totals | 59 | 0 | 1 | 1 | 1 in 59.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,92,0,33,EB3148,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 1177 | 6 | 5 | 11 | 1 in 107.0 | Totals | 652 | 0 | 1 | 1 | 1 in 652.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,93,0,33,EB3149,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 864 | 7 | 7 | 14 | 1 in 61.7 | Totals | 272 | 1 | 1 | 2 | 1 in 136.0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,94,0,33,EB3150,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 138 | 6 | 6 | 12 | 1 in 11.5 | Totals | 31 | 0 | 1 | 1 | 1 in 31.0
