comparison,hunt_code,boundary_id,hunt_name,species,primary_universe_bucket,scoring_bucket
matrix_2026_NOT_IN_bible_2026,TK1003,887,Central Region,Turkey,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,TK1004,886,Northeastern Region,Turkey,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,TK1005,888,Northern Region,Turkey,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,TK1006,884,Southeastern Region,Turkey,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,TK1007,885,Southern Region,Turkey,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,TK1012,887,Central Region,Turkey,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2026,TK1013,886,Northeastern Region,Turkey,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2026,TK1014,888,Northern Region,Turkey,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2026,TK1015,884,Southeastern Region,Turkey,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2026,TK1016,885,Southern Region,Turkey,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2026,TK1018,826,Pahvant Ensign CWMU,Turkey,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,TK1019,5137,Southeastern Region,Turkey,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2026,TK1020,898,Central Region,Turkey,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2026,TK1021,807,East Zion CWMU,Turkey,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,TK1022,5138,Southern Region,Turkey,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,BI1000,5000,Statewide,Bison,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,BI6527,615,Nine Mile,Bison,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,BI6538,615,Nine Mile,Bison,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,BI6539,94,Henry Mtns,Bison,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,BR1000,5001,Statewide,Black Bear,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,BR1001,5002,Harvest Objective Units,Black Bear,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,BR1007,5003,Pursuit,Black Bear,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,BR1018,5013,Pursuit,Black Bear,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,BR7021,108,Dolores Triangle,Black Bear,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,BR7022,617,La Sal Mtns,Black Bear,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,BR7126,108,Dolores Triangle,Black Bear,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,BR7127,617,La Sal Mtns,Black Bear,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,BR7238,108,Dolores Triangle,Black Bear,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,BR7239,617,La Sal Mtns,Black Bear,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,BR7324,610,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,BR7326,617,La Sal Mtns,Black Bear,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,CG9999,5107,Statewide,Cougar,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DB0001,866,Navajo Nation SER permit area,Deer,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DB0002,866,Navajo Nation SER permit area,Deer,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DB0003,866,Navajo Nation SER permit area,Deer,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DB0004,865,Navajo Nation SR permit area,Deer,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DB0005,865,Navajo Nation SR permit area,Deer,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DB0006,865,Navajo Nation SR permit area,Deer,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DB0007,5108,Statewide,Deer,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,DB0009,1,Antelope Island,Deer,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DB0010,865,Navajo Nation SR permit area,Deer,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DB0011,865,Navajo Nation SR permit area,Deer,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DB0012,865,Navajo Nation SR permit area,Deer,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DB0013,865,Navajo Nation SR permit area,Deer,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DB1056,7,Book Cliffs,Deer,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DB1075,7,Book Cliffs,Deer,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DB1076,7,Book Cliffs,Deer,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DB1109,632,Thousand Lakes,Deer,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,DB1118,108,Dolores Triangle,Deer,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DB1121,1,Antelope Island,Deer,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,DB1351,923,The Dirty Dozen,Deer,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,DS1000,5110,Statewide,Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,DS1002,98,"Kaiparowits, East",Desert Bighorn Sheep,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DS1003,5141,"Kaiparowits, Escalante East/West",Desert Bighorn Sheep,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DS1004,193,"San Rafael, Dirty Devil",Desert Bighorn Sheep,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DS1006,100,"Kaiparowits, West",Desert Bighorn Sheep,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DS1007,195,"San Rafael, South",Desert Bighorn Sheep,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,DS6605,305,"Pine Valley, Beaver Dam",Desert Bighorn Sheep,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EA1180,5111,La Sal,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA1220,5112,Manti,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA1221,5145,Fishlake/Thousand Lake,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA1258,5113,La Sal,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA1270,5114,Fishlake,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA1271,5115,Manti,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2000,5116,Antlerless Elk Control,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2002,117,Morgan-South Rich,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2003,276,East Canyon,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2004,69,Chalk Creek,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2005,142,"North Slope, West Daggett",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2006,613,Yellowstone,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2008,129,"Nine Mile, Anthro-Myton Bench",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2009,617,La Sal Mtns,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2010,710,San Juan,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2011,51,Manti,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2012,620,"Wasatch Mtns, West",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2013,227,"Wasatch Mtns, Currant Creek",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2014,817,"Wasatch Mtns, Avintaquin-White River",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2015,163,Paunsaugunt,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2016,616,Nebo,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2017,630,Mt Dutton,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2018,634,Panguitch Lake,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2019,116,"West Desert, Tintic Valley",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2020,635,Zion,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2021,685,"Beaver, East",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2026,18,"Box Elder, Hansel Mtn",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2027,29,Cache,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2028,614,Vernal/Bonanza,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2029,277,"Nine Mile, Range Creek",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2030,206,Diamond Mtn,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2039,88,"Fillmore, Pahvant",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2040,611,Kamas,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2041,5117,Cache,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2045,5118,Wasatch Mtns,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EA2046,868,"Box Elder, Sawtooth",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EB1000,5119,Statewide,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EB1001,5120,Any Bull Units,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EB1002,5121,Any Bull Units,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EB1003,5122,Spike Only Units,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EB1004,5123,Spike Only Units,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EB1005,5124,Any Bull Units,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EB1009,5126,Spike Only Elk Units,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EB1010,5127,Any Bull Units,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EB1011,5128,Youth General Season Units,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EB1012,931,Uinta Basin,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EB3128,867,"Box Elder, Grouse Creek",Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EB3168,33,"Cache, Meadowville",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EB3209,5129,"Box Elder, Pilot Mtn",Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EB3620,923,The Dirty Dozen,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2025,EL3000,685,"Beaver, East",Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EL3002,12,"Book Cliffs, Little Creek Roadless",Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EL3003,33,"Cache, Meadowville",Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EL3005,41,"Cache, South",Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EL3006,51,Manti,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EL3008,88,"Fillmore, Pahvant",Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EL3009,617,La Sal Mtns,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EL3010,629,Monroe,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EL3011,630,Mt Dutton,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EL3013,140,"North Slope, Three Corners",Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EL3015,634,Panguitch Lake,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EL3018,175,Fishlake/Thousand Lakes,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EL3019,183,San Juan,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EL3020,206,Diamond Mtn,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EL3022,222,Wasatch Mtns,Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EL3024,685,"Beaver, East",Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EL3025,685,"Beaver, East",Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2025,EL3028,12,"Book Cliffs, Little Creek Roadless",Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
