hunt_code,boundary_id,boundary_id_source,primary_universe_bucket,scoring_bucket,hunt_name,species,sex_type,hunt_type,weapon,prefix,present_2026_model_workbook,present_2025_model_workbook,present_2026_hunt_matrix,present_DATABASE,present_long_file,present_boundary_index,boundary_geojson_exists,present_BIBLE_2026,present_BIBLE_2025,present_normalized_2025_for_2026,present_demoted_1289_built_master,boundary_geojson_path,member_boundary_ids,source_boundary_ids,source_flags,lock_status
EA1207,107,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Nebo, Moroni Hills",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1207.geojson,,107,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1208,616,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Nebo,Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1208.geojson,,616,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1209,85,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Fillmore, Oak Creek",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1209.geojson,,85,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1217,224,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Wasatch Mtns, Avintaquin A",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1217.geojson,,224,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1220,5112,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Manti,Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/EA1220.geojson,43|45|47|49|51|55|58|861|862|938,43|45|47|49|51|55|58|861|862|938,database|matrix|long|built_demoted|workbook_2026_for_2027|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1221,5145,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Fishlake/Thousand Lake,Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/EA1221.geojson,698|699|175,698|699|175,database|matrix|long|built_demoted|workbook_2026_for_2027|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1222,685,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Beaver, East",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1222.geojson,,685,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1223,685,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Beaver, East",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1223.geojson,,685,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1224,449,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Book Cliffs, Bitter Creek/South",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1224.geojson,,449,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1225,449,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Book Cliffs, Bitter Creek/South",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1225.geojson,,449,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1226,107,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Nebo, Moroni Hills",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1226.geojson,,107,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1228,117,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Morgan-South Rich,Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1228.geojson,,117,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1229,117,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Morgan-South Rich,Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1229.geojson,,117,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1231,116,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"West Desert, Tintic Valley",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1231.geojson,,116,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1233,599,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Avintaquin Canyon,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1233.geojson,,599,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1234,828,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Royal Ivory Outfitters,Elk,Antlerless,CWMU,Any Legal Weapon,EA,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1234.geojson,,828,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1235,490,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Sharp Mountain,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1235.geojson,,490,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1236,276,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,East Canyon,Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1236.geojson,,276,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1237,879,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"LaSal, Mtns-North",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1237.geojson,,879,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1239,277,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Nine Mile, Range Creek",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1239.geojson,,277,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1240,277,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Nine Mile, Range Creek",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1240.geojson,,277,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1242,880,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Vernal, Buckskin Hills-Jensen",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1242.geojson,,880,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1243,880,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Vernal, Buckskin Hills-Jensen",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1243.geojson,,880,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1244,613,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Yellowstone,Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1244.geojson,,613,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1245,613,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Yellowstone,Elk,Antlerless,General Season,Muzzleloader,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1245.geojson,,613,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1250,142,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"North Slope, West Daggett",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1250.geojson,,142,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1251,893,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Southwest Desert, Burbank/Garrison",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1251.geojson,,893,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1254,636,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Pine Valley,Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1254.geojson,,636,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1256,556,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Coyote Little Pole,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1256.geojson,,556,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1257,569,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Tunnel Hollow,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1257.geojson,,569,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1258,5113,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,La Sal,Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/EA1258.geojson,108|617|684|879,108|617|684|879,database|matrix|long|built_demoted|workbook_2026_for_2027|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1259,923,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,The Dirty Dozen,Elk,Antlerless,CWMU,Any Legal Weapon,EA,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1259.geojson,,923,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1260,874,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,West Ridge,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1260.geojson,,808,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1261,808,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Blackhawk,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1261.geojson,,874,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1263,524,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Weber Florence Creek,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1263.geojson,,524,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1264,921,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Wasatch Mtns, Rabbit Gulch",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1264.geojson,,921,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1265,920,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Wasatch Mtns, Tabby Mtn",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1265.geojson,,920,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1266,18,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Box Elder, Hansel Mtn",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1266.geojson,,18,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1267,29,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Cache,Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1267.geojson,,29,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1268,138,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"North Slope, Summit",Elk,Antlerless,General Season,Archery,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1268.geojson,,138,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1269,924,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Ogden (excludes Hyrum),Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1269.geojson,,924,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1270,5114,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Fishlake,Elk,Antlerless,Conservation,Any Legal Weapon,EA,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/EA1270.geojson,175|698|699,175|698|699,database|matrix|long|built_demoted|workbook_2026_for_2027|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1271,5115,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Manti,Elk,Antlerless,Conservation,Any Legal Weapon,EA,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/EA1271.geojson,43|45|47|49|51|55|58|861|862|938,43|45|47|49|51|55|58|861|862|938,database|matrix|long|built_demoted|workbook_2026_for_2027|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1272,941,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"East Canyon, East",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1272.geojson,,941,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1273,140,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"North Slope, Three Corners",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1273.geojson,,140,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1274,140,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"North Slope, Three Corners",Elk,Antlerless,General Season,Archery,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1274.geojson,,140,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1276,225,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Wasatch Mtns, Box Elder Peak",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1276.geojson,,225,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1277,140,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"North Slope, Three Corners",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1277.geojson,,140,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1278,938,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,"Manti, Ferron-Nelson Mtn",Elk,Antlerless,General Season,Any Legal Weapon,EA,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1278.geojson,,938,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1279,938,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,"Manti, Ferron-Nelson Mtn",Elk,Antlerless,General Season,Any Legal Weapon,EA,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1279.geojson,,938,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
