row_number,hunt_code,hunt_name,species,sex_type,weapon,database_boundary_id_before,boundary_index_boundary_id,boundary_index_source_file,boundary_index_geojson_path,action
544,EA1125,Coldwater Ranch CWMU,Elk,Antlerless,Any Legal Weapon,505,505,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1125.geojson,ok_existing_match
545,EB3509,Coldwater Ranch CWMU,Elk,Bull,Any Legal Weapon,505,505,elk_hunt_table_official.json,processed_data/boundaries/EB3509.geojson,ok_existing_match
546,DA1050,The Rose of Snowville CWMU,Deer,Antlerless,Any Legal Weapon,509,509,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DA1050.geojson,ok_existing_match
547,DB1347,The Rose of Snowville CWMU,Deer,Buck,Any Legal Weapon,509,509,hunt_boundaries.geojson,processed_data/boundaries/DB1347.geojson,ok_existing_match
548,PB5311,The Rose of Snowville CWMU,Pronghorn,Buck,Any Legal Weapon,509,509,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5311.geojson,ok_existing_match
549,PD1048,The Rose of Snowville CWMU,Pronghorn,Doe,Any Legal Weapon,509,509,pronghorn_hunt_table_official.json,processed_data/boundaries/PD1048.geojson,ok_existing_match
550,DB1211,Blue Spring Hills CWMU,Deer,Buck,Any Legal Weapon,510,510,hunt_boundaries.geojson,processed_data/boundaries/DB1211.geojson,ok_existing_match
551,DB1308,West Hills CWMU,Deer,Buck,Any Legal Weapon,511,511,hunt_boundaries.geojson,processed_data/boundaries/DB1308.geojson,ok_existing_match
552,DB1231,Dove Creek CWMU,Deer,Buck,Any Legal Weapon,512,512,hunt_boundaries.geojson,processed_data/boundaries/DB1231.geojson,ok_existing_match
553,DB1269,North Promontory CWMU,Deer,Buck,Any Legal Weapon,513,513,hunt_boundaries.geojson,processed_data/boundaries/DB1269.geojson,ok_existing_match
554,DB1239,Fort Ranch CWMU,Deer,Buck,Any Legal Weapon,514,514,hunt_boundaries.geojson,processed_data/boundaries/DB1239.geojson,ok_existing_match
555,DB1325,Double Cone CWMU,Deer,Buck,Any Legal Weapon,516,516,hunt_boundaries.geojson,processed_data/boundaries/DB1325.geojson,ok_existing_match
556,EA1130,Double Cone CWMU,Elk,Antlerless,Any Legal Weapon,516,516,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1130.geojson,ok_existing_match
557,EB3515,Double Cone CWMU,Elk,Bull,Any Legal Weapon,516,516,elk_hunt_table_official.json,processed_data/boundaries/EB3515.geojson,ok_existing_match
558,EA1158,Cactus Ranch LLC CWMU,Elk,Antlerless,Any Legal Weapon,517,517,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1158.geojson,ok_existing_match
559,EB3545,Cactus Ranch LLC CWMU,Elk,Bull,Any Legal Weapon,517,517,elk_hunt_table_official.json,processed_data/boundaries/EB3545.geojson,ok_existing_match
560,DB1264,Mountain Meadow CWMU,Deer,Buck,Any Legal Weapon,518,518,hunt_boundaries.geojson,processed_data/boundaries/DB1264.geojson,ok_existing_match
561,DB1236,Engineer Springs CWMU,Deer,Buck,Any Legal Weapon,519,519,hunt_boundaries.geojson,processed_data/boundaries/DB1236.geojson,ok_existing_match
562,DB1233,East Fork Chalk Creek CWMU,Deer,Buck,Any Legal Weapon,520,520,hunt_boundaries.geojson,processed_data/boundaries/DB1233.geojson,ok_existing_match
563,EA1132,East Fork Chalk Creek CWMU,Elk,Antlerless,Any Legal Weapon,520,520,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1132.geojson,ok_existing_match
564,EB3517,East Fork Chalk Creek CWMU,Elk,Bull,Any Legal Weapon,520,520,elk_hunt_table_official.json,processed_data/boundaries/EB3517.geojson,ok_existing_match
565,MB6208,East Fork Chalk Creek CWMU,Moose,Bull,Any Legal Weapon,520,520,moose_hunt_table_official.json,processed_data/boundaries/MB6208.geojson,ok_existing_match
566,DB1304,Two Bear CWMU,Deer,Buck,Any Legal Weapon,521,521,hunt_boundaries.geojson,processed_data/boundaries/DB1304.geojson,ok_existing_match
567,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,521,521,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1174.geojson,ok_existing_match
568,DB1237,Ensign Ranches CWMU,Deer,Buck,Any Legal Weapon,522,522,hunt_boundaries.geojson,processed_data/boundaries/DB1237.geojson,ok_existing_match
569,EA1134,Ensign Ranches CWMU,Elk,Antlerless,Any Legal Weapon,522,522,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1134.geojson,ok_existing_match
570,EB3519,Ensign Ranches CWMU,Elk,Bull,Any Legal Weapon,522,522,elk_hunt_table_official.json,processed_data/boundaries/EB3519.geojson,ok_existing_match
571,DB1349,Weber Florence Creek/Stillman Creek CWMU,Deer,Buck,Any Legal Weapon,524,524,hunt_boundaries.geojson,processed_data/boundaries/DB1349.geojson,ok_existing_match
572,EA1263,Weber Florence Creek/Stillman Creek CWMU,Elk,Antlerless,Any Legal Weapon,524,524,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1263.geojson,ok_existing_match
573,EB3619,Weber Florence Creek/Stillman Creek CWMU,Elk,Bull,Any Legal Weapon,524,524,elk_hunt_table_official.json,processed_data/boundaries/EB3619.geojson,ok_existing_match
574,MB6266,Weber Florence Creek/Stillman Creek CWMU,Moose,Bull,Any Legal Weapon,524,524,moose_hunt_table_official.json,processed_data/boundaries/MB6266.geojson,ok_existing_match
575,DB1242,Grass Valley/Clark Canyon CWMU,Deer,Buck,Any Legal Weapon,525,525,hunt_boundaries.geojson,processed_data/boundaries/DB1242.geojson,ok_existing_match
576,EA1136,Grass Valley/Clark Canyon CWMU,Elk,Antlerless,Any Legal Weapon,525,525,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1136.geojson,ok_existing_match
577,EB3521,Grass Valley/Clark Canyon CWMU,Elk,Bull,Any Legal Weapon,525,525,elk_hunt_table_official.json,processed_data/boundaries/EB3521.geojson,ok_existing_match
578,MB6211,Grass Valley/Clark Canyon CWMU,Moose,Bull,Any Legal Weapon,525,525,moose_hunt_table_official.json,processed_data/boundaries/MB6211.geojson,ok_existing_match
579,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,526,526,hunt_boundaries.geojson,processed_data/boundaries/DB1200.geojson,ok_existing_match
580,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,526,526,hunt_boundaries.geojson,processed_data/boundaries/DB1201.geojson,ok_existing_match
581,DB1334,Alton - Cactus Buck CWMU,Deer,Buck,Any Legal Weapon,526,526,hunt_boundaries.geojson,processed_data/boundaries/DB1334.geojson,ok_existing_match
582,EA1118,Alton CWMU,Elk,Antlerless,Any Legal Weapon,526,526,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1118.geojson,ok_existing_match
583,EB3500,Alton CWMU,Elk,Bull,Any Legal Weapon,526,526,elk_hunt_table_official.json,processed_data/boundaries/EB3500.geojson,ok_existing_match
584,DB1205,Bar J Ranch CWMU,Deer,Buck,Any Legal Weapon,527,527,hunt_boundaries.geojson,processed_data/boundaries/DB1205.geojson,ok_existing_match
585,EA1119,Bar J Ranch CWMU,Elk,Antlerless,Any Legal Weapon,527,527,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1119.geojson,ok_existing_match
586,EB3501,Bar J Ranch CWMU,Elk,Bull,Any Legal Weapon,527,527,elk_hunt_table_official.json,processed_data/boundaries/EB3501.geojson,ok_existing_match
587,DB1213,Boobe Hole CWMU,Deer,Buck,Any Legal Weapon,529,529,hunt_boundaries.geojson,processed_data/boundaries/DB1213.geojson,ok_existing_match
588,EA1121,Boobe Hole CWMU,Elk,Antlerless,Any Legal Weapon,529,529,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1121.geojson,ok_existing_match
589,EB3505,Boobe Hole CWMU,Elk,Bull,Any Legal Weapon,529,529,elk_hunt_table_official.json,processed_data/boundaries/EB3505.geojson,ok_existing_match
590,DB1243,Grazing Pasture CWMU,Deer,Buck,Any Legal Weapon,530,530,hunt_boundaries.geojson,processed_data/boundaries/DB1243.geojson,ok_existing_match
591,EA1137,Grazing Pasture CWMU,Elk,Antlerless,Any Legal Weapon,530,530,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1137.geojson,ok_existing_match
592,EB3522,Grazing Pasture CWMU,Elk,Bull,Any Legal Weapon,530,530,elk_hunt_table_official.json,processed_data/boundaries/EB3522.geojson,ok_existing_match
593,DB1255,Johnson Mountain Ranch CWMU,Deer,Buck,Any Legal Weapon,531,531,hunt_boundaries.geojson,processed_data/boundaries/DB1255.geojson,ok_existing_match
594,EA1145,Johnson Mountain Ranch CWMU,Elk,Antlerless,Any Legal Weapon,531,531,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1145.geojson,ok_existing_match
595,EB3531,Johnson Mountain Ranch CWMU,Elk,Bull,Any Legal Weapon,531,531,elk_hunt_table_official.json,processed_data/boundaries/EB3531.geojson,ok_existing_match
596,DA1013,Mt Carmel CWMU,Deer,Antlerless,Any Legal Weapon,533,533,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DA1013.geojson,ok_existing_match
597,DB1266,Mt Carmel CWMU,Deer,Buck,Any Legal Weapon,533,533,hunt_boundaries.geojson,processed_data/boundaries/DB1266.geojson,ok_existing_match
598,DB1271,Oak Ranch CWMU,Deer,Buck,Any Legal Weapon,534,534,hunt_boundaries.geojson,processed_data/boundaries/DB1271.geojson,ok_existing_match
599,DB1272,Old Woman Plateau CWMU,Deer,Buck,Any Legal Weapon,535,535,hunt_boundaries.geojson,processed_data/boundaries/DB1272.geojson,ok_existing_match
600,EA1153,Old Woman Plateau CWMU,Elk,Antlerless,Any Legal Weapon,535,535,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1153.geojson,ok_existing_match
601,EB3540,Old Woman Plateau CWMU,Elk,Bull,Any Legal Weapon,535,535,elk_hunt_table_official.json,processed_data/boundaries/EB3540.geojson,ok_existing_match
602,PB5315,Zane CWMU,Pronghorn,Buck,Any Legal Weapon,537,537,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5315.geojson,ok_existing_match
603,PD1049,Zane CWMU,Pronghorn,Doe,Any Legal Weapon,537,537,pronghorn_hunt_table_official.json,processed_data/boundaries/PD1049.geojson,ok_existing_match
604,DB1287,Scofield Canyons CWMU,Deer,Buck,Any Legal Weapon,539,539,hunt_boundaries.geojson,processed_data/boundaries/DB1287.geojson,ok_existing_match
605,EA1161,Scofield Canyons CWMU,Elk,Antlerless,Any Legal Weapon,539,539,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1161.geojson,ok_existing_match
606,EB3548,Scofield Canyons CWMU,Elk,Bull,Any Legal Weapon,539,539,elk_hunt_table_official.json,processed_data/boundaries/EB3548.geojson,ok_existing_match
607,EA1162,Scofield East CWMU,Elk,Antlerless,Any Legal Weapon,540,540,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1162.geojson,ok_existing_match
608,EB3549,Scofield East CWMU,Elk,Bull,Any Legal Weapon,540,540,elk_hunt_table_official.json,processed_data/boundaries/EB3549.geojson,ok_existing_match
609,DB1288,Scofield West CWMU,Deer,Buck,Any Legal Weapon,541,541,hunt_boundaries.geojson,processed_data/boundaries/DB1288.geojson,ok_existing_match
610,EA1163,Scofield West CWMU,Elk,Antlerless,Any Legal Weapon,541,541,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1163.geojson,ok_existing_match
611,EB3550,Scofield West CWMU,Elk,Bull,Any Legal Weapon,541,541,elk_hunt_table_official.json,processed_data/boundaries/EB3550.geojson,ok_existing_match
612,DB1279,Preston Nutter Ranch CWMU,Deer,Buck,Any Legal Weapon,542,542,hunt_boundaries.geojson,processed_data/boundaries/DB1279.geojson,ok_existing_match
613,EA1156,Preston Nutter Ranch CWMU,Elk,Antlerless,Any Legal Weapon,542,542,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1156.geojson,ok_existing_match
614,EB3543,Preston Nutter Ranch CWMU,Elk,Bull,Any Legal Weapon,542,542,elk_hunt_table_official.json,processed_data/boundaries/EB3543.geojson,ok_existing_match
615,DB1283,Roan Cliffs CWMU,Deer,Buck,Any Legal Weapon,543,543,hunt_boundaries.geojson,processed_data/boundaries/DB1283.geojson,ok_existing_match
616,EA1159,Roan Cliffs CWMU,Elk,Antlerless,Any Legal Weapon,543,543,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1159.geojson,ok_existing_match
617,EB3546,Roan Cliffs CWMU,Elk,Bull,Any Legal Weapon,543,543,elk_hunt_table_official.json,processed_data/boundaries/EB3546.geojson,ok_existing_match
618,DB1216,Castle Valley Outdoors CWMU,Deer,Buck,Any Legal Weapon,545,545,hunt_boundaries.geojson,processed_data/boundaries/DB1216.geojson,ok_existing_match
619,PB5338,Castle Valley Outdoors CWMU,Pronghorn,Buck,Any Legal Weapon,545,545,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5338.geojson,ok_existing_match
620,DB1295,Spring Creek/Dodge CWMU,Deer,Buck,Any Legal Weapon,546,546,hunt_boundaries.geojson,processed_data/boundaries/DB1295.geojson,ok_existing_match
621,EA1168,Spring Creek/Dodge CWMU,Elk,Antlerless,Any Legal Weapon,546,546,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1168.geojson,ok_existing_match
622,EB3555,Spring Creek/Dodge CWMU,Elk,Bull,Any Legal Weapon,546,546,elk_hunt_table_official.json,processed_data/boundaries/EB3555.geojson,ok_existing_match
623,DB1299,Summit Point CWMU,Deer,Buck,Any Legal Weapon,547,547,hunt_boundaries.geojson,processed_data/boundaries/DB1299.geojson,ok_existing_match
624,EA1171,Summit Point CWMU,Elk,Antlerless,Any Legal Weapon,547,547,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1171.geojson,ok_existing_match
625,EB3558,Summit Point CWMU,Elk,Bull,Any Legal Weapon,547,547,elk_hunt_table_official.json,processed_data/boundaries/EB3558.geojson,ok_existing_match
626,DB1282,Redd Ranches CWMU,Deer,Buck,Any Legal Weapon,548,548,hunt_boundaries.geojson,processed_data/boundaries/DB1282.geojson,ok_existing_match
627,EA1157,Redd Ranches CWMU,Elk,Antlerless,Any Legal Weapon,548,548,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1157.geojson,ok_existing_match
628,EB3544,Redd Ranches CWMU,Elk,Bull,Any Legal Weapon,548,548,elk_hunt_table_official.json,processed_data/boundaries/EB3544.geojson,ok_existing_match
629,DB1253,Circle E Ranch CWMU,Deer,Buck,Any Legal Weapon,549,549,hunt_boundaries.geojson,processed_data/boundaries/DB1253.geojson,ok_existing_match
630,EA1143,Circle E Ranch CWMU,Elk,Antlerless,Any Legal Weapon,549,549,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1143.geojson,ok_existing_match
631,EB3529,Circle E Ranch CWMU,Elk,Bull,Any Legal Weapon,549,549,elk_hunt_table_official.json,processed_data/boundaries/EB3529.geojson,ok_existing_match
632,DB1249,Hiawatha CWMU,Deer,Buck,Any Legal Weapon,550,550,hunt_boundaries.geojson,processed_data/boundaries/DB1249.geojson,ok_existing_match
633,EA1141,Hiawatha CWMU,Elk,Antlerless,Any Legal Weapon,550,550,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1141.geojson,ok_existing_match
634,EB3526,Hiawatha CWMU,Elk,Bull,Any Legal Weapon,550,550,elk_hunt_table_official.json,processed_data/boundaries/EB3526.geojson,ok_existing_match
635,DB1261,Minnie Maud Ridge CWMU,Deer,Buck,Any Legal Weapon,551,551,hunt_boundaries.geojson,processed_data/boundaries/DB1261.geojson,ok_existing_match
636,EA1149,Minnie Maud Ridge CWMU,Elk,Antlerless,Any Legal Weapon,551,551,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1149.geojson,ok_existing_match
637,EB3536,Minnie Maud Ridge CWMU,Elk,Bull,Any Legal Weapon,551,551,elk_hunt_table_official.json,processed_data/boundaries/EB3536.geojson,ok_existing_match
638,DB1292,Soldier Summit CWMU,Deer,Buck,Any Legal Weapon,552,552,hunt_boundaries.geojson,processed_data/boundaries/DB1292.geojson,ok_existing_match
639,EA1166,Soldier Summit CWMU,Elk,Antlerless,Any Legal Weapon,552,552,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1166.geojson,ok_existing_match
640,EB3553,Soldier Summit CWMU,Elk,Bull,Any Legal Weapon,552,552,elk_hunt_table_official.json,processed_data/boundaries/EB3553.geojson,ok_existing_match
641,DB1301,Three C CWMU,Deer,Buck,Any Legal Weapon,553,553,hunt_boundaries.geojson,processed_data/boundaries/DB1301.geojson,ok_existing_match
642,EA1172,Three C CWMU,Elk,Antlerless,Any Legal Weapon,553,553,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1172.geojson,ok_existing_match
643,EB3559,Three C CWMU,Elk,Bull,Any Legal Weapon,553,553,elk_hunt_table_official.json,processed_data/boundaries/EB3559.geojson,ok_existing_match
644,DB1230,Double R Ranch CWMU,Deer,Buck,Any Legal Weapon,554,554,hunt_boundaries.geojson,processed_data/boundaries/DB1230.geojson,ok_existing_match
645,EA1200,Double R Ranch CWMU,Elk,Antlerless,Any Legal Weapon,554,554,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1200.geojson,ok_existing_match
646,EB3604,Double R Ranch CWMU,Elk,Bull,Any Legal Weapon,554,554,elk_hunt_table_official.json,processed_data/boundaries/EB3604.geojson,ok_existing_match
647,DB1248,Heaston East CWMU,Deer,Buck,Any Legal Weapon,555,555,hunt_boundaries.geojson,processed_data/boundaries/DB1248.geojson,ok_existing_match
648,EA1140,Heaston East CWMU,Elk,Antlerless,Any Legal Weapon,555,555,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1140.geojson,ok_existing_match
649,EB3525,Heaston East CWMU,Elk,Bull,Any Legal Weapon,555,555,elk_hunt_table_official.json,processed_data/boundaries/EB3525.geojson,ok_existing_match
650,DB1337,Little Pole Canyon CWMU,Deer,Buck,Any Legal Weapon,556,556,hunt_boundaries.geojson,processed_data/boundaries/DB1337.geojson,ok_existing_match
651,EA1256,Little Pole Canyon CWMU,Elk,Antlerless,Any Legal Weapon,556,556,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1256.geojson,ok_existing_match
652,EB3613,Little Pole Canyon CWMU,Elk,Bull,Any Legal Weapon,556,556,elk_hunt_table_official.json,processed_data/boundaries/EB3613.geojson,ok_existing_match
653,MB6265,Little Pole Canyon CWMU,Moose,Bull,Any Legal Weapon,556,556,moose_hunt_table_official.json,processed_data/boundaries/MB6265.geojson,ok_existing_match
654,PB5325,Allen Ranch CWMU,Pronghorn,Buck,Any Legal Weapon,557,557,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5325.geojson,ok_existing_match
655,PB5314,Westlake CWMU,Pronghorn,Buck,Any Legal Weapon,558,558,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5314.geojson,ok_existing_match
656,PD1031,Westlake CWMU,Pronghorn,Doe,Any Legal Weapon,558,558,pronghorn_hunt_table_official.json,processed_data/boundaries/PD1031.geojson,ok_existing_match
657,DB1204,Bally Watts CWMU,Deer,Buck,Any Legal Weapon,559,559,hunt_boundaries.geojson,processed_data/boundaries/DB1204.geojson,ok_existing_match
658,DB1217,Causey Spring CWMU,Deer,Buck,Any Legal Weapon,560,560,hunt_boundaries.geojson,processed_data/boundaries/DB1217.geojson,ok_existing_match
659,EA1122,Causey Spring CWMU,Elk,Antlerless,Any Legal Weapon,560,560,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1122.geojson,ok_existing_match
660,EB3506,Causey Spring CWMU,Elk,Bull,Any Legal Weapon,560,560,elk_hunt_table_official.json,processed_data/boundaries/EB3506.geojson,ok_existing_match
