year,row_number,hunt_code,hunt_name,species,sex_type,hunt_type,new_weapon,reason
2019,33002,CG7507,"Central Mtns, Northwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33003,CG7507,"Central Mtns, Northwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33004,CG7507,"Central Mtns, Northwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33005,CG7507,"Central Mtns, Northwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33006,CG7507,"Central Mtns, Northwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33007,CG7507,"Central Mtns, Northwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33008,CG7507,"Central Mtns, Northwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33009,CG7507,"Central Mtns, Northwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33010,CG7507,"Central Mtns, Northwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33011,CG7507,"Central Mtns, Northwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33012,CG7507,"Central Mtns, Northwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33013,CG7507,"Central Mtns, Northwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33014,CG7507,"Central Mtns, Northwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33015,CG7507,"Central Mtns, Northwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33016,CG7507,"Central Mtns, Northwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33018,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33019,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33020,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33021,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33022,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33023,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33024,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33025,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33026,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33027,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33028,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33029,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33030,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33031,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33032,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33033,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33034,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33035,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33036,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33037,CG7602,Vernon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33039,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33040,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33041,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33042,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33043,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33044,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33045,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33046,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33047,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33048,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33049,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33050,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33051,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33052,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33053,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33054,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33055,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33056,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33057,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33058,CG7603,"Box Elder, Raft River",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33060,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33061,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33062,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33063,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33064,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33065,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33066,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33067,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33068,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33069,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33070,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33071,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33072,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33073,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33074,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33075,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33076,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33077,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33078,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33079,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33081,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33082,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33083,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33084,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33085,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33086,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33087,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33088,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33089,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33090,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33091,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33092,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33093,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33094,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33095,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33096,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33097,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33098,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33099,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33100,CG7606,West Face,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33102,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33103,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33104,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33105,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33106,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33107,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33108,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33109,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33110,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33111,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33112,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33113,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33114,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33115,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33116,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33117,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33118,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33119,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33120,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33121,CG7607,"Central Mtns, Northeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33123,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33124,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33125,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33126,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33127,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33128,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33129,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33130,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33131,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33132,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33133,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33134,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33135,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33136,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33137,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33138,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33139,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33140,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33141,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33142,CG7609,"Central Mtns, Southeast Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33144,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33145,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33146,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33147,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33148,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33149,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33150,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33151,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33152,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33153,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33154,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33155,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33156,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33157,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33158,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33159,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33160,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33161,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33162,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33163,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33165,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33166,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33167,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33168,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33169,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33170,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33171,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33172,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33173,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33174,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33175,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33176,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33177,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33178,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33179,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33180,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33181,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33182,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33183,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33184,CG7611,"Fillmore, Pahvant",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33186,CG1013,Paunsaugunt,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
