row_number,hunt_code,record_kind,year_before,year_after,actual_draw_year_before,actual_draw_year_after,source_report_family_before,source_report_family_after,reported_draw_year_before,reported_draw_year_after,model_target_year_before,model_target_year_after,numeric_fields_changed
66838,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66839,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66840,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66841,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66842,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66843,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66844,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66845,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66846,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66847,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66848,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66849,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66850,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66851,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66852,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66853,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66854,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66855,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66856,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66857,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66858,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66859,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66860,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66861,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66862,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66863,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66864,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66865,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66866,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66867,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66868,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66869,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66870,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66871,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66872,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66873,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66874,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66875,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66876,EB3543,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66877,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66878,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66879,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66880,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66881,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66882,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66883,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66884,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66885,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66886,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66887,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66888,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66889,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66890,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66891,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66892,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66893,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66894,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66895,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66896,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66897,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66898,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66899,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66900,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66901,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66902,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66903,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66904,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66905,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66906,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66907,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66908,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66909,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66910,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66911,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66912,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66913,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66914,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66915,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66916,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66917,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66918,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66919,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66920,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66921,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66922,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66923,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66924,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66925,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66926,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66927,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66928,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66929,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66930,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66931,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66932,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66933,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66934,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66935,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66936,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66937,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66938,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66939,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66940,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66941,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66942,EB3544,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66943,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66944,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66945,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66946,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66947,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66948,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66949,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66950,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66951,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66952,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66953,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66954,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66955,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66956,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66957,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66958,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66959,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66960,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66961,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66962,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66963,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66964,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66965,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66966,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66967,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66968,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66969,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66970,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66971,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66972,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66973,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66974,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66975,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66976,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66977,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66978,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66979,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66980,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66981,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66982,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66983,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66984,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66985,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66986,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66987,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66988,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66989,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66990,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66991,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66992,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66993,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66994,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66995,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66996,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66997,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66998,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
66999,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67000,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67001,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67002,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67003,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67004,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67005,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67006,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67007,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67008,EB3545,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67009,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67010,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67011,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67012,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67013,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67014,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67015,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67016,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67017,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67018,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67019,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67020,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67021,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67022,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67023,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67024,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67025,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67026,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67027,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67028,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67029,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67030,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67031,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67032,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67033,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67034,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67035,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67036,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67037,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67038,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67039,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67040,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67041,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67042,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67043,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67044,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67045,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67046,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67047,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67048,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67049,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67050,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67051,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67052,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67053,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67054,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67055,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67056,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67057,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67058,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67059,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67060,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67061,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67062,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67063,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67064,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67065,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67066,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67067,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67068,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67069,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67070,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67071,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67072,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67073,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67074,EB3546,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67075,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67076,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67077,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67078,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67079,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67080,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67081,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67082,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67083,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67084,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67085,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67086,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67087,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67088,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67089,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67090,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67091,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67092,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67093,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67094,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67095,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67096,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67097,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67098,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67099,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67100,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67101,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67102,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67103,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67104,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67105,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67106,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67107,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67108,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67109,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67110,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67111,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67112,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67113,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67114,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67115,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67116,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67117,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67118,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67119,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67120,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67121,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67122,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67123,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67124,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67125,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67126,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67127,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67128,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67129,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67130,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67131,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67132,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67133,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67134,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67135,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67136,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67137,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67138,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
67139,EB3547,POINT_ROW,2025,2025,,2025,,CWMU,2025,2025,2026,2026,false
