hunt_code,boundary_id,boundary_id_2024,boundary_id_2023,boundary_id_2021,boundary_id_2022,hunt_name,hunt_name_2024,hunt_name_2023,hunt_name_2021,hunt_name_2022,sex_type,species,weapon,hunt_type,hunt_class,season,NOTES,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_source,permits_2026_draw_source,draw_2026_system_type,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,percent_harvest_success_previous_hunting_season,current_age_3yr_average,average_harvest_age,average_harvest_age_reported_hunt_year,average_harvest_age_source_file,average_harvest_age_review_status,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate,conservation_permits_2026_total,conservation_permits_2026_source,permits_2024_res,permits_2024_nr,permits_2024_total,permits_2024_source,permits_2019_res,permits_2019_nr,permits_2019_total,permits_2019_source,permits_2020_res,permits_2020_nr,permits_2020_total,permits_2020_source,permits_2021_res,permits_2021_nr,permits_2021_total,permits_2021_source,permits_2022_res,permits_2022_nr,permits_2022_total,permits_2022_source,permits_2023_res,permits_2023_nr,permits_2023_total,permits_2023_source,permits_2026_res,permits_2026_nr,permits_2026_total
EA1019,54,,,,,"Central Mtns, Milburn",,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,26,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1036,105,,,,,"Kamas, West Hills",,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,12,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1042,120,,,,,"Morgan-south Rich, East Lost Creek",,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,18,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1045,123,,,,,"Morgan-south Rich, South Weber",,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,29,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1046,124,,,,,"Morgan-south Rich, West Lost Creek",,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,19,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1047,630,,,,,Mt Dutton,,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,5,41,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1048,630,,,,,Mt Dutton,,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,40,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1050,693,,,,,"Mt Dutton, East",,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,10,72,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1051,693,,,,,"Mt Dutton, East",,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,9,70,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1059,137,,,,,"North Slope, Manila-phil Pico",,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1062,142,,,,,"North Slope, West Daggett",,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,40,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1148,569,,,,,Lone Tree Tunnel Hollow,,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1152,572,,,,,Mountain Top,,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,18,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1183,685,,,,,"Beaver, East",,,,,Antlerless,Elk,Muzzleloader,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,13,93,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1184,831,,,,,"Beaver, North",,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,23,192,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1191,831,,,,,"Beaver, North",,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,20,200,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1202,805,,,,,West Willow Creek Ranch,,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1212,625,,,,,Southwest Desert,,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,11,101,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1213,625,,,,,Southwest Desert,,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,12,107,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1215,483,,,,,"Southwest Desert, Northwest Part",,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,21,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1216,483,,,,,"Southwest Desert, Northwest Part",,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,21,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
EA1218,116,,,,,"West Desert, Tintic",,,,,Antlerless,Elk,Any Legal Weapon,Limited Entry,ANTLERLESS_ELK,,RETIRED_HISTORICAL_LOOKUP_ROW; added from 2019 canonical promotion audit; not a live/current 2026 hunt row; do not use for 2026 permit allotment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,5,59,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL;HISTORICAL_DATABASE_BACKFILL_FROM_2019_CANONICAL,,,,,,,,,,,,,,,,,,,
