hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,has_permit_value,permit_count_status,hunt_code_mapping_status,boundary_id,boundary_id_mapping_status,source_role,source_file,source_row_number
EL3164,Book Cliffs Bitter Creek/East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,899,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,313
EL3166,Book Cliffs Bitter Creek/East,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,899,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,314
EL3167,Book Cliffs Little Creek Roadless,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,12,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,315
EL3168,Cache Meadowville,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,33,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,316
EL3169,Cache Meadowville,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,33,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,317
EL3170,Cache South,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,41,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,318
EL3171,Cache South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,41,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,319
EL3172,Manti,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,51,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,320
EL3173,Nebo/San Pitch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,901,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,321
EL3174,Nebo/San Pitch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,901,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,322
EL3175,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,901,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,323
EL3176,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,901,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,324
EL3177,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,901,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,325
EL3179,Nebo/San Pitch Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,901,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,326
EL3180,Fillmore Pahvant,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,88,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,327
EL3181,Fillmore Pahvant,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,88,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,328
EL3182,La Sal La Sal Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,617,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,329
EL3183,La Sal La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,617,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,330
EL3184,Monroe,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,629,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,331
EL3185,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,629,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,332
EL3186,Mt Dutton,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,630,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,333
EL3187,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,630,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,334
EL3188,Panguitch Lake,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,634,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,335
EL3189,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,634,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,336
EL3190,Boulder,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,172,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,337
EL3191,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,172,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,338
EL3192,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,175,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,339
EL3193,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,183,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,340
EL3194,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,183,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,341
EL3195,Diamond Mtn,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,206,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,342
EL3196,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,206,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,343
EL3197,Southwest Desert South,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,872,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,344
EL3198,Southwest Desert South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,872,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,345
EL3199,Wasatch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,222,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,346
EL3205,East Canyon,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Dec 20 2025 - Dec 28 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,276,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,347
EL3208,Morgan-South Rich,Elk,Bull,Any Legal Weapon (Late),Limited Entry - Private Land Only,Dec 20 2025 - Dec 28 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,117,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,348
EL3210,North Slope Three Corners,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,140,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,349
LO0011,Diamond Mtn Landowner Association,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 15 2026 - Sept 15 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,206,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,350
LO0012,Diamond Mtn Landowner Association,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,"Sept 16 - Sept 20, 2026 - Valid only on property enrolled in the Diamond Mtn LOA",,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,206,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,351
LO0013,Diamond Mtn Landowner Association,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,"Oct 3, 2026 - Oct 15, 2026 - Valid only on property enrolled in the Diamond Mtn LOA",,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,206,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,352
LO0014,Diamond Mtn Landowner Association,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,"Sept 21, 2026 - Oct 2, 2026 - Valid only on property enrolled in the Diamond Mtn LOA",,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,206,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,353
LO0015,Diamond Mtn Landowner Association,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 07 2026 - Nov 15 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,206,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,354
EX1000,Elk Extended Archery,Elk,Hunters Choice,Archery,Extended Archery,"Aug 16 - Dec 15, 2025",,,,false,NO_PUBLISHED_NUMERIC_PERMIT,REVIEWED_CURRENT_HUNT_CODE,5130,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,1
MA1005,Morgan-South Rich,Moose,Antlerless,Any Legal Weapon,Limited Entry,Sep 20 2025 - Oct 19 2025,6,1,7,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,117,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,1
MA1007,Morgan-South Rich,Moose,Antlerless,Archery,Limited Entry,Aug 01 2025 - Sep 19 2025,3,0,3,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,117,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,2
MA1008,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,Antlerless,Any Legal Weapon,Limited Entry,Sep 20 2025 - Oct 19 2025,4,1,5,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,937,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,3
MA1009,Causey Spring CWMU,Moose,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2025 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,560,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,4
MA1010,Deseret CWMU,Moose,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2025 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,568,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,5
MB1000,Moose - Statewide Permit,Moose,Bull,Any Legal Weapon,Statewide,"Sept 1 - Nov 15, 2026",,,1,true,TOTAL_ONLY,REVIEWED_CURRENT_HUNT_CODE,5133,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,2
MB6000,Cache,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,14,3,17,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,29,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,3
MB6001,Chalk Creek,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,4,0,4,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,69,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,4
MB6002,East Canyon,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,5,0,5,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,276,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,5
MB6003,"East Canyon, Morgan-Summit",Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,5,0,5,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,79,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,6
MB6004,Kamas,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,6,0,6,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,611,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,7
MB6005,Morgan-South Rich,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,6,0,6,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,117,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,8
MB6006,"North Slope, Summit",Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,20,3,23,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,138,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,9
MB6007,"North Slope, Three Corners/West Daggett",Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,6,2,8,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,289,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,10
MB6008,Ogden,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,7,0,7,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,609,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,11
MB6009,Diamond Mtn/Vernal,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,452,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,12
MB6010,Yellowstone,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,6,0,6,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,613,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,13
MB6011,Wasatch Mtns/Central Mtns,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,19,3,22,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,743,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,14
MB6012,Box Elder,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,607,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,15
MB6201,Beaver Hollow CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,561,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,16
MB6202,Causey Spring CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,560,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,17
MB6206,Deseret CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,568,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,18
MB6208,East Fork Chalk Creek CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,520,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,19
MB6211,Grass Valley/Clark Canyon CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,4,0,4,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,525,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,20
MB6219,Skull Crack CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,578,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,21
MB6222,Strawberry Ridge CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,562,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,22
MB6251,Hardscrabble CWMU,Moose,Bull,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,577,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,23
