hunt_code,hunt_name,species,usable_reviewed_source_count,usable_reviewed_value_source_count,usable_reviewed_unique_value_count,reviewed_consensus_res,reviewed_consensus_nr,reviewed_consensus_total,reviewed_consensus_source_count,reviewed_consensus_status,all_reviewed_values,usable_source_files,all_source_roles
LO1599,Chalk Creek,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1600,Chalk Creek,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1601,Chalk Creek,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1602,Chalk Creek,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1603,East Canyon,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1604,East Canyon,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1605,East Canyon,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1606,East Canyon,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1607,Morgan-South Rich,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1608,Morgan-South Rich,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1609,Morgan-South Rich,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1610,Morgan-South Rich,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1611,"Beaver, East",Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1612,"Beaver, East",Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1613,"Beaver, East",Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1614,"Beaver, West",Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1615,"Beaver, West",Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1616,"Beaver, West",Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1617,"West Desert, Swasey",Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1618,"West Desert, Swasey",Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1619,"West Desert, Swasey",Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1620,Oquirrh/Tintic,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1621,Oquirrh/Tintic,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1622,Oquirrh/Tintic,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1623,Cedar/Stansbury,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1624,Cedar/Stansbury,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1625,Cedar/Stansbury,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1627,Cache,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1628,Cache,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1629,Boulder/Kaiparowits,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1630,Boulder/Kaiparowits,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LO1631,Box Elder,Deer,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 buck deer all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LP5025,Beaver - Private Land Only,Pronghorn,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn buck all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LP5031,"Box Elder, West - Private Land Only",Pronghorn,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn buck all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LP5033,"Fillmore, Oak Creek South - Private Land Only",Pronghorn,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn buck all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LP5046,"San Rafael, North - Private Land Only",Pronghorn,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn buck all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LP5049,Southwest Desert - Private Land Only,Pronghorn,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn buck all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
LP5051,"West Desert, Rush Valley - Private Land Only",Pronghorn,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn buck all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MA1005,Morgan-South Rich,Moose,2,2,1,6,1,7,2,REVIEWED_CONSENSUS,6/1/7:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose antlerless reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MA1007,Morgan-South Rich,Moose,2,2,1,3,0,3,2,REVIEWED_CONSENSUS,3/0/3:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose antlerless reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MA1008,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,2,2,1,4,1,5,2,REVIEWED_CONSENSUS,4/1/5:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose antlerless reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MA1009,Causey Spring CWMU,Moose,2,2,1,1,0,1,2,REVIEWED_CONSENSUS,1/0/1:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose antlerless reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MA1010,Deseret CWMU,Moose,2,2,1,2,0,2,2,REVIEWED_CONSENSUS,2/0/2:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose antlerless reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB1000,Moose - Statewide Permit,Moose,2,2,1,,,1,2,REVIEWED_CONSENSUS,//1:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6000,Cache,Moose,2,2,1,14,3,17,2,REVIEWED_CONSENSUS,14/3/17:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6001,Chalk Creek,Moose,2,2,1,4,0,4,2,REVIEWED_CONSENSUS,4/0/4:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6002,East Canyon,Moose,2,2,1,5,0,5,2,REVIEWED_CONSENSUS,5/0/5:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6003,"East Canyon, Morgan-Summit",Moose,2,2,1,5,0,5,2,REVIEWED_CONSENSUS,5/0/5:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6004,Kamas,Moose,2,2,1,6,0,6,2,REVIEWED_CONSENSUS,6/0/6:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6005,Morgan-South Rich,Moose,2,2,1,6,0,6,2,REVIEWED_CONSENSUS,6/0/6:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6006,"North Slope, Summit",Moose,2,2,1,20,3,23,2,REVIEWED_CONSENSUS,20/3/23:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6007,"North Slope, Three Corners/West Daggett",Moose,2,2,1,6,2,8,2,REVIEWED_CONSENSUS,6/2/8:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6008,Ogden,Moose,2,2,1,7,0,7,2,REVIEWED_CONSENSUS,7/0/7:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6009,Diamond Mtn/Vernal,Moose,2,2,1,2,0,2,2,REVIEWED_CONSENSUS,2/0/2:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6010,Yellowstone,Moose,2,2,1,6,0,6,2,REVIEWED_CONSENSUS,6/0/6:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6011,Wasatch Mtns/Central Mtns,Moose,2,2,1,19,3,22,2,REVIEWED_CONSENSUS,19/3/22:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6012,Box Elder,Moose,2,2,1,2,0,2,2,REVIEWED_CONSENSUS,2/0/2:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6201,Beaver Hollow CWMU,Moose,2,2,1,1,0,1,2,REVIEWED_CONSENSUS,1/0/1:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6202,Causey Spring CWMU,Moose,2,2,1,1,0,1,2,REVIEWED_CONSENSUS,1/0/1:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6206,Deseret CWMU,Moose,2,2,1,1,0,1,2,REVIEWED_CONSENSUS,1/0/1:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6208,East Fork Chalk Creek CWMU,Moose,2,2,1,2,0,2,2,REVIEWED_CONSENSUS,2/0/2:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6211,Grass Valley/Clark Canyon CWMU,Moose,2,2,1,4,0,4,2,REVIEWED_CONSENSUS,4/0/4:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6219,Skull Crack CWMU,Moose,2,2,1,2,0,2,2,REVIEWED_CONSENSUS,2/0/2:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6222,Strawberry Ridge CWMU,Moose,2,2,1,1,0,1,2,REVIEWED_CONSENSUS,1/0/1:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6251,Hardscrabble CWMU,Moose,2,2,1,1,0,1,2,REVIEWED_CONSENSUS,1/0/1:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6256,Woodruff Creek South CWMU,Moose,2,2,1,1,0,1,2,REVIEWED_CONSENSUS,1/0/1:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6258,Jacob's Creek CWMU,Moose,2,2,1,1,0,1,2,REVIEWED_CONSENSUS,1/0/1:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6262,Junction Valley CWMU,Moose,2,2,1,1,0,1,2,REVIEWED_CONSENSUS,1/0/1:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6265,Little Pole Canyon CWMU,Moose,2,2,1,1,0,1,2,REVIEWED_CONSENSUS,1/0/1:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
MB6266,Weber Florence Creek/Stillman Creek CWMU,Moose,2,2,1,3,0,3,2,REVIEWED_CONSENSUS,3/0/3:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 moose bull all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
PB1000,Pronghorn - Statewide Permit,Pronghorn,2,2,1,,,1,2,REVIEWED_CONSENSUS,//1:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn buck all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
PB5000,Beaver,Pronghorn,2,2,1,11,1,12,2,REVIEWED_CONSENSUS,11/1/12:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn buck all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
PB5001,"Book Cliffs, Bitter Creek",Pronghorn,2,2,1,13,1,14,2,REVIEWED_CONSENSUS,13/1/14:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn buck all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
PB5002,"Book Cliffs, South",Pronghorn,2,2,1,8,1,9,2,REVIEWED_CONSENSUS,8/1/9:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn buck all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
PB5003,"Box Elder, Promontory",Pronghorn,2,2,1,4,0,4,2,REVIEWED_CONSENSUS,4/0/4:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn buck all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
PB5004,"Box Elder, Puddle Valley",Pronghorn,2,2,1,3,1,4,2,REVIEWED_CONSENSUS,3/1/4:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn buck all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
PB5005,"Box Elder, Snowville",Pronghorn,2,2,1,9,1,10,2,REVIEWED_CONSENSUS,9/1/10:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 pronghorn buck all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
