key,hunt_code,residency,draw_pool,points,different_columns,pdf_eligible_applicants,pdf_bonus_permits,pdf_regular_permits,pdf_total_permits,pdf_total_drawn,pdf_success_ratio,pdf_p_draw_percent,api_eligible_applicants,api_bonus_permits,api_regular_permits,api_total_permits,api_total_drawn,api_success_ratio,api_p_draw_percent
2026|2027|DB1043|Resident|standard|17,DB1043,Resident,standard,17,total_permits,1,1,0,1,1,1,100,1,1,0,16,1,1,100
2026|2027|DB1043|Resident|standard|2,DB1043,Resident,standard,2,total_permits,3,0,0,0,0,0,0,3,0,0,16,0,0,0
2026|2027|DB1043|Resident|standard|3,DB1043,Resident,standard,3,total_permits,3,0,0,0,0,0,0,3,0,0,16,0,0,0
2026|2027|DB1043|Resident|standard|4,DB1043,Resident,standard,4,total_permits,9,0,2,2,2,0.2222222222,22.222222,9,0,2,16,2,0.22222222,22.222222
2026|2027|DB1043|Resident|standard|5,DB1043,Resident,standard,5,total_permits,6,0,0,0,0,0,0,6,0,0,16,0,0,0
2026|2027|DB1043|Resident|standard|6,DB1043,Resident,standard,6,total_permits,5,0,0,0,0,0,0,5,0,0,16,0,0,0
2026|2027|DB1043|Resident|standard|7,DB1043,Resident,standard,7,total_permits,4,0,2,2,2,0.5,50,4,0,2,16,2,0.5,50
2026|2027|DB1043|Resident|standard|8,DB1043,Resident,standard,8,total_permits,8,0,1,1,1,0.125,12.5,8,0,1,16,1,0.125,12.5
2026|2027|DB1043|Resident|standard|9,DB1043,Resident,standard,9,total_permits,5,0,0,0,0,0,0,5,0,0,16,0,0,0
2026|2027|DB1044|Nonresident|standard|0,DB1044,Nonresident,standard,0,total_permits,13,0,0,0,0,0,0,13,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|1,DB1044,Nonresident,standard,1,total_permits,8,0,0,0,0,0,0,8,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|10,DB1044,Nonresident,standard,10,total_permits,2,0,0,0,0,0,0,2,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|11,DB1044,Nonresident,standard,11,total_permits,3,0,0,0,0,0,0,3,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|12,DB1044,Nonresident,standard,12,total_permits,3,0,0,0,0,0,0,3,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|13,DB1044,Nonresident,standard,13,total_permits,4,0,0,0,0,0,0,4,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|14,DB1044,Nonresident,standard,14,total_permits,5,0,0,0,0,0,0,5,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|15,DB1044,Nonresident,standard,15,total_permits,2,0,0,0,0,0,0,2,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|16,DB1044,Nonresident,standard,16,total_permits,3,0,0,0,0,0,0,3,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|17,DB1044,Nonresident,standard,17,total_permits,18,0,1,1,1,0.0555555556,5.555556,18,0,1,9,1,0.05555556,5.555556
2026|2027|DB1044|Nonresident|standard|18,DB1044,Nonresident,standard,18,total_permits,1,0,0,0,0,0,0,1,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|19,DB1044,Nonresident,standard,19,total_permits,3,0,0,0,0,0,0,3,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|2,DB1044,Nonresident,standard,2,total_permits,2,0,0,0,0,0,0,2,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|20,DB1044,Nonresident,standard,20,total_permits,1,0,0,0,0,0,0,1,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|21,DB1044,Nonresident,standard,21,total_permits,1,0,0,0,0,0,0,1,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|22,DB1044,Nonresident,standard,22,total_permits,1,0,0,0,0,0,0,1,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|23,DB1044,Nonresident,standard,23,total_permits,1,0,0,0,0,0,0,1,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|25,DB1044,Nonresident,standard,25,total_permits,1,0,0,0,0,0,0,1,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|3,DB1044,Nonresident,standard,3,total_permits,7,0,0,0,0,0,0,7,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|4,DB1044,Nonresident,standard,4,total_permits,4,0,0,0,0,0,0,4,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|5,DB1044,Nonresident,standard,5,total_permits,5,0,0,0,0,0,0,5,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|6,DB1044,Nonresident,standard,6,total_permits,5,0,0,0,0,0,0,5,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|7,DB1044,Nonresident,standard,7,total_permits,8,0,0,0,0,0,0,8,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|8,DB1044,Nonresident,standard,8,total_permits,4,0,0,0,0,0,0,4,0,0,9,0,0,0
2026|2027|DB1044|Nonresident|standard|9,DB1044,Nonresident,standard,9,total_permits,5,0,0,0,0,0,0,5,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|0,DB1044,Resident,standard,0,total_permits,33,0,0,0,0,0,0,33,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|1,DB1044,Resident,standard,1,total_permits,16,0,0,0,0,0,0,16,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|10,DB1044,Resident,standard,10,total_permits,10,0,0,0,0,0,0,10,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|11,DB1044,Resident,standard,11,total_permits,12,0,1,1,1,0.0833333333,8.333333,12,0,1,9,1,0.08333333,8.333333
2026|2027|DB1044|Resident|standard|12,DB1044,Resident,standard,12,total_permits,15,0,0,0,0,0,0,15,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|13,DB1044,Resident,standard,13,total_permits,3,0,0,0,0,0,0,3,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|14,DB1044,Resident,standard,14,total_permits,8,0,0,0,0,0,0,8,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|15,DB1044,Resident,standard,15,total_permits,12,0,0,0,0,0,0,12,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|16,DB1044,Resident,standard,16,total_permits,10,0,0,0,0,0,0,10,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|17,DB1044,Resident,standard,17,total_permits,6,0,3,3,3,0.5,50,6,0,3,9,3,0.5,50
2026|2027|DB1044|Resident|standard|18,DB1044,Resident,standard,18,total_permits,6,0,0,0,0,0,0,6,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|19,DB1044,Resident,standard,19,total_permits,4,0,0,0,0,0,0,4,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|2,DB1044,Resident,standard,2,total_permits,24,0,0,0,0,0,0,24,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|20,DB1044,Resident,standard,20,total_permits,4,1,0,1,1,0.25,25,4,1,0,9,1,0.25,25
2026|2027|DB1044|Resident|standard|21,DB1044,Resident,standard,21,total_permits,1,1,0,1,1,1,100,1,1,0,9,1,1,100
2026|2027|DB1044|Resident|standard|22,DB1044,Resident,standard,22,total_permits,1,1,0,1,1,1,100,1,1,0,9,1,1,100
2026|2027|DB1044|Resident|standard|23,DB1044,Resident,standard,23,total_permits,1,1,0,1,1,1,100,1,1,0,9,1,1,100
2026|2027|DB1044|Resident|standard|3,DB1044,Resident,standard,3,total_permits,13,0,0,0,0,0,0,13,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|4,DB1044,Resident,standard,4,total_permits,15,0,0,0,0,0,0,15,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|5,DB1044,Resident,standard,5,total_permits,6,0,0,0,0,0,0,6,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|6,DB1044,Resident,standard,6,total_permits,23,0,0,0,0,0,0,23,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|7,DB1044,Resident,standard,7,total_permits,13,0,0,0,0,0,0,13,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|8,DB1044,Resident,standard,8,total_permits,13,0,0,0,0,0,0,13,0,0,9,0,0,0
2026|2027|DB1044|Resident|standard|9,DB1044,Resident,standard,9,total_permits,13,0,0,0,0,0,0,13,0,0,9,0,0,0
2026|2027|DB1045|Resident|standard|0,DB1045,Resident,standard,0,total_permits,19,0,0,0,0,0,0,19,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|1,DB1045,Resident,standard,1,total_permits,21,0,0,0,0,0,0,21,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|10,DB1045,Resident,standard,10,total_permits,10,0,0,0,0,0,0,10,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|11,DB1045,Resident,standard,11,total_permits,8,0,0,0,0,0,0,8,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|12,DB1045,Resident,standard,12,total_permits,9,0,0,0,0,0,0,9,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|13,DB1045,Resident,standard,13,total_permits,10,0,0,0,0,0,0,10,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|14,DB1045,Resident,standard,14,total_permits,3,0,0,0,0,0,0,3,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|15,DB1045,Resident,standard,15,total_permits,11,0,0,0,0,0,0,11,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|16,DB1045,Resident,standard,16,total_permits,10,0,0,0,0,0,0,10,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|17,DB1045,Resident,standard,17,total_permits,8,0,0,0,0,0,0,8,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|18,DB1045,Resident,standard,18,total_permits,5,0,0,0,0,0,0,5,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|19,DB1045,Resident,standard,19,total_permits,12,0,0,0,0,0,0,12,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|2,DB1045,Resident,standard,2,total_permits,22,0,0,0,0,0,0,22,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|20,DB1045,Resident,standard,20,total_permits,12,0,0,0,0,0,0,12,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|21,DB1045,Resident,standard,21,total_permits,7,0,1,1,1,0.1428571429,14.285714,7,0,1,2,1,0.14285714,14.285714
2026|2027|DB1045|Resident|standard|22,DB1045,Resident,standard,22,total_permits,4,0,0,0,0,0,0,4,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|23,DB1045,Resident,standard,23,total_permits,6,0,0,0,0,0,0,6,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|24,DB1045,Resident,standard,24,total_permits,4,0,0,0,0,0,0,4,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|25,DB1045,Resident,standard,25,total_permits,2,0,0,0,0,0,0,2,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|26,DB1045,Resident,standard,26,total_permits,1,1,0,1,1,1,100,1,1,0,2,1,1,100
2026|2027|DB1045|Resident|standard|3,DB1045,Resident,standard,3,total_permits,9,0,0,0,0,0,0,9,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|4,DB1045,Resident,standard,4,total_permits,12,0,0,0,0,0,0,12,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|5,DB1045,Resident,standard,5,total_permits,9,0,0,0,0,0,0,9,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|6,DB1045,Resident,standard,6,total_permits,15,0,0,0,0,0,0,15,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|7,DB1045,Resident,standard,7,total_permits,14,0,0,0,0,0,0,14,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|8,DB1045,Resident,standard,8,total_permits,14,0,0,0,0,0,0,14,0,0,2,0,0,0
2026|2027|DB1045|Resident|standard|9,DB1045,Resident,standard,9,total_permits,9,0,0,0,0,0,0,9,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|0,DB1046,Resident,standard,0,total_permits,7,0,0,0,0,0,0,7,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|1,DB1046,Resident,standard,1,total_permits,4,0,0,0,0,0,0,4,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|10,DB1046,Resident,standard,10,total_permits,1,0,0,0,0,0,0,1,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|11,DB1046,Resident,standard,11,total_permits,2,0,0,0,0,0,0,2,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|12,DB1046,Resident,standard,12,total_permits,4,0,0,0,0,0,0,4,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|13,DB1046,Resident,standard,13,total_permits,5,0,0,0,0,0,0,5,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|14,DB1046,Resident,standard,14,total_permits,5,0,0,0,0,0,0,5,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|15,DB1046,Resident,standard,15,total_permits,6,0,0,0,0,0,0,6,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|16,DB1046,Resident,standard,16,total_permits,1,0,0,0,0,0,0,1,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|17,DB1046,Resident,standard,17,total_permits,5,0,1,1,1,0.2,20,5,0,1,2,1,0.2,20
2026|2027|DB1046|Resident|standard|18,DB1046,Resident,standard,18,total_permits,3,0,0,0,0,0,0,3,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|19,DB1046,Resident,standard,19,total_permits,6,0,0,0,0,0,0,6,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|2,DB1046,Resident,standard,2,total_permits,10,0,0,0,0,0,0,10,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|20,DB1046,Resident,standard,20,total_permits,3,0,0,0,0,0,0,3,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|21,DB1046,Resident,standard,21,total_permits,3,0,0,0,0,0,0,3,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|22,DB1046,Resident,standard,22,total_permits,0,0,0,0,0,,,0,0,0,2,0,,
2026|2027|DB1046|Resident|standard|23,DB1046,Resident,standard,23,total_permits,1,0,0,0,0,0,0,1,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|24,DB1046,Resident,standard,24,total_permits,2,0,0,0,0,0,0,2,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|25,DB1046,Resident,standard,25,total_permits,1,1,0,1,1,1,100,1,1,0,2,1,1,100
2026|2027|DB1046|Resident|standard|3,DB1046,Resident,standard,3,total_permits,4,0,0,0,0,0,0,4,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|4,DB1046,Resident,standard,4,total_permits,4,0,0,0,0,0,0,4,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|5,DB1046,Resident,standard,5,total_permits,5,0,0,0,0,0,0,5,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|6,DB1046,Resident,standard,6,total_permits,1,0,0,0,0,0,0,1,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|7,DB1046,Resident,standard,7,total_permits,4,0,0,0,0,0,0,4,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|8,DB1046,Resident,standard,8,total_permits,5,0,0,0,0,0,0,5,0,0,2,0,0,0
2026|2027|DB1046|Resident|standard|9,DB1046,Resident,standard,9,total_permits,4,0,0,0,0,0,0,4,0,0,2,0,0,0
2026|2027|DB1047|Resident|standard|0,DB1047,Resident,standard,0,total_permits,6,0,0,0,0,0,0,6,0,0,4,0,0,0
2026|2027|DB1047|Resident|standard|1,DB1047,Resident,standard,1,total_permits,11,0,0,0,0,0,0,11,0,0,4,0,0,0
2026|2027|DB1047|Resident|standard|10,DB1047,Resident,standard,10,total_permits,1,0,0,0,0,0,0,1,0,0,4,0,0,0
2026|2027|DB1047|Resident|standard|11,DB1047,Resident,standard,11,total_permits,3,0,0,0,0,0,0,3,0,0,4,0,0,0
2026|2027|DB1047|Resident|standard|12,DB1047,Resident,standard,12,total_permits,4,0,1,1,1,0.25,25,4,0,1,4,1,0.25,25
2026|2027|DB1047|Resident|standard|13,DB1047,Resident,standard,13,total_permits,2,0,0,0,0,0,0,2,0,0,4,0,0,0
2026|2027|DB1047|Resident|standard|14,DB1047,Resident,standard,14,total_permits,11,0,1,1,1,0.0909090909,9.090909,11,0,1,4,1,0.09090909,9.090909
2026|2027|DB1047|Resident|standard|15,DB1047,Resident,standard,15,total_permits,2,0,0,0,0,0,0,2,0,0,4,0,0,0
2026|2027|DB1047|Resident|standard|16,DB1047,Resident,standard,16,total_permits,3,0,0,0,0,0,0,3,0,0,4,0,0,0
2026|2027|DB1047|Resident|standard|17,DB1047,Resident,standard,17,total_permits,4,1,0,1,1,0.25,25,4,1,0,4,1,0.25,25
2026|2027|DB1047|Resident|standard|18,DB1047,Resident,standard,18,total_permits,1,1,0,1,1,1,100,1,1,0,4,1,1,100
2026|2027|DB1047|Resident|standard|2,DB1047,Resident,standard,2,total_permits,2,0,0,0,0,0,0,2,0,0,4,0,0,0
2026|2027|DB1047|Resident|standard|20,DB1047,Resident,standard,20,total_permits,0,0,0,0,0,,,0,0,0,4,0,,
2026|2027|DB1047|Resident|standard|3,DB1047,Resident,standard,3,total_permits,5,0,0,0,0,0,0,5,0,0,4,0,0,0
2026|2027|DB1047|Resident|standard|4,DB1047,Resident,standard,4,total_permits,6,0,0,0,0,0,0,6,0,0,4,0,0,0
2026|2027|DB1047|Resident|standard|5,DB1047,Resident,standard,5,total_permits,2,0,0,0,0,0,0,2,0,0,4,0,0,0
2026|2027|DB1047|Resident|standard|6,DB1047,Resident,standard,6,total_permits,8,0,0,0,0,0,0,8,0,0,4,0,0,0
2026|2027|DB1047|Resident|standard|7,DB1047,Resident,standard,7,total_permits,2,0,0,0,0,0,0,2,0,0,4,0,0,0
2026|2027|DB1047|Resident|standard|8,DB1047,Resident,standard,8,total_permits,4,0,0,0,0,0,0,4,0,0,4,0,0,0
2026|2027|DB1047|Resident|standard|9,DB1047,Resident,standard,9,total_permits,5,0,0,0,0,0,0,5,0,0,4,0,0,0
2026|2027|DB1048|Nonresident|standard|0,DB1048,Nonresident,standard,0,total_permits,1,0,0,0,0,0,0,1,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|1,DB1048,Nonresident,standard,1,total_permits,5,0,0,0,0,0,0,5,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|10,DB1048,Nonresident,standard,10,total_permits,2,0,0,0,0,0,0,2,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|11,DB1048,Nonresident,standard,11,total_permits,1,0,0,0,0,0,0,1,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|12,DB1048,Nonresident,standard,12,total_permits,1,0,0,0,0,0,0,1,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|13,DB1048,Nonresident,standard,13,total_permits,1,0,0,0,0,0,0,1,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|14,DB1048,Nonresident,standard,14,total_permits,2,0,0,0,0,0,0,2,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|15,DB1048,Nonresident,standard,15,total_permits,1,0,0,0,0,0,0,1,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|16,DB1048,Nonresident,standard,16,total_permits,2,0,0,0,0,0,0,2,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|17,DB1048,Nonresident,standard,17,total_permits,2,0,1,1,1,0.5,50,2,0,1,8,1,0.5,50
2026|2027|DB1048|Nonresident|standard|18,DB1048,Nonresident,standard,18,total_permits,1,0,0,0,0,0,0,1,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|19,DB1048,Nonresident,standard,19,total_permits,1,0,0,0,0,0,0,1,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|2,DB1048,Nonresident,standard,2,total_permits,3,0,0,0,0,0,0,3,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|20,DB1048,Nonresident,standard,20,total_permits,0,0,0,0,0,,,0,0,0,8,0,,
2026|2027|DB1048|Nonresident|standard|22,DB1048,Nonresident,standard,22,total_permits,0,0,0,0,0,,,0,0,0,8,0,,
2026|2027|DB1048|Nonresident|standard|23,DB1048,Nonresident,standard,23,total_permits,1,0,0,0,0,0,0,1,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|3,DB1048,Nonresident,standard,3,total_permits,4,0,0,0,0,0,0,4,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|4,DB1048,Nonresident,standard,4,total_permits,7,0,0,0,0,0,0,7,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|5,DB1048,Nonresident,standard,5,total_permits,5,0,0,0,0,0,0,5,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|6,DB1048,Nonresident,standard,6,total_permits,2,0,0,0,0,0,0,2,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|7,DB1048,Nonresident,standard,7,total_permits,1,0,0,0,0,0,0,1,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|8,DB1048,Nonresident,standard,8,total_permits,2,0,0,0,0,0,0,2,0,0,8,0,0,0
2026|2027|DB1048|Nonresident|standard|9,DB1048,Nonresident,standard,9,total_permits,0,0,0,0,0,,,0,0,0,8,0,,
2026|2027|DB1048|Resident|standard|0,DB1048,Resident,standard,0,total_permits,17,0,0,0,0,0,0,17,0,0,8,0,0,0
2026|2027|DB1048|Resident|standard|1,DB1048,Resident,standard,1,total_permits,10,0,0,0,0,0,0,10,0,0,8,0,0,0
2026|2027|DB1048|Resident|standard|10,DB1048,Resident,standard,10,total_permits,6,0,0,0,0,0,0,6,0,0,8,0,0,0
2026|2027|DB1048|Resident|standard|11,DB1048,Resident,standard,11,total_permits,8,0,0,0,0,0,0,8,0,0,8,0,0,0
2026|2027|DB1048|Resident|standard|12,DB1048,Resident,standard,12,total_permits,15,0,0,0,0,0,0,15,0,0,8,0,0,0
2026|2027|DB1048|Resident|standard|13,DB1048,Resident,standard,13,total_permits,8,0,1,1,1,0.125,12.5,8,0,1,8,1,0.125,12.5
2026|2027|DB1048|Resident|standard|14,DB1048,Resident,standard,14,total_permits,3,0,0,0,0,0,0,3,0,0,8,0,0,0
2026|2027|DB1048|Resident|standard|15,DB1048,Resident,standard,15,total_permits,4,0,1,1,1,0.25,25,4,0,1,8,1,0.25,25
2026|2027|DB1048|Resident|standard|16,DB1048,Resident,standard,16,total_permits,7,0,1,1,1,0.1428571429,14.285714,7,0,1,8,1,0.14285714,14.285714
2026|2027|DB1048|Resident|standard|17,DB1048,Resident,standard,17,total_permits,3,0,0,0,0,0,0,3,0,0,8,0,0,0
2026|2027|DB1048|Resident|standard|18,DB1048,Resident,standard,18,total_permits,4,3,0,3,3,0.75,75,4,3,0,8,3,0.75,75
2026|2027|DB1048|Resident|standard|19,DB1048,Resident,standard,19,total_permits,0,0,0,0,0,,,0,0,0,8,0,,
2026|2027|DB1048|Resident|standard|2,DB1048,Resident,standard,2,total_permits,17,0,0,0,0,0,0,17,0,0,8,0,0,0
2026|2027|DB1048|Resident|standard|20,DB1048,Resident,standard,20,total_permits,0,0,0,0,0,,,0,0,0,8,0,,
2026|2027|DB1048|Resident|standard|21,DB1048,Resident,standard,21,total_permits,1,1,0,1,1,1,100,1,1,0,8,1,1,100
2026|2027|DB1048|Resident|standard|22,DB1048,Resident,standard,22,total_permits,0,0,0,0,0,,,0,0,0,8,0,,
2026|2027|DB1048|Resident|standard|3,DB1048,Resident,standard,3,total_permits,8,0,0,0,0,0,0,8,0,0,8,0,0,0
2026|2027|DB1048|Resident|standard|4,DB1048,Resident,standard,4,total_permits,13,0,0,0,0,0,0,13,0,0,8,0,0,0
2026|2027|DB1048|Resident|standard|5,DB1048,Resident,standard,5,total_permits,10,0,0,0,0,0,0,10,0,0,8,0,0,0
2026|2027|DB1048|Resident|standard|6,DB1048,Resident,standard,6,total_permits,12,0,0,0,0,0,0,12,0,0,8,0,0,0
2026|2027|DB1048|Resident|standard|7,DB1048,Resident,standard,7,total_permits,10,0,0,0,0,0,0,10,0,0,8,0,0,0
2026|2027|DB1048|Resident|standard|8,DB1048,Resident,standard,8,total_permits,9,0,0,0,0,0,0,9,0,0,8,0,0,0
2026|2027|DB1048|Resident|standard|9,DB1048,Resident,standard,9,total_permits,8,0,0,0,0,0,0,8,0,0,8,0,0,0
2026|2027|DB1053|Nonresident|standard|0,DB1053,Nonresident,standard,0,total_permits,2,0,0,0,0,0,0,2,0,0,5,0,0,0
2026|2027|DB1053|Nonresident|standard|2,DB1053,Nonresident,standard,2,total_permits,4,0,0,0,0,0,0,4,0,0,5,0,0,0
2026|2027|DB1053|Nonresident|standard|3,DB1053,Nonresident,standard,3,total_permits,1,0,0,0,0,0,0,1,0,0,5,0,0,0
2026|2027|DB1053|Nonresident|standard|4,DB1053,Nonresident,standard,4,total_permits,1,0,0,0,0,0,0,1,0,0,5,0,0,0
2026|2027|DB1053|Nonresident|standard|5,DB1053,Nonresident,standard,5,total_permits,1,0,1,1,1,1,100,1,0,1,5,1,1,100
2026|2027|DB1053|Nonresident|standard|6,DB1053,Nonresident,standard,6,total_permits,1,0,0,0,0,0,0,1,0,0,5,0,0,0
2026|2027|DB1053|Nonresident|standard|7,DB1053,Nonresident,standard,7,total_permits,1,0,0,0,0,0,0,1,0,0,5,0,0,0
2026|2027|DB1053|Nonresident|standard|9,DB1053,Nonresident,standard,9,total_permits,1,0,0,0,0,0,0,1,0,0,5,0,0,0
2026|2027|DB1053|Resident|standard|0,DB1053,Resident,standard,0,total_permits,5,0,1,1,1,0.2,20,5,0,1,5,1,0.2,20
2026|2027|DB1053|Resident|standard|1,DB1053,Resident,standard,1,total_permits,1,0,0,0,0,0,0,1,0,0,5,0,0,0
2026|2027|DB1053|Resident|standard|10,DB1053,Resident,standard,10,total_permits,2,0,0,0,0,0,0,2,0,0,5,0,0,0
2026|2027|DB1053|Resident|standard|11,DB1053,Resident,standard,11,total_permits,1,1,0,1,1,1,100,1,1,0,5,1,1,100
2026|2027|DB1053|Resident|standard|2,DB1053,Resident,standard,2,total_permits,4,0,0,0,0,0,0,4,0,0,5,0,0,0
2026|2027|DB1053|Resident|standard|3,DB1053,Resident,standard,3,total_permits,1,0,0,0,0,0,0,1,0,0,5,0,0,0
2026|2027|DB1053|Resident|standard|4,DB1053,Resident,standard,4,total_permits,6,0,0,0,0,0,0,6,0,0,5,0,0,0
2026|2027|DB1053|Resident|standard|5,DB1053,Resident,standard,5,total_permits,1,0,0,0,0,0,0,1,0,0,5,0,0,0
2026|2027|DB1053|Resident|standard|6,DB1053,Resident,standard,6,total_permits,1,0,1,1,1,1,100,1,0,1,5,1,1,100
2026|2027|DB1053|Resident|standard|7,DB1053,Resident,standard,7,total_permits,1,0,0,0,0,0,0,1,0,0,5,0,0,0
2026|2027|DB1053|Resident|standard|8,DB1053,Resident,standard,8,total_permits,4,0,0,0,0,0,0,4,0,0,5,0,0,0
2026|2027|DB1053|Resident|standard|9,DB1053,Resident,standard,9,total_permits,1,1,0,1,1,1,100,1,1,0,5,1,1,100
2026|2027|DB1054|Nonresident|standard|2,DB1054,Nonresident,standard,2,total_permits,1,0,0,0,0,0,0,1,0,0,14,0,0,0
2026|2027|DB1054|Nonresident|standard|9,DB1054,Nonresident,standard,9,total_permits,1,0,1,1,1,1,100,1,0,1,14,1,1,100
2026|2027|DB1054|Resident|standard|0,DB1054,Resident,standard,0,total_permits,14,0,1,1,1,0.0714285714,7.142857,14,0,1,14,1,0.07142857,7.142857
