record_kind,source_dataset,actual_draw_year,year,model_target_year,source_file,source_pdf_page,source_report_title,source_report_family,hunt_code,hunt_name,raw_hunt_name,species,sex_type,hunt_type,hunt_class,weapon,residency,applicant_group,draw_pool,point_system,points,eligible_applicants,bonus_permits,regular_permits,total_permits,total_drawn,successful_applicants,success_ratio,success_ratio_text,p_draw,p_draw_percent,candidate_promotion_status,candidate_promotion_reason
SPORTSMAN_TOTAL,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__SPORTSMAN PERMITS DRAW RESULTS.pdf,6,2026 Sportsman Permit Draw Results,SPORTSMAN_RANDOM_ONLY,RS0001,Sportsman Rocky Mountain Bighorn Sheep,Sportsman Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Sportsman,Sportsman,,,Resident,Adult,sportsman,Bonus,0,7220,0,1,1,1,1,0.0001385042,1 in 7220.0,0.0001385042,0.01385,SEPARATE_LANE_REVIEW,Sportsman is random-only and must not route through normal bonus/preference scoring.
SPORTSMAN_TOTAL,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__SPORTSMAN PERMITS DRAW RESULTS.pdf,6,2026 Sportsman Permit Draw Results,SPORTSMAN_RANDOM_ONLY,RS0001,Sportsman Rocky Mountain Bighorn Sheep,Sportsman Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Sportsman,Sportsman,,,Nonresident,Adult,sportsman,Bonus,0,0,0,0,0,0,0,,N/A,,,SEPARATE_LANE_REVIEW,Sportsman is random-only and must not route through normal bonus/preference scoring.
SPORTSMAN_TOTAL,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__SPORTSMAN PERMITS DRAW RESULTS.pdf,7,2026 Sportsman Permit Draw Results,SPORTSMAN_RANDOM_ONLY,DS1000,Sportsman Desert Bighorn Sheep,Sportsman Desert Bighorn Sheep,Desert Bighorn Sheep,Sportsman,Sportsman,,,Resident,Adult,sportsman,Bonus,0,7132,0,1,1,1,1,0.0001402131,1 in 7132.0,0.0001402131,0.014021,SEPARATE_LANE_REVIEW,Sportsman is random-only and must not route through normal bonus/preference scoring.
SPORTSMAN_TOTAL,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__SPORTSMAN PERMITS DRAW RESULTS.pdf,7,2026 Sportsman Permit Draw Results,SPORTSMAN_RANDOM_ONLY,DS1000,Sportsman Desert Bighorn Sheep,Sportsman Desert Bighorn Sheep,Desert Bighorn Sheep,Sportsman,Sportsman,,,Nonresident,Adult,sportsman,Bonus,0,0,0,0,0,0,0,,N/A,,,SEPARATE_LANE_REVIEW,Sportsman is random-only and must not route through normal bonus/preference scoring.
SPORTSMAN_TOTAL,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__SPORTSMAN PERMITS DRAW RESULTS.pdf,8,2026 Sportsman Permit Draw Results,SPORTSMAN_RANDOM_ONLY,GO1000,Sportsman Mountain Goat,Sportsman Mountain Goat,Mountain Goat,Sportsman,Sportsman,,,Resident,Adult,sportsman,Bonus,0,5675,0,1,1,1,1,0.0001762115,1 in 5675.0,0.0001762115,0.017621,SEPARATE_LANE_REVIEW,Sportsman is random-only and must not route through normal bonus/preference scoring.
SPORTSMAN_TOTAL,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__SPORTSMAN PERMITS DRAW RESULTS.pdf,8,2026 Sportsman Permit Draw Results,SPORTSMAN_RANDOM_ONLY,GO1000,Sportsman Mountain Goat,Sportsman Mountain Goat,Mountain Goat,Sportsman,Sportsman,,,Nonresident,Adult,sportsman,Bonus,0,0,0,0,0,0,0,,N/A,,,SEPARATE_LANE_REVIEW,Sportsman is random-only and must not route through normal bonus/preference scoring.
SPORTSMAN_TOTAL,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__SPORTSMAN PERMITS DRAW RESULTS.pdf,9,2026 Sportsman Permit Draw Results,SPORTSMAN_RANDOM_ONLY,BR1000,Sportsman Black Bear,Sportsman Black Bear,Black Bear,Sportsman,Sportsman,,,Resident,Adult,sportsman,Bonus,0,3490,0,1,1,1,1,0.000286533,1 in 3490.0,0.000286533,0.028653,SEPARATE_LANE_REVIEW,Sportsman is random-only and must not route through normal bonus/preference scoring.
SPORTSMAN_TOTAL,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__SPORTSMAN PERMITS DRAW RESULTS.pdf,9,2026 Sportsman Permit Draw Results,SPORTSMAN_RANDOM_ONLY,BR1000,Sportsman Black Bear,Sportsman Black Bear,Black Bear,Sportsman,Sportsman,,,Nonresident,Adult,sportsman,Bonus,0,0,0,0,0,0,0,,N/A,,,SEPARATE_LANE_REVIEW,Sportsman is random-only and must not route through normal bonus/preference scoring.
SPORTSMAN_TOTAL,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__SPORTSMAN PERMITS DRAW RESULTS.pdf,10,2026 Sportsman Permit Draw Results,SPORTSMAN_RANDOM_ONLY,TK0001,Sportsman Bearded Turkey,Sportsman Bearded Turkey,Black Bear,Sportsman,Sportsman,,,Resident,Adult,sportsman,Bonus,0,1922,0,1,1,1,1,0.0005202914,1 in 1922.0,0.0005202914,0.052029,SEPARATE_LANE_REVIEW,Sportsman is random-only and must not route through normal bonus/preference scoring.
SPORTSMAN_TOTAL,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__SPORTSMAN PERMITS DRAW RESULTS.pdf,10,2026 Sportsman Permit Draw Results,SPORTSMAN_RANDOM_ONLY,TK0001,Sportsman Bearded Turkey,Sportsman Bearded Turkey,Black Bear,Sportsman,Sportsman,,,Nonresident,Adult,sportsman,Bonus,0,0,0,0,0,0,0,,N/A,,,SEPARATE_LANE_REVIEW,Sportsman is random-only and must not route through normal bonus/preference scoring.
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Resident,Adult,standard,Bonus,16,3,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Resident,Adult,standard,Bonus,15,3,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Resident,Adult,standard,Bonus,14,3,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Resident,Adult,standard,Bonus,13,3,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Resident,Adult,standard,Bonus,12,1,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Resident,Adult,standard,Bonus,11,7,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Resident,Adult,standard,Bonus,10,6,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Resident,Adult,standard,Bonus,9,11,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Resident,Adult,standard,Bonus,8,19,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Resident,Adult,standard,Bonus,7,35,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Resident,Adult,standard,Bonus,6,47,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Resident,Adult,standard,Bonus,5,81,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Resident,Adult,standard,Bonus,4,142,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Resident,Adult,standard,Bonus,3,195,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Resident,Adult,standard,Bonus,2,206,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Resident,Adult,standard,Bonus,1,228,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Resident,Adult,standard,Bonus,0,268,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Nonresident,Adult,standard,Bonus,16,0,0,0,0,0,0,,N/A,,,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Nonresident,Adult,standard,Bonus,15,0,0,0,0,0,0,,N/A,,,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Nonresident,Adult,standard,Bonus,14,2,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Nonresident,Adult,standard,Bonus,13,0,0,0,0,0,0,,N/A,,,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Nonresident,Adult,standard,Bonus,12,0,0,0,0,0,0,,N/A,,,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Nonresident,Adult,standard,Bonus,11,0,0,0,0,0,0,,N/A,,,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__TURKEY DRAW RESULTS.pdf,1,2026 Turkey Draw Results,TURKEY,TKY,Turkey Bonus Point,Turkey Bonus Point,Turkey,Bearded,Turkey,,,Nonresident,Adult,standard,Bonus,10,0,0,0,0,0,0,,N/A,,,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
