merge_key,hunt_code,residency,points,record_kind,different_columns,live_eligible_applicants,pdf_eligible_applicants,live_total_drawn,pdf_total_drawn,live_total_permits,pdf_total_permits,live_success_ratio,pdf_success_ratio
TKY|Nonresident|standard|Bonus|14|POINT_PURCHASE_REFERENCE,TKY,Nonresident,14,POINT_PURCHASE_REFERENCE,p_draw_percent,2,2,0,0,0,0,,0
TKY|Nonresident|standard|Bonus|9|POINT_PURCHASE_REFERENCE,TKY,Nonresident,9,POINT_PURCHASE_REFERENCE,p_draw_percent,2,2,0,0,0,0,,0
TKY|Nonresident|standard|Bonus|8|POINT_PURCHASE_REFERENCE,TKY,Nonresident,8,POINT_PURCHASE_REFERENCE,p_draw_percent,1,1,0,0,0,0,,0
TKY|Nonresident|standard|Bonus|7|POINT_PURCHASE_REFERENCE,TKY,Nonresident,7,POINT_PURCHASE_REFERENCE,p_draw_percent,4,4,0,0,0,0,,0
TKY|Nonresident|standard|Bonus|6|POINT_PURCHASE_REFERENCE,TKY,Nonresident,6,POINT_PURCHASE_REFERENCE,p_draw_percent,6,6,0,0,0,0,,0
TKY|Nonresident|standard|Bonus|5|POINT_PURCHASE_REFERENCE,TKY,Nonresident,5,POINT_PURCHASE_REFERENCE,p_draw_percent,8,8,0,0,0,0,,0
TKY|Nonresident|standard|Bonus|4|POINT_PURCHASE_REFERENCE,TKY,Nonresident,4,POINT_PURCHASE_REFERENCE,p_draw_percent,6,6,0,0,0,0,,0
TKY|Nonresident|standard|Bonus|3|POINT_PURCHASE_REFERENCE,TKY,Nonresident,3,POINT_PURCHASE_REFERENCE,p_draw_percent,26,26,0,0,0,0,,0
TKY|Nonresident|standard|Bonus|2|POINT_PURCHASE_REFERENCE,TKY,Nonresident,2,POINT_PURCHASE_REFERENCE,p_draw_percent,20,20,0,0,0,0,,0
TKY|Nonresident|standard|Bonus|1|POINT_PURCHASE_REFERENCE,TKY,Nonresident,1,POINT_PURCHASE_REFERENCE,p_draw_percent,21,21,0,0,0,0,,0
TKY|Nonresident|standard|Bonus|0|POINT_PURCHASE_REFERENCE,TKY,Nonresident,0,POINT_PURCHASE_REFERENCE,p_draw_percent,24,24,0,0,0,0,,0
TKY|Resident|youth|Bonus|5|POINT_PURCHASE_REFERENCE,TKY,Resident,5,POINT_PURCHASE_REFERENCE,p_draw_percent,2,2,0,0,0,0,,0
TKY|Resident|youth|Bonus|4|POINT_PURCHASE_REFERENCE,TKY,Resident,4,POINT_PURCHASE_REFERENCE,p_draw_percent,7,7,0,0,0,0,,0
TKY|Resident|youth|Bonus|3|POINT_PURCHASE_REFERENCE,TKY,Resident,3,POINT_PURCHASE_REFERENCE,p_draw_percent,8,8,0,0,0,0,,0
TKY|Resident|youth|Bonus|2|POINT_PURCHASE_REFERENCE,TKY,Resident,2,POINT_PURCHASE_REFERENCE,p_draw_percent,18,18,0,0,0,0,,0
TKY|Resident|youth|Bonus|1|POINT_PURCHASE_REFERENCE,TKY,Resident,1,POINT_PURCHASE_REFERENCE,p_draw_percent,32,32,0,0,0,0,,0
TKY|Resident|youth|Bonus|0|POINT_PURCHASE_REFERENCE,TKY,Resident,0,POINT_PURCHASE_REFERENCE,p_draw_percent,64,64,0,0,0,0,,0
TKY|Nonresident|youth|Bonus|4|POINT_PURCHASE_REFERENCE,TKY,Nonresident,4,POINT_PURCHASE_REFERENCE,p_draw_percent,1,1,0,0,0,0,,0
TKY|Nonresident|youth|Bonus|3|POINT_PURCHASE_REFERENCE,TKY,Nonresident,3,POINT_PURCHASE_REFERENCE,p_draw_percent,1,1,0,0,0,0,,0
TKY|Nonresident|youth|Bonus|2|POINT_PURCHASE_REFERENCE,TKY,Nonresident,2,POINT_PURCHASE_REFERENCE,p_draw_percent,1,1,0,0,0,0,,0
TKY|Nonresident|youth|Bonus|1|POINT_PURCHASE_REFERENCE,TKY,Nonresident,1,POINT_PURCHASE_REFERENCE,p_draw_percent,6,6,0,0,0,0,,0
TKY|Nonresident|youth|Bonus|0|POINT_PURCHASE_REFERENCE,TKY,Nonresident,0,POINT_PURCHASE_REFERENCE,p_draw_percent,1,1,0,0,0,0,,0
TK1003|Nonresident|standard|Bonus|6|POINT_ROW,TK1003,Nonresident,6,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
TK1003|Nonresident|standard|Bonus|5|POINT_ROW,TK1003,Nonresident,5,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
TK1003|Nonresident|standard|Bonus|4|POINT_ROW,TK1003,Nonresident,4,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
TK1003|Nonresident|standard|Bonus|3|POINT_ROW,TK1003,Nonresident,3,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
TK1003|Nonresident|youth|Bonus|1|POINT_ROW,TK1003,Nonresident,1,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
TK1003|Nonresident|youth|Bonus|0|POINT_ROW,TK1003,Nonresident,0,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
TK1004|Nonresident|standard|Bonus|1|POINT_ROW,TK1004,Nonresident,1,POINT_ROW,p_draw_percent,5,5,0,0,0,0,,0
TK1004|Nonresident|youth|Bonus|0|POINT_ROW,TK1004,Nonresident,0,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
TK1005|Resident|standard|Bonus|7|POINT_ROW,TK1005,Resident,7,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
TK1005|Resident|youth|Bonus|3|POINT_ROW,TK1005,Resident,3,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
TK1005|Nonresident|youth|Bonus|0|POINT_ROW,TK1005,Nonresident,0,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
TK1006|Resident|standard|Bonus|7|POINT_ROW,TK1006,Resident,7,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
TK1006|Nonresident|standard|Bonus|3|POINT_ROW,TK1006,Nonresident,3,POINT_ROW,p_draw_percent,6,6,0,0,0,0,,0
TK1006|Nonresident|standard|Bonus|0|POINT_ROW,TK1006,Nonresident,0,POINT_ROW,p_draw_percent,19,19,0,0,0,0,,0
TK1006|Nonresident|youth|Bonus|1|POINT_ROW,TK1006,Nonresident,1,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
TK1006|Nonresident|youth|Bonus|0|POINT_ROW,TK1006,Nonresident,0,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
TK1007|Nonresident|standard|Bonus|3|POINT_ROW,TK1007,Nonresident,3,POINT_ROW,p_draw_percent,12,12,0,0,0,0,,0
TK1007|Nonresident|youth|Bonus|1|POINT_ROW,TK1007,Nonresident,1,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
TK1007|Nonresident|youth|Bonus|0|POINT_ROW,TK1007,Nonresident,0,POINT_ROW,p_draw_percent,10,10,0,0,0,0,,0
TK1018|Resident|standard|Bonus|11|POINT_ROW,TK1018,Resident,11,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
TK1018|Resident|standard|Bonus|8|POINT_ROW,TK1018,Resident,8,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
TK1018|Resident|standard|Bonus|6|POINT_ROW,TK1018,Resident,6,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
TK1018|Resident|standard|Bonus|3|POINT_ROW,TK1018,Resident,3,POINT_ROW,p_draw_percent,10,10,0,0,0,0,,0
TK1018|Resident|standard|Bonus|2|POINT_ROW,TK1018,Resident,2,POINT_ROW,p_draw_percent,16,16,0,0,0,0,,0
TK1018|Resident|standard|Bonus|1|POINT_ROW,TK1018,Resident,1,POINT_ROW,p_draw_percent,13,13,0,0,0,0,,0
TK1018|Resident|standard|Bonus|0|POINT_ROW,TK1018,Resident,0,POINT_ROW,p_draw_percent,12,12,0,0,0,0,,0
TK1018|Nonresident|standard|Bonus|3|POINT_ROW,TK1018,Nonresident,3,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
TK1018|Nonresident|standard|Bonus|1|POINT_ROW,TK1018,Nonresident,1,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
TK1018|Nonresident|standard|Bonus|0|POINT_ROW,TK1018,Nonresident,0,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
TK1018|Resident|youth|Bonus|5|POINT_ROW,TK1018,Resident,5,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
TK1018|Resident|youth|Bonus|4|POINT_ROW,TK1018,Resident,4,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
TK1018|Resident|youth|Bonus|3|POINT_ROW,TK1018,Resident,3,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
TK1018|Resident|youth|Bonus|2|POINT_ROW,TK1018,Resident,2,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
TK1018|Resident|youth|Bonus|1|POINT_ROW,TK1018,Resident,1,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
TK1018|Resident|youth|Bonus|0|POINT_ROW,TK1018,Resident,0,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
TK1018|Nonresident|youth|Bonus|1|POINT_ROW,TK1018,Nonresident,1,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
TK1021|Resident|standard|Bonus|9|POINT_ROW,TK1021,Resident,9,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
TK1021|Resident|standard|Bonus|8|POINT_ROW,TK1021,Resident,8,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
TK1021|Resident|standard|Bonus|7|POINT_ROW,TK1021,Resident,7,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
TK1021|Resident|standard|Bonus|5|POINT_ROW,TK1021,Resident,5,POINT_ROW,p_draw_percent,7,7,0,0,0,0,,0
TK1021|Resident|standard|Bonus|3|POINT_ROW,TK1021,Resident,3,POINT_ROW,p_draw_percent,7,7,0,0,0,0,,0
TK1021|Resident|standard|Bonus|2|POINT_ROW,TK1021,Resident,2,POINT_ROW,p_draw_percent,14,14,0,0,0,0,,0
TK1021|Resident|standard|Bonus|1|POINT_ROW,TK1021,Resident,1,POINT_ROW,p_draw_percent,12,12,0,0,0,0,,0
TK1021|Resident|standard|Bonus|0|POINT_ROW,TK1021,Resident,0,POINT_ROW,p_draw_percent,30,30,0,0,0,0,,0
TK1021|Nonresident|standard|Bonus|3|POINT_ROW,TK1021,Nonresident,3,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
TK1021|Nonresident|standard|Bonus|1|POINT_ROW,TK1021,Nonresident,1,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
TK1021|Nonresident|standard|Bonus|0|POINT_ROW,TK1021,Nonresident,0,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
TK1021|Resident|youth|Bonus|4|POINT_ROW,TK1021,Resident,4,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
TK1021|Resident|youth|Bonus|3|POINT_ROW,TK1021,Resident,3,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
TK1021|Resident|youth|Bonus|2|POINT_ROW,TK1021,Resident,2,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
TK1021|Resident|youth|Bonus|1|POINT_ROW,TK1021,Resident,1,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
TK1021|Resident|youth|Bonus|0|POINT_ROW,TK1021,Resident,0,POINT_ROW,p_draw_percent,7,7,0,0,0,0,,0
TK1021|Nonresident|youth|Bonus|1|POINT_ROW,TK1021,Nonresident,1,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
BER|Resident|standard|Bonus|26|POINT_PURCHASE_REFERENCE,BER,Resident,26,POINT_PURCHASE_REFERENCE,p_draw_percent,1,1,0,0,0,0,,0
BER|Resident|standard|Bonus|25|POINT_PURCHASE_REFERENCE,BER,Resident,25,POINT_PURCHASE_REFERENCE,p_draw_percent,2,2,0,0,0,0,,0
BER|Resident|standard|Bonus|24|POINT_PURCHASE_REFERENCE,BER,Resident,24,POINT_PURCHASE_REFERENCE,p_draw_percent,6,6,0,0,0,0,,0
BER|Resident|standard|Bonus|23|POINT_PURCHASE_REFERENCE,BER,Resident,23,POINT_PURCHASE_REFERENCE,p_draw_percent,8,8,0,0,0,0,,0
BER|Resident|standard|Bonus|22|POINT_PURCHASE_REFERENCE,BER,Resident,22,POINT_PURCHASE_REFERENCE,p_draw_percent,14,14,0,0,0,0,,0
BER|Resident|standard|Bonus|21|POINT_PURCHASE_REFERENCE,BER,Resident,21,POINT_PURCHASE_REFERENCE,p_draw_percent,29,29,0,0,0,0,,0
BER|Resident|standard|Bonus|20|POINT_PURCHASE_REFERENCE,BER,Resident,20,POINT_PURCHASE_REFERENCE,p_draw_percent,50,50,0,0,0,0,,0
BER|Resident|standard|Bonus|19|POINT_PURCHASE_REFERENCE,BER,Resident,19,POINT_PURCHASE_REFERENCE,p_draw_percent,61,61,0,0,0,0,,0
BER|Resident|standard|Bonus|18|POINT_PURCHASE_REFERENCE,BER,Resident,18,POINT_PURCHASE_REFERENCE,p_draw_percent,77,77,0,0,0,0,,0
BER|Resident|standard|Bonus|17|POINT_PURCHASE_REFERENCE,BER,Resident,17,POINT_PURCHASE_REFERENCE,p_draw_percent,110,110,0,0,0,0,,0
BER|Resident|standard|Bonus|16|POINT_PURCHASE_REFERENCE,BER,Resident,16,POINT_PURCHASE_REFERENCE,p_draw_percent,106,106,0,0,0,0,,0
BER|Resident|standard|Bonus|15|POINT_PURCHASE_REFERENCE,BER,Resident,15,POINT_PURCHASE_REFERENCE,p_draw_percent,119,119,0,0,0,0,,0
BER|Resident|standard|Bonus|14|POINT_PURCHASE_REFERENCE,BER,Resident,14,POINT_PURCHASE_REFERENCE,p_draw_percent,128,128,0,0,0,0,,0
BER|Resident|standard|Bonus|13|POINT_PURCHASE_REFERENCE,BER,Resident,13,POINT_PURCHASE_REFERENCE,p_draw_percent,135,135,0,0,0,0,,0
BER|Resident|standard|Bonus|12|POINT_PURCHASE_REFERENCE,BER,Resident,12,POINT_PURCHASE_REFERENCE,p_draw_percent,164,164,0,0,0,0,,0
BER|Resident|standard|Bonus|11|POINT_PURCHASE_REFERENCE,BER,Resident,11,POINT_PURCHASE_REFERENCE,p_draw_percent,194,194,0,0,0,0,,0
BER|Resident|standard|Bonus|10|POINT_PURCHASE_REFERENCE,BER,Resident,10,POINT_PURCHASE_REFERENCE,p_draw_percent,213,213,0,0,0,0,,0
BER|Resident|standard|Bonus|9|POINT_PURCHASE_REFERENCE,BER,Resident,9,POINT_PURCHASE_REFERENCE,p_draw_percent,209,209,0,0,0,0,,0
BER|Resident|standard|Bonus|8|POINT_PURCHASE_REFERENCE,BER,Resident,8,POINT_PURCHASE_REFERENCE,p_draw_percent,240,240,0,0,0,0,,0
BER|Resident|standard|Bonus|7|POINT_PURCHASE_REFERENCE,BER,Resident,7,POINT_PURCHASE_REFERENCE,p_draw_percent,267,267,0,0,0,0,,0
BER|Resident|standard|Bonus|6|POINT_PURCHASE_REFERENCE,BER,Resident,6,POINT_PURCHASE_REFERENCE,p_draw_percent,267,267,0,0,0,0,,0
BER|Resident|standard|Bonus|5|POINT_PURCHASE_REFERENCE,BER,Resident,5,POINT_PURCHASE_REFERENCE,p_draw_percent,263,263,0,0,0,0,,0
BER|Resident|standard|Bonus|4|POINT_PURCHASE_REFERENCE,BER,Resident,4,POINT_PURCHASE_REFERENCE,p_draw_percent,286,286,0,0,0,0,,0
BER|Resident|standard|Bonus|3|POINT_PURCHASE_REFERENCE,BER,Resident,3,POINT_PURCHASE_REFERENCE,p_draw_percent,340,340,0,0,0,0,,0
BER|Resident|standard|Bonus|2|POINT_PURCHASE_REFERENCE,BER,Resident,2,POINT_PURCHASE_REFERENCE,p_draw_percent,424,424,0,0,0,0,,0
BER|Resident|standard|Bonus|1|POINT_PURCHASE_REFERENCE,BER,Resident,1,POINT_PURCHASE_REFERENCE,p_draw_percent,422,422,0,0,0,0,,0
BER|Resident|standard|Bonus|0|POINT_PURCHASE_REFERENCE,BER,Resident,0,POINT_PURCHASE_REFERENCE,p_draw_percent,515,515,0,0,0,0,,0
BER|Nonresident|standard|Bonus|23|POINT_PURCHASE_REFERENCE,BER,Nonresident,23,POINT_PURCHASE_REFERENCE,p_draw_percent,1,1,0,0,0,0,,0
BER|Nonresident|standard|Bonus|21|POINT_PURCHASE_REFERENCE,BER,Nonresident,21,POINT_PURCHASE_REFERENCE,p_draw_percent,2,2,0,0,0,0,,0
BER|Nonresident|standard|Bonus|20|POINT_PURCHASE_REFERENCE,BER,Nonresident,20,POINT_PURCHASE_REFERENCE,p_draw_percent,6,6,0,0,0,0,,0
BER|Nonresident|standard|Bonus|19|POINT_PURCHASE_REFERENCE,BER,Nonresident,19,POINT_PURCHASE_REFERENCE,p_draw_percent,5,5,0,0,0,0,,0
BER|Nonresident|standard|Bonus|18|POINT_PURCHASE_REFERENCE,BER,Nonresident,18,POINT_PURCHASE_REFERENCE,p_draw_percent,3,3,0,0,0,0,,0
BER|Nonresident|standard|Bonus|17|POINT_PURCHASE_REFERENCE,BER,Nonresident,17,POINT_PURCHASE_REFERENCE,p_draw_percent,4,4,0,0,0,0,,0
BER|Nonresident|standard|Bonus|16|POINT_PURCHASE_REFERENCE,BER,Nonresident,16,POINT_PURCHASE_REFERENCE,p_draw_percent,5,5,0,0,0,0,,0
BER|Nonresident|standard|Bonus|15|POINT_PURCHASE_REFERENCE,BER,Nonresident,15,POINT_PURCHASE_REFERENCE,p_draw_percent,8,8,0,0,0,0,,0
BER|Nonresident|standard|Bonus|14|POINT_PURCHASE_REFERENCE,BER,Nonresident,14,POINT_PURCHASE_REFERENCE,p_draw_percent,13,13,0,0,0,0,,0
BER|Nonresident|standard|Bonus|13|POINT_PURCHASE_REFERENCE,BER,Nonresident,13,POINT_PURCHASE_REFERENCE,p_draw_percent,19,19,0,0,0,0,,0
BER|Nonresident|standard|Bonus|12|POINT_PURCHASE_REFERENCE,BER,Nonresident,12,POINT_PURCHASE_REFERENCE,p_draw_percent,13,13,0,0,0,0,,0
BER|Nonresident|standard|Bonus|11|POINT_PURCHASE_REFERENCE,BER,Nonresident,11,POINT_PURCHASE_REFERENCE,p_draw_percent,18,18,0,0,0,0,,0
BER|Nonresident|standard|Bonus|10|POINT_PURCHASE_REFERENCE,BER,Nonresident,10,POINT_PURCHASE_REFERENCE,p_draw_percent,15,15,0,0,0,0,,0
BER|Nonresident|standard|Bonus|9|POINT_PURCHASE_REFERENCE,BER,Nonresident,9,POINT_PURCHASE_REFERENCE,p_draw_percent,26,26,0,0,0,0,,0
BER|Nonresident|standard|Bonus|8|POINT_PURCHASE_REFERENCE,BER,Nonresident,8,POINT_PURCHASE_REFERENCE,p_draw_percent,20,20,0,0,0,0,,0
BER|Nonresident|standard|Bonus|7|POINT_PURCHASE_REFERENCE,BER,Nonresident,7,POINT_PURCHASE_REFERENCE,p_draw_percent,21,21,0,0,0,0,,0
BER|Nonresident|standard|Bonus|6|POINT_PURCHASE_REFERENCE,BER,Nonresident,6,POINT_PURCHASE_REFERENCE,p_draw_percent,35,35,0,0,0,0,,0
BER|Nonresident|standard|Bonus|5|POINT_PURCHASE_REFERENCE,BER,Nonresident,5,POINT_PURCHASE_REFERENCE,p_draw_percent,39,39,0,0,0,0,,0
BER|Nonresident|standard|Bonus|4|POINT_PURCHASE_REFERENCE,BER,Nonresident,4,POINT_PURCHASE_REFERENCE,p_draw_percent,35,35,0,0,0,0,,0
BER|Nonresident|standard|Bonus|3|POINT_PURCHASE_REFERENCE,BER,Nonresident,3,POINT_PURCHASE_REFERENCE,p_draw_percent,20,20,0,0,0,0,,0
BER|Nonresident|standard|Bonus|2|POINT_PURCHASE_REFERENCE,BER,Nonresident,2,POINT_PURCHASE_REFERENCE,p_draw_percent,50,50,0,0,0,0,,0
BER|Nonresident|standard|Bonus|1|POINT_PURCHASE_REFERENCE,BER,Nonresident,1,POINT_PURCHASE_REFERENCE,p_draw_percent,56,56,0,0,0,0,,0
BER|Nonresident|standard|Bonus|0|POINT_PURCHASE_REFERENCE,BER,Nonresident,0,POINT_PURCHASE_REFERENCE,p_draw_percent,79,79,0,0,0,0,,0
BR7000|Resident|standard|Bonus|13|POINT_ROW,BR7000,Resident,13,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
BR7000|Resident|standard|Bonus|9|POINT_ROW,BR7000,Resident,9,POINT_ROW,p_draw_percent,5,5,0,0,0,0,,0
BR7000|Resident|standard|Bonus|6|POINT_ROW,BR7000,Resident,6,POINT_ROW,p_draw_percent,5,5,0,0,0,0,,0
BR7000|Resident|standard|Bonus|4|POINT_ROW,BR7000,Resident,4,POINT_ROW,p_draw_percent,11,11,0,0,0,0,,0
BR7000|Resident|standard|Bonus|3|POINT_ROW,BR7000,Resident,3,POINT_ROW,p_draw_percent,9,9,0,0,0,0,,0
BR7000|Resident|standard|Bonus|2|POINT_ROW,BR7000,Resident,2,POINT_ROW,p_draw_percent,16,16,0,0,0,0,,0
BR7000|Resident|standard|Bonus|0|POINT_ROW,BR7000,Resident,0,POINT_ROW,p_draw_percent,31,31,0,0,0,0,,0
BR7000|Nonresident|standard|Bonus|9|POINT_ROW,BR7000,Nonresident,9,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
BR7000|Nonresident|standard|Bonus|8|POINT_ROW,BR7000,Nonresident,8,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
BR7000|Nonresident|standard|Bonus|7|POINT_ROW,BR7000,Nonresident,7,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
BR7000|Nonresident|standard|Bonus|5|POINT_ROW,BR7000,Nonresident,5,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
BR7000|Nonresident|standard|Bonus|4|POINT_ROW,BR7000,Nonresident,4,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
BR7000|Nonresident|standard|Bonus|3|POINT_ROW,BR7000,Nonresident,3,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
BR7000|Nonresident|standard|Bonus|2|POINT_ROW,BR7000,Nonresident,2,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
BR7000|Nonresident|standard|Bonus|1|POINT_ROW,BR7000,Nonresident,1,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
BR7001|Resident|standard|Bonus|15|POINT_ROW,BR7001,Resident,15,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
BR7001|Nonresident|standard|Bonus|10|POINT_ROW,BR7001,Nonresident,10,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
BR7001|Nonresident|standard|Bonus|9|POINT_ROW,BR7001,Nonresident,9,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
BR7001|Nonresident|standard|Bonus|5|POINT_ROW,BR7001,Nonresident,5,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
BR7001|Nonresident|standard|Bonus|4|POINT_ROW,BR7001,Nonresident,4,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
BR7001|Nonresident|standard|Bonus|3|POINT_ROW,BR7001,Nonresident,3,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
BR7001|Nonresident|standard|Bonus|2|POINT_ROW,BR7001,Nonresident,2,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
BR7001|Nonresident|standard|Bonus|1|POINT_ROW,BR7001,Nonresident,1,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
BR7001|Nonresident|standard|Bonus|0|POINT_ROW,BR7001,Nonresident,0,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
BR7003|Resident|standard|Bonus|10|POINT_ROW,BR7003,Resident,10,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
BR7003|Resident|standard|Bonus|5|POINT_ROW,BR7003,Resident,5,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
BR7003|Resident|standard|Bonus|4|POINT_ROW,BR7003,Resident,4,POINT_ROW,p_draw_percent,5,5,0,0,0,0,,0
BR7003|Resident|standard|Bonus|1|POINT_ROW,BR7003,Resident,1,POINT_ROW,p_draw_percent,11,11,0,0,0,0,,0
BR7003|Resident|standard|Bonus|0|POINT_ROW,BR7003,Resident,0,POINT_ROW,p_draw_percent,27,27,0,0,0,0,,0
BR7003|Nonresident|standard|Bonus|3|POINT_ROW,BR7003,Nonresident,3,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
BR7003|Nonresident|standard|Bonus|1|POINT_ROW,BR7003,Nonresident,1,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
