slug,draw_name,master_hunt_type_id,hunt_id,hunt_code,hunt_name,hunt_category_name,species_subtype_name,quota_quantity,resident_quota_quantity,nonresident_quota_quantity,point,preference_point,participant_count,successful_count,successful_by_regular_round_count,successful_by_max_point_round_count,residency_type_id,is_youth,is_historical_data
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,17.0,17.0,72,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,1.0,1.0,2229,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,13.0,13.0,55,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,6.0,6.0,1287,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,12.0,12.0,260,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,4.0,4.0,1599,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,11.0,11.0,299,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,18.0,18.0,40,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,9.0,9.0,167,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,13.0,13.0,285,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,14.0,14.0,57,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,18.0,18.0,6,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,15.0,15.0,22,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,17.0,17.0,17,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,23.0,23.0,9,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,20.0,20.0,25,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,24.0,24.0,10,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,2.0,2.0,3064,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,16.0,16.0,128,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,7.0,7.0,965,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,16.0,16.0,16,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,3.0,3.0,2148,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,5.0,5.0,936,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,12.0,12.0,67,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,5.0,5.0,1456,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,0.0,0.0,5779,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,15.0,15.0,375,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,8.0,8.0,782,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,0.0,0.0,2972,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,7.0,7.0,361,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,9.0,9.0,584,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1948,GDR,General Deer Preference Point,Preference Point,Buck Deer,0,0,0,10.0,10.0,391,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1182,DB0008,Deer Extended Archery Only,General-Season,General Buck Deer,2016,1781,197,2.0,2.0,17,16,16,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1182,DB0008,Deer Extended Archery Only,General-Season,General Buck Deer,2016,1781,197,1.0,1.0,1,1,1,0,2,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1182,DB0008,Deer Extended Archery Only,General-Season,General Buck Deer,2016,1781,197,1.0,1.0,55,55,55,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1182,DB0008,Deer Extended Archery Only,General-Season,General Buck Deer,2016,1781,197,3.0,3.0,5,5,5,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1182,DB0008,Deer Extended Archery Only,General-Season,General Buck Deer,2016,1781,197,4.0,4.0,4,4,4,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1182,DB0008,Deer Extended Archery Only,General-Season,General Buck Deer,2016,1781,197,0.0,0.0,380,375,375,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1182,DB0008,Deer Extended Archery Only,General-Season,General Buck Deer,2016,1781,197,4.0,4.0,1,1,1,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1182,DB0008,Deer Extended Archery Only,General-Season,General Buck Deer,2016,1781,197,0.0,0.0,31,30,30,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1182,DB0008,Deer Extended Archery Only,General-Season,General Buck Deer,2016,1781,197,1.0,1.0,4,4,4,0,1,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1182,DB0008,Deer Extended Archery Only,General-Season,General Buck Deer,2016,1781,197,1.0,1.0,4,4,4,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1182,DB0008,Deer Extended Archery Only,General-Season,General Buck Deer,2016,1781,197,0.0,0.0,20,20,20,0,1,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1183,DB1501,Box Elder,General-Season,General Buck Deer,909,802,89,5.0,5.0,1,1,1,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1183,DB1501,Box Elder,General-Season,General Buck Deer,909,802,89,4.0,4.0,0,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1183,DB1501,Box Elder,General-Season,General Buck Deer,909,802,89,1.0,1.0,14,14,14,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1183,DB1501,Box Elder,General-Season,General Buck Deer,909,802,89,0.0,0.0,26,26,26,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1183,DB1501,Box Elder,General-Season,General Buck Deer,909,802,89,3.0,3.0,1,1,1,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1183,DB1501,Box Elder,General-Season,General Buck Deer,909,802,89,0.0,0.0,321,317,317,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1183,DB1501,Box Elder,General-Season,General Buck Deer,909,802,89,2.0,2.0,1,1,1,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1183,DB1501,Box Elder,General-Season,General Buck Deer,909,802,89,2.0,2.0,2,2,2,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1183,DB1501,Box Elder,General-Season,General Buck Deer,909,802,89,0.0,0.0,7,7,7,0,1,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1184,DB1502,Cache,General-Season,General Buck Deer,991,836,93,0.0,0.0,24,24,24,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1184,DB1502,Cache,General-Season,General Buck Deer,991,836,93,0.0,0.0,32,32,32,0,1,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1184,DB1502,Cache,General-Season,General Buck Deer,991,836,93,1.0,1.0,143,143,143,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1184,DB1502,Cache,General-Season,General Buck Deer,991,836,93,0.0,0.0,1,1,1,0,2,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1184,DB1502,Cache,General-Season,General Buck Deer,991,836,93,0.0,0.0,818,740,740,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1184,DB1502,Cache,General-Season,General Buck Deer,991,836,93,2.0,2.0,24,24,24,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1184,DB1502,Cache,General-Season,General Buck Deer,991,836,93,4.0,4.0,4,4,4,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1184,DB1502,Cache,General-Season,General Buck Deer,991,836,93,1.0,1.0,1,1,1,0,1,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1184,DB1502,Cache,General-Season,General Buck Deer,991,836,93,2.0,2.0,2,2,2,0,1,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1184,DB1502,Cache,General-Season,General Buck Deer,991,836,93,1.0,1.0,3,3,3,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1184,DB1502,Cache,General-Season,General Buck Deer,991,836,93,2.0,2.0,1,1,1,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1184,DB1502,Cache,General-Season,General Buck Deer,991,836,93,3.0,3.0,8,8,8,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1185,DB1503,Manti/San Rafael,General-Season,General Buck Deer,1341,1081,120,0.0,0.0,1079,181,181,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1185,DB1503,Manti/San Rafael,General-Season,General Buck Deer,1341,1081,120,3.0,3.0,27,27,27,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1185,DB1503,Manti/San Rafael,General-Season,General Buck Deer,1341,1081,120,0.0,0.0,93,92,92,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1185,DB1503,Manti/San Rafael,General-Season,General Buck Deer,1341,1081,120,1.0,1.0,10,10,10,0,1,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1185,DB1503,Manti/San Rafael,General-Season,General Buck Deer,1341,1081,120,10.0,10.0,1,1,1,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1185,DB1503,Manti/San Rafael,General-Season,General Buck Deer,1341,1081,120,0.0,0.0,61,61,61,0,1,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1185,DB1503,Manti/San Rafael,General-Season,General Buck Deer,1341,1081,120,5.0,5.0,0,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1185,DB1503,Manti/San Rafael,General-Season,General Buck Deer,1341,1081,120,4.0,4.0,9,9,9,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1185,DB1503,Manti/San Rafael,General-Season,General Buck Deer,1341,1081,120,1.0,1.0,795,789,789,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1185,DB1503,Manti/San Rafael,General-Season,General Buck Deer,1341,1081,120,1.0,1.0,22,22,22,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1185,DB1503,Manti/San Rafael,General-Season,General Buck Deer,1341,1081,120,3.0,3.0,5,5,5,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1185,DB1503,Manti/San Rafael,General-Season,General Buck Deer,1341,1081,120,2.0,2.0,4,4,4,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1185,DB1503,Manti/San Rafael,General-Season,General Buck Deer,1341,1081,120,6.0,6.0,1,1,1,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1185,DB1503,Manti/San Rafael,General-Season,General Buck Deer,1341,1081,120,13.0,13.0,1,1,1,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1185,DB1503,Manti/San Rafael,General-Season,General Buck Deer,1341,1081,120,2.0,2.0,116,116,116,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1186,DB1504,Nebo,General-Season,General Buck Deer,782,683,76,7.0,7.0,1,1,1,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1186,DB1504,Nebo,General-Season,General Buck Deer,782,683,76,4.0,4.0,1,1,1,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1186,DB1504,Nebo,General-Season,General Buck Deer,782,683,76,3.0,3.0,1,1,1,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1186,DB1504,Nebo,General-Season,General Buck Deer,782,683,76,2.0,2.0,22,22,22,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1186,DB1504,Nebo,General-Season,General Buck Deer,782,683,76,0.0,0.0,505,495,495,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1186,DB1504,Nebo,General-Season,General Buck Deer,782,683,76,23.0,23.0,1,1,1,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1186,DB1504,Nebo,General-Season,General Buck Deer,782,683,76,0.0,0.0,11,11,11,0,1,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1186,DB1504,Nebo,General-Season,General Buck Deer,782,683,76,3.0,3.0,3,3,3,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1186,DB1504,Nebo,General-Season,General Buck Deer,782,683,76,1.0,1.0,80,78,78,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1186,DB1504,Nebo,General-Season,General Buck Deer,782,683,76,1.0,1.0,2,2,2,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1186,DB1504,Nebo,General-Season,General Buck Deer,782,683,76,12.0,12.0,1,1,1,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1186,DB1504,Nebo,General-Season,General Buck Deer,782,683,76,2.0,2.0,2,2,2,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1186,DB1504,Nebo,General-Season,General Buck Deer,782,683,76,22.0,22.0,1,1,1,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1186,DB1504,Nebo,General-Season,General Buck Deer,782,683,76,1.0,1.0,2,2,2,0,1,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1186,DB1504,Nebo,General-Season,General Buck Deer,782,683,76,0.0,0.0,25,25,25,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1186,DB1504,Nebo,General-Season,General Buck Deer,782,683,76,4.0,4.0,1,1,1,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1186,DB1504,Nebo,General-Season,General Buck Deer,782,683,76,6.0,6.0,1,1,1,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1187,DB1506,Fillmore,General-Season,General Buck Deer,338,274,31,10.0,10.0,0,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1187,DB1506,Fillmore,General-Season,General Buck Deer,338,274,31,3.0,3.0,1,1,1,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1187,DB1506,Fillmore,General-Season,General Buck Deer,338,274,31,2.0,2.0,1,1,1,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1187,DB1506,Fillmore,General-Season,General Buck Deer,338,274,31,1.0,1.0,10,10,10,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1187,DB1506,Fillmore,General-Season,General Buck Deer,338,274,31,4.0,4.0,0,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1187,DB1506,Fillmore,General-Season,General Buck Deer,338,274,31,1.0,1.0,2,2,2,0,1,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1187,DB1506,Fillmore,General-Season,General Buck Deer,338,274,31,0.0,0.0,27,22,22,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1187,DB1506,Fillmore,General-Season,General Buck Deer,338,274,31,1.0,1.0,157,156,156,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1187,DB1506,Fillmore,General-Season,General Buck Deer,338,274,31,2.0,2.0,20,19,19,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1187,DB1506,Fillmore,General-Season,General Buck Deer,338,274,31,0.0,0.0,248,99,99,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1187,DB1506,Fillmore,General-Season,General Buck Deer,338,274,31,0.0,0.0,13,13,13,0,1,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1187,DB1506,Fillmore,General-Season,General Buck Deer,338,274,31,3.0,3.0,6,6,6,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1187,DB1506,Fillmore,General-Season,General Buck Deer,338,274,31,5.0,5.0,1,1,1,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1187,DB1506,Fillmore,General-Season,General Buck Deer,338,274,31,4.0,4.0,3,3,3,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1188,DB1508,Kamas,General-Season,General Buck Deer,149,128,14,1.0,1.0,0,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1188,DB1508,Kamas,General-Season,General Buck Deer,149,128,14,0.0,0.0,1,1,1,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1188,DB1508,Kamas,General-Season,General Buck Deer,149,128,14,2.0,2.0,1,1,1,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1188,DB1508,Kamas,General-Season,General Buck Deer,149,128,14,3.0,3.0,0,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1188,DB1508,Kamas,General-Season,General Buck Deer,149,128,14,1.0,1.0,61,60,60,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1188,DB1508,Kamas,General-Season,General Buck Deer,149,128,14,0.0,0.0,4,4,4,0,1,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1188,DB1508,Kamas,General-Season,General Buck Deer,149,128,14,2.0,2.0,10,10,10,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1188,DB1508,Kamas,General-Season,General Buck Deer,149,128,14,0.0,0.0,176,67,67,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1188,DB1508,Kamas,General-Season,General Buck Deer,149,128,14,1.0,1.0,2,2,2,0,1,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1188,DB1508,Kamas,General-Season,General Buck Deer,149,128,14,4.0,4.0,0,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1189,DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,265,220,25,0.0,0.0,1,1,1,0,2,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1189,DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,265,220,25,5.0,5.0,1,1,1,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1189,DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,265,220,25,3.0,3.0,3,3,3,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1189,DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,265,220,25,4.0,4.0,3,3,3,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1189,DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,265,220,25,6.0,6.0,3,3,3,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1189,DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,265,220,25,1.0,1.0,144,144,144,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1189,DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,265,220,25,4.0,4.0,8,8,8,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1189,DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,265,220,25,1.0,1.0,19,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1189,DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,265,220,25,2.0,2.0,17,17,17,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1189,DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,265,220,25,5.0,5.0,1,1,1,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1189,DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,265,220,25,2.0,2.0,16,4,4,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1189,DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,265,220,25,0.0,0.0,230,54,54,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1189,DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,265,220,25,0.0,0.0,20,4,4,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1189,DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,265,220,25,6.0,6.0,0,0,0,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1189,DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,265,220,25,3.0,3.0,9,9,9,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1189,DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,265,220,25,0.0,0.0,13,13,13,0,1,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1190,DB1510,Monroe,General-Season,General Buck Deer,180,132,15,6.0,6.0,0,0,0,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1190,DB1510,Monroe,General-Season,General Buck Deer,180,132,15,4.0,4.0,30,30,30,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1190,DB1510,Monroe,General-Season,General Buck Deer,180,132,15,2.0,2.0,5,3,3,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1190,DB1510,Monroe,General-Season,General Buck Deer,180,132,15,2.0,2.0,45,45,45,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1190,DB1510,Monroe,General-Season,General Buck Deer,180,132,15,3.0,3.0,25,25,25,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1190,DB1510,Monroe,General-Season,General Buck Deer,180,132,15,4.0,4.0,3,3,3,0,2,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1190,DB1510,Monroe,General-Season,General Buck Deer,180,132,15,0.0,0.0,2,2,2,0,2,True,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1190,DB1510,Monroe,General-Season,General Buck Deer,180,132,15,6.0,6.0,1,1,1,0,1,False,False
2026_big_game_05_general_season_buck_deer,Big Game,5,1190,DB1510,Monroe,General-Season,General Buck Deer,180,132,15,1.0,1.0,75,26,26,0,1,False,False
