year,forecast_year,hunt_code,hunt_name,species,sportsman_species,sex_type,hunt_type,hunt_class,residency,points,draw_pool,sportsman_source_year,sportsman_permit_count,sportsman_applicants,sportsman_odds_text,sportsman_odds_denominator,p_sportsman_draw,p_draw,p_draw_pct,p_bonus_pool,p_random_pool,p_preference_draw,source_years_used,source_year_count,latest_source_year,earliest_source_year,source_dataset,model_strategy,draw_system_type,sportsman_valid,sportsman_model_note,draw_outlook,sportsman_residency_scope,sportsman_source_file,season_dates,weapon,algorithm_status,target_scope,modeled_by_engine,reason,model_version,rule_version,public_permits_2025,public_permits_2026,max_point_permits_2025,max_point_permits_2026,random_permits_2025,random_permits_2026,applicants_above,applicants_at_level,p_draw_mean,p_max_pool_mean,p_random_mean,point_pool_zone,quota_source_status,quota_source_year,quota_source_file,quota_2026_total,quota_2026_max_pool,quota_2026_random_pool,projected_2026_max_cutoff_point,projected_2026_random_pool_start_point,is_2026_max_point_pool,is_2026_mixed_cutoff,is_2026_random_pool,data_cutoff_date,reason_codes,applicant_rollover_source_year,retention_rate_raw,retention_rate_smoothed,forecast_applicants_at_level,forecast_applicants_above,rolled_forward_total_applicants,status,trend,bear_draw_subtype,permit_availability_type,harvest_objective_unit_count,harvest_objective_take_quota,harvest_objective_remaining_quota,harvest_objective_status,unit_status,availability_reason,probability_model,rule_status,p_availability,availability_pct,closure_risk,sellout_or_closure_risk,p_bonus_pool_pct,p_random_pool_pct,bear_bonus_valid,bear_bonus_note,availability_status,data_quality_flags,guaranteed_at_2025,guaranteed_at_2026,random_draw_odds_2026,gap,delta_gap,permit_type,permit_status,season_start,season_end,season_status,unit_name,closure_reason,preference_model_valid,preference_model_note,bonus_special_valid,bonus_special_note,private_lands_allocation_valid,private_lands_allocation_note,permits_allotted,permits_remaining,permits_sold,permits_sold_or_used,allocation_status,sellout_risk,sale_date,unit,private_land_only_flag,turkey_bonus_valid,turkey_bonus_note
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,9,standard,,,,,,,0.000369,0.037,0.000000,0.000369,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,906,150,0.000369,0.000000,0.000369,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,150,906,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,10,standard,,,,,,,0.000406,0.041,0.000000,0.000406,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,812,94,0.000406,0.000000,0.000406,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,94,812,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,11,standard,,,,,,,0.000443,0.044,0.000000,0.000443,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,732,80,0.000443,0.000000,0.000443,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,80,732,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,12,standard,,,,,,,0.000480,0.048,0.000000,0.000480,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,657,75,0.000480,0.000000,0.000480,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,75,657,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,13,standard,,,,,,,0.000517,0.052,0.000000,0.000517,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,576,81,0.000517,0.000000,0.000517,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,81,576,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,14,standard,,,,,,,0.000554,0.055,0.000000,0.000554,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,521,55,0.000554,0.000000,0.000554,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,55,521,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,15,standard,,,,,,,0.000591,0.059,0.000000,0.000591,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,462,59,0.000591,0.000000,0.000591,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,59,462,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,16,standard,,,,,,,0.000628,0.063,0.000000,0.000628,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,415,47,0.000628,0.000000,0.000628,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,47,415,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,17,standard,,,,,,,0.000665,0.066,0.000000,0.000665,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,379,36,0.000665,0.000000,0.000665,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,36,379,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,18,standard,,,,,,,0.000702,0.070,0.000000,0.000702,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,332,47,0.000702,0.000000,0.000702,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,47,332,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,19,standard,,,,,,,0.000739,0.074,0.000000,0.000739,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,290,42,0.000739,0.000000,0.000739,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,42,290,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,20,standard,,,,,,,0.000776,0.078,0.000000,0.000776,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,254,36,0.000776,0.000000,0.000776,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,36,254,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
