row_number,hunt_code,column,old_value,new_value,source_type,source_detail
29691,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29691,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29692,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29692,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29693,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29693,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29694,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29694,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29695,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29695,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29696,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29696,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29697,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29697,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29698,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29698,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29699,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29699,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29700,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29700,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29701,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29701,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29702,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29702,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29703,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29703,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29704,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29704,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29705,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29705,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29706,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29706,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29707,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29707,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29708,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29708,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29709,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29709,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29710,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29710,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29711,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29711,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29712,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29712,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29713,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29713,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29714,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29714,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29715,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29715,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29716,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29716,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29717,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29717,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29718,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29718,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29719,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29719,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29720,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29720,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29721,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29721,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29722,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29722,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29723,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29723,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29724,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29724,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29725,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29725,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29726,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29726,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29727,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29727,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29728,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29728,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29729,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29729,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29730,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29730,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29731,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29731,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29732,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29732,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29733,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29733,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29734,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29734,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29735,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29735,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29736,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29736,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29737,RS6714,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29737,RS6714,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29738,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29738,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29739,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29739,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29740,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29740,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29741,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29741,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29742,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29742,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29743,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29743,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29744,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29744,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29745,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29745,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29746,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29746,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29747,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29747,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29748,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29748,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29749,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
