hunt_code,hunt_name,column,old_value,new_value,reason,source_file,row_type,residency,points
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,24
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,23
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,23
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,23
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,23
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,22
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,22
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,22
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,22
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,21
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,21
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,21
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,21
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,20
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,20
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,20
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,20
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,19
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,19
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,19
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,19
