hunt_code,hunt_line,parsed_unit,parsed_unit_norm,source_pdf,pdf_page
EB3012,"Hunt: EB3012 Limited Entry Archery Bull Elk - Nine Mile, Anthro - Archery Page 207","Nine Mile, Anthro",nine mile anthro,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,13
EB3013,"Hunt: EB3013 Limited Entry Archery Bull Elk - North Slope, Three Corners - Archery Page 208","North Slope, Three Corners",north slope three corners,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,14
EB3014,Hunt: EB3014 Limited Entry Archery Bull Elk - Oquirrh-stansbury - Archery Page 209,Oquirrh-stansbury,oquirrh stansbury,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,15
EB3015,Hunt: EB3015 Limited Entry Archery Bull Elk - Panguitch Lake - Archery Page 210,Panguitch Lake,panguitch lake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,16
EB3016,Hunt: EB3016 Limited Entry Archery Bull Elk - Paunsaugunt - Archery Page 211,Paunsaugunt,paunsaugunt,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,17
EB3017,"Hunt: EB3017 Limited Entry Archery Bull Elk - Plateau, Boulder/kaiparowits - Archery Page 212","Plateau, Boulder/kaiparowits",plateau boulder kaiparowits,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,18
EB3018,"Hunt: EB3018 Limited Entry Archery Bull Elk - Plateau, Fishlake/thousand Lakes - Archery Page 213","Plateau, Fishlake/thousand Lakes",plateau fishlake thousand lakes,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,19
EB3019,Hunt: EB3019 Limited Entry Archery Bull Elk - San Juan Bull Elk - Archery Page 214,San Juan Bull Elk,san juan bull elk,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,20
EB3020,"Hunt: EB3020 Limited Entry Archery Bull Elk - South Slope, Diamond Mtn - Archery Page 215","South Slope, Diamond Mtn",south slope diamond mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,21
EB3021,Hunt: EB3021 Limited Entry Archery Bull Elk - Southwest Desert - Archery Page 216,Southwest Desert,southwest desert,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,22
EB3022,Hunt: EB3022 Limited Entry Archery Bull Elk - Wasatch Mtns - Archery Page 217,Wasatch Mtns,wasatch mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,23
EB3023,"Hunt: EB3023 Limited Entry Archery Bull Elk - West Desert, Deep Creek - Archery Page 218","West Desert, Deep Creek",west desert deep creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,24
EB3024,"Hunt: EB3024 Limited Entry Rifle Bull Elk - Beaver, East - Any Legal Weapon Page 219","Limited Entry Rifle Bull Elk - Beaver, East",limited entry rifle bull elk beaver east,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,25
EB3025,"Hunt: EB3025 Limited Entry Rifle Bull Elk - Beaver, East - Any Legal Weapon Page 220","Limited Entry Rifle Bull Elk - Beaver, East",limited entry rifle bull elk beaver east,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,26
EB3026,"Hunt: EB3026 Limited Entry Rifle Bull Elk - Book Cliffs, Bitter Creek/south - Any Legal Weapon Page 221","Limited Entry Rifle Bull Elk - Book Cliffs, Bitter Creek/south",limited entry rifle bull elk book cliffs bitter creek south,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,27
EB3027,"Hunt: EB3027 Limited Entry Rifle Bull Elk - Book Cliffs, Bitter Creek/south - Any Legal Weapon Page 222","Limited Entry Rifle Bull Elk - Book Cliffs, Bitter Creek/south",limited entry rifle bull elk book cliffs bitter creek south,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,28
EB3028,"Hunt: EB3028 Limited Entry Rifle Bull Elk - Book Cliffs, Little Creek Roadless - Any Legal Weapon Page 223","Limited Entry Rifle Bull Elk - Book Cliffs, Little Creek Roadless",limited entry rifle bull elk book cliffs little creek roadless,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,29
EB3029,"Hunt: EB3029 Limited Entry Rifle Bull Elk - Box Elder, Grouse Creek - Any Legal Weapon Page 224","Limited Entry Rifle Bull Elk - Box Elder, Grouse Creek",limited entry rifle bull elk box elder grouse creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,30
EB3030,"Hunt: EB3030 Limited Entry Rifle Bull Elk - Box Elder, Grouse Creek - Any Legal Weapon Page 225","Limited Entry Rifle Bull Elk - Box Elder, Grouse Creek",limited entry rifle bull elk box elder grouse creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,31
EB3031,"Hunt: EB3031 Limited Entry Rifle Bull Elk - Box Elder, Pilot Mtn - Any Legal Weapon Page 226","Limited Entry Rifle Bull Elk - Box Elder, Pilot Mtn",limited entry rifle bull elk box elder pilot mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,32
EB3032,"Hunt: EB3032 Limited Entry Rifle Bull Elk - Cache, Meadowville - Any Legal Weapon Page 227","Limited Entry Rifle Bull Elk - Cache, Meadowville",limited entry rifle bull elk cache meadowville,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,33
EB3033,"Hunt: EB3033 Limited Entry Rifle Bull Elk - Cache, Meadowville - Any Legal Weapon Page 228","Limited Entry Rifle Bull Elk - Cache, Meadowville",limited entry rifle bull elk cache meadowville,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,34
EB3034,"Hunt: EB3034 Limited Entry Rifle Bull Elk - Cache, North - Any Legal Weapon Page 229","Limited Entry Rifle Bull Elk - Cache, North",limited entry rifle bull elk cache north,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,35
EB3035,"Hunt: EB3035 Limited Entry Rifle Bull Elk - Cache, North - Any Legal Weapon Page 230","Limited Entry Rifle Bull Elk - Cache, North",limited entry rifle bull elk cache north,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,36
EB3036,"Hunt: EB3036 Limited Entry Rifle Bull Elk - Cache, South - Any Legal Weapon Page 231","Limited Entry Rifle Bull Elk - Cache, South",limited entry rifle bull elk cache south,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,37
EB3037,"Hunt: EB3037 Limited Entry Rifle Bull Elk - Cache, South - Any Legal Weapon Page 232","Limited Entry Rifle Bull Elk - Cache, South",limited entry rifle bull elk cache south,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,38
EB3038,"Hunt: EB3038 Limited Entry Rifle Bull Elk - Central Mtns, Manti - Any Legal Weapon Page 233","Limited Entry Rifle Bull Elk - Central Mtns, Manti",limited entry rifle bull elk central mtns manti,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,39
EB3039,"Hunt: EB3039 Limited Entry Rifle Bull Elk - Central Mtns, Manti - Any Legal Weapon Page 234","Limited Entry Rifle Bull Elk - Central Mtns, Manti",limited entry rifle bull elk central mtns manti,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,40
EB3040,"Hunt: EB3040 Limited Entry Rifle Bull Elk - Central Mtns, Nebo - Any Legal Weapon Page 235","Limited Entry Rifle Bull Elk - Central Mtns, Nebo",limited entry rifle bull elk central mtns nebo,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,41
EB3041,"Hunt: EB3041 Limited Entry Rifle Bull Elk - Central Mtns, Nebo - Any Legal Weapon Page 236","Limited Entry Rifle Bull Elk - Central Mtns, Nebo",limited entry rifle bull elk central mtns nebo,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,42
EB3042,"Hunt: EB3042 Limited Entry Rifle Bull Elk - Fillmore, Pahvant - Any Legal Weapon Page 237","Limited Entry Rifle Bull Elk - Fillmore, Pahvant",limited entry rifle bull elk fillmore pahvant,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,43
EB3043,"Hunt: EB3043 Limited Entry Rifle Bull Elk - Fillmore, Pahvant - Any Legal Weapon Page 238","Limited Entry Rifle Bull Elk - Fillmore, Pahvant",limited entry rifle bull elk fillmore pahvant,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,44
EB3044,"Hunt: EB3044 Limited Entry Rifle Bull Elk - La Sal, Dolores Triangle - Any Legal Weapon Page 239","Limited Entry Rifle Bull Elk - La Sal, Dolores Triangle",limited entry rifle bull elk la sal dolores triangle,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,45
EB3045,"Hunt: EB3045 Limited Entry Rifle Bull Elk - La Sal, La Sal Mtns - Any Legal Weapon Page 240","Limited Entry Rifle Bull Elk - La Sal, La Sal Mtns",limited entry rifle bull elk la sal la sal mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,46
EB3046,"Hunt: EB3046 Limited Entry Rifle Bull Elk - La Sal, La Sal Mtns - Any Legal Weapon Page 241","Limited Entry Rifle Bull Elk - La Sal, La Sal Mtns",limited entry rifle bull elk la sal la sal mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,47
EB3047,Hunt: EB3047 Limited Entry Rifle Bull Elk - Monroe - Any Legal Weapon Page 242,Limited Entry Rifle Bull Elk - Monroe,limited entry rifle bull elk monroe,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,48
EB3048,Hunt: EB3048 Limited Entry Rifle Bull Elk - Monroe - Any Legal Weapon Page 243,Limited Entry Rifle Bull Elk - Monroe,limited entry rifle bull elk monroe,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,49
EB3049,Hunt: EB3049 Limited Entry Rifle Bull Elk - Mt Dutton - Any Legal Weapon Page 244,Limited Entry Rifle Bull Elk - Mt Dutton,limited entry rifle bull elk mt dutton,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,50
EB3050,Hunt: EB3050 Limited Entry Rifle Bull Elk - Mt Dutton - Any Legal Weapon Page 245,Limited Entry Rifle Bull Elk - Mt Dutton,limited entry rifle bull elk mt dutton,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,51
EB3051,"Hunt: EB3051 Limited Entry Rifle Bull Elk - Nine Mile, Anthro - Any Legal Weapon Page 246","Limited Entry Rifle Bull Elk - Nine Mile, Anthro",limited entry rifle bull elk nine mile anthro,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,52
EB3052,"Hunt: EB3052 Limited Entry Rifle Bull Elk - Nine Mile, Anthro - Any Legal Weapon Page 247","Limited Entry Rifle Bull Elk - Nine Mile, Anthro",limited entry rifle bull elk nine mile anthro,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,53
EB3053,"Hunt: EB3053 Limited Entry Rifle Bull Elk - North Slope, Three Corners - Any Legal Weapon Page 248","Limited Entry Rifle Bull Elk - North Slope, Three Corners",limited entry rifle bull elk north slope three corners,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,54
EB3054,Hunt: EB3054 Limited Entry Rifle Bull Elk - Oquirrh-stansbury - Any Legal Weapon Page 249,Limited Entry Rifle Bull Elk - Oquirrh-stansbury,limited entry rifle bull elk oquirrh stansbury,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,55
EB3055,Hunt: EB3055 Limited Entry Rifle Bull Elk - Oquirrh-stansbury - Any Legal Weapon Page 250,Limited Entry Rifle Bull Elk - Oquirrh-stansbury,limited entry rifle bull elk oquirrh stansbury,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,56
EB3056,Hunt: EB3056 Limited Entry Rifle Bull Elk - Panguitch Lake - Any Legal Weapon Page 251,Limited Entry Rifle Bull Elk - Panguitch Lake,limited entry rifle bull elk panguitch lake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,57
EB3057,Hunt: EB3057 Limited Entry Rifle Bull Elk - Panguitch Lake - Any Legal Weapon Page 252,Limited Entry Rifle Bull Elk - Panguitch Lake,limited entry rifle bull elk panguitch lake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,58
EB3058,Hunt: EB3058 Limited Entry Rifle Bull Elk - Paunsaugunt - Any Legal Weapon Page 253,Limited Entry Rifle Bull Elk - Paunsaugunt,limited entry rifle bull elk paunsaugunt,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,59
EB3059,Hunt: EB3059 Limited Entry Rifle Bull Elk - Paunsaugunt - Any Legal Weapon Page 254,Limited Entry Rifle Bull Elk - Paunsaugunt,limited entry rifle bull elk paunsaugunt,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,60
EB3060,Hunt: EB3060 Limited Entry Rifle Bull Elk - Paunsaugunt - Any Legal Weapon Page 255,Limited Entry Rifle Bull Elk - Paunsaugunt,limited entry rifle bull elk paunsaugunt,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,61
EB3061,"Hunt: EB3061 Limited Entry Rifle Bull Elk - Plateau, Boulder/kaiparowits - Any Legal Weapon Page 256","Limited Entry Rifle Bull Elk - Plateau, Boulder/kaiparowits",limited entry rifle bull elk plateau boulder kaiparowits,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,62
EB3062,"Hunt: EB3062 Limited Entry Rifle Bull Elk - Plateau, Boulder/kaiparowits - Any Legal Weapon Page 257","Limited Entry Rifle Bull Elk - Plateau, Boulder/kaiparowits",limited entry rifle bull elk plateau boulder kaiparowits,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,63
EB3063,"Hunt: EB3063 Limited Entry Rifle Bull Elk - Plateau, Fishlake/thousand Lakes - Any Legal Weapon Page 258","Limited Entry Rifle Bull Elk - Plateau, Fishlake/thousand Lakes",limited entry rifle bull elk plateau fishlake thousand lakes,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,64
EB3064,"Hunt: EB3064 Limited Entry Rifle Bull Elk - Plateau, Fishlake/thousand Lakes - Any Legal Weapon Page 259","Limited Entry Rifle Bull Elk - Plateau, Fishlake/thousand Lakes",limited entry rifle bull elk plateau fishlake thousand lakes,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,65
EB3065,"Hunt: EB3065 Limited Entry Rifle Bull Elk - Plateau, Fishlake/thousand Lakes - Any Legal Weapon Page 260","Limited Entry Rifle Bull Elk - Plateau, Fishlake/thousand Lakes",limited entry rifle bull elk plateau fishlake thousand lakes,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,66
EB3066,Hunt: EB3066 Limited Entry Rifle Bull Elk - San Juan Bull Elk - Any Legal Weapon Page 261,Limited Entry Rifle Bull Elk - San Juan Bull Elk,limited entry rifle bull elk san juan bull elk,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,67
EB3067,Hunt: EB3067 Limited Entry Rifle Bull Elk - San Juan Bull Elk - Any Legal Weapon Page 262,Limited Entry Rifle Bull Elk - San Juan Bull Elk,limited entry rifle bull elk san juan bull elk,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,68
EB3068,"Hunt: EB3068 Limited Entry Rifle Bull Elk - South Slope, Diamond Mtn - Any Legal Weapon Page 263","Limited Entry Rifle Bull Elk - South Slope, Diamond Mtn",limited entry rifle bull elk south slope diamond mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,69
EB3069,"Hunt: EB3069 Limited Entry Rifle Bull Elk - South Slope, Diamond Mtn - Any Legal Weapon Page 264","Limited Entry Rifle Bull Elk - South Slope, Diamond Mtn",limited entry rifle bull elk south slope diamond mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,70
EB3070,Hunt: EB3070 Limited Entry Rifle Bull Elk - Southwest Desert - Any Legal Weapon Page 265,Limited Entry Rifle Bull Elk - Southwest Desert,limited entry rifle bull elk southwest desert,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,71
EB3071,Hunt: EB3071 Limited Entry Rifle Bull Elk - Southwest Desert - Any Legal Weapon Page 266,Limited Entry Rifle Bull Elk - Southwest Desert,limited entry rifle bull elk southwest desert,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,72
EB3072,Hunt: EB3072 Limited Entry Rifle Bull Elk - Wasatch Mtns - Any Legal Weapon Page 267,Limited Entry Rifle Bull Elk - Wasatch Mtns,limited entry rifle bull elk wasatch mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,73
EB3073,Hunt: EB3073 Limited Entry Rifle Bull Elk - Wasatch Mtns - Any Legal Weapon Page 268,Limited Entry Rifle Bull Elk - Wasatch Mtns,limited entry rifle bull elk wasatch mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,74
EB3074,"Hunt: EB3074 Limited Entry Rifle Bull Elk - West Desert, Deep Creek - Any Legal Weapon Page 269","Limited Entry Rifle Bull Elk - West Desert, Deep Creek",limited entry rifle bull elk west desert deep creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,75
EB3075,"Hunt: EB3075 Limited Entry Rifle Bull Elk - West Desert, Deep Creek - Any Legal Weapon Page 270","Limited Entry Rifle Bull Elk - West Desert, Deep Creek",limited entry rifle bull elk west desert deep creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,76
EB3076,"Hunt: EB3076 Limited Entry Rifle Bull Elk - West Desert, Deep Creek - Any Legal Weapon Page 271","Limited Entry Rifle Bull Elk - West Desert, Deep Creek",limited entry rifle bull elk west desert deep creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,77
EB3077,"Hunt: EB3077 Limited Entry Muzzleloader Bull Elk - Beaver, East - Muzzleloader Page 272","Beaver, East",beaver east,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,78
EB3078,"Hunt: EB3078 Limited Entry Muzzleloader Bull Elk - Book Cliffs, Bitter Creek/south - Muzzleloader Page 273","Book Cliffs, Bitter Creek/south",book cliffs bitter creek south,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,79
EB3079,"Hunt: EB3079 Limited Entry Muzzleloader Bull Elk - Book Cliffs, Little Creek Roadless - Muzzleloader Page 274","Book Cliffs, Little Creek Roadless",book cliffs little creek roadless,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,80
EB3080,"Hunt: EB3080 Limited Entry Muzzleloader Bull Elk - Box Elder, Grouse Creek - Muzzleloader Page 275","Box Elder, Grouse Creek",box elder grouse creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,81
EB3081,"Hunt: EB3081 Limited Entry Muzzleloader Bull Elk - Cache, Meadowville - Muzzleloader Page 276","Cache, Meadowville",cache meadowville,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,82
EB3082,"Hunt: EB3082 Limited Entry Muzzleloader Bull Elk - Cache, North - Muzzleloader Page 277","Cache, North",cache north,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,83
EB3083,"Hunt: EB3083 Limited Entry Muzzleloader Bull Elk - Cache, South - Muzzleloader Page 278","Cache, South",cache south,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,84
EB3084,"Hunt: EB3084 Limited Entry Muzzleloader Bull Elk - Central Mtns, Manti - Muzzleloader Page 279","Central Mtns, Manti",central mtns manti,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,85
EB3085,"Hunt: EB3085 Limited Entry Muzzleloader Bull Elk - Central Mtns, Nebo - Muzzleloader Page 280","Central Mtns, Nebo",central mtns nebo,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,86
EB3086,"Hunt: EB3086 Limited Entry Muzzleloader Bull Elk - Fillmore, Pahvant - Muzzleloader Page 281","Fillmore, Pahvant",fillmore pahvant,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,87
EB3087,"Hunt: EB3087 Limited Entry Muzzleloader Bull Elk - La Sal, La Sal Mtns - Muzzleloader Page 282","La Sal, La Sal Mtns",la sal la sal mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,88
EB3088,Hunt: EB3088 Limited Entry Muzzleloader Bull Elk - Monroe - Muzzleloader Page 283,Monroe,monroe,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,89
EB3089,Hunt: EB3089 Limited Entry Muzzleloader Bull Elk - Mt Dutton - Muzzleloader Page 284,Mt Dutton,mt dutton,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,90
EB3090,"Hunt: EB3090 Limited Entry Muzzleloader Bull Elk - Nine Mile, Anthro - Muzzleloader Page 285","Nine Mile, Anthro",nine mile anthro,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,91
EB3091,"Hunt: EB3091 Limited Entry Muzzleloader Bull Elk - North Slope, Three Corners - Muzzleloader Page 286","North Slope, Three Corners",north slope three corners,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,92
