hunt_code,hunt_line,parsed_unit,parsed_unit_norm,source_pdf,pdf_page
EB3092,Hunt: EB3092 Limited Entry Muzzleloader Bull Elk - Oquirrh-stansbury - Muzzleloader Page 287,Oquirrh-stansbury,oquirrh stansbury,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,93
EB3093,Hunt: EB3093 Limited Entry Muzzleloader Bull Elk - Panguitch Lake - Muzzleloader Page 288,Panguitch Lake,panguitch lake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,94
EB3094,Hunt: EB3094 Limited Entry Muzzleloader Bull Elk - Paunsaugunt - Muzzleloader Page 289,Paunsaugunt,paunsaugunt,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,95
EB3095,"Hunt: EB3095 Limited Entry Muzzleloader Bull Elk - Plateau, Boulder/kaiparowits - Muzzleloader Page 290","Plateau, Boulder/kaiparowits",plateau boulder kaiparowits,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,96
EB3096,"Hunt: EB3096 Limited Entry Muzzleloader Bull Elk - Plateau, Fishlake/thousand Lakes - Muzzleloader Page 291","Plateau, Fishlake/thousand Lakes",plateau fishlake thousand lakes,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,97
EB3097,Hunt: EB3097 Limited Entry Muzzleloader Bull Elk - San Juan Bull Elk - Muzzleloader Page 292,San Juan Bull Elk,san juan bull elk,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,98
EB3098,"Hunt: EB3098 Limited Entry Muzzleloader Bull Elk - South Slope, Diamond Mtn - Muzzleloader Page 293","South Slope, Diamond Mtn",south slope diamond mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,99
EB3099,Hunt: EB3099 Limited Entry Muzzleloader Bull Elk - Southwest Desert - Muzzleloader Page 294,Southwest Desert,southwest desert,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,100
EB3100,Hunt: EB3100 Limited Entry Muzzleloader Bull Elk - Wasatch Mtns - Muzzleloader Page 295,Wasatch Mtns,wasatch mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,101
EB3101,"Hunt: EB3101 Limited Entry Muzzleloader Bull Elk - West Desert, Deep Creek - Muzzleloader Page 296","West Desert, Deep Creek",west desert deep creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,102
EB3102,"Hunt: EB3102 Multiseason Limited Entry Any Bull Elk - Beaver, East - Any Legal Weapon Page 297","Multiseason Limited Entry Any Bull Elk - Beaver, East",multiseason limited entry any bull elk beaver east,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,103
EB3103,"Hunt: EB3103 Multiseason Limited Entry Any Bull Elk - Book Cliffs, Bitter Creek/south - Any Legal Weapon Page 298","Multiseason Limited Entry Any Bull Elk - Book Cliffs, Bitter Creek/south",multiseason limited entry any bull elk book cliffs bitter creek south,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,104
EB3104,"Hunt: EB3104 Multiseason Limited Entry Any Bull Elk - Book Cliffs, Little Creek Roadless - Any Legal Weapon Page 299","Multiseason Limited Entry Any Bull Elk - Book Cliffs, Little Creek Roadless",multiseason limited entry any bull elk book cliffs little creek roadless,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,105
EB3105,"Hunt: EB3105 Multiseason Limited Entry Any Bull Elk - Cache, Meadowville - Any Legal Weapon Page 300","Multiseason Limited Entry Any Bull Elk - Cache, Meadowville",multiseason limited entry any bull elk cache meadowville,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,106
EB3106,"Hunt: EB3106 Multiseason Limited Entry Any Bull Elk - Cache, North - Any Legal Weapon Page 301","Multiseason Limited Entry Any Bull Elk - Cache, North",multiseason limited entry any bull elk cache north,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,107
EB3107,"Hunt: EB3107 Multiseason Limited Entry Any Bull Elk - Cache, South - Any Legal Weapon Page 302","Multiseason Limited Entry Any Bull Elk - Cache, South",multiseason limited entry any bull elk cache south,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,108
EB3108,"Hunt: EB3108 Multiseason Limited Entry Any Bull Elk - Central Mtns, Manti - Any Legal Weapon Page 303","Multiseason Limited Entry Any Bull Elk - Central Mtns, Manti",multiseason limited entry any bull elk central mtns manti,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,109
EB3109,"Hunt: EB3109 Multiseason Limited Entry Any Bull Elk - Central Mtns, Nebo - Any Legal Weapon Page 304","Multiseason Limited Entry Any Bull Elk - Central Mtns, Nebo",multiseason limited entry any bull elk central mtns nebo,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,110
EB3110,"Hunt: EB3110 Multiseason Limited Entry Any Bull Elk - Fillmore, Pahvant - Any Legal Weapon Page 305","Multiseason Limited Entry Any Bull Elk - Fillmore, Pahvant",multiseason limited entry any bull elk fillmore pahvant,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,111
EB3111,"Hunt: EB3111 Multiseason Limited Entry Any Bull Elk - La Sal, La Sal Mtns - Any Legal Weapon Page 306","Multiseason Limited Entry Any Bull Elk - La Sal, La Sal Mtns",multiseason limited entry any bull elk la sal la sal mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,112
EB3112,Hunt: EB3112 Multiseason Limited Entry Any Bull Elk - Monroe - Any Legal Weapon Page 307,Multiseason Limited Entry Any Bull Elk - Monroe,multiseason limited entry any bull elk monroe,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,113
EB3113,Hunt: EB3113 Multiseason Limited Entry Any Bull Elk - Mt Dutton - Any Legal Weapon Page 308,Multiseason Limited Entry Any Bull Elk - Mt Dutton,multiseason limited entry any bull elk mt dutton,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,114
EB3114,"Hunt: EB3114 Multiseason Limited Entry Any Bull Elk - Nine Mile, Anthro - Any Legal Weapon Page 309","Multiseason Limited Entry Any Bull Elk - Nine Mile, Anthro",multiseason limited entry any bull elk nine mile anthro,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,115
EB3115,"Hunt: EB3115 Multiseason Limited Entry Any Bull Elk - North Slope, Three Corners - Any Legal Weapon Page 310","Multiseason Limited Entry Any Bull Elk - North Slope, Three Corners",multiseason limited entry any bull elk north slope three corners,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,116
EB3116,Hunt: EB3116 Multiseason Limited Entry Any Bull Elk - Oquirrh-stansbury - Any Legal Weapon Page 311,Multiseason Limited Entry Any Bull Elk - Oquirrh-stansbury,multiseason limited entry any bull elk oquirrh stansbury,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,117
EB3117,Hunt: EB3117 Multiseason Limited Entry Any Bull Elk - Panguitch Lake - Any Legal Weapon Page 312,Multiseason Limited Entry Any Bull Elk - Panguitch Lake,multiseason limited entry any bull elk panguitch lake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,118
EB3118,Hunt: EB3118 Multiseason Limited Entry Any Bull Elk - Paunsaugunt - Any Legal Weapon Page 313,Multiseason Limited Entry Any Bull Elk - Paunsaugunt,multiseason limited entry any bull elk paunsaugunt,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,119
EB3119,"Hunt: EB3119 Multiseason Limited Entry Any Bull Elk - Plateau, Boulder/kaiparowits - Any Legal Weapon Page 314","Multiseason Limited Entry Any Bull Elk - Plateau, Boulder/kaiparowits",multiseason limited entry any bull elk plateau boulder kaiparowits,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,120
EB3120,"Hunt: EB3120 Multiseason Limited Entry Any Bull Elk - Plateau, Fishlake/thousand Lakes - Any Legal Weapon Page 315","Multiseason Limited Entry Any Bull Elk - Plateau, Fishlake/thousand Lakes",multiseason limited entry any bull elk plateau fishlake thousand lakes,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,121
EB3121,Hunt: EB3121 Multiseason Limited Entry Any Bull Elk - San Juan Bull Elk - Any Legal Weapon Page 316,Multiseason Limited Entry Any Bull Elk - San Juan Bull Elk,multiseason limited entry any bull elk san juan bull elk,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,122
EB3122,"Hunt: EB3122 Multiseason Limited Entry Any Bull Elk - South Slope, Diamond Mtn - Any Legal Weapon Page 317","Multiseason Limited Entry Any Bull Elk - South Slope, Diamond Mtn",multiseason limited entry any bull elk south slope diamond mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,123
EB3123,Hunt: EB3123 Multiseason Limited Entry Any Bull Elk - Southwest Desert - Any Legal Weapon Page 318,Multiseason Limited Entry Any Bull Elk - Southwest Desert,multiseason limited entry any bull elk southwest desert,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,124
EB3124,Hunt: EB3124 Multiseason Limited Entry Any Bull Elk - Wasatch Mtns - Any Legal Weapon Page 319,Multiseason Limited Entry Any Bull Elk - Wasatch Mtns,multiseason limited entry any bull elk wasatch mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,125
EB3125,"Hunt: EB3125 Multiseason Limited Entry Any Bull Elk - West Desert, Deep Creek - Any Legal Weapon Page 320","Multiseason Limited Entry Any Bull Elk - West Desert, Deep Creek",multiseason limited entry any bull elk west desert deep creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,126
EB3126,"Hunt: EB3126 Limited Entry Rifle Bull Elk - Central Mtns, Manti - Any Legal Weapon Page 321","Limited Entry Rifle Bull Elk - Central Mtns, Manti",limited entry rifle bull elk central mtns manti,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,127
EB3127,Hunt: EB3127 Limited Entry Rifle Bull Elk - Wasatch Mtns - Any Legal Weapon Page 322,Limited Entry Rifle Bull Elk - Wasatch Mtns,limited entry rifle bull elk wasatch mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,128
EB3500,Hunt: EB3500 Cwmu Any Bull Elk - Alton - Any Legal Weapon Page 323,Cwmu Any Bull Elk - Alton,cwmu any bull elk alton,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,129
EB3501,Hunt: EB3501 Cwmu Any Bull Elk - Bar J Ranch - Any Legal Weapon Page 324,Cwmu Any Bull Elk - Bar J Ranch,cwmu any bull elk bar j ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,130
EB3502,Hunt: EB3502 Cwmu Any Bull Elk - Bear Mountain - Any Legal Weapon Page 325,Cwmu Any Bull Elk - Bear Mountain,cwmu any bull elk bear mountain,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,131
EB3503,Hunt: EB3503 Cwmu Any Bull Elk - Bear Springs - Any Legal Weapon Page 326,Cwmu Any Bull Elk - Bear Springs,cwmu any bull elk bear springs,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,132
EB3504,Hunt: EB3504 Cwmu Any Bull Elk - Black Hawk - Any Legal Weapon Page 327,Cwmu Any Bull Elk - Black Hawk,cwmu any bull elk black hawk,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,133
EB3505,Hunt: EB3505 Cwmu Any Bull Elk - Boobe Hole - Any Legal Weapon Page 328,Cwmu Any Bull Elk - Boobe Hole,cwmu any bull elk boobe hole,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,134
EB3506,Hunt: EB3506 Cwmu Any Bull Elk - Causey Spring - Any Legal Weapon Page 329,Cwmu Any Bull Elk - Causey Spring,cwmu any bull elk causey spring,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,135
EB3508,Hunt: EB3508 Cwmu Any Bull Elk - Chimney Rock - Any Legal Weapon Page 330,Cwmu Any Bull Elk - Chimney Rock,cwmu any bull elk chimney rock,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,136
EB3509,Hunt: EB3509 Cwmu Any Bull Elk - Coldwater Ranch - Any Legal Weapon Page 331,Cwmu Any Bull Elk - Coldwater Ranch,cwmu any bull elk coldwater ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,137
EB3510,Hunt: EB3510 Cwmu Any Bull Elk - Conover-jensen - Any Legal Weapon Page 332,Cwmu Any Bull Elk - Conover-jensen,cwmu any bull elk conover jensen,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,138
EB3511,Hunt: EB3511 Cwmu Any Bull Elk - Cotton Thomas - Any Legal Weapon Page 333,Cwmu Any Bull Elk - Cotton Thomas,cwmu any bull elk cotton thomas,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,139
EB3512,Hunt: EB3512 Cwmu Any Bull Elk - Coyote Little Pole - Any Legal Weapon Page 334,Cwmu Any Bull Elk - Coyote Little Pole,cwmu any bull elk coyote little pole,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,140
EB3514,Hunt: EB3514 Cwmu Any Bull Elk - Deseret - Any Legal Weapon Page 335,Cwmu Any Bull Elk - Deseret,cwmu any bull elk deseret,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,141
EB3515,Hunt: EB3515 Cwmu Any Bull Elk - Double Cone - Any Legal Weapon Page 336,Cwmu Any Bull Elk - Double Cone,cwmu any bull elk double cone,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,142
EB3516,Hunt: EB3516 Cwmu Any Bull Elk - Durst Mountain - Any Legal Weapon Page 337,Cwmu Any Bull Elk - Durst Mountain,cwmu any bull elk durst mountain,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,143
EB3517,Hunt: EB3517 Cwmu Any Bull Elk - East Fork Chalk Creek - Any Legal Weapon Page 338,Cwmu Any Bull Elk - East Fork Chalk Creek,cwmu any bull elk east fork chalk creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,144
EB3519,Hunt: EB3519 Cwmu Any Bull Elk - Ensign Ranches - Any Legal Weapon Page 339,Cwmu Any Bull Elk - Ensign Ranches,cwmu any bull elk ensign ranches,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,145
EB3520,Hunt: EB3520 Cwmu Any Bull Elk - Folley Ridge - Any Legal Weapon Page 340,Cwmu Any Bull Elk - Folley Ridge,cwmu any bull elk folley ridge,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,146
EB3521,Hunt: EB3521 Cwmu Any Bull Elk - Grass Valley/clark Canyon - Any Legal Weapon Page 341,Cwmu Any Bull Elk - Grass Valley/clark Canyon,cwmu any bull elk grass valley clark canyon,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,147
EB3522,Hunt: EB3522 Cwmu Any Bull Elk - Grazing Pasture - Any Legal Weapon Page 342,Cwmu Any Bull Elk - Grazing Pasture,cwmu any bull elk grazing pasture,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,148
EB3523,Hunt: EB3523 Cwmu Any Bull Elk - Guildersleeve - Any Legal Weapon Page 343,Cwmu Any Bull Elk - Guildersleeve,cwmu any bull elk guildersleeve,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,149
EB3524,Hunt: EB3524 Cwmu Any Bull Elk - Hardscrabble - Any Legal Weapon Page 344,Cwmu Any Bull Elk - Hardscrabble,cwmu any bull elk hardscrabble,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,150
EB3525,Hunt: EB3525 Cwmu Any Bull Elk - Heaston East - Any Legal Weapon Page 345,Cwmu Any Bull Elk - Heaston East,cwmu any bull elk heaston east,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,151
EB3526,Hunt: EB3526 Cwmu Any Bull Elk - Hiawatha - Any Legal Weapon Page 346,Cwmu Any Bull Elk - Hiawatha,cwmu any bull elk hiawatha,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,152
EB3527,Hunt: EB3527 Cwmu Any Bull Elk - Indian Head - Any Legal Weapon Page 347,Cwmu Any Bull Elk - Indian Head,cwmu any bull elk indian head,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,153
EB3528,Hunt: EB3528 Cwmu Any Bull Elk - Ingham Peak - Any Legal Weapon Page 348,Cwmu Any Bull Elk - Ingham Peak,cwmu any bull elk ingham peak,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,154
EB3529,Hunt: EB3529 Cwmu Any Bull Elk - J.b. Ranch - Any Legal Weapon Page 349,Cwmu Any Bull Elk - J.b. Ranch,cwmu any bull elk j b ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,155
EB3531,Hunt: EB3531 Cwmu Any Bull Elk - Johnson Mountain Ranch - Any Legal Weapon Page 350,Cwmu Any Bull Elk - Johnson Mountain Ranch,cwmu any bull elk johnson mountain ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,156
EB3532,Hunt: EB3532 Cwmu Any Bull Elk - Jump Creek - Any Legal Weapon Page 351,Cwmu Any Bull Elk - Jump Creek,cwmu any bull elk jump creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,157
EB3533,Hunt: EB3533 Cwmu Any Bull Elk - Junction Valley - Any Legal Weapon Page 352,Cwmu Any Bull Elk - Junction Valley,cwmu any bull elk junction valley,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,158
EB3534,Hunt: EB3534 Cwmu Any Bull Elk - Little Red Creek - Any Legal Weapon Page 353,Cwmu Any Bull Elk - Little Red Creek,cwmu any bull elk little red creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,159
EB3535,Hunt: EB3535 Cwmu Any Bull Elk - Lone Tree Tunnel Hollow - Any Legal Weapon Page 354,Cwmu Any Bull Elk - Lone Tree Tunnel Hollow,cwmu any bull elk lone tree tunnel hollow,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,160
EB3536,Hunt: EB3536 Cwmu Any Bull Elk - Minnie Maud Ridge - Any Legal Weapon Page 355,Cwmu Any Bull Elk - Minnie Maud Ridge,cwmu any bull elk minnie maud ridge,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,161
EB3538,Hunt: EB3538 Cwmu Any Bull Elk - Moon Ranch - Any Legal Weapon Page 356,Cwmu Any Bull Elk - Moon Ranch,cwmu any bull elk moon ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,162
EB3539,Hunt: EB3539 Cwmu Any Bull Elk - Mountain Top - Any Legal Weapon Page 357,Cwmu Any Bull Elk - Mountain Top,cwmu any bull elk mountain top,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,163
EB3540,Hunt: EB3540 Cwmu Any Bull Elk - Old Woman Plateau - Any Legal Weapon Page 358,Cwmu Any Bull Elk - Old Woman Plateau,cwmu any bull elk old woman plateau,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,164
EB3541,Hunt: EB3541 Cwmu Any Bull Elk - Patmos Ridge - Any Legal Weapon Page 359,Cwmu Any Bull Elk - Patmos Ridge,cwmu any bull elk patmos ridge,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,165
