hunt_code,hunt_name,species,sex_type,hunt_type_raw,weapon,season,source_permits_res,source_permits_nr,source_permits_total,canonical_match_count,status,source_file
EA1022,"Manti, North",Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,270,30,300,1,matched,dwr_huntboundary_elk_antlerless.json
EA1023,"Manti, South",Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1024,"Manti, South",Elk,Antlerless,General Season,Any Legal Weapon,Nov 19 2026 - Jan 31 2027,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1025,"Manti, West",Elk,Antlerless,General Season,Any Legal Weapon,Nov 19 2026 - Jan 31 2027,108,12,120,1,matched,dwr_huntboundary_elk_antlerless.json
EA1026,Chalk Creek,Elk,Antlerless,General Season,Any Legal Weapon,Nov 07 2026 - Jan 30 2027,315,35,350,1,matched,dwr_huntboundary_elk_antlerless.json
EA1030,"Fillmore, Pahvant",Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Dec 05 2026,45,5,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA1031,"Fillmore, Pahvant",Elk,Antlerless,General Season,Any Legal Weapon,Dec 12 2026 - Jan 29 2027,45,5,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA1033,Kamas,Elk,Antlerless,General Season,Any Legal Weapon,Nov 07 2026 - Jan 17 2027,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1035,"Kamas, Oakley",Elk,Antlerless,General Season,Any Legal Weapon,Nov 07 2026 - Dec 30 2026,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1037,Dolores Triangle,Elk,Antlerless,General Season,Any Legal Weapon,Dec 12 2026 - Jan 31 2027,45,5,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA1038,La Sal Mtns,Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,180,20,200,1,matched,dwr_huntboundary_elk_antlerless.json
EA1039,La Sal Mtns,Elk,Antlerless,General Season,Any Legal Weapon,Nov 19 2026 - Dec 31 2026,135,15,150,1,matched,dwr_huntboundary_elk_antlerless.json
EA1044,"Morgan-South Rich, South Rich",Elk,Antlerless,General Season,Any Legal Weapon,Dec 01 2026 - Jan 31 2027,31,4,35,1,matched,dwr_huntboundary_elk_antlerless.json
EA1053,"Nine Mile, West Anthro",Elk,Antlerless,General Season,Any Legal Weapon,Jan 16 2027 - Jan 24 2027,45,5,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA1054,"Nine Mile, West Anthro",Elk,Antlerless,General Season,Any Legal Weapon,Dec 12 2026 - Dec 31 2026,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1056,"North Slope, Greendale",Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Nov 29 2026,4,1,5,1,matched,dwr_huntboundary_elk_antlerless.json
EA1058,"North Slope, Henry's Fork-Burnt Fork",Elk,Antlerless,General Season,Any Legal Weapon,Nov 07 2026 - Jan 30 2027,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1060,"North Slope, West Daggett",Elk,Antlerless,General Season,Muzzleloader,Oct 28 2026 - Nov 05 2026,18,2,20,1,matched,dwr_huntboundary_elk_antlerless.json
EA1061,"North Slope, West Daggett",Elk,Antlerless,General Season,Muzzleloader,Sept 23 2026 - Oct 01 2026,18,2,20,1,matched,dwr_huntboundary_elk_antlerless.json
EA1063,Ogden,Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1064,Ogden,Elk,Antlerless,General Season,Any Legal Weapon,Nov 07 2026 - Nov 29 2026,67,8,75,1,matched,dwr_huntboundary_elk_antlerless.json
EA1069,Panguitch Lake,Elk,Antlerless,General Season,Any Legal Weapon,Nov 21 2026 - Nov 29 2026,22,3,25,1,matched,dwr_huntboundary_elk_antlerless.json
EA1073,Paunsaugunt,Elk,Antlerless,General Season,Any Legal Weapon,Nov 21 2026 - Dec 31 2026,18,2,20,1,matched,dwr_huntboundary_elk_antlerless.json
EA1075,Boulder East,Elk,Antlerless,General Season,Any Legal Weapon,Nov 21 2026 - Dec 31 2026,45,5,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA1076,Boulder West,Elk,Antlerless,General Season,Any Legal Weapon,Nov 21 2026 - Dec 31 2026,45,5,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA1077,Boulder-Circle Cliffs,Elk,Antlerless,General Season,Any Legal Weapon,Oct 07 2026 - Jan 10 2027,27,3,30,1,matched,dwr_huntboundary_elk_antlerless.json
EA1078,Fishlake/Thousand Lakes,Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,243,27,270,1,matched,dwr_huntboundary_elk_antlerless.json
EA1079,Fishlake/Thousand Lakes East,Elk,Antlerless,General Season,Any Legal Weapon,Nov 21 2026 - Dec 30 2026,58,7,65,1,matched,dwr_huntboundary_elk_antlerless.json
EA1080,Fishlake/Thousand Lakes West,Elk,Antlerless,General Season,Any Legal Weapon,Nov 21 2026 - Dec 30 2026,54,6,60,1,matched,dwr_huntboundary_elk_antlerless.json
EA1081,San Juan,Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,112,13,125,1,matched,dwr_huntboundary_elk_antlerless.json
EA1082,San Juan,Elk,Antlerless,General Season,Any Legal Weapon,Nov 19 2026 - Dec 31 2026,112,13,125,1,matched,dwr_huntboundary_elk_antlerless.json
EA1084,"San Rafael, North",Elk,Antlerless,General Season,Any Legal Weapon,Nov 07 2026 - Jan 31 2027,4,1,5,1,matched,dwr_huntboundary_elk_antlerless.json
EA1085,Vernal/Bonanza,Elk,Antlerless,General Season,Archery,Aug 15 2026 - Sept 16 2026,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1087,Vernal/Bonanza,Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 16 2026,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1089,Diamond Mtn,Elk,Antlerless,General Season,Any Legal Weapon,Oct 31 2026 - Nov 08 2026,45,5,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA1090,Diamond Mtn,Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Nov 22 2026,45,5,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA1094,"Vernal, Mosby Mtn",Elk,Antlerless,General Season,Any Legal Weapon,Nov 07 2026 - Jan 03 2027,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1101,Southwest Desert,Elk,Antlerless,General Season,Any Legal Weapon,Nov 20 2026 - Jan 10 2027,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1106,"Wasatch Mtns, Avintaquin",Elk,Antlerless,General Season,Any Legal Weapon,Jan 02 2027 - Jan 17 2027,180,20,200,1,matched,dwr_huntboundary_elk_antlerless.json
EA1107,"Wasatch Mtns, Currant Creek",Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,180,20,200,1,matched,dwr_huntboundary_elk_antlerless.json
EA1110,"Wasatch Mtns, Salt Lake",Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Jan 31 2027,40,5,45,1,matched,dwr_huntboundary_elk_antlerless.json
EA1111,"Wasatch Mtns, Wallsburg",Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Dec 13 2026,31,4,35,1,matched,dwr_huntboundary_elk_antlerless.json
EA1112,"Wasatch Mtns, Wallsburg",Elk,Antlerless,General Season,Any Legal Weapon,Dec 19 2026 - Jan 31 2027,49,6,55,1,matched,dwr_huntboundary_elk_antlerless.json
EA1113,"Wasatch Mtns, West Heber",Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Jan 31 2027,27,3,30,1,matched,dwr_huntboundary_elk_antlerless.json
EA1114,"Wasatch Mtns, West Timpanogos",Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Jan 31 2027,22,3,25,1,matched,dwr_huntboundary_elk_antlerless.json
EA1117,Zion,Elk,Antlerless,General Season,Any Legal Weapon,Nov 11 2026 - Jan 10 2027,198,22,220,1,matched,dwr_huntboundary_elk_antlerless.json
EA1118,Alton CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,6,0,6,1,matched,dwr_huntboundary_elk_antlerless.json
EA1119,Bar J Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,12,0,12,1,matched,dwr_huntboundary_elk_antlerless.json
EA1120,Bear Mountain CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,20,0,20,1,matched,dwr_huntboundary_elk_antlerless.json
EA1121,Boobe Hole CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,10,0,10,1,matched,dwr_huntboundary_elk_antlerless.json
EA1122,Causey Spring CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,5,0,5,1,matched,dwr_huntboundary_elk_antlerless.json
EA1124,Chimney Rock CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,12,0,12,1,matched,dwr_huntboundary_elk_antlerless.json
EA1125,Coldwater Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,25,0,25,1,matched,dwr_huntboundary_elk_antlerless.json
EA1129,Deseret CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,360,0,360,1,matched,dwr_huntboundary_elk_antlerless.json
EA1130,Double Cone CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,7,0,7,1,matched,dwr_huntboundary_elk_antlerless.json
EA1131,Durst Mountain CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,30,0,30,1,matched,dwr_huntboundary_elk_antlerless.json
EA1132,East Fork Chalk Creek CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,30,0,30,1,matched,dwr_huntboundary_elk_antlerless.json
EA1134,Ensign Ranches CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,48,0,48,1,matched,dwr_huntboundary_elk_antlerless.json
EA1135,Folley Ridge CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,20,0,20,1,matched,dwr_huntboundary_elk_antlerless.json
EA1136,Grass Valley/Clark Canyon CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,50,0,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA1137,Grazing Pasture CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,9,0,9,1,matched,dwr_huntboundary_elk_antlerless.json
EA1138,Guildersleeve CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,20,0,20,1,matched,dwr_huntboundary_elk_antlerless.json
EA1139,Hardscrabble CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,5,0,5,1,matched,dwr_huntboundary_elk_antlerless.json
EA1140,Heaston East CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,24,0,24,1,matched,dwr_huntboundary_elk_antlerless.json
EA1141,Hiawatha CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,12,0,12,1,matched,dwr_huntboundary_elk_antlerless.json
EA1142,Indian Head CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,12,0,12,1,matched,dwr_huntboundary_elk_antlerless.json
EA1143,Circle E Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,21,0,21,1,matched,dwr_huntboundary_elk_antlerless.json
EA1145,Johnson Mountain Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,20,0,20,1,matched,dwr_huntboundary_elk_antlerless.json
EA1146,Jump Creek CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,9,0,9,1,matched,dwr_huntboundary_elk_antlerless.json
EA1147,Little Red Creek CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,15,0,15,1,matched,dwr_huntboundary_elk_antlerless.json
EA1149,Minnie Maud Ridge CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,16,0,16,1,matched,dwr_huntboundary_elk_antlerless.json
EA1151,Moon Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,6,0,6,1,matched,dwr_huntboundary_elk_antlerless.json
EA1153,Old Woman Plateau CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,4,0,4,1,matched,dwr_huntboundary_elk_antlerless.json
EA1156,Preston Nutter Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,21,0,21,1,matched,dwr_huntboundary_elk_antlerless.json
EA1157,Redd Ranches CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,35,0,35,1,matched,dwr_huntboundary_elk_antlerless.json
EA1158,Cactus Ranch LLC CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,7,0,7,1,matched,dwr_huntboundary_elk_antlerless.json
EA1159,Roan Cliffs CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,6,0,6,1,matched,dwr_huntboundary_elk_antlerless.json
EA1160,Sand Creek CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,5,0,5,1,matched,dwr_huntboundary_elk_antlerless.json
EA1161,Scofield Canyons CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,9,0,9,1,matched,dwr_huntboundary_elk_antlerless.json
EA1162,Scofield East CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,14,0,14,1,matched,dwr_huntboundary_elk_antlerless.json
EA1163,Scofield West CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,19,0,19,1,matched,dwr_huntboundary_elk_antlerless.json
EA1164,SJ Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,6,0,6,1,matched,dwr_huntboundary_elk_antlerless.json
EA1165,Skull Crack CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,15,0,15,1,matched,dwr_huntboundary_elk_antlerless.json
EA1166,Soldier Summit CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,16,0,16,1,matched,dwr_huntboundary_elk_antlerless.json
EA1167,South Canyon CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,12,0,12,1,matched,dwr_huntboundary_elk_antlerless.json
EA1168,Spring Creek/Dodge CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,15,0,15,1,matched,dwr_huntboundary_elk_antlerless.json
EA1170,Strawberry Ridge CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,10,0,10,1,matched,dwr_huntboundary_elk_antlerless.json
EA1171,Summit Point CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,5,0,5,1,matched,dwr_huntboundary_elk_antlerless.json
EA1172,Three C CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,9,0,9,1,matched,dwr_huntboundary_elk_antlerless.json
EA1175,Wallsburg CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,10,0,10,1,matched,dwr_huntboundary_elk_antlerless.json
EA1177,Woodruff Creek South CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,8,0,8,1,matched,dwr_huntboundary_elk_antlerless.json
EA1180,La Sal (Conservation),Elk,Antlerless,Conservation,Any Legal Weapon,"Oct 3 - Oct 15, 2026 & Nov 19 - Dec 31, 2026",,,0,1,matched,dwr_huntboundary_elk_antlerless.json
EA1189,"Wasatch Mtns, West-Central",Elk,Antlerless,General Season,Muzzleloader,Oct 31 2026 - Nov 08 2026,382,43,425,1,matched,dwr_huntboundary_elk_antlerless.json
EA1192,Pahvant Ensign CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,6,0,6,1,matched,dwr_huntboundary_elk_antlerless.json
EA1193,"Cache, Rich",Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Jan 15 2027,31,4,35,1,matched,dwr_huntboundary_elk_antlerless.json
EA1196,"North Slope, Summit",Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,67,8,75,1,matched,dwr_huntboundary_elk_antlerless.json
EA1198,Bear Springs CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,2,0,2,1,matched,dwr_huntboundary_elk_antlerless.json
EA1200,Double R Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,10,0,10,1,matched,dwr_huntboundary_elk_antlerless.json
EA1201,Mountain Sky Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,10,0,10,1,matched,dwr_huntboundary_elk_antlerless.json
EA1203,"Box Elder, Pilot Mtn",Elk,Antlerless,General Season,Any Legal Weapon,Aug 01 2026 - Aug 15 2026,4,1,5,1,matched,dwr_huntboundary_elk_antlerless.json
EA1204,"Box Elder, Pilot Mtn",Elk,Antlerless,General Season,Any Legal Weapon,Oct 10 2026 - Oct 31 2026,4,1,5,1,matched,dwr_huntboundary_elk_antlerless.json
EA1207,"Nebo, Moroni Hills",Elk,Antlerless,General Season,Any Legal Weapon,Aug 01 2026 - Aug 19 2026,9,1,10,1,matched,dwr_huntboundary_elk_antlerless.json
EA1208,Nebo,Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Jan 31 2027,292,33,325,1,matched,dwr_huntboundary_elk_antlerless.json
EA1209,"Fillmore, Oak Creek LE",Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Jan 29 2027,45,5,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA1217,"Wasatch Mtns, Avintaquin",Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,135,15,150,1,matched,dwr_huntboundary_elk_antlerless.json
EA1220,Manti (Expo),Elk,Antlerless,General Season,Any Legal Weapon,"Oct 3 - Oct 15, 2026",,,0,1,matched,dwr_huntboundary_elk_antlerless.json
EA1221,Fishlake/Thousand Lake (Expo),Elk,Antlerless,General Season,Any Legal Weapon,"Oct 3 - Oct 15, 2026",,,0,1,matched,dwr_huntboundary_elk_antlerless.json
EA1222,"Beaver, East",Elk,Antlerless,General Season,Any Legal Weapon,Nov 21 2026 - Dec 11 2026,36,4,40,1,matched,dwr_huntboundary_elk_antlerless.json
EA1222,"Beaver, East",Elk,Antlerless,General Season,Any Legal Weapon,Nov 21 2026 - Dec 11 2026,36,4,40,1,matched,dwr_huntboundary_elk_antlerless.json
EA1223,"Beaver, East",Elk,Antlerless,General Season,Any Legal Weapon,Dec 12 2026 - Dec 26 2026,36,4,40,1,matched,dwr_huntboundary_elk_antlerless.json
EA1224,"Book Cliffs, Bitter Creek/South",Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,117,13,130,1,matched,dwr_huntboundary_elk_antlerless.json
EA1225,"Book Cliffs, Bitter Creek/South",Elk,Antlerless,General Season,Any Legal Weapon,Nov 16 2026 - Dec 13 2026,147,16,163,1,matched,dwr_huntboundary_elk_antlerless.json
EA1226,"Nebo, Moroni Hills",Elk,Antlerless,General Season,Any Legal Weapon,Sept 12 2026 - Oct 02 2026,9,1,10,1,matched,dwr_huntboundary_elk_antlerless.json
EA1228,Morgan-South Rich,Elk,Antlerless,General Season,Any Legal Weapon,Dec 01 2026 - Dec 21 2026,67,8,75,1,matched,dwr_huntboundary_elk_antlerless.json
EA1229,Morgan-South Rich,Elk,Antlerless,General Season,Any Legal Weapon,Dec 22 2026 - Jan 31 2027,144,16,160,1,matched,dwr_huntboundary_elk_antlerless.json
EA1231,"West Desert, Tintic Valley",Elk,Antlerless,General Season,Any Legal Weapon,Nov 07 2026 - Jan 31 2027,45,5,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA1233,Avintaquin Canyon CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,4,0,4,1,matched,dwr_huntboundary_elk_antlerless.json
EA1235,Sharp Mountain CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,10,0,10,1,matched,dwr_huntboundary_elk_antlerless.json
EA1236,East Canyon,Elk,Antlerless,General Season,Any Legal Weapon,Dec 01 2026 - Jan 11 2027,135,15,150,1,matched,dwr_huntboundary_elk_antlerless.json
EA1237,"La Sal Mtns, North",Elk,Antlerless,General Season,Any Legal Weapon,Nov 19 2026 - Dec 31 2026,157,18,175,1,matched,dwr_huntboundary_elk_antlerless.json
EA1239,"Nine Mile, Range Creek",Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,45,5,50,1,matched,dwr_huntboundary_elk_antlerless.json
EA1240,"Nine Mile, Range Creek",Elk,Antlerless,General Season,Any Legal Weapon,Nov 25 2026 - Jan 31 2027,135,15,150,1,matched,dwr_huntboundary_elk_antlerless.json
EA1242,"Vernal, Buckskin Hills-Jensen",Elk,Antlerless,General Season,Any Legal Weapon,Dec 01 2026 - Dec 31 2026,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
EA1243,"Vernal, Buckskin Hills-Jensen",Elk,Antlerless,General Season,Any Legal Weapon,Jan 01 2027 - Jan 31 2027,90,10,100,1,matched,dwr_huntboundary_elk_antlerless.json
