year,model_year,hunt_code,residency,pdf_parent_apps,pdf_parent_permits,collapsed_apps_used_before,collapsed_permits_used_before,adult_source_apps,adult_source_permits,youth_source_apps_accidentally_added,youth_source_permits_accidentally_added,adult_matches_pdf,collapsed_matches_pdf,issue
2023,2024,DA1018,Resident,189,17,212,22,189,17,23,5,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,DA1027,Nonresident,24,1,24,1,24,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,DA1027,Resident,2356,31,2568,39,2356,31,212,8,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,DA1030,Nonresident,2,0,2,0,2,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,DA1030,Resident,73,21,76,24,73,21,3,3,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,DA1031,Nonresident,5,0,5,0,5,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,DA1031,Resident,414,20,436,25,414,20,22,5,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,DA1033,Nonresident,7,0,7,0,7,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,DA1033,Resident,47,4,48,5,47,4,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,DA1041,Nonresident,15,4,15,4,15,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,DA1041,Resident,163,16,175,21,163,16,12,5,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,DA1042,Nonresident,4,1,4,1,4,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,DA1042,Resident,18,3,21,4,18,3,3,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,DA1044,Nonresident,9,2,9,2,9,2,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,DA1044,Resident,290,78,318,98,290,78,28,20,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,DA1045,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,DA1045,Resident,37,12,39,14,37,12,2,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,DA1046,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,DA1046,Resident,93,20,104,25,93,20,11,5,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,DA1047,Nonresident,21,4,22,4,21,4,1,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,DA1047,Resident,552,36,613,46,552,36,61,10,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,DA1048,Nonresident,1,0,1,0,1,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,DA1048,Resident,53,12,57,15,53,12,4,3,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,DA1049,Nonresident,1,1,1,1,1,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,DA1049,Resident,98,64,104,70,98,64,6,6,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1009,Nonresident,53,32,53,32,53,32,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1009,Resident,1118,288,1227,368,1118,288,109,80,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1010,Nonresident,4,4,4,4,4,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1010,Resident,123,36,131,44,123,36,8,8,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1011,Nonresident,26,4,26,4,26,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1011,Resident,131,29,142,36,131,29,11,7,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1012,Nonresident,2,1,2,1,2,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1012,Resident,21,4,23,4,21,4,2,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1013,Nonresident,34,4,35,4,34,4,1,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1013,Resident,851,29,947,36,851,29,96,7,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1015,Nonresident,34,4,39,5,34,4,5,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1015,Resident,332,36,361,45,332,36,29,9,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1017,Nonresident,11,4,11,4,11,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1017,Resident,338,29,366,36,338,29,28,7,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1018,Nonresident,5,4,5,4,5,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1018,Resident,147,29,169,36,147,29,22,7,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1020,Nonresident,13,7,14,8,13,7,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1020,Resident,141,58,158,72,141,58,17,14,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1021,Nonresident,27,15,27,15,27,15,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1021,Resident,480,130,527,165,480,130,47,35,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1022,Nonresident,46,20,47,21,46,20,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1022,Resident,940,179,1022,225,940,179,82,46,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1023,Nonresident,26,6,26,6,26,6,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1023,Resident,464,51,501,63,464,51,37,12,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1024,Nonresident,48,10,50,12,48,10,2,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1024,Resident,527,87,581,108,527,87,54,21,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1025,Nonresident,20,8,25,10,20,8,5,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1025,Resident,255,72,281,90,255,72,26,18,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1026,Nonresident,8,8,8,8,8,8,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1026,Resident,303,303,316,316,303,303,13,13,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1030,Nonresident,18,3,18,3,18,3,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1030,Resident,221,22,239,27,221,22,18,5,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1031,Nonresident,30,3,30,3,30,3,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1031,Resident,275,22,308,27,275,22,33,5,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1033,Nonresident,17,11,17,11,17,11,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1033,Resident,264,90,292,114,264,90,28,24,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1035,Nonresident,18,12,19,13,18,12,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1035,Resident,167,99,175,107,167,99,8,8,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1037,Nonresident,30,4,31,5,30,4,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1037,Resident,111,36,123,45,111,36,12,9,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1038,Nonresident,47,30,47,30,47,30,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1038,Resident,415,229,448,262,415,229,33,33,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1039,Nonresident,34,20,40,26,34,20,6,6,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1039,Resident,326,180,367,221,326,180,41,41,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1040,Nonresident,15,1,16,1,15,1,1,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1040,Resident,115,8,124,9,115,8,9,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1044,Nonresident,17,4,17,4,17,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1044,Resident,51,28,54,31,51,28,3,3,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1049,Nonresident,21,3,21,3,21,3,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1049,Resident,105,22,111,27,105,22,6,5,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1052,Nonresident,40,22,43,25,40,22,3,3,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1052,Resident,277,198,303,224,277,198,26,26,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1054,Nonresident,8,8,8,8,8,8,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1054,Resident,115,115,124,124,115,115,9,9,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1056,Nonresident,2,1,2,1,2,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1056,Resident,53,4,58,4,53,4,5,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1058,Nonresident,21,15,21,15,21,15,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1058,Resident,266,111,282,127,266,111,16,16,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1060,Nonresident,1,1,1,1,1,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1060,Resident,66,15,68,17,66,15,2,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1061,Nonresident,5,2,5,2,5,2,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1061,Resident,49,15,53,18,49,15,4,3,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1063,Nonresident,3,3,3,3,3,3,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1063,Resident,98,66,100,68,98,66,2,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1064,Nonresident,1,1,1,1,1,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1064,Resident,72,61,82,71,72,61,10,10,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1069,Nonresident,96,3,96,3,96,3,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1069,Resident,862,18,938,22,862,18,76,4,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1073,Nonresident,6,2,6,2,6,2,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1073,Resident,82,15,86,18,82,15,4,3,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1074,Nonresident,3,1,3,1,3,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1074,Resident,32,4,33,4,32,4,1,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1075,Nonresident,9,1,9,1,9,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1075,Resident,141,11,149,13,141,11,8,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1076,Nonresident,15,2,15,2,15,2,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1076,Resident,236,11,256,13,236,11,20,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1077,Nonresident,5,2,5,2,5,2,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1077,Resident,63,15,66,18,63,15,3,3,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1078,Nonresident,94,11,96,13,94,11,2,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1078,Resident,889,101,980,126,889,101,91,25,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1079,Nonresident,59,4,62,5,59,4,3,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1079,Resident,587,36,648,45,587,36,61,9,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1080,Nonresident,38,3,41,3,38,3,3,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1080,Resident,608,22,686,27,608,22,78,5,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1081,Nonresident,54,11,55,12,54,11,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1081,Resident,249,90,271,112,249,90,22,22,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1082,Nonresident,39,11,40,12,39,11,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1082,Resident,303,90,342,113,303,90,39,23,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1084,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1084,Resident,4,4,4,4,4,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1085,Nonresident,3,3,3,3,3,3,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1085,Resident,66,66,73,73,66,66,7,7,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1087,Nonresident,33,8,33,8,33,8,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1087,Resident,451,72,493,92,451,72,42,20,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1089,Nonresident,23,4,23,4,23,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1089,Resident,242,36,271,46,242,36,29,10,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1090,Nonresident,6,4,6,4,6,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1090,Resident,87,36,95,44,87,36,8,8,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1091,Nonresident,3,3,3,3,3,3,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1091,Resident,68,36,73,41,68,36,5,5,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1094,Nonresident,8,8,9,9,8,8,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1094,Resident,134,72,151,89,134,72,17,17,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1098,Nonresident,16,7,16,7,16,7,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1098,Resident,161,54,174,67,161,54,13,13,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1099,Nonresident,8,7,8,7,8,7,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1099,Resident,106,54,121,68,106,54,15,14,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1100,Nonresident,4,4,4,4,4,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1100,Resident,61,57,69,65,61,57,8,8,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1101,Nonresident,197,9,200,11,197,9,3,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1101,Resident,1511,80,1669,99,1511,80,158,19,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1110,Nonresident,13,4,13,4,13,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1110,Resident,154,32,167,41,154,32,13,9,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1111,Nonresident,2,2,2,2,2,2,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1111,Resident,175,25,190,31,175,25,15,6,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1112,Nonresident,13,5,13,5,13,5,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1112,Resident,176,40,197,49,176,40,21,9,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1113,Nonresident,9,3,11,3,9,3,2,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1113,Resident,158,22,166,27,158,22,8,5,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1114,Nonresident,16,4,16,4,16,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1114,Resident,381,25,419,31,381,25,38,6,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1116,Nonresident,13,3,14,3,13,3,1,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1116,Resident,113,18,123,22,113,18,10,4,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1117,Nonresident,22,16,22,16,22,16,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1117,Resident,163,144,183,164,163,144,20,20,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1118,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1118,Resident,24,8,27,9,24,8,3,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1119,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1119,Resident,38,10,41,12,38,10,3,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1120,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1120,Resident,22,13,23,14,22,13,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1121,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1121,Resident,43,8,52,10,43,8,9,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1122,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1122,Resident,11,4,14,5,11,4,3,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1124,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1124,Resident,74,10,81,12,74,10,7,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1125,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
