year,model_year,hunt_code,residency,pdf_parent_apps,pdf_parent_permits,collapsed_apps_used_before,collapsed_permits_used_before,adult_source_apps,adult_source_permits,youth_source_apps_accidentally_added,youth_source_permits_accidentally_added,adult_matches_pdf,collapsed_matches_pdf,issue
2023,2024,EA2037,Nonresident,15,15,15,15,15,15,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA2037,Resident,68,68,69,69,68,68,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA2038,Nonresident,27,27,27,27,27,27,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA2038,Resident,433,433,441,441,433,433,8,8,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,MA1000,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,MA1000,Resident,992,2,992,2,992,2,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,MA1005,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,MA1005,Resident,668,2,668,2,668,2,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,MA1006,Nonresident,389,1,389,1,389,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,MA1006,Resident,3190,4,3190,4,3190,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,PD1000,Nonresident,34,2,38,2,34,2,4,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1000,Resident,664,15,753,18,664,15,89,3,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1005,Nonresident,8,1,8,1,8,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,PD1005,Resident,165,4,174,4,165,4,9,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1012,Nonresident,5,1,5,1,5,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,PD1012,Resident,164,8,174,9,164,8,10,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1014,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,PD1014,Resident,71,2,87,2,71,2,16,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1016,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,PD1016,Resident,66,5,74,6,66,5,8,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1017,Nonresident,26,1,26,1,26,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,PD1017,Resident,316,8,351,9,316,8,35,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1025,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,PD1025,Resident,64,5,81,6,64,5,17,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1026,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,PD1026,Resident,98,5,114,6,98,5,16,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1031,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,PD1031,Resident,513,5,590,6,513,5,77,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1032,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,PD1032,Resident,103,5,118,6,103,5,15,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1033,Nonresident,25,2,25,2,25,2,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,PD1033,Resident,415,11,478,13,415,11,63,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1034,Nonresident,69,3,71,3,69,3,2,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1034,Resident,1001,18,1123,22,1001,18,122,4,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1035,Nonresident,50,3,57,3,50,3,7,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1035,Resident,1256,18,1423,22,1256,18,167,4,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1037,Nonresident,12,1,12,1,12,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,PD1037,Resident,225,4,241,4,225,4,16,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1038,Nonresident,5,1,5,1,5,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,PD1038,Resident,131,4,144,4,131,4,13,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1041,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,PD1041,Resident,28,5,34,6,28,5,6,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1043,Nonresident,24,1,25,1,24,1,1,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1043,Resident,399,8,446,9,399,8,47,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1044,Nonresident,31,3,32,3,31,3,1,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,PD1044,Resident,571,18,634,22,571,18,63,4,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,RE1000,Nonresident,247,1,247,1,247,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,RE1000,Resident,1234,4,1234,4,1234,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
