hunt_code,hunt_name,species,source_file,blank_sex,blank_sex_type,review_reason
EA1197,15,Elk,19_youth_antlerless_drawing_odds_report(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
EA1212,15,Elk,19_youth_antlerless_drawing_odds_report(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
EA1213,15,Elk,19_youth_antlerless_drawing_odds_report(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
EA1215,15,Elk,19_youth_antlerless_drawing_odds_report(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
EA1216,15,Elk,19_youth_antlerless_drawing_odds_report(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
EA1218,15,Elk,19_youth_antlerless_drawing_odds_report(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
PD1008,15,Pronghorn,19_youth_antlerless_drawing_odds_report(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
PD1009,15,Pronghorn,19_youth_antlerless_drawing_odds_report(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
PD1015,15,Pronghorn,19_youth_antlerless_drawing_odds_report(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
PD1019,15,Pronghorn,19_youth_antlerless_drawing_odds_report(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
PD1020,15,Pronghorn,19_youth_antlerless_drawing_odds_report(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
PD1028,15,Pronghorn,19_youth_antlerless_drawing_odds_report(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
PD1029,15,Pronghorn,19_youth_antlerless_drawing_odds_report(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
PD1040,15,Pronghorn,19_youth_antlerless_drawing_odds_report(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
BR7209,19,Black Bear,19_drawing_odds(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
BR7226,19,Black Bear,19_drawing_odds(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
BR7227,19,Black Bear,19_drawing_odds(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
BR7230,19,Black Bear,19_drawing_odds(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
BR7231,19,Black Bear,19_drawing_odds(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
BR7232,19,Black Bear,19_drawing_odds(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
BR7233,19,Black Bear,19_drawing_odds(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
BR7234,19,Black Bear,19_drawing_odds(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
BR7235,19,Black Bear,19_drawing_odds(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
BR7236,19,Black Bear,19_drawing_odds(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
DB1505,Chalk Creek/east Canyon/morgan-south Rich,Deer,19_deer_odds(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
DB1535,Chalk Creek/east Canyon/morgan-south Rich,Deer,19_deer_odds(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
DB1565,Chalk Creek/east Canyon/morgan-south Rich,Deer,19_deer_odds(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
DB1590,Chalk Creek/east Canyon/morgan-south Rich,Deer,19_deer_odds(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
DB1505,Chalk Creek/east Canyon/morgan-south Rich,Deer,19_lifetime_deer.pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
DB1535,Chalk Creek/east Canyon/morgan-south Rich,Deer,19_lifetime_deer.pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
DB1565,Chalk Creek/east Canyon/morgan-south Rich,Deer,19_lifetime_deer.pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
DB1590,Chalk Creek/east Canyon/morgan-south Rich,Deer,19_lifetime_deer.pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
DB1505,Chalk Creek/east Canyon/morgan-south Rich,Deer,19_youth_deer(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
DB1535,Chalk Creek/east Canyon/morgan-south Rich,Deer,19_youth_deer(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
DB1565,Chalk Creek/east Canyon/morgan-south Rich,Deer,19_youth_deer(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
DB1590,Chalk Creek/east Canyon/morgan-south Rich,Deer,19_youth_deer(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
DB1774,Chalk Creek/east Canyon/morgan-south Rich,Deer,19_dh_odds.pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG1013,19,Cougar,2020_cougar_odds_report(2).pdf,TRUE,TRUE,raw_pdf_hunt_title_does_not_print_explicit_sex_type
CG1013,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG1029,19,Cougar,2020_cougar_odds_report(2).pdf,TRUE,TRUE,raw_pdf_hunt_title_does_not_print_explicit_sex_type
CG1029,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG1030,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG1034,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7500,19,Cougar,2020_cougar_odds_report(2).pdf,TRUE,TRUE,raw_pdf_hunt_title_does_not_print_explicit_sex_type
CG7500,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7502,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7503,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7505,19,Cougar,2020_cougar_odds_report(2).pdf,TRUE,TRUE,raw_pdf_hunt_title_does_not_print_explicit_sex_type
CG7505,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7506,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7507,19,Cougar,2020_cougar_odds_report(2).pdf,TRUE,TRUE,raw_pdf_hunt_title_does_not_print_explicit_sex_type
CG7507,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7602,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7603,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7605,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7606,19,Cougar,2020_cougar_odds_report(2).pdf,TRUE,TRUE,raw_pdf_hunt_title_does_not_print_explicit_sex_type
CG7606,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7607,19,Cougar,2020_cougar_odds_report(2).pdf,TRUE,TRUE,raw_pdf_hunt_title_does_not_print_explicit_sex_type
CG7607,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7609,19,Cougar,2020_cougar_odds_report(2).pdf,TRUE,TRUE,raw_pdf_hunt_title_does_not_print_explicit_sex_type
CG7609,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7610,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7611,19,Cougar,2020_cougar_odds_report(2).pdf,TRUE,TRUE,raw_pdf_hunt_title_does_not_print_explicit_sex_type
CG7611,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7612,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7613,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7615,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7618,19,Cougar,2020_cougar_odds_report(2).pdf,TRUE,TRUE,raw_pdf_hunt_title_does_not_print_explicit_sex_type
CG7618,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7619,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG7620,19,Cougar,2020_cougar_odds_report(2).pdf,TRUE,TRUE,raw_pdf_hunt_title_does_not_print_explicit_sex_type
CG7620,19,Cougar,2020_cougar_odds_report(2).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
CG1000,Sportsman Cougar,Cougar,19-20_sportsman_odds(1).pdf,FALSE,FALSE,boundary_id_not_printed_in_draw_result_pdf_requires_database_or_geojson_crosswalk
